label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north6_all	80	14733	3244	1903	1210	1076	1112	512	602	289	313	235	218	213	146	150	108	146	80	61	60	50	88	70	41	36	27	26	12	12	15	32	14	11	10	11	5	8	2	4	8	1	3	3	4	11	3	3	2	0	1	1	0	1	3	1	0	2	0	0	0	1	0	0	1	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	9336	1635	927	562	546	660	266	342	138	159	127	123	126	84	85	58	92	49	29	30	25	59	41	25	19	17	18	4	6	7	19	11	8	6	7	3	4	2	1	6	1	3	1	2	9	1	3	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	14851	3273	1961	1220	1058	1107	505	598	311	312	222	216	229	164	147	116	137	73	52	56	47	96	75	38	37	18	26	14	11	19	33	19	16	14	15	6	8	3	4	9	2	4	3	5	10	3	2	2	2	1	1	1	1	4	1	0	2	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	9457	1637	950	563	543	645	257	338	142	155	129	114	134	90	92	65	77	41	29	26	21	64	41	23	22	11	15	7	5	10	20	16	12	10	11	3	4	3	1	7	1	2	2	2	9	1	2	1	1	0	0	0	1	2	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	14971	3332	1996	1234	1096	1165	508	601	326	303	237	215	221	167	145	108	130	81	51	46	48	117	69	37	36	18	36	20	12	20	25	20	18	16	15	7	8	1	3	9	2	4	5	2	10	2	3	2	3	1	1	1	2	4	0	0	2	4	0	1	1	0	0	1	1	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	9615	1701	976	580	565	678	269	337	141	146	138	116	127	85	92	56	79	44	31	18	23	88	39	23	22	13	21	12	5	8	17	14	15	9	10	4	3	1	2	6	1	2	3	1	10	0	3	0	2	0	1	0	1	2	0	0	1	4	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	15382	3365	1966	1233	1081	1173	553	600	336	303	238	229	230	162	155	117	134	74	47	43	55	113	76	46	36	19	43	16	11	16	15	19	18	16	21	7	5	2	2	7	2	3	5	5	10	6	7	3	4	1	1	1	1	2	0	1	2	4	1	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	9939	1750	982	571	576	706	282	346	152	155	131	131	128	81	96	62	86	39	22	16	28	77	40	28	23	11	29	12	6	8	11	13	15	11	18	3	3	2	1	5	0	1	3	2	10	3	3	1	2	0	1	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	15489	3355	1927	1205	1101	1189	545	629	325	303	239	216	223	156	143	118	147	70	50	55	64	119	69	42	45	26	32	16	13	15	11	19	18	13	16	9	5	3	2	4	3	0	6	5	3	5	7	2	6	2	2	1	2	0	0	1	2	4	1	2	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	10130	1741	986	556	584	728	278	369	144	139	119	125	117	84	81	59	93	31	21	26	35	79	39	26	28	12	19	10	6	9	9	10	14	7	14	5	3	2	1	2	1	0	3	2	3	3	3	1	3	0	2	0	1	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	15322	3437	1905	1206	1113	1170	569	546	333	327	265	243	219	157	179	114	155	80	59	59	55	107	67	44	25	23	32	16	20	23	23	23	11	11	12	17	5	3	6	2	2	3	3	2	4	9	6	2	0	2	3	4	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	9992	1781	940	582	599	724	257	311	156	164	139	142	125	88	95	66	79	37	29	33	30	84	42	28	12	12	15	10	13	10	11	16	6	5	4	10	4	1	4	2	2	2	2	2	3	2	1	1	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	15215	3385	1961	1190	1122	1191	566	596	319	326	261	248	206	159	179	117	139	89	69	74	60	98	79	33	30	14	47	18	23	18	26	23	10	6	13	21	10	3	9	1	2	2	2	2	5	9	6	2	0	2	4	5	1	0	1	1	0	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	9818	1746	984	583	613	742	266	361	148	157	136	143	117	91	91	63	66	45	35	42	31	72	51	20	16	8	31	8	16	6	13	16	3	3	4	11	8	1	6	1	2	2	1	2	0	3	1	0	0	2	1	4	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_all	80	14640	3231	1920	1167	1073	1105	557	581	322	315	242	224	194	166	180	100	128	85	67	79	63	72	75	31	40	19	49	21	17	16	21	22	16	6	15	12	10	2	7	2	5	1	1	3	5	6	9	3	0	0	5	5	0	0	1	1	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	9296	1672	938	565	586	680	269	353	152	157	135	134	101	99	100	52	60	39	33	49	28	47	46	20	22	9	35	11	10	6	8	16	9	4	7	7	7	0	6	2	4	0	1	3	0	1	0	0	0	0	2	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_all	80	13935	3229	1836	1162	1010	1105	553	573	320	287	231	182	187	181	153	94	136	74	75	70	59	74	68	41	40	18	52	16	18	11	23	22	21	5	21	11	8	2	8	4	4	2	3	1	6	1	10	3	1	0	3	5	0	1	0	1	1	4	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	8818	1645	901	547	555	662	271	333	153	137	121	106	101	113	89	50	70	30	38	43	24	45	41	19	21	9	41	5	11	7	10	16	11	3	10	5	5	1	4	2	3	0	2	1	1	1	0	0	0	0	1	4	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_all	80	13340	3174	1813	1152	981	1002	529	550	325	283	219	209	174	182	146	91	121	68	75	66	57	76	67	36	39	20	44	16	16	16	25	11	27	4	17	8	4	3	10	5	5	2	2	2	3	0	5	2	1	1	2	4	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	8426	1624	872	535	528	591	270	313	153	129	110	114	98	105	86	42	68	22	38	39	23	49	42	16	22	10	31	8	7	10	12	7	15	1	10	2	0	1	5	2	2	0	1	2	3	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_all	80	13217	3221	1823	1158	956	1017	516	581	331	288	238	212	197	171	139	94	125	74	72	53	54	89	67	39	35	24	56	20	17	15	20	7	24	5	13	9	5	6	9	6	3	2	3	1	4	0	5	1	3	1	1	2	0	2	0	1	1	4	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	8396	1606	890	525	520	593	278	331	157	130	112	111	106	95	82	42	76	40	36	32	19	59	44	17	13	11	45	12	9	10	10	4	13	2	7	3	1	3	3	2	1	1	2	1	3	0	0	0	1	0	1	2	0	1	0	0	0	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	14051	3325	1872	1160	1032	1097	503	616	294	288	243	249	206	173	139	99	118	80	69	61	54	98	63	45	39	21	52	21	18	14	20	11	19	9	8	9	9	7	7	5	4	2	1	1	3	2	0	1	3	2	0	1	1	2	0	1	0	3	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8974	1675	918	537	546	651	261	359	135	127	118	139	107	96	82	51	71	40	39	38	22	59	39	24	18	10	33	13	11	7	12	7	9	4	4	5	4	3	2	2	1	1	1	1	2	2	0	0	2	1	0	1	0	1	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	14666	3291	1841	1226	1056	1174	527	648	304	275	270	243	216	201	139	112	121	81	52	70	52	106	59	57	38	23	46	20	14	14	19	14	14	11	7	9	10	4	3	4	6	2	1	2	4	2	4	0	3	1	0	6	1	2	0	1	0	3	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	9335	1635	876	554	573	715	281	382	141	124	136	137	110	116	79	60	67	43	32	40	22	68	35	35	17	12	28	13	9	7	11	9	6	4	4	5	4	2	1	2	4	1	1	1	3	2	1	0	2	1	0	5	0	2	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	15444	3341	1853	1238	1075	1227	541	630	296	276	288	250	227	207	148	108	131	72	50	75	49	107	48	58	28	18	32	18	12	14	15	20	14	11	8	11	9	2	2	3	6	2	1	1	4	2	4	2	4	1	0	9	1	3	0	0	0	3	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	9872	1677	905	562	598	745	281	374	136	119	157	146	126	113	80	63	74	37	29	40	22	68	30	39	16	8	20	9	7	5	9	13	9	5	4	8	4	0	1	2	4	1	0	0	3	2	1	2	3	1	0	8	0	3	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	15267	3291	1872	1250	1088	1203	545	615	318	300	280	230	244	202	152	115	135	63	47	70	36	130	59	55	30	19	16	14	17	13	11	17	17	14	8	6	7	1	1	6	4	1	2	2	4	0	4	4	3	0	0	10	1	6	0	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	9768	1646	910	582	584	733	265	358	147	148	160	123	140	114	86	63	75	28	29	35	19	91	42	37	19	12	13	8	12	3	8	9	12	8	5	4	5	0	1	5	3	1	0	0	3	0	1	4	2	0	0	9	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	15245	3427	1877	1233	1115	1274	563	648	310	324	245	237	233	161	159	113	137	70	66	63	53	79	40	56	38	31	58	21	10	19	24	16	15	6	14	6	9	3	1	3	4	3	0	3	2	0	3	0	2	2	1	0	1	0	0	0	1	1	3	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	9773	1805	970	575	630	795	278	381	151	167	123	138	143	95	88	61	80	35	40	38	22	46	27	30	25	15	43	12	6	14	17	10	11	5	13	2	4	1	1	2	3	2	0	1	2	0	1	0	2	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	15559	3462	1875	1212	1133	1260	549	657	318	328	257	243	234	167	136	114	135	66	65	62	57	78	55	51	44	29	51	16	10	15	24	15	15	9	12	10	7	6	2	2	2	4	0	2	3	1	8	0	4	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	10076	1831	968	575	627	756	278	396	156	168	143	146	140	107	69	54	75	30	40	34	23	48	33	23	28	15	37	9	6	9	13	10	8	4	11	4	4	3	2	1	1	3	0	0	2	0	5	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	15653	3420	1891	1204	1070	1233	556	644	298	302	261	243	216	161	132	110	134	62	68	58	56	81	69	51	46	25	48	17	13	16	21	19	24	10	16	9	4	7	2	4	2	2	1	1	2	2	10	1	3	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south23_active	80	10278	1811	969	585	592	750	265	389	138	156	142	136	128	99	67	53	66	29	45	36	21	57	40	22	24	13	36	7	11	8	13	9	14	4	14	4	2	4	2	3	0	2	0	0	1	0	6	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south24_all	80	15717	3425	1894	1170	1034	1206	556	606	276	311	256	241	217	150	143	109	128	61	53	48	50	103	75	54	46	16	47	19	15	15	20	26	21	10	13	11	6	7	2	4	1	1	1	2	2	3	8	3	2	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south24_active	80	10105	1825	950	564	592	745	265	358	123	160	141	130	129	92	72	55	75	30	33	27	21	71	49	26	17	8	33	9	10	8	13	13	11	3	9	6	2	4	2	3	0	1	0	1	0	0	5	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0.03	south25_all	80	15482	3329	1911	1189	1015	1143	582	582	281	312	257	245	205	152	138	106	134	74	60	51	49	100	67	59	43	19	35	21	16	15	18	30	23	8	13	9	4	5	2	4	2	3	1	3	2	5	4	3	1	1	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	5	0	0	1	0
0.03	south25_active	80	9920	1781	968	556	582	703	272	338	130	151	133	129	119	88	78	51	78	38	30	27	20	68	47	36	16	8	25	8	11	9	11	15	12	1	10	7	0	3	1	3	0	2	0	1	0	1	1	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	5	0	0	1	0
0.03	south26_all	80	15487	3374	1899	1139	1046	1161	575	595	300	325	237	241	232	153	155	122	134	76	65	43	48	100	57	66	33	19	39	20	17	20	15	26	17	8	16	11	6	6	3	3	3	2	0	5	1	4	2	3	0	1	1	2	2	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	5	0	0	1	0
0.03	south26_active	80	9938	1828	966	519	567	698	279	343	149	157	117	128	137	87	91	63	87	39	32	20	20	73	40	43	16	8	21	10	11	9	8	14	10	3	12	7	2	2	2	1	1	1	0	2	0	1	1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	5	0	0	1	0
0.03	south27_all	80	15189	3283	1906	1148	1024	1142	557	610	322	323	251	240	238	155	171	114	143	86	63	52	54	77	47	61	35	29	48	17	18	21	14	23	8	8	14	7	6	7	2	4	4	2	0	4	1	5	0	2	0	1	1	1	2	1	2	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	9811	1731	971	522	548	678	264	359	154	157	132	127	145	89	105	54	92	42	30	27	25	56	30	44	21	12	26	6	9	9	7	13	6	2	9	5	3	3	1	2	1	1	0	1	0	3	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0
0.03	south28_all	80	15117	3319	1921	1168	1043	1174	540	624	319	312	260	225	236	172	180	123	139	82	58	54	57	85	55	55	33	32	51	15	19	23	19	27	11	9	15	5	10	7	3	4	3	0	0	5	3	8	1	4	0	0	1	0	1	1	2	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	9714	1710	958	520	538	713	250	366	153	162	136	126	149	91	115	62	84	36	27	31	31	57	40	35	21	16	31	8	9	9	10	17	8	4	9	3	6	2	2	2	1	0	0	1	0	3	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	15294	3327	1923	1180	1077	1161	537	641	316	309	257	223	219	170	177	107	128	83	60	62	57	96	56	58	32	33	56	15	26	23	17	25	12	10	11	5	11	6	5	2	2	1	0	4	4	8	1	10	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	9716	1663	937	526	571	707	254	363	148	170	135	120	145	86	107	48	80	38	27	37	34	63	40	38	17	17	35	10	11	15	12	14	8	5	5	3	6	3	3	1	0	1	0	1	0	3	0	9	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	15378	3391	1997	1196	1078	1196	541	647	291	307	249	213	225	180	146	103	140	77	60	62	61	89	65	50	36	28	53	14	21	18	17	27	14	8	10	3	10	3	4	1	5	2	1	2	6	9	1	10	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	9856	1747	986	550	583	714	268	350	131	169	128	122	137	85	91	50	83	40	30	33	31	62	48	26	17	14	36	9	10	11	12	18	8	5	6	2	6	2	2	0	1	2	0	0	2	2	0	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	14488	3262	1868	1161	1072	1131	522	607	314	288	217	243	201	151	137	98	146	66	71	65	50	81	58	40	36	27	43	18	21	7	12	17	10	6	17	5	6	5	4	5	0	6	1	4	4	0	5	2	7	0	2	1	2	2	2	1	0	1	0	0	1	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south31_active	80	9265	1699	939	535	560	664	259	333	152	151	101	136	111	82	74	51	85	35	40	35	23	43	37	17	22	13	28	7	10	4	9	12	7	2	12	2	0	3	3	4	0	4	0	4	1	0	2	0	6	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	15031	3260	1884	1168	1073	1166	528	644	317	270	238	230	206	147	146	107	136	67	60	49	52	90	51	42	39	26	49	18	23	6	22	17	10	11	19	4	7	6	3	3	0	3	1	3	2	1	5	2	1	0	2	1	2	2	2	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_active	80	9697	1698	956	541	554	686	277	389	147	134	115	124	112	67	81	58	84	34	26	33	23	53	30	13	21	14	39	8	12	4	13	9	7	6	14	1	2	4	2	3	0	1	0	3	1	1	2	0	1	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	14474	3197	1893	1171	1055	1072	548	601	290	289	260	235	203	135	142	116	133	74	51	51	48	93	54	44	38	23	49	19	20	7	18	12	13	10	15	7	5	7	4	2	1	3	2	1	1	1	3	0	2	0	2	1	2	2	2	1	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	9225	1667	935	559	537	598	271	352	130	130	133	130	107	68	73	61	75	38	22	32	19	56	28	16	19	13	38	5	10	3	8	8	9	6	12	3	2	5	2	2	1	0	1	1	0	1	2	0	2	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	13539	3116	1861	1165	1026	1036	539	576	299	307	252	218	201	155	145	117	119	81	54	45	45	90	47	54	37	26	42	15	16	10	18	11	12	11	18	8	5	6	5	4	4	2	2	1	0	2	4	1	2	0	1	1	0	0	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	8563	1610	905	547	533	581	262	347	135	139	128	116	113	83	72	57	68	39	19	25	18	63	24	24	14	16	34	5	10	6	9	7	7	6	15	3	2	4	1	4	2	0	1	1	0	2	2	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	12469	3042	1815	1162	986	964	536	554	311	305	237	214	186	145	143	106	119	92	52	57	43	83	55	51	28	22	40	13	14	15	12	10	11	9	10	10	5	5	5	4	5	1	3	0	1	1	5	1	2	0	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	south35_active	80	7712	1546	876	533	516	538	243	322	139	129	128	116	102	80	77	52	63	37	20	34	17	59	33	30	9	15	32	3	9	10	7	6	6	4	6	6	1	3	1	4	2	0	1	0	1	1	3	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	south36_all	80	12010	3029	1759	1133	993	1002	532	534	309	302	242	205	193	158	137	104	125	85	47	54	39	76	56	58	26	22	27	12	13	16	17	15	7	9	12	8	4	6	7	5	6	6	1	0	2	2	4	3	2	0	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0
0.03	south36_active	80	7464	1513	831	515	514	588	229	316	145	141	127	112	106	82	68	47	71	37	21	30	17	54	38	33	11	15	17	5	8	9	7	9	5	4	8	6	2	5	2	5	2	2	0	0	2	1	3	3	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	south37_all	80	12668	3081	1747	1139	995	1083	535	576	317	293	245	214	204	179	133	91	131	71	46	59	46	88	53	47	31	19	38	16	14	12	26	17	8	10	10	5	5	3	7	3	2	10	2	0	2	3	1	4	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0
