label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	23593	5080	3134	3098	1505	993	942	688	861	726	486	280	223	350	125	236	179	83	98	83	47	40	41	34	32	34	19	9	15	14	8	8	16	6	7	4	7	5	9	4	3	5	0	0	2	3	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	15171	2610	1637	1857	818	491	520	406	563	473	309	164	123	218	62	154	120	34	53	51	24	15	19	24	16	12	12	2	10	11	7	3	8	2	3	0	6	3	6	3	3	3	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	23629	5083	3107	3078	1539	983	939	688	844	725	509	281	214	355	147	249	188	95	88	85	51	44	38	37	32	26	17	10	15	13	8	4	26	7	6	6	6	7	4	3	0	5	0	0	2	4	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	15208	2628	1630	1893	833	495	533	406	547	462	327	171	117	228	85	167	123	43	44	54	25	16	21	26	17	10	8	1	12	9	4	1	13	2	2	2	3	4	2	2	0	4	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	23640	5095	3135	3144	1533	983	942	707	881	744	516	304	228	345	165	251	180	96	89	83	49	45	32	43	26	18	20	10	12	13	7	5	21	7	7	6	4	6	6	2	0	4	1	0	1	2	3	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0
0.03	north3_active	80	15267	2705	1657	1984	828	487	536	416	568	481	320	181	124	234	93	166	111	48	45	52	25	17	19	28	13	7	6	4	9	8	3	1	11	3	3	2	1	3	2	1	0	4	0	0	1	1	3	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_all	80	23661	5125	3098	3081	1533	988	960	685	896	784	507	300	244	351	177	241	174	94	90	80	50	40	35	47	27	14	19	15	12	12	9	7	28	11	10	4	5	4	4	0	0	1	1	1	0	2	3	1	2	0	1	0	0	4	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0
0.03	north4_active	80	15123	2677	1651	1913	804	488	520	395	556	515	319	183	134	244	103	158	101	42	43	58	23	19	19	30	14	9	4	6	10	6	3	1	13	6	7	2	2	2	1	0	0	1	0	1	0	1	3	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_all	80	23621	5116	3092	3153	1464	998	977	712	844	782	469	290	246	367	185	229	177	89	91	69	46	43	28	38	24	18	22	13	17	10	10	8	18	15	9	6	3	1	5	2	0	1	1	1	1	0	3	0	2	0	1	0	0	4	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0
0.03	north5_active	80	15032	2683	1641	1965	772	497	534	409	511	511	289	174	141	239	106	148	97	42	48	54	22	23	13	24	15	9	11	8	9	4	5	1	8	11	7	4	2	0	3	0	0	1	0	1	1	0	3	0	2	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
