label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66
0.03	north1_all	80	20978	3879	2334	1630	1114	820	996	482	391	800	278	217	237	209	112	105	90	55	56	83	31	30	39	59	25	26	11	17	25	10	7	6	5	6	7	4	6	3	2	5	1	4	2	4	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0
0.03	north1_active	80	17633	1365	757	538	307	297	761	161	142	685	178	49	156	145	19	62	33	27	20	64	11	17	25	49	18	12	1	8	19	2	3	2	1	4	6	2	1	3	0	2	1	3	1	3	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	20883	3780	2400	1600	1081	834	1091	482	404	820	303	216	230	199	106	106	80	57	49	79	42	28	30	66	22	18	13	20	29	8	3	3	7	14	8	6	6	1	1	4	2	4	1	3	0	0	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
0.03	north2_active	80	17632	1290	750	520	297	308	853	180	141	694	175	54	151	140	20	56	30	31	20	61	20	16	14	55	14	9	2	9	21	1	1	1	2	13	6	1	1	1	0	3	2	3	0	3	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	20923	3859	2410	1582	1086	806	1122	488	426	786	320	213	227	202	111	106	75	68	43	82	51	41	31	61	27	17	14	20	40	8	5	2	3	16	8	6	6	1	1	2	1	2	1	0	1	0	6	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0
0.03	north3_active	80	17648	1262	737	532	321	293	851	188	153	665	179	58	159	127	23	61	26	35	17	60	23	22	14	54	15	11	3	9	31	1	2	1	2	15	6	1	1	1	0	1	1	2	0	0	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	20848	3908	2379	1624	1124	812	1141	478	411	740	305	200	240	188	119	106	58	71	52	66	46	51	31	60	22	16	10	16	47	12	4	3	4	14	8	6	1	2	3	2	2	1	0	0	1	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	17568	1288	738	528	344	295	860	171	146	608	171	56	165	119	26	55	20	33	15	46	16	25	11	51	10	11	2	7	38	1	2	1	3	13	6	0	0	1	1	1	2	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	20722	3947	2397	1633	1135	839	1144	467	410	775	294	203	238	186	113	112	74	75	56	68	46	49	36	45	29	17	10	11	48	14	8	4	2	7	8	4	2	4	3	4	3	2	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	17448	1316	782	516	349	305	844	149	163	653	173	57	161	113	26	56	28	37	15	47	15	23	14	36	18	13	2	5	41	3	6	0	2	7	5	0	0	3	1	2	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	20850	3977	2361	1644	1139	856	1093	482	409	820	308	206	230	194	105	113	86	64	66	64	49	40	35	31	28	15	13	13	34	16	9	5	5	3	6	4	2	4	3	4	2	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	17572	1382	787	509	334	301	811	155	155	701	180	57	160	128	20	60	30	30	18	46	21	19	16	26	16	12	3	6	29	3	5	1	2	2	4	0	0	3	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	20834	3992	2318	1645	1131	828	1065	519	398	848	314	195	190	198	105	96	89	62	60	75	49	33	28	32	30	18	16	14	31	16	13	5	6	7	7	5	4	4	3	3	3	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	17602	1384	779	512	317	287	802	165	148	736	200	50	123	128	20	48	31	31	15	59	24	18	12	28	18	11	3	7	25	3	6	1	3	5	6	0	1	3	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	20939	4005	2280	1573	1116	828	1050	547	387	809	334	193	218	226	102	93	94	68	65	68	51	30	29	44	27	18	17	16	24	13	18	3	7	11	9	4	3	3	3	2	2	0	5	0	0	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	17686	1396	747	498	338	302	794	179	139	705	199	44	140	142	21	45	34	34	20	51	25	15	14	40	15	12	3	6	18	4	7	1	3	8	9	1	1	3	1	2	2	0	4	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	21002	4077	2291	1541	1079	841	1095	556	401	812	333	198	191	204	126	86	85	73	58	64	46	36	32	62	29	22	16	16	31	11	12	3	7	13	10	3	6	2	2	1	4	0	6	0	0	6	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	17733	1384	747	480	325	315	837	176	152	704	196	41	115	118	25	39	38	37	15	44	25	15	16	57	16	13	2	6	25	2	4	0	3	11	10	1	1	2	1	1	3	0	5	0	0	2	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	20998	4063	2356	1491	1067	839	1106	528	412	801	324	198	194	207	121	98	89	73	60	64	47	42	30	81	22	24	16	14	40	15	15	5	5	12	11	1	5	1	0	1	4	0	6	3	0	6	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	17746	1354	766	486	322	332	828	164	160	699	188	43	123	124	22	45	38	43	15	41	26	18	14	74	13	15	3	4	33	4	6	2	2	11	9	1	1	1	0	1	3	0	5	3	0	2	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	20571	3900	2286	1581	1100	820	1130	502	401	716	350	202	239	181	132	102	78	74	52	51	51	43	33	76	24	40	13	16	43	8	6	6	2	4	2	4	5	4	1	4	3	2	4	3	1	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	17341	1308	775	473	359	315	855	170	155	620	205	43	163	133	27	50	41	34	17	32	31	22	14	62	13	32	3	5	39	1	1	2	0	2	1	1	0	2	0	3	2	1	4	3	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	20622	3984	2308	1540	1119	820	1091	503	418	765	336	201	224	167	118	103	72	80	47	36	54	44	33	62	26	28	15	11	39	12	9	7	8	5	1	6	5	3	1	5	3	3	4	4	1	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	17387	1334	794	480	374	305	812	177	166	668	199	43	155	117	26	52	35	38	18	22	34	23	13	52	13	19	2	1	35	4	3	2	4	3	0	1	0	1	0	3	3	1	4	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	20400	4005	2342	1572	1121	815	1044	486	413	847	305	217	223	152	108	100	73	84	53	39	53	40	26	68	25	33	21	14	30	12	12	5	8	8	5	4	1	3	3	6	7	3	3	4	1	0	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	17164	1353	795	488	368	293	772	168	167	736	184	52	152	106	23	50	29	48	20	28	36	18	12	58	14	22	3	3	26	4	5	1	5	4	1	1	0	1	0	4	7	1	3	4	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	20696	4024	2395	1570	1120	843	1019	489	387	761	281	210	208	167	92	106	89	83	58	54	53	32	21	51	17	27	23	10	27	14	11	8	7	14	6	6	1	4	3	6	9	3	2	5	0	0	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	17396	1348	782	513	356	307	763	162	150	649	163	52	131	111	19	56	31	48	20	37	31	10	12	41	8	17	6	2	23	4	5	2	5	6	2	0	0	2	0	4	9	1	2	5	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	20672	3990	2419	1583	1120	847	1020	495	373	777	282	217	223	199	103	109	97	75	60	64	48	30	20	56	19	29	22	9	30	15	10	10	3	18	10	6	3	4	3	6	7	2	3	2	0	0	3	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	17372	1353	776	508	352	304	764	173	139	665	161	57	137	129	21	55	31	40	19	43	26	11	13	49	13	22	8	2	25	5	4	2	1	11	7	0	0	2	1	5	7	1	3	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	20799	4011	2452	1545	1099	850	1089	488	359	712	307	186	236	196	108	111	94	72	59	74	46	29	27	54	19	29	14	15	42	11	10	10	3	14	8	5	5	4	2	6	7	2	4	2	0	0	0	4	0	0	0	1	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	17526	1374	771	494	339	307	827	171	134	600	182	49	135	125	22	62	25	34	18	49	23	11	17	43	14	23	7	7	37	3	5	1	1	10	7	0	0	1	1	5	7	1	4	1	0	0	0	4	0	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	20609	3978	2423	1528	1114	842	1122	497	381	761	317	185	236	187	117	117	81	77	61	66	38	29	26	69	27	23	9	14	49	14	9	8	4	14	8	4	5	3	4	4	0	2	5	1	2	1	2	4	0	0	0	1	0	1	0	2	3	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	17351	1334	762	468	346	307	857	175	135	639	190	38	140	120	25	60	24	37	17	39	23	13	14	55	18	19	5	5	43	5	3	1	2	13	8	0	0	0	2	3	0	1	4	0	1	0	2	4	0	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	20424	4026	2438	1554	1118	816	1149	487	388	794	315	160	236	202	118	111	73	91	57	74	31	20	26	63	24	21	8	16	37	9	7	5	6	10	8	3	4	4	3	3	1	1	3	1	2	1	2	4	0	0	1	1	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	17284	1316	779	478	332	304	883	172	144	678	184	36	147	136	22	53	23	49	14	46	15	7	12	51	16	17	3	6	31	3	4	1	4	9	7	0	0	0	1	3	0	0	2	0	1	0	2	4	0	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	20280	4018	2402	1551	1131	819	1115	480	390	869	313	183	234	195	116	104	74	80	51	69	31	25	25	70	19	19	10	12	28	12	5	4	8	7	7	3	2	3	4	6	2	1	6	1	2	2	2	1	0	0	1	1	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0
