label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114
0.03	north1_all	80	2545	1466	718	638	360	962	493	188	177	135	195	143	198	78	72	56	74	58	51	43	73	29	33	24	65	28	61	6	38	46	10	35	10	18	10	20	35	6	33	8	5	4	11	2	2	5	6	4	10	5	5	2	2	1	2	2	4	2	0	1	1	1	0	2	1	1	2	2	2	0	0	0	1	1	5	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1274	829	355	354	173	637	307	86	82	64	118	93	124	42	35	31	46	23	24	24	47	14	18	11	41	14	42	2	19	33	7	17	0	14	5	10	30	2	24	6	1	3	7	1	1	3	2	2	8	3	1	0	1	0	1	1	4	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2472	1410	716	646	372	914	500	197	180	120	184	131	226	78	71	59	78	54	58	49	81	36	38	27	68	27	72	7	38	48	10	34	14	23	10	15	26	8	24	10	4	3	12	2	3	3	9	6	9	1	4	1	1	1	1	2	2	3	0	5	1	1	0	1	1	1	3	1	1	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1210	794	350	363	177	616	315	83	81	59	108	77	139	42	36	27	43	23	27	30	56	17	21	12	41	13	51	2	21	29	6	17	3	14	6	9	18	4	14	6	0	2	9	0	0	2	4	4	8	0	0	0	0	0	0	1	2	0	0	2	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2471	1439	746	682	399	942	522	214	185	134	195	133	249	73	71	57	72	55	51	42	80	46	45	27	79	31	65	8	36	53	8	38	18	17	8	14	38	9	14	11	3	4	17	3	4	7	10	10	9	0	4	0	3	1	3	2	6	2	0	4	0	2	1	1	1	2	3	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1192	806	340	381	195	642	325	97	83	64	118	78	145	40	31	29	39	20	26	24	50	24	25	14	49	17	48	3	19	34	4	24	8	11	5	7	28	4	5	6	0	3	11	1	1	5	5	8	8	0	0	0	1	0	3	1	5	0	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2436	1385	773	702	397	967	488	203	178	130	182	137	265	69	71	52	82	66	43	40	84	43	47	31	77	24	63	11	34	42	7	36	16	24	8	13	47	9	19	9	3	4	18	4	6	8	10	10	6	4	1	2	3	0	5	1	9	6	1	5	1	2	1	1	4	1	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	1160	778	365	407	210	632	292	90	89	59	106	78	156	45	34	20	44	27	24	20	55	26	28	14	49	15	44	4	26	26	3	27	8	16	6	5	39	4	16	3	2	3	10	3	2	6	7	9	5	3	0	1	1	0	3	1	8	3	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2468	1399	801	734	383	1004	456	204	193	126	193	125	239	83	67	52	79	60	43	40	76	48	39	36	67	29	59	13	29	35	7	35	13	14	9	14	50	9	23	7	4	6	19	6	8	10	7	5	4	5	1	3	4	2	8	1	9	6	2	5	1	1	1	0	4	1	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	1183	776	385	419	193	668	290	94	101	52	120	74	136	50	34	25	44	31	23	15	43	31	23	16	43	16	40	4	23	23	2	23	6	11	6	5	43	5	19	4	4	2	8	3	4	8	5	5	2	4	0	2	2	1	3	1	8	5	1	2	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
