label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110
0.03	north6_all	80	2540	1347	615	1198	373	484	704	188	142	124	194	297	84	106	69	64	61	85	124	48	92	27	125	29	19	18	42	22	33	22	14	11	10	15	10	36	15	5	9	5	8	9	7	3	1	9	2	15	9	4	4	2	2	4	3	3	0	0	0	1	6	0	1	0	2	2	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1314	742	315	761	180	294	486	77	59	51	112	172	41	58	32	32	37	54	85	28	59	17	96	18	7	10	27	11	19	16	6	6	6	11	4	16	11	3	4	1	7	4	4	0	0	6	1	11	4	0	3	1	1	2	1	1	0	0	0	0	6	0	1	0	1	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2610	1369	637	1151	363	493	732	179	146	116	202	267	86	105	61	59	69	77	138	49	102	30	126	34	18	17	36	17	40	27	14	11	10	14	14	24	17	8	5	7	9	11	8	5	3	17	2	8	7	4	5	3	3	6	3	3	0	1	0	1	11	5	1	1	0	3	1	0	0	0	0	1	7	0	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1361	782	327	723	178	305	521	79	67	48	112	160	39	64	26	25	42	45	94	30	65	16	91	20	5	12	23	8	24	17	4	6	5	10	6	13	10	5	3	4	7	6	5	1	1	14	1	3	3	2	4	1	1	5	1	0	0	1	0	0	11	5	1	0	0	1	1	0	0	0	0	1	7	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2529	1351	667	1155	353	489	699	176	147	116	195	246	81	111	67	59	71	86	121	59	110	32	112	35	18	19	38	18	48	25	12	10	9	12	14	14	11	11	7	6	9	9	8	5	5	21	1	10	2	7	5	2	3	8	5	5	0	1	3	0	5	5	1	1	0	5	1	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	1301	738	324	724	175	299	474	86	73	50	98	148	34	66	29	26	42	59	71	31	69	20	80	21	6	10	27	10	25	15	3	6	3	6	5	9	5	6	4	4	7	5	4	1	3	17	0	4	1	4	4	1	1	8	2	1	0	1	2	0	5	5	1	0	0	3	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2568	1372	687	1206	384	480	682	187	143	125	207	229	79	103	61	62	68	86	131	62	113	35	116	28	24	18	41	18	52	20	14	8	6	9	13	24	12	13	6	5	5	7	5	5	4	33	1	8	4	7	3	2	2	8	5	5	1	2	3	0	5	7	1	1	0	4	3	0	1	3	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	1319	759	332	759	177	300	451	87	71	56	110	144	35	62	27	27	39	50	69	31	71	20	79	15	13	7	28	11	26	8	4	3	2	2	4	14	6	7	3	3	1	3	3	2	3	31	0	4	0	4	3	1	1	8	2	2	1	1	2	0	5	7	1	0	0	3	2	0	0	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2644	1286	661	1245	390	458	670	178	138	129	198	226	85	89	61	55	60	85	130	69	95	35	98	31	23	16	47	17	60	17	11	6	3	14	10	31	11	10	6	3	6	6	13	2	4	27	1	7	12	4	1	1	2	5	5	6	2	3	4	0	0	4	0	1	0	2	2	1	2	3	1	1	0	0	0	2	1	0	1	2	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	1333	697	313	824	184	271	451	74	65	53	107	154	35	44	31	27	32	52	74	36	61	19	62	18	14	7	31	9	32	9	4	3	1	4	3	22	6	5	5	1	2	3	9	1	3	21	0	6	6	2	1	1	2	5	2	4	2	0	3	0	0	4	0	0	0	2	1	1	0	3	1	1	0	0	0	2	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2511	1438	603	1275	355	539	670	187	177	142	258	268	103	98	69	62	78	85	129	48	75	37	103	38	28	22	58	22	45	32	8	7	8	16	10	24	12	13	5	5	2	4	13	4	4	17	1	9	7	1	0	4	6	10	4	7	2	0	9	1	2	9	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	1284	772	281	852	169	320	439	84	89	64	163	171	51	52	37	27	43	46	77	27	49	16	75	24	16	11	35	7	37	15	4	5	0	11	3	18	9	7	1	2	2	1	11	1	4	15	0	3	7	0	0	1	3	8	2	4	2	0	9	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2495	1481	633	1235	353	515	672	199	171	136	257	277	84	94	56	62	73	100	110	50	84	35	119	39	28	26	52	22	46	36	14	5	10	17	16	19	10	15	4	5	4	5	13	3	4	18	2	9	13	0	0	6	1	3	2	6	2	0	9	1	2	8	1	0	0	2	0	0	2	1	1	3	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	1280	810	289	804	174	324	438	90	95	60	158	174	38	48	29	27	42	66	64	28	50	17	92	25	14	10	30	7	36	21	7	3	2	11	4	13	5	12	1	2	2	1	9	1	4	16	0	3	8	0	0	2	0	3	1	3	2	0	9	0	1	1	1	0	0	2	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2518	1462	643	1201	362	515	705	199	156	136	240	259	96	90	51	70	70	92	115	45	89	31	118	37	26	24	39	31	38	42	14	6	9	17	17	23	9	13	5	4	3	4	10	4	4	9	3	9	15	1	0	4	1	3	3	5	2	0	6	0	2	8	1	0	0	2	0	0	2	0	1	5	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1265	806	297	771	171	325	450	95	82	58	145	171	47	51	30	29	40	61	71	25	66	16	89	21	12	10	21	14	26	27	6	3	3	8	5	17	5	10	2	1	0	0	7	1	3	6	0	3	9	1	0	1	0	3	2	3	2	0	6	0	1	1	1	0	0	2	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2517	1412	652	1240	378	535	716	194	168	129	220	259	95	89	57	75	72	82	109	44	90	25	114	36	30	24	34	28	50	36	16	5	10	18	16	18	7	11	5	6	4	3	13	5	3	8	3	10	19	1	1	3	1	7	3	3	0	1	1	0	1	0	1	1	0	2	0	1	2	0	1	6	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	1254	778	306	785	176	340	469	97	87	58	136	167	42	49	32	31	42	67	65	29	61	17	78	20	12	9	19	12	39	26	5	2	5	8	7	13	4	8	2	2	0	1	10	0	2	6	0	4	13	1	0	1	0	5	2	2	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	6	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_all	80	2500	1303	627	1152	364	534	657	185	155	115	234	254	94	105	70	74	72	79	116	53	86	32	104	40	35	20	41	27	49	31	19	5	5	20	11	18	13	10	4	7	7	4	8	7	2	7	3	8	14	2	2	2	3	6	3	4	1	2	1	0	2	3	1	1	0	0	0	2	2	0	0	3	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	1262	740	297	717	178	334	418	86	83	50	141	164	47	59	38	27	42	61	66	32	59	19	72	24	16	8	30	14	38	23	6	3	3	13	6	17	8	7	1	3	1	2	7	1	1	5	0	2	13	2	1	0	2	4	2	2	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	3	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_all	80	2525	1297	616	1130	360	516	642	185	157	117	215	269	90	118	79	68	70	68	112	58	105	34	106	46	38	11	51	23	58	26	18	6	6	16	13	17	10	4	3	8	7	6	8	8	2	7	2	5	18	3	3	0	3	6	3	5	1	3	1	0	4	3	1	1	0	2	0	3	1	1	0	2	4	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	1267	732	278	708	171	333	424	76	82	54	136	166	41	70	40	30	39	46	70	31	64	19	77	25	18	4	39	10	48	17	5	2	4	11	6	13	7	2	1	4	1	4	7	1	2	7	0	3	16	2	2	0	2	3	1	3	0	2	0	0	3	0	1	1	0	1	0	1	1	0	0	2	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north17_all	80	2534	1272	628	1119	349	470	607	180	163	123	238	278	89	121	73	78	65	76	107	59	105	33	106	46	33	10	56	20	49	36	15	8	9	16	13	18	12	6	3	9	8	9	3	7	2	6	1	7	12	3	4	1	3	2	2	3	1	4	0	1	4	5	0	0	2	3	0	3	3	4	0	0	3	0	0	0	3	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	1320	719	283	709	162	300	382	74	91	64	160	166	46	69	33	38	35	47	81	28	65	15	82	29	15	2	43	7	39	23	6	3	3	14	7	11	7	2	2	3	1	5	3	2	2	5	0	5	11	1	3	0	2	0	1	2	0	3	0	0	3	1	0	0	1	2	0	1	2	3	0	0	3	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2560	1273	628	1156	359	473	621	186	152	127	233	291	85	119	67	80	63	80	104	51	104	34	100	42	26	14	52	19	49	32	19	11	9	15	16	20	8	5	5	11	6	8	4	6	3	7	1	8	15	2	3	1	0	5	1	2	3	2	3	2	4	2	1	0	2	3	0	2	3	4	0	0	4	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	1339	714	290	754	177	301	412	78	84	58	156	167	42	70	30	39	33	49	82	26	71	14	75	24	10	5	38	8	40	18	10	3	2	9	10	11	3	2	2	4	2	5	4	1	1	5	1	6	14	0	2	0	0	4	0	2	2	2	1	1	4	1	0	0	1	2	0	1	2	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2548	1331	610	1258	392	522	673	187	161	136	239	254	81	104	63	77	62	89	119	50	94	31	88	32	18	19	50	24	34	30	19	11	7	14	14	33	8	8	7	5	5	4	4	5	4	6	1	9	13	2	5	1	1	5	0	5	3	2	3	2	5	3	1	1	2	2	0	1	3	13	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north19_active	80	1378	707	289	846	189	314	468	87	83	67	151	131	38	61	24	36	29	58	91	29	61	14	61	20	6	11	37	9	29	17	10	4	1	7	10	24	2	3	4	1	2	2	4	1	1	4	1	6	11	1	2	0	0	4	0	3	3	2	1	1	4	1	0	0	1	2	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_all	80	2570	1384	612	1294	379	545	698	183	165	130	230	256	76	100	65	80	58	85	104	47	98	27	104	35	17	19	44	31	39	18	19	12	7	16	13	44	8	13	7	5	5	6	3	5	5	17	2	15	12	1	5	0	1	5	0	5	3	0	5	2	4	5	1	1	1	0	0	0	1	10	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_active	80	1386	746	286	865	191	331	492	86	86	59	137	136	30	61	28	42	28	60	67	31	64	12	66	20	7	12	28	17	31	9	9	5	1	8	9	37	4	7	4	3	2	2	2	1	1	15	2	12	11	1	3	0	0	4	0	3	3	0	3	1	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_all	80	2624	1347	634	1278	366	429	679	185	163	117	228	237	101	99	67	65	56	82	144	57	104	27	97	29	18	23	46	19	46	29	13	9	17	16	9	61	12	7	11	4	11	10	9	2	2	11	6	10	3	2	3	3	8	4	2	5	1	1	1	1	2	7	0	4	1	1	1	1	0	0	0	2	0	1	0	0	3	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1348	727	279	805	166	241	423	72	77	58	133	166	54	63	36	37	29	56	89	38	67	12	49	18	9	10	29	7	30	16	5	3	7	13	6	41	5	2	7	2	7	4	5	1	0	8	4	2	2	1	2	2	5	4	0	4	1	1	1	1	0	6	0	1	1	1	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2607	1311	655	1186	358	408	668	194	152	121	235	250	106	92	60	61	52	84	140	46	89	29	101	38	22	27	55	21	37	24	9	13	15	19	8	50	13	8	10	4	7	10	6	3	4	7	7	11	5	3	5	4	9	7	2	2	1	1	1	1	1	11	1	3	1	2	1	1	1	0	0	1	0	0	0	0	3	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1354	718	289	762	163	230	428	82	72	65	136	172	57	53	30	35	29	50	95	30	59	10	56	21	12	14	28	8	20	15	4	5	7	14	6	36	5	3	8	4	4	7	2	1	1	5	5	3	4	2	2	2	5	3	0	2	1	1	0	0	0	6	0	1	1	2	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2645	1311	633	1201	334	421	673	180	154	122	233	238	103	91	64	63	56	74	96	49	86	30	92	30	22	22	66	24	42	21	10	14	12	19	10	29	14	8	7	5	7	10	7	3	4	5	6	9	2	2	5	4	9	9	2	1	2	1	2	1	1	9	1	1	0	3	0	1	1	0	0	1	2	0	0	0	3	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1373	686	285	755	155	222	454	83	65	58	146	159	54	56	29	34	33	40	63	32	62	15	50	12	14	10	33	10	24	13	5	5	5	13	8	24	7	3	6	5	2	7	1	1	2	3	3	4	2	1	3	2	4	3	1	1	1	1	0	0	0	4	0	1	0	2	0	1	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2600	1308	629	1147	354	451	634	177	171	123	220	244	85	104	62	63	55	85	83	50	87	33	70	32	19	20	56	27	47	15	12	12	13	20	9	17	11	9	4	6	3	6	7	2	4	5	4	13	3	4	6	5	5	11	1	0	1	2	2	1	3	5	2	1	0	3	0	1	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1374	655	297	702	166	275	432	86	73	55	142	160	44	55	25	33	30	53	56	33	65	20	35	14	11	12	27	14	31	6	6	5	7	14	7	12	8	2	3	6	0	4	2	1	2	2	1	13	2	1	4	2	2	4	1	0	0	1	0	0	2	0	1	1	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2678	1302	599	1155	370	498	655	167	167	98	208	249	75	96	62	55	53	81	91	58	83	32	65	32	20	19	48	27	40	10	13	8	12	18	8	12	7	10	4	6	6	4	6	3	4	5	4	14	2	3	4	4	4	8	2	0	1	2	1	0	2	0	2	1	0	1	0	1	0	3	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1434	667	282	701	153	294	446	82	73	41	128	162	38	52	26	26	28	48	58	36	58	18	39	12	13	8	20	16	28	4	5	4	5	12	5	9	6	4	3	5	2	2	2	1	3	2	1	13	0	0	3	1	2	5	1	0	0	1	0	0	2	0	1	1	0	0	0	1	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2634	1337	593	1121	390	492	693	185	156	98	208	255	82	97	63	63	50	84	97	57	86	33	56	38	22	16	50	32	52	18	17	6	15	17	5	11	7	12	8	4	5	1	4	5	4	9	4	18	7	3	2	3	4	10	3	1	1	1	1	0	3	0	2	1	0	0	1	0	0	3	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south26_active	80	1439	695	282	687	169	297	448	89	71	45	133	164	35	48	30	34	23	56	63	31	60	16	36	16	13	4	19	19	45	12	9	4	6	11	4	7	5	5	7	2	2	0	3	1	4	5	1	17	1	0	2	1	3	4	0	1	0	0	1	0	2	0	1	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south27_all	80	2579	1352	577	1135	390	484	722	171	137	96	217	255	92	91	69	72	52	98	105	49	83	30	90	40	20	16	50	25	45	16	14	5	13	9	6	20	7	12	13	3	4	3	1	4	7	11	5	17	8	1	1	2	5	9	4	2	1	4	1	0	1	0	2	0	1	1	1	0	1	3	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
0.03	south27_active	80	1400	704	271	710	163	285	481	78	60	43	151	168	48	52	31	36	28	58	65	32	56	17	62	17	11	5	30	15	37	12	8	4	5	5	4	14	2	6	9	1	2	3	1	0	5	9	1	16	2	0	0	1	4	4	1	2	0	1	1	0	0	0	1	0	0	1	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
