label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79
0.03	north1_all	80	20288	3012	2017	1214	806	634	729	803	906	655	230	208	188	287	108	180	69	107	120	36	49	45	45	30	29	34	28	13	20	11	11	10	15	16	10	4	16	5	3	2	4	2	3	2	9	5	3	1	5	2	1	3	4	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	18142	870	1000	516	236	156	534	644	806	558	118	96	127	243	33	148	30	68	107	9	29	23	22	13	15	24	13	4	12	6	6	4	12	13	3	0	11	0	0	2	1	2	1	2	9	5	1	1	5	0	0	3	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	19922	3036	1945	1195	784	616	724	838	939	670	240	204	187	302	119	162	78	118	124	44	46	60	45	37	26	30	31	12	22	12	14	8	15	17	7	3	13	3	5	0	7	2	4	2	10	7	3	0	3	2	1	3	4	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	17795	882	979	497	225	157	508	677	847	578	131	100	112	260	40	137	37	75	107	9	32	36	27	19	11	15	16	4	13	6	8	3	10	14	1	0	7	0	0	0	5	2	2	2	10	7	1	0	3	0	0	3	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	19081	2943	1890	1192	826	616	722	780	877	588	245	189	192	306	117	163	83	122	118	45	43	54	44	32	30	28	29	11	18	15	16	5	17	15	4	4	18	2	10	2	6	4	3	2	2	15	3	0	2	1	1	0	4	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	16914	855	940	492	228	159	496	629	797	493	147	93	117	253	42	136	43	83	99	10	31	35	27	16	14	9	16	4	11	7	10	1	12	13	1	0	15	0	2	1	6	3	2	2	2	14	1	0	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	17842	2858	1820	1205	843	598	711	740	821	566	249	196	197	325	103	184	87	115	107	50	35	58	46	34	28	30	21	10	18	13	16	5	14	13	6	6	16	0	9	2	7	4	1	3	2	12	1	0	6	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	15587	796	865	474	220	151	474	599	721	451	144	92	122	266	28	152	42	83	86	9	24	45	26	20	11	12	10	2	10	4	11	1	9	8	1	0	13	0	3	1	7	2	1	2	2	11	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	17889	2842	1825	1232	844	612	753	705	851	523	255	200	201	302	96	206	85	119	103	45	42	51	42	24	25	26	19	7	15	10	14	8	15	12	8	8	15	0	8	3	8	5	1	3	2	12	1	0	4	1	1	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	15599	763	842	487	225	159	501	558	742	415	142	95	125	249	28	176	35	86	79	6	23	38	21	14	13	14	6	0	7	3	10	4	9	7	1	1	15	0	4	2	8	2	1	1	2	11	0	0	3	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_all	80	18511	2856	1826	1251	869	617	777	718	887	516	249	201	192	279	100	230	88	110	107	55	39	49	43	26	27	27	24	9	14	10	13	10	12	8	9	7	10	2	4	3	5	5	2	3	1	4	0	2	4	1	1	3	0	1	0	4	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	16225	782	897	496	248	160	530	560	748	414	137	101	121	222	32	191	31	84	88	8	17	33	22	19	13	17	12	0	8	3	7	4	7	3	1	2	9	0	2	3	5	1	1	1	1	4	0	0	3	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
