label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north11_all	80	3927	1806	776	631	357	909	646	193	123	94	74	174	39	48	91	62	38	29	26	16	16	2	5	15	7	4	3	2	1	2	1	1	2	1	0	1	1	1	2	0	0	0	0	2	1	0	2	0	0	0	0	2	0	0	0
0.03	north11_active	80	2009	990	362	321	160	592	442	99	53	41	33	98	21	21	64	40	22	17	12	7	9	0	5	9	5	3	2	2	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0
0.03	north12_all	80	3949	1860	779	652	355	916	731	195	124	98	77	165	40	45	127	72	38	22	19	19	20	3	6	13	7	3	3	3	2	0	0	1	1	0	0	0	0	3	2	0	0	0	0	2	0	0	2	1	0	1	0	2	0	0	0
0.03	north12_active	80	2046	1019	363	353	156	598	498	99	54	48	33	102	20	20	96	49	24	14	6	8	15	1	3	10	6	2	1	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0
0.03	north13_all	80	4006	2016	793	670	341	990	778	197	130	104	83	200	41	44	156	69	27	21	15	21	23	5	5	14	8	2	4	4	2	0	1	1	3	0	0	0	1	2	1	0	0	0	0	0	1	0	2	1	0	1	0	1	0	0	0
0.03	north13_active	80	2158	1091	371	360	143	636	536	106	57	58	38	136	23	23	105	43	17	15	4	9	15	4	2	10	6	1	2	3	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north14_all	80	4124	2064	786	701	371	1064	818	231	114	114	86	190	41	46	156	73	26	24	14	19	22	7	7	14	8	3	4	3	1	1	1	0	2	0	2	1	1	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	north14_active	80	2223	1090	355	397	148	705	551	128	52	56	42	132	23	22	99	50	13	15	5	7	14	7	3	9	5	1	1	2	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4144	2095	760	688	386	1135	817	237	118	125	81	231	42	36	134	61	25	23	13	20	15	13	5	9	13	3	4	3	2	2	2	1	3	3	2	1	2	2	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	2275	1118	339	391	160	746	542	136	55	56	41	156	22	19	75	37	15	12	8	10	10	10	3	4	6	1	1	2	1	2	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4177	2007	761	688	406	1209	836	245	131	130	84	244	46	31	104	58	29	25	14	22	13	14	8	6	16	6	5	3	2	2	3	1	4	3	2	2	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2263	1080	326	379	186	821	523	144	64	57	39	160	23	18	59	42	21	14	7	11	10	9	5	3	5	2	1	3	1	2	1	0	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4225	2033	767	673	384	1258	876	251	139	122	77	227	45	27	92	73	29	25	11	20	14	11	9	5	19	6	5	4	4	2	3	1	3	5	1	1	3	1	2	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0
0.03	north17_active	80	2289	1097	315	364	179	871	557	146	65	56	37	150	23	19	56	52	22	13	6	13	10	6	6	4	8	3	2	3	2	1	1	0	2	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	4232	1991	781	678	369	1222	893	259	141	111	102	210	50	29	102	75	32	27	18	18	13	8	9	6	25	9	5	5	5	4	4	0	3	3	0	1	2	1	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0
0.03	north18_active	80	2268	1073	337	353	171	823	558	153	64	61	50	149	25	15	58	50	23	16	13	11	7	4	5	3	14	4	2	2	2	0	3	0	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	4189	1960	791	694	344	1165	852	236	125	106	98	206	49	42	100	68	31	25	23	17	13	3	6	5	21	7	4	5	5	4	2	0	3	3	0	0	2	2	0	1	0	2	0	0	0	1	0	0	0	0	3	0	0	2	0
0.03	north19_active	80	2274	1064	338	352	148	765	573	138	62	61	50	159	18	23	68	43	17	16	15	8	8	2	1	2	17	3	1	0	2	0	2	0	2	1	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0
0.03	north20_all	80	4197	1902	782	704	327	1139	822	217	123	89	102	217	58	41	100	76	30	15	24	13	18	4	6	9	23	5	3	5	4	6	2	1	1	3	0	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	2	0
0.03	north20_active	80	2285	1039	342	374	132	747	537	133	62	51	52	148	22	20	46	43	16	9	14	5	13	3	2	3	18	2	1	0	1	0	2	0	1	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south21_all	80	3509	1615	851	550	407	572	489	169	132	83	66	127	42	32	77	45	32	16	15	15	11	5	18	5	5	4	3	7	2	0	4	1	1	2	0	2	0	2	1	1	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1703	832	387	271	203	354	302	93	44	46	38	75	22	17	40	26	16	10	9	6	6	3	11	3	0	2	0	3	1	0	2	0	0	0	0	2	0	2	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3658	1609	855	529	384	604	542	168	127	81	65	144	48	37	79	33	28	22	16	19	12	5	15	5	5	8	3	7	0	3	4	1	1	2	2	2	1	2	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1794	824	391	265	188	377	330	86	46	35	36	86	23	21	33	19	14	12	10	9	8	1	11	4	1	3	1	3	0	3	1	0	0	0	1	2	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3838	1734	858	600	416	842	618	170	117	72	76	158	57	42	89	45	28	21	18	18	14	8	11	6	7	9	3	5	0	3	3	1	1	3	2	2	1	1	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1926	911	384	288	207	559	393	87	47	23	38	94	24	18	44	27	16	13	8	6	9	4	6	4	2	3	1	2	0	3	0	0	0	1	1	1	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3962	1812	832	669	425	983	668	171	117	72	73	194	49	61	117	72	21	25	21	15	18	8	6	12	13	7	2	5	0	4	2	0	1	2	4	1	1	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	2037	972	373	346	198	652	451	83	50	23	32	117	23	28	66	41	15	14	9	6	10	3	3	6	5	2	1	2	0	3	0	0	0	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4207	1920	789	726	412	1106	793	177	107	89	77	220	56	63	125	111	31	24	17	15	21	8	7	10	22	6	2	4	0	3	2	0	1	1	2	2	1	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2168	1074	352	381	205	778	545	98	56	36	33	140	22	25	81	65	16	16	6	4	13	3	2	4	13	2	0	2	0	1	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4221	1923	744	733	400	1139	866	217	110	99	97	199	55	58	136	114	29	19	17	18	18	12	12	10	21	3	2	3	3	2	2	0	1	0	2	1	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2230	1069	325	389	190	792	588	116	56	44	46	124	22	24	93	70	15	12	7	8	10	6	4	5	12	2	0	1	1	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4228	1899	762	749	372	1107	948	231	119	103	107	216	58	45	116	99	47	25	9	17	15	12	17	5	22	4	1	5	7	1	2	0	1	0	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2246	1067	337	399	185	743	672	132	56	42	53	136	22	19	80	59	31	14	4	9	8	6	8	3	13	1	0	2	2	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4161	1979	761	700	391	1151	924	242	121	85	102	198	61	39	130	84	41	25	13	19	16	15	14	4	18	3	1	6	7	1	1	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
0.03	south28_active	80	2236	1118	346	376	178	791	621	137	55	36	52	112	23	18	84	55	26	12	7	11	7	10	7	2	10	0	1	3	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south29_all	80	4185	1988	774	688	409	1099	871	231	134	95	96	165	59	46	111	85	38	23	13	20	19	13	9	9	18	3	2	5	6	1	0	1	2	0	3	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
0.03	south29_active	80	2265	1119	348	380	183	746	613	117	61	43	50	89	23	16	70	61	24	11	7	9	9	9	5	6	8	0	1	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south30_all	80	4206	2018	785	620	396	988	816	225	140	105	82	170	59	44	122	88	27	27	19	17	24	16	3	9	12	6	5	4	2	2	1	2	2	0	2	0	1	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0
0.03	south30_active	80	2280	1140	372	332	171	673	552	109	72	48	49	100	24	13	79	64	12	11	9	7	10	9	0	7	7	2	3	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south31_all	80	3496	1647	911	526	440	602	489	174	154	101	78	125	47	51	68	58	32	20	16	28	14	12	5	8	1	0	4	2	2	3	1	1	2	2	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0
0.03	south31_active	80	1803	816	396	233	215	362	309	97	65	47	36	76	24	22	42	39	13	12	7	14	11	7	4	2	1	0	4	1	0	1	1	1	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_all	80	3629	1729	873	564	413	691	586	165	159	91	69	131	50	57	79	78	32	18	24	31	21	15	8	9	6	1	4	2	2	1	0	3	2	3	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south32_active	80	1828	869	386	270	191	422	370	91	67	45	34	74	25	23	52	48	15	12	7	17	14	9	3	4	5	0	4	1	0	1	0	2	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3867	1821	849	653	413	796	659	183	154	104	74	177	48	47	93	83	27	25	22	21	15	14	8	7	8	4	4	3	0	2	0	4	2	5	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1983	957	388	338	193	493	448	102	66	43	37	110	24	23	66	48	12	17	7	12	10	9	1	4	5	1	4	2	0	1	0	3	1	3	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	4003	1914	809	698	399	935	772	215	148	100	75	210	55	43	98	108	23	21	28	17	12	12	13	6	27	7	6	4	0	2	1	3	0	6	1	2	1	1	2	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south34_active	80	2065	1026	375	372	175	597	519	124	69	36	39	136	25	22	66	48	13	13	11	11	8	8	5	3	21	2	6	2	0	1	0	2	0	3	1	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4172	1930	822	718	408	1034	862	238	134	104	85	259	61	36	108	134	30	24	25	14	4	7	14	5	39	8	6	5	0	5	2	3	0	5	0	1	1	1	1	1	0	4	0	0	0	0	2	0	0	0	3	0	0	0	0
0.03	south35_active	80	2176	1044	373	382	186	666	571	137	57	36	46	176	26	19	74	67	17	15	12	9	4	3	6	2	28	3	4	3	0	1	1	2	0	3	0	1	1	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south36_all	80	4150	1919	810	672	392	1085	805	243	124	102	96	249	54	40	96	113	32	30	20	10	7	7	15	5	48	4	5	6	1	4	2	2	0	2	0	1	0	1	1	2	0	3	0	1	0	0	2	0	0	0	3	0	0	0	0
0.03	south36_active	80	2191	1040	365	356	188	701	518	133	55	35	48	180	23	20	60	61	21	13	9	8	5	3	8	2	36	2	3	2	1	1	1	2	0	0	0	1	0	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south37_all	80	4084	1917	766	678	380	1111	826	241	113	105	103	241	50	44	114	117	37	34	16	8	8	8	15	7	37	3	5	5	4	3	1	2	0	0	0	1	0	2	0	1	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south37_active	80	2204	1026	342	364	188	707	527	125	47	42	48	175	22	20	79	79	26	16	8	6	5	3	6	3	28	2	2	1	1	0	1	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south38_all	80	4080	1920	785	661	393	1142	850	243	122	107	102	223	42	46	97	101	37	30	20	10	18	9	15	6	30	3	4	3	8	1	1	3	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	2241	1039	333	341	199	749	561	128	53	46	42	159	20	22	67	64	29	13	12	6	10	2	5	3	19	3	3	1	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	4123	2000	751	668	391	1070	859	248	119	98	93	200	53	53	115	100	41	21	19	9	19	10	11	7	17	3	7	2	7	1	1	2	1	1	1	0	2	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	2310	1093	306	340	185	700	581	143	56	44	38	144	26	24	71	72	32	10	13	6	9	4	4	3	15	3	5	2	3	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	4183	2005	777	708	384	1132	905	256	132	101	87	172	55	51	128	89	50	19	18	9	21	8	6	10	20	3	6	3	5	3	2	1	2	1	1	0	2	0	3	0	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0
0.03	south40_active	80	2309	1106	323	365	182	780	611	146	66	43	37	112	20	25	88	66	35	14	12	4	9	3	3	6	16	2	4	2	3	2	1	1	1	1	1	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
