label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	5835	3472	4142	970	999	1115	331	288	168	193	126	104	73	62	57	39	35	120	30	20	12	21	9	23	19	8	32	2	3	3	3	3	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0
0.03	north1_active	80	2036	2219	3671	352	708	930	96	117	49	101	28	52	15	22	28	15	18	112	15	12	3	18	2	20	16	3	28	0	1	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	5838	3364	4208	938	997	1117	336	273	174	203	131	110	65	62	63	36	35	140	31	13	12	22	8	13	20	8	16	0	4	2	6	3	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0
0.03	north2_active	80	2052	2177	3741	350	696	929	95	115	46	114	29	56	14	23	35	16	18	129	14	9	3	18	3	10	18	3	10	0	1	0	5	2	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	5872	3378	4289	926	957	1066	322	290	190	200	129	123	70	63	65	35	35	176	30	13	11	15	8	23	23	3	28	1	4	3	4	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	2038	2167	3807	332	655	896	92	136	52	110	31	72	18	24	34	14	22	165	11	9	2	11	4	21	21	3	23	0	1	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5797	3373	4430	933	971	1065	324	280	207	201	113	128	92	63	64	32	42	166	29	20	10	11	12	33	14	1	25	3	3	2	5	1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	2034	2148	3959	352	656	881	89	127	60	118	26	75	28	28	35	9	27	153	10	14	3	9	6	31	13	1	21	0	0	0	3	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5831	3398	4484	940	968	1073	323	287	216	177	110	127	92	55	53	34	45	159	29	21	12	18	11	33	18	3	29	3	1	3	3	1	0	0	1	6	1	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north5_active	80	2034	2138	4009	337	652	878	85	135	65	103	22	75	29	26	27	7	32	150	10	13	4	16	5	31	17	3	27	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5823	3367	4326	942	993	1101	331	273	210	163	112	128	89	65	54	42	47	137	26	20	15	19	11	28	26	9	12	4	1	3	3	3	0	0	2	7	1	0	0	1	0	1	2	0	0	0	0	2	0
