label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	28901	6606	3672	2679	2844	1260	1207	1442	440	595	258	229	187	182	274	70	71	58	51	61	25	39	41	12	15	14	20	19	24	7	6	8	9	2	2	2	2	3	1	0	1	1	0	1	0	3	1	0	0	1	0	1	0	0	1	0	0	0
0.03	north1_active	80	24567	3947	1884	1722	2325	790	911	1224	191	467	66	133	99	124	234	17	45	27	29	27	6	29	30	5	4	10	15	10	22	0	3	7	6	2	1	1	1	1	1	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north2_all	80	28722	6736	3517	2698	2769	1223	1200	1422	450	595	253	226	181	182	291	89	77	60	56	44	26	37	36	9	21	17	21	16	16	8	4	6	7	2	1	3	3	5	1	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
0.03	north2_active	80	24371	4030	1773	1736	2240	766	906	1225	208	461	69	125	94	122	251	24	48	24	37	26	8	28	26	3	4	13	16	7	14	0	3	5	5	1	0	1	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	28825	6705	3397	2736	2784	1215	1240	1303	436	631	246	231	176	159	276	107	77	62	53	35	25	39	25	12	21	13	17	10	15	5	4	5	5	3	1	2	4	5	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0.03	north3_active	80	24587	3969	1748	1756	2251	775	946	1127	201	498	70	124	88	107	239	26	46	26	39	21	9	31	19	2	5	9	14	5	13	0	3	3	4	1	1	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	28590	6721	3300	2811	2841	1222	1232	1230	454	666	260	235	172	167	270	97	77	52	55	40	27	32	25	14	19	15	25	11	8	6	3	13	5	6	2	2	4	4	1	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	24253	3947	1694	1824	2299	784	932	1075	198	545	78	122	89	121	240	22	43	26	39	23	9	24	18	2	6	8	22	5	7	1	1	10	3	4	1	0	2	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	28474	6642	3452	2824	2948	1244	1253	1181	464	636	255	226	166	172	267	100	87	54	57	38	31	42	24	14	13	18	27	16	10	8	10	14	5	9	2	2	4	2	2	0	0	2	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0
0.03	north5_active	80	24123	3883	1805	1850	2428	777	964	1016	190	516	72	121	81	126	236	21	52	27	40	22	10	37	17	3	6	12	21	10	9	3	8	10	3	8	1	0	3	1	1	0	0	2	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
