label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	37082	15200	14232	6079	4430	3250	4100	1778	2106	1031	846	1227	1036	461	802	336	370	180	175	207	99	90	127	155	81	62	38	45	39	31	18	9	19	14	14	17	10	7	12	7	3	7	2	4	7	0	1	0	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	17632	5716	10755	2772	2141	1473	3349	928	1561	375	229	1021	809	214	698	169	281	60	104	161	32	22	97	138	51	33	23	26	34	5	2	1	13	11	8	8	1	4	10	0	1	6	2	1	6	0	1	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	37210	15186	13781	6020	4388	3214	4107	1796	2101	1016	815	1222	965	456	760	354	435	187	166	205	104	94	126	155	80	55	33	45	48	30	16	6	18	17	8	15	7	10	7	5	6	8	3	3	7	0	2	2	2	4	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	17424	5530	10283	2671	2104	1436	3294	899	1548	338	204	996	746	209	666	198	336	62	89	157	31	19	99	129	52	36	17	25	42	7	1	1	11	11	3	7	1	7	5	3	4	7	2	0	6	0	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	37075	15120	13435	5930	4322	3155	3985	1870	2054	1077	816	1222	937	442	745	349	419	179	172	192	117	94	110	134	90	50	34	44	48	31	15	7	15	20	5	10	6	6	5	4	5	5	4	4	11	0	1	2	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	16945	5454	9845	2566	2068	1389	3178	940	1500	360	209	1002	715	217	637	198	320	61	85	142	29	16	83	106	62	35	15	25	43	9	2	2	8	7	1	5	1	3	1	3	4	5	2	1	10	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	37160	15192	13389	5974	4348	3116	3858	1854	1957	1053	790	1271	877	464	758	333	402	195	185	230	118	91	103	124	95	44	36	31	54	33	20	10	24	22	9	5	8	5	5	5	5	3	13	6	5	0	1	6	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	16968	5547	9770	2657	2144	1377	3072	931	1420	365	213	1050	653	228	645	192	294	69	91	179	31	21	79	97	69	30	12	14	49	9	4	3	17	7	2	3	1	4	1	3	4	3	11	1	4	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	37194	15301	13584	5980	4329	3075	3887	1830	1970	1033	753	1295	882	470	758	349	377	193	200	254	125	86	104	108	86	47	42	36	56	29	17	10	21	18	13	7	9	8	6	4	2	5	15	7	5	0	2	4	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	17183	5620	10026	2671	2139	1349	3118	946	1449	361	203	1091	659	232	643	195	281	72	95	202	44	26	75	85	61	31	14	24	46	6	4	3	15	5	6	3	0	6	1	1	1	5	14	1	4	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	37540	15387	14079	6091	4419	3062	3966	1891	2051	993	795	1346	934	495	802	362	371	205	184	269	126	88	112	110	88	51	40	37	54	29	15	14	19	13	10	7	9	9	6	8	2	4	15	5	1	1	1	5	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north6_active	80	17837	5837	10619	2805	2245	1346	3215	985	1547	360	240	1134	710	247	693	195	287	80	91	213	51	29	78	95	64	34	13	29	41	6	2	5	15	5	5	1	0	7	2	4	1	3	14	1	0	1	0	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	37560	15278	14384	6070	4338	3100	4048	1915	2039	997	804	1368	977	490	721	345	396	206	194	271	108	86	125	147	85	60	44	51	43	21	6	17	17	12	6	12	8	14	7	12	3	5	14	4	1	1	1	3	0	1	0	1	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north7_active	80	17840	5753	10874	2809	2147	1359	3249	996	1521	368	231	1154	784	240	616	186	314	75	104	203	48	22	85	126	63	38	15	43	29	1	0	7	13	4	4	5	3	12	4	7	2	4	14	0	0	1	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	37434	15113	14423	6136	4415	3056	3900	1972	2027	1059	807	1355	981	485	666	337	439	201	184	242	95	89	139	150	77	53	40	49	45	21	6	21	5	13	10	10	6	13	9	13	2	8	1	3	3	1	3	2	1	2	0	1	1	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north8_active	80	17623	5633	10821	2831	2154	1342	3080	1021	1510	414	231	1128	768	241	555	181	340	66	90	175	42	20	93	125	57	33	18	41	35	2	0	7	3	5	9	4	3	13	5	8	2	6	1	0	2	1	3	1	0	1	0	0	1	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	37293	15110	14235	6196	4397	3081	3844	1974	2035	1051	790	1330	926	469	679	324	457	195	201	231	95	91	146	147	81	54	40	52	43	18	8	21	6	10	8	9	6	14	10	10	2	11	19	4	2	1	3	2	1	1	1	3	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	17652	5634	10685	2934	2129	1386	3045	1037	1505	418	226	1089	714	234	563	178	355	59	100	181	30	24	102	121	64	29	18	39	35	3	0	8	4	4	5	6	4	14	5	5	2	9	19	0	2	0	3	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	37098	15077	14229	6252	4411	3113	3763	1925	2019	1044	796	1312	926	492	696	300	458	188	198	194	97	101	139	142	86	61	50	47	36	23	11	16	11	8	10	7	4	11	13	5	3	12	20	4	2	1	3	1	1	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north10_active	80	17572	5673	10703	2957	2168	1400	2932	1012	1485	422	222	1066	705	262	570	157	352	61	100	153	35	26	105	120	66	31	19	29	29	3	1	5	9	4	7	4	1	11	9	1	2	10	20	0	2	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north11_all	80	37025	15329	13980	6188	4504	3268	4174	1990	1980	1055	789	1333	964	423	674	325	405	192	161	215	114	77	97	129	90	57	56	43	43	21	23	11	25	13	13	11	9	12	6	7	2	4	0	3	0	3	2	1	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north11_active	80	17482	5672	10508	2844	2259	1512	3351	971	1489	396	215	1106	737	214	587	172	305	62	82	151	37	15	67	112	60	43	26	31	28	3	4	4	16	7	2	8	1	7	4	4	1	2	0	0	0	3	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	36793	15419	13699	6165	4457	3194	4034	1889	1898	1070	806	1233	959	453	673	350	403	192	148	183	111	87	100	128	92	63	52	40	37	19	14	12	21	12	9	12	8	16	8	7	2	2	13	2	0	2	2	2	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north12_active	80	16726	5509	10157	2722	2183	1438	3196	906	1384	383	212	1000	725	227	581	169	312	57	69	125	38	16	68	109	57	41	22	30	19	3	2	4	15	5	2	9	1	12	4	3	1	1	13	0	0	2	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	36332	15465	13020	6041	4328	3169	3823	1852	1838	1091	774	1146	901	440	655	354	384	200	141	189	102	100	94	147	83	68	39	36	38	21	14	11	14	16	9	12	7	19	6	5	4	3	14	3	4	1	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
0.03	north13_active	80	15708	5262	9394	2567	2023	1330	2929	821	1267	359	180	892	662	219	546	165	275	58	68	126	34	19	63	127	55	42	15	23	22	2	1	5	10	8	4	9	1	14	3	2	1	3	14	0	3	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	36163	15038	12495	5868	4273	3072	3526	1808	1834	1028	762	1109	819	452	580	342	379	202	156	178	95	104	98	158	70	69	36	19	43	22	13	8	15	15	11	13	6	18	8	6	3	4	17	2	4	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	14760	4889	8724	2340	1882	1210	2617	780	1232	317	153	854	599	204	472	153	281	61	79	118	25	22	66	135	40	42	13	8	29	2	1	1	9	9	4	8	2	13	2	4	1	4	17	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	35804	14847	12119	5732	4267	2996	3288	1839	1796	1056	768	1131	751	462	623	305	376	194	168	191	91	104	87	138	81	52	34	22	39	29	18	11	12	13	14	10	8	18	4	5	2	9	18	5	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	14018	4641	8258	2189	1773	1140	2343	772	1181	313	174	857	530	186	511	127	270	57	81	136	21	21	61	109	53	28	14	10	30	1	2	3	3	8	8	5	2	13	0	3	0	9	17	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	35919	14730	12269	5593	4217	2980	3190	1794	1855	1014	789	1121	778	453	650	308	392	199	174	224	102	96	92	128	85	58	30	30	39	29	15	12	13	10	13	12	10	14	4	4	3	10	5	4	1	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	14268	4668	8324	2136	1749	1130	2290	775	1257	311	177	854	537	182	534	130	282	60	77	179	15	19	61	101	61	25	18	16	29	4	2	2	4	6	6	5	3	11	0	3	1	10	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	36455	14958	12899	5646	4223	2996	3523	1825	1825	1021	813	1134	770	466	710	322	391	198	151	251	114	94	114	159	94	64	35	34	42	30	22	11	14	9	11	11	9	11	6	5	4	7	1	5	0	0	7	4	0	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north17_active	80	15431	5011	9125	2298	1847	1230	2604	831	1288	325	200	902	553	193	592	141	283	59	61	208	18	23	80	134	70	29	18	18	27	6	4	3	4	6	6	6	2	9	4	3	3	7	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	37119	15134	13480	5772	4337	3005	3631	1893	1988	1015	786	1192	827	487	732	318	399	186	159	235	98	96	144	180	75	62	43	40	42	27	28	16	10	9	11	8	9	13	6	2	4	3	0	3	1	0	6	5	0	0	2	2	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north18_active	80	16555	5310	9852	2460	1997	1268	2781	889	1447	343	208	971	620	231	602	152	288	60	70	197	19	24	113	154	57	29	18	20	29	5	3	5	2	6	6	5	3	13	4	0	3	2	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	37379	15352	14221	6001	4371	3076	3822	1965	2042	1016	777	1209	891	479	742	336	411	196	159	228	101	103	155	170	64	58	40	46	42	23	21	15	12	10	11	4	8	13	5	6	2	2	1	2	1	0	9	4	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	17517	5675	10680	2727	2102	1370	3033	951	1522	363	226	998	707	251	615	179	312	65	87	192	23	31	126	154	48	37	15	24	31	6	4	5	4	5	5	2	2	13	4	3	2	0	1	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
