label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70
0.03	north1_all	80	42422	21245	12470	7508	4576	3895	4030	3179	1465	979	828	658	959	400	332	287	268	304	155	129	109	87	109	87	80	90	46	30	19	55	19	40	15	5	12	4	9	8	8	0	6	4	1	1	0	1	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
0.03	north1_active	80	24880	14546	8689	4740	2458	2625	3261	2577	765	237	363	209	748	133	120	89	161	215	85	51	29	27	58	57	59	73	28	5	6	49	11	29	3	1	4	0	4	4	5	0	2	0	0	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
0.03	north2_all	80	40848	19855	11742	7002	4348	3696	3772	3037	1429	959	816	663	941	390	308	256	279	272	157	123	119	87	102	92	79	104	39	30	23	39	18	43	15	14	11	7	6	12	10	1	5	4	3	3	1	1	2	4	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
0.03	north2_active	80	22581	12840	7699	4121	2150	2296	2976	2408	683	264	329	177	730	118	104	74	156	185	76	44	30	26	56	60	57	85	21	3	8	34	7	33	3	6	4	1	1	4	7	0	1	0	2	3	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
0.03	north3_all	80	40771	20461	12132	7040	4371	3672	3552	2950	1452	943	814	670	914	391	337	247	280	301	165	126	123	95	96	99	88	108	34	32	24	33	20	20	16	14	9	7	5	12	8	2	8	5	5	8	2	1	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	22552	13347	8056	4114	2158	2236	2745	2350	675	262	318	193	697	119	124	74	154	197	74	44	31	28	54	69	64	89	17	5	8	29	8	10	3	6	3	2	1	4	4	0	2	0	2	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	42572	21616	12766	7250	4578	3883	3868	3159	1516	994	803	670	1003	380	372	255	297	331	171	124	132	101	85	109	88	99	39	31	24	39	24	18	14	16	10	8	3	10	5	4	4	3	5	11	2	4	0	2	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	24850	14820	8829	4481	2372	2489	3086	2622	762	256	333	216	807	115	141	81	178	233	72	43	32	29	51	80	68	84	23	9	7	35	8	13	3	7	3	2	1	3	3	0	1	0	2	10	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	44691	23216	13675	7830	4774	4146	4325	3502	1562	1005	840	673	1048	393	371	273	328	312	173	133	121	99	88	102	113	111	40	40	22	47	23	30	17	13	12	11	5	6	4	4	4	4	7	11	2	6	1	1	1	1	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	27890	16863	9950	5121	2713	2825	3570	2988	884	236	374	253	874	138	153	99	208	220	74	48	34	24	54	83	98	93	23	15	7	44	11	25	5	4	7	6	2	3	2	0	1	0	4	9	1	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	44865	23256	13556	7941	4782	4230	4530	3593	1620	1019	820	680	1052	401	353	296	320	322	190	130	129	96	86	96	103	67	37	41	20	50	23	33	13	10	13	12	3	6	5	8	4	5	3	9	3	6	1	1	0	0	3	1	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	28316	17057	9897	5185	2784	2959	3753	3053	935	228	352	257	884	130	135	103	203	234	95	47	32	26	50	76	88	48	21	14	6	44	11	29	4	2	7	5	1	3	3	0	1	2	3	8	1	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	44906	23243	13637	7841	4772	4296	4418	3684	1628	1010	817	659	1058	443	330	314	347	285	193	137	124	85	95	104	110	71	42	36	18	63	21	32	14	8	12	12	3	7	8	8	5	6	7	2	2	5	1	1	0	0	1	1	1	1	0	3	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north7_active	80	28412	17043	10056	5147	2784	3007	3672	3103	963	222	351	245	875	153	118	122	234	197	97	47	38	21	57	83	94	53	20	9	5	58	10	27	3	2	7	5	1	3	6	1	0	4	5	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north8_all	80	45139	23256	13900	7880	4735	4307	4256	3743	1686	992	791	646	1045	442	331	313	321	311	195	143	120	88	102	108	89	70	44	33	22	44	19	25	12	6	7	13	6	11	8	10	4	6	6	1	2	7	0	1	1	0	1	1	1	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	28648	17024	10273	5135	2731	3059	3526	3198	987	220	346	242	860	157	112	121	215	224	116	51	35	21	64	80	74	50	23	7	6	38	8	17	2	1	3	4	1	5	6	3	0	4	4	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	44813	23164	13889	7844	4809	4171	4305	3656	1671	971	857	647	1054	447	355	325	312	315	202	140	111	89	95	118	113	82	46	27	27	52	17	25	14	7	9	8	8	12	7	9	2	3	4	2	3	5	0	2	1	1	3	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	28483	16889	10318	5102	2703	2959	3581	3133	962	216	374	248	868	153	128	139	214	240	121	44	39	23	61	93	96	64	29	6	7	47	8	19	1	3	3	2	2	5	6	4	0	2	2	0	0	3	0	2	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	44913	23262	13640	7733	4818	4166	4307	3459	1655	966	848	655	983	431	371	323	306	289	191	139	110	85	76	114	115	72	41	31	30	46	21	20	13	10	8	10	8	13	3	10	2	1	6	9	3	6	0	2	1	1	8	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	28531	16986	10072	5012	2698	2914	3545	2956	969	220	370	260	816	158	136	130	207	211	113	41	40	18	43	93	95	52	28	8	11	37	13	16	2	5	3	2	2	7	2	6	0	0	3	7	1	4	0	2	0	0	7	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	42380	21410	12658	7362	4764	3975	3813	3387	1526	1017	844	662	945	425	332	291	278	274	139	130	104	80	93	96	86	125	41	36	20	55	16	24	15	8	16	5	8	3	6	5	4	2	2	3	3	2	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	24413	14774	8826	4480	2499	2614	3037	2807	818	267	339	210	745	133	119	100	170	178	64	54	36	19	56	68	61	110	21	12	5	48	5	14	5	3	2	1	2	1	2	1	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	40800	20188	12118	6998	4451	3832	3611	3208	1497	1027	814	667	878	399	348	288	280	253	150	120	111	86	85	80	57	125	42	37	24	33	14	20	12	10	9	11	7	5	5	5	6	2	2	2	2	2	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	north12_active	80	22305	13257	8048	4067	2167	2426	2791	2587	764	273	303	207	677	119	119	87	151	153	72	44	41	25	45	47	39	114	21	11	5	27	4	11	3	2	1	2	1	1	2	2	2	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	39387	19257	11661	6767	4268	3618	3303	2971	1410	1044	787	672	808	381	375	261	292	257	169	118	126	82	93	91	58	93	41	36	28	27	18	23	11	12	11	14	9	5	6	3	8	1	4	3	2	3	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	north13_active	80	20507	12047	7394	3798	1931	2166	2464	2335	665	273	279	207	607	105	119	70	150	165	84	43	46	24	50	53	37	82	20	11	6	21	7	16	4	4	1	3	1	1	3	2	2	0	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	39925	20059	12049	7081	4363	3835	3652	2954	1450	1027	826	656	886	387	373	274	331	267	181	136	118	78	94	99	56	76	40	34	31	23	19	24	14	17	6	12	7	5	7	2	8	2	3	4	0	2	0	2	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	21785	12989	7968	4208	2119	2430	2830	2291	703	266	298	222	694	104	122	83	181	182	86	41	36	21	53	65	37	62	22	7	8	17	11	18	7	5	0	3	2	1	2	2	2	1	2	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
