label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	65343	18132	9181	9827	4218	3483	3209	1584	1386	1430	1115	1138	778	401	380	530	249	216	169	150	238	93	72	128	63	55	33	35	28	19	25	14	11	11	6	14	4	11	6	2	8	16	3	4	1	1	1	2	0	0	3	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	41087	10117	4677	6034	2146	1840	1951	784	713	846	662	712	421	190	208	333	129	119	73	67	158	55	39	85	37	24	17	19	14	8	8	6	7	4	3	12	2	5	4	1	3	16	2	1	1	1	1	2	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	65620	18204	9257	10017	4326	3489	3158	1616	1385	1420	1153	1166	798	414	393	547	238	203	155	146	234	110	72	117	71	51	32	31	24	14	27	13	11	8	6	10	8	8	1	6	7	16	2	5	8	1	0	2	3	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	41352	10155	4656	6130	2209	1928	1891	817	704	822	701	756	437	189	209	339	127	117	72	68	158	63	40	89	43	22	17	17	12	8	7	7	7	2	3	7	5	2	0	5	3	16	1	3	8	1	0	2	2	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	64575	18249	9290	9968	4389	3467	3304	1650	1427	1438	1094	1080	792	382	373	510	237	200	153	149	255	121	80	85	63	73	39	27	21	14	36	26	13	11	8	14	8	9	4	9	6	14	2	5	8	1	0	2	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	40580	10135	4687	6139	2269	1955	1968	832	729	840	647	683	447	187	201	318	121	116	75	78	155	62	41	63	37	42	20	18	13	9	16	19	9	6	5	11	5	3	0	7	3	13	1	2	7	1	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	64397	18185	9297	10006	4380	3480	3319	1604	1491	1422	1083	1016	792	373	366	474	245	206	175	136	227	125	83	87	74	88	42	26	23	14	35	27	12	15	6	13	11	7	7	13	3	6	2	4	8	1	0	2	4	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	40375	10149	4694	6047	2225	1979	1968	798	755	848	626	603	449	171	193	286	131	118	89	72	138	69	42	63	44	57	25	14	16	8	14	19	6	10	6	8	5	3	2	10	1	3	0	2	7	1	0	2	2	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	64492	18031	9172	9900	4337	3447	3361	1608	1452	1447	1106	1051	760	355	359	455	253	212	177	133	203	107	91	91	69	83	51	25	22	20	32	39	14	19	10	13	12	10	6	8	5	8	4	5	9	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	40264	9987	4716	6043	2205	1918	2052	797	734	867	604	666	450	163	189	284	134	114	96	74	112	53	48	56	37	52	22	13	14	12	16	22	6	12	8	8	6	6	2	5	1	3	1	2	8	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
