label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	46189	28402	13455	5976	4078	2571	2497	1970	2184	1183	748	596	544	561	719	410	361	314	211	118	125	81	81	97	71	59	45	24	35	21	61	28	17	14	11	4	5	8	14	4	4	1	3	2	2	2	3	1	2	4	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	26796	17893	7909	3041	2143	1248	1396	1122	1288	632	375	257	279	341	448	248	194	200	111	54	58	35	43	56	42	26	29	10	14	10	41	19	9	4	8	2	2	3	12	3	0	1	2	2	2	1	2	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	46265	28626	13494	6050	4109	2609	2586	2012	2180	1203	763	580	562	559	656	424	390	340	217	97	119	76	93	102	57	62	38	26	33	16	62	31	22	12	16	5	4	11	14	5	6	2	1	1	3	3	3	1	1	2	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	26706	18048	8009	3161	2139	1270	1454	1160	1325	655	369	258	285	318	384	271	224	216	119	44	58	33	57	61	31	29	25	10	13	10	39	24	11	4	13	3	2	3	12	3	0	2	0	0	3	1	2	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	46241	28135	13503	6170	4150	2598	2606	1995	2161	1247	804	590	539	535	655	433	375	330	219	98	134	80	89	99	55	66	40	26	32	21	46	38	20	11	13	5	7	9	6	6	9	3	2	2	5	2	2	0	4	1	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	26767	17787	8077	3254	2157	1234	1462	1168	1311	681	394	242	277	301	405	262	218	217	123	40	69	38	51	60	28	31	24	11	10	8	24	28	11	5	10	3	6	2	4	2	2	2	0	1	5	1	1	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	46077	27786	13534	6168	4070	2613	2554	2067	2185	1270	816	575	548	524	637	404	324	322	204	116	140	76	90	85	68	43	37	27	20	33	50	69	19	13	12	5	9	7	6	8	7	4	1	4	5	2	3	0	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_active	80	26651	17359	8066	3260	2117	1253	1407	1185	1347	680	402	252	287	290	402	235	192	196	124	53	80	46	45	56	37	18	18	11	7	15	36	60	12	8	10	2	6	2	4	4	3	2	0	2	5	0	1	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	46176	27683	13455	6098	4174	2568	2443	2041	2086	1213	813	569	513	539	637	376	326	315	205	124	137	74	82	77	81	35	47	23	26	35	44	77	15	11	10	6	10	7	2	4	6	3	3	7	5	3	3	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	26635	17276	8011	3154	2199	1232	1303	1151	1282	640	423	254	252	293	402	194	206	196	128	59	84	44	39	45	46	12	21	12	12	18	38	59	10	6	6	4	5	1	1	2	4	1	1	2	4	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	46201	27851	13486	6035	4095	2605	2393	2090	2125	1223	808	598	486	577	684	371	355	312	203	124	139	88	81	69	72	40	58	23	28	42	47	75	18	9	8	4	6	6	2	3	5	3	4	8	5	3	3	1	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	26583	17307	7992	3140	2125	1256	1236	1174	1312	654	431	286	229	312	438	191	226	187	122	67	86	54	34	39	42	16	29	12	12	22	39	54	11	5	4	3	1	1	2	2	5	1	1	2	4	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	46693	27799	13451	5885	4084	2626	2434	2029	2132	1167	758	602	481	600	693	397	392	364	182	119	137	90	65	71	105	37	53	21	37	34	66	45	17	8	9	2	6	8	8	4	4	3	6	6	3	2	2	1	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	26832	17305	8041	3030	2098	1263	1261	1132	1300	633	405	288	221	329	429	215	235	238	95	62	82	47	37	40	68	19	27	13	15	17	43	26	10	4	4	2	1	1	3	3	4	2	3	1	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
