label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113
0.03	north6_all	80	3462	2745	1200	1876	919	829	641	597	382	508	305	213	173	179	128	105	107	66	189	84	108	48	41	31	90	32	38	22	55	38	33	83	25	37	26	19	18	16	12	9	9	8	13	10	6	12	5	6	6	6	5	4	9	14	1	3	3	1	2	1	2	9	1	2	0	4	3	3	2	1	1	0	0	0	2	0	3	0	1	0	0	0	0	0	0	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1548	1655	627	1200	560	535	374	370	208	333	173	128	90	98	61	53	58	31	121	38	62	27	14	12	56	15	17	5	33	27	20	60	9	15	20	13	7	9	6	5	3	6	5	6	2	8	3	4	4	5	3	0	5	3	0	1	2	1	1	0	2	5	0	0	0	2	1	3	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3463	2768	1211	1924	913	786	625	589	364	471	297	213	158	176	118	125	116	77	216	79	111	53	45	37	107	28	32	35	56	40	29	82	22	38	26	22	19	13	13	7	8	10	11	8	13	13	2	4	5	6	3	4	6	15	2	3	2	1	3	0	1	7	3	2	1	2	2	0	2	2	0	0	0	1	2	0	1	0	2	2	0	1	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1551	1677	623	1215	519	487	375	363	205	307	179	134	73	94	56	60	61	38	130	39	63	28	21	15	72	16	17	14	33	24	14	64	10	17	21	14	9	11	6	3	1	9	5	5	4	10	1	3	3	5	2	1	4	5	1	1	1	1	2	0	1	4	2	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3461	2745	1228	1927	892	819	658	558	342	486	319	223	153	179	108	125	111	81	207	75	109	63	49	35	112	30	33	37	33	40	24	69	20	31	19	21	19	23	9	10	11	10	10	8	13	11	6	4	3	4	4	4	5	12	2	2	2	4	2	0	4	8	3	1	1	2	1	0	2	1	0	0	0	2	1	0	1	0	2	2	0	1	0	0	0	0	1	0	1	2	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1562	1671	633	1246	485	497	398	337	197	310	195	139	74	97	50	63	55	43	130	35	63	35	29	16	65	19	18	17	21	23	13	50	6	13	11	14	12	16	5	5	3	7	6	5	4	8	3	3	2	2	2	2	3	3	1	1	1	2	2	0	4	5	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3379	2732	1236	1851	849	818	700	567	353	446	321	226	148	181	110	140	128	94	181	64	97	81	57	29	107	36	30	33	35	34	39	55	14	20	14	22	18	30	5	8	10	9	9	4	12	10	6	4	3	4	8	5	9	10	3	3	2	6	1	0	5	5	2	0	1	2	0	1	1	2	0	0	0	2	1	1	1	0	1	2	0	1	0	0	0	0	1	0	0	2	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1509	1657	613	1167	433	481	412	344	190	282	203	132	73	113	43	80	72	46	119	37	55	43	31	12	58	20	17	15	24	20	26	37	4	9	8	14	11	20	2	5	2	6	6	3	3	6	4	2	0	1	6	3	7	3	2	2	0	3	1	0	4	4	2	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3360	2780	1218	1812	869	831	681	589	341	456	313	236	149	175	113	135	116	88	162	71	81	91	53	28	103	36	33	32	38	30	37	53	14	17	26	19	16	36	4	9	8	8	8	4	9	5	10	4	4	5	8	3	10	2	1	2	2	7	0	0	5	3	0	0	1	1	1	1	0	2	1	1	0	2	1	1	1	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1508	1665	619	1139	461	495	387	368	185	286	193	140	71	119	43	78	64	43	108	38	43	51	25	9	64	17	17	16	24	17	23	35	4	8	15	12	9	25	2	6	3	5	5	4	0	1	6	1	1	2	6	2	7	1	1	1	0	4	0	0	4	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3431	2813	1235	1820	770	835	651	603	383	481	290	250	147	223	128	135	102	84	175	79	117	79	42	45	110	35	28	33	70	39	32	61	11	28	11	21	29	22	14	12	19	18	5	8	22	7	6	6	0	4	11	5	10	3	4	2	2	4	2	2	5	6	2	1	1	6	11	1	6	2	1	2	1	2	1	1	1	0	0	1	2	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	1562	1654	621	1202	452	513	389	380	222	308	167	141	72	123	64	80	55	48	97	41	76	43	26	18	70	21	12	17	54	22	18	39	5	18	6	12	22	13	9	7	11	13	1	4	15	5	3	4	0	2	8	4	6	0	3	1	1	2	1	2	3	2	1	1	0	4	8	1	4	1	1	1	0	2	1	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	3470	2865	1194	1840	826	871	676	596	380	439	303	238	148	199	130	136	116	83	168	78	105	73	40	49	101	32	29	43	73	32	38	48	8	17	17	20	22	15	10	15	17	13	7	7	25	5	7	3	3	7	8	3	9	7	3	0	2	4	2	2	3	5	1	3	0	6	10	0	6	2	1	1	0	1	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	1576	1693	568	1182	476	513	420	373	215	255	186	133	68	121	64	77	66	44	88	36	58	37	24	20	65	16	12	23	58	17	21	30	1	10	11	12	15	8	6	9	11	7	1	4	17	5	3	1	1	3	6	3	7	1	2	0	1	2	1	2	2	3	1	2	0	4	8	0	4	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	3458	2876	1130	1866	846	839	636	538	369	437	319	220	156	196	128	125	141	89	196	83	95	58	36	46	84	34	28	39	89	28	41	61	8	22	12	16	18	11	9	16	9	10	6	6	23	5	7	4	3	8	3	4	8	7	1	2	3	2	2	1	1	5	1	2	0	6	4	1	6	1	2	0	0	2	1	0	0	0	0	2	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north13_active	80	1559	1693	515	1240	502	488	399	321	207	260	197	124	75	113	63	68	78	44	116	39	57	25	18	18	53	18	11	20	65	13	22	39	2	14	7	8	11	8	6	9	6	5	0	4	15	5	4	0	1	2	1	4	6	1	1	1	2	0	1	1	1	2	1	1	0	4	1	0	4	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	3384	2805	1133	1847	859	885	601	524	366	445	318	224	159	188	134	152	145	82	198	69	95	51	44	44	68	35	32	38	83	29	34	51	10	21	15	22	16	20	9	12	11	8	7	6	18	8	9	5	4	9	0	4	3	13	1	3	2	4	2	1	1	6	3	2	0	6	2	1	3	1	1	0	0	1	2	0	0	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	1522	1626	511	1193	491	517	386	312	204	271	195	134	76	109	73	85	78	42	123	32	51	25	21	21	44	18	13	25	63	16	19	36	5	13	10	14	7	16	5	8	6	4	1	4	12	6	4	2	1	4	0	4	1	7	1	1	1	0	0	0	1	3	3	1	0	4	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3407	2658	1174	1762	809	815	570	508	362	437	309	209	155	169	134	156	129	79	183	83	88	54	60	42	70	32	37	31	78	30	26	62	14	22	17	31	17	29	6	10	10	8	6	6	9	10	8	5	2	8	2	4	3	12	2	4	2	5	3	1	6	3	3	1	0	4	2	1	3	0	2	0	0	1	2	0	0	1	0	1	3	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	1549	1543	543	1162	459	501	352	286	199	270	185	112	75	88	65	82	68	45	120	37	50	27	26	19	45	15	20	20	57	20	17	47	8	13	10	17	7	17	3	7	3	5	1	4	4	6	4	2	0	5	2	4	1	6	2	1	1	0	0	0	1	2	3	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3592	2399	1162	1556	746	756	556	514	349	398	275	209	158	168	138	154	102	79	153	83	82	63	64	48	68	28	30	28	67	30	29	43	18	22	20	29	16	39	9	7	12	7	3	5	7	10	6	6	2	4	4	5	1	11	2	2	1	3	3	2	7	3	3	2	1	2	3	0	4	0	1	0	0	0	2	0	0	1	0	0	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1687	1383	540	947	398	469	309	300	191	260	156	112	73	88	63	84	49	43	102	38	51	30	32	24	47	11	19	18	49	18	16	30	11	13	10	15	6	23	3	4	3	4	1	2	2	5	2	3	0	3	2	4	0	8	2	0	1	0	0	0	1	2	3	1	0	0	2	0	3	0	1	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3684	2377	1162	1568	749	759	575	521	345	419	270	212	148	187	124	123	92	77	152	86	80	61	57	47	71	28	28	26	71	31	29	58	20	18	18	30	16	32	12	9	7	10	3	4	10	5	6	2	3	4	6	5	1	11	1	1	1	1	1	1	6	0	1	3	1	3	2	1	3	3	1	0	1	1	0	0	0	1	0	0	3	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1720	1376	536	943	403	484	317	304	201	266	159	113	61	96	46	60	46	44	100	35	50	29	29	24	54	13	17	15	48	16	17	40	11	9	8	16	8	18	7	5	2	5	1	1	5	1	4	1	1	3	2	4	0	9	1	0	1	0	0	0	0	0	1	1	0	0	2	1	3	3	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3675	2446	1143	1684	808	764	606	490	332	403	291	214	165	206	116	113	101	83	167	80	69	68	49	42	73	29	29	27	95	29	45	68	25	21	20	17	20	23	14	10	5	12	3	4	12	3	7	2	2	3	8	4	3	7	0	2	1	5	1	1	8	1	1	2	1	3	3	3	2	5	0	1	1	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	1720	1404	542	1050	448	481	333	289	204	251	173	110	74	112	48	63	58	43	116	41	43	40	26	20	49	16	14	13	62	12	23	52	15	8	11	7	12	13	10	5	2	9	1	2	5	1	6	1	1	3	3	3	0	5	0	1	1	3	0	0	4	0	0	1	0	1	3	3	2	4	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3538	2658	1215	1854	872	838	636	543	357	413	305	241	166	213	141	139	104	83	168	90	68	71	44	39	79	31	31	39	92	35	49	71	18	23	19	23	17	24	17	13	5	15	7	4	9	4	6	1	3	3	8	2	5	8	0	3	1	4	2	2	9	3	1	2	2	3	1	3	3	5	1	1	1	1	0	1	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	1629	1559	583	1196	512	518	369	322	213	262	190	129	67	125	56	82	62	47	118	51	38	45	21	17	52	21	8	19	60	11	30	45	9	11	11	15	12	15	10	8	3	7	4	1	3	2	6	1	1	3	3	2	2	4	0	1	1	3	0	1	8	1	0	1	1	2	1	3	3	4	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3466	2726	1197	1928	898	879	649	583	369	452	306	249	174	195	142	133	97	82	169	86	72	65	48	33	86	34	37	36	84	37	54	88	16	19	20	25	17	30	14	12	5	21	7	8	7	7	4	1	3	5	7	3	7	11	1	3	1	5	2	2	9	4	2	2	1	3	2	3	3	5	1	1	1	0	0	1	2	0	0	0	2	0	0	4	2	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	1553	1596	604	1273	530	544	381	355	215	284	190	131	81	120	63	84	59	41	116	51	42	46	21	12	50	23	12	16	53	12	29	55	6	9	12	15	11	22	9	6	3	15	5	3	1	3	3	0	1	3	3	3	2	6	0	1	0	4	0	1	8	1	1	0	1	2	2	3	3	4	0	1	0	0	0	1	2	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3390	2804	1212	1873	873	862	644	534	389	469	300	194	146	226	126	129	119	61	170	74	132	67	48	33	121	33	32	27	79	35	39	82	21	42	24	22	13	19	12	7	12	10	7	8	7	4	5	12	4	6	9	0	6	5	1	1	4	5	1	4	2	3	1	0	2	7	3	1	0	4	1	0	0	0	0	1	3	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1493	1699	598	1204	487	552	387	330	219	314	160	98	78	116	69	74	68	19	108	36	100	40	19	17	91	16	15	11	57	24	24	69	10	23	14	11	8	11	8	3	5	5	2	2	4	0	2	7	0	3	3	0	4	3	0	1	1	1	1	3	1	0	1	0	1	7	1	1	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3421	2834	1244	1885	912	891	628	574	391	488	291	220	152	206	141	137	118	70	196	71	127	58	42	37	117	32	28	29	83	45	47	68	23	39	28	19	16	26	15	9	10	16	8	10	9	8	7	11	3	8	8	0	3	10	2	0	4	4	1	3	2	5	3	2	2	0	2	1	1	4	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1524	1717	606	1161	506	599	375	346	213	317	152	114	82	106	80	76	69	28	130	40	89	34	22	19	88	17	13	13	64	29	31	56	11	24	17	4	11	20	9	3	5	10	2	4	4	4	3	7	0	2	2	0	3	8	1	0	2	1	1	2	1	2	1	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	3400	2738	1211	1863	936	861	602	609	399	466	286	220	180	207	130	145	106	77	186	78	112	57	40	40	98	38	28	28	72	53	38	70	19	34	19	26	15	17	13	8	6	16	9	6	8	12	8	10	2	5	10	0	7	9	2	0	4	3	0	2	1	4	4	4	1	2	5	1	2	3	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1516	1623	571	1147	539	536	361	365	213	305	159	114	93	107	76	80	59	35	118	46	75	38	20	19	73	18	16	19	59	29	22	59	11	21	12	9	10	15	7	3	4	11	2	2	3	9	2	5	1	1	4	0	6	7	1	0	2	1	0	1	1	2	1	2	1	2	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3388	2673	1211	1853	938	890	608	625	388	479	267	216	182	210	109	132	114	81	181	79	102	70	40	32	102	34	28	33	52	53	40	54	16	33	20	25	12	28	14	7	5	18	9	6	11	14	9	7	4	8	10	0	5	12	4	0	3	3	0	2	5	4	5	6	1	3	3	0	2	3	1	0	0	1	1	0	0	0	2	0	0	0	0	2	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	1518	1612	584	1145	551	535	384	379	212	305	156	121	93	121	59	80	68	38	105	42	68	45	21	15	71	19	16	21	41	29	23	44	11	20	14	13	8	19	6	2	3	12	2	3	4	10	3	1	1	2	5	0	3	7	2	0	3	1	0	0	4	4	2	2	1	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_all	80	3322	2704	1211	1814	900	875	608	628	382	491	282	215	183	209	101	123	125	75	181	83	95	71	35	38	118	34	31	35	59	46	35	47	17	29	13	27	7	19	9	6	4	22	7	3	8	12	8	6	4	10	7	2	7	18	4	0	2	2	0	2	6	4	6	7	2	3	3	1	1	3	1	0	0	0	1	0	0	1	2	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_active	80	1508	1632	589	1126	551	510	378	388	212	312	170	123	91	134	56	70	77	36	110	41	66	42	20	19	79	16	15	21	45	27	13	36	14	20	9	14	2	11	4	3	3	12	3	1	5	9	2	1	2	3	3	1	5	9	2	0	2	1	0	0	4	4	3	2	1	2	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_all	80	3404	2788	1195	1842	890	863	608	607	370	463	307	195	171	215	106	119	123	87	146	69	93	72	37	23	130	35	37	30	64	41	41	70	20	25	16	15	13	21	8	6	7	13	4	5	9	14	6	4	6	12	8	2	4	14	4	0	2	2	1	3	6	4	6	3	1	1	5	1	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	1520	1643	613	1166	534	490	378	382	210	305	180	123	92	135	59	69	78	37	89	32	63	38	22	11	88	13	16	14	41	22	20	56	15	17	8	9	6	11	4	3	4	3	2	3	5	9	2	1	3	6	3	1	2	6	2	0	2	1	0	1	4	4	3	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
