label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120
0.03	south25_active	80	1803	1022	556	447	285	272	282	138	147	496	185	141	55	53	103	49	55	143	44	28	49	65	25	64	15	9	48	9	10	44	11	32	22	10	3	4	18	1	10	4	4	2	11	4	0	9	5	4	2	13	3	2	1	2	1	3	0	2	1	0	2	2	0	1	1	0	1	0	1	2	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south26_all	80	3558	1835	1068	852	552	481	528	276	253	695	295	258	109	123	159	91	119	242	77	49	85	99	41	90	34	17	72	23	23	80	16	56	27	18	7	13	25	11	14	11	5	10	11	9	4	10	8	8	4	13	4	6	3	5	4	2	2	10	0	1	2	3	0	1	2	1	1	0	3	2	2	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south26_active	80	1813	1045	553	445	293	278	300	146	126	512	191	152	53	58	98	52	60	152	41	21	52	70	18	70	15	7	46	11	10	55	14	44	19	8	4	5	18	2	8	6	3	2	5	3	0	6	5	4	2	8	2	1	2	1	2	2	1	4	0	0	2	1	0	1	1	0	0	0	3	2	1	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south27_all	80	3533	1845	1034	865	550	474	556	268	230	672	268	250	112	116	146	86	107	215	85	42	100	84	35	90	28	24	73	17	20	94	14	44	40	15	7	17	22	10	11	10	5	9	8	12	5	8	10	5	6	18	3	3	2	4	2	2	2	9	0	1	1	7	0	1	2	0	2	1	5	2	2	0	1	1	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1781	1032	524	468	284	256	322	138	111	490	166	144	55	54	84	46	56	131	47	17	61	55	12	68	13	11	47	9	8	64	13	34	27	8	5	9	16	3	10	5	3	3	2	6	2	2	8	4	4	12	2	3	2	1	1	2	1	4	0	0	1	4	0	1	1	0	0	0	3	2	2	0	1	1	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3407	1819	1024	882	549	482	542	276	226	609	284	200	106	112	144	77	112	187	78	31	117	81	37	75	31	28	63	19	18	95	16	49	41	19	7	23	18	6	13	11	3	6	9	12	5	9	13	3	7	7	5	12	2	3	2	0	1	6	0	1	0	6	0	0	3	0	2	1	11	0	2	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1742	998	504	494	272	270	318	127	103	448	178	107	45	55	76	34	66	109	43	12	85	43	16	55	15	13	38	11	8	51	13	36	24	11	5	13	12	3	10	6	2	4	4	6	3	2	10	3	3	6	2	10	2	0	1	0	1	4	0	0	0	3	0	0	2	0	0	0	3	0	2	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3354	1777	976	855	548	475	509	289	225	524	274	189	110	111	150	88	108	170	90	39	107	70	42	75	36	27	67	17	18	80	15	38	35	18	7	24	23	7	14	9	7	10	8	9	6	8	12	7	7	8	2	17	1	3	1	1	2	1	2	1	1	6	1	1	4	0	1	2	8	0	2	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1719	948	460	492	269	263	312	121	103	351	166	112	46	52	84	41	59	100	48	16	77	34	18	54	15	15	41	9	9	47	7	23	20	12	4	13	17	5	8	5	2	5	5	7	4	3	8	2	3	6	0	13	1	2	1	0	0	1	1	0	1	3	1	1	2	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3353	1789	987	859	533	501	512	292	256	564	270	204	106	114	163	83	103	178	78	46	118	72	38	92	41	25	57	17	16	51	15	44	36	16	7	18	27	9	15	9	6	11	8	5	6	11	10	6	9	8	3	15	5	2	0	1	3	1	2	1	1	3	1	1	4	1	0	2	8	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1677	973	467	488	261	269	303	122	111	362	169	132	45	52	98	39	65	99	39	19	87	42	18	66	23	11	35	9	6	24	4	18	24	11	5	9	21	5	9	5	2	5	6	2	5	6	5	1	3	6	0	11	5	2	0	0	0	1	1	0	1	0	1	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3506	1900	1004	846	516	510	564	270	244	646	323	194	106	95	168	89	98	260	78	46	90	77	37	81	20	24	40	30	23	57	18	80	45	12	17	11	35	10	28	13	10	28	11	12	5	1	3	9	5	9	5	5	7	2	1	2	1	3	3	2	1	1	1	2	5	1	0	1	4	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1791	1065	511	470	284	273	372	124	130	406	204	104	57	49	105	50	56	169	50	29	63	54	18	60	8	11	16	13	15	33	9	56	27	9	9	7	22	5	12	7	8	19	6	7	1	1	1	5	4	4	3	4	2	2	1	0	1	0	0	2	1	1	0	2	5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3587	1850	1013	845	507	527	570	261	260	636	319	228	104	110	188	82	110	259	83	52	101	79	33	102	22	26	47	26	24	34	13	75	46	15	13	10	27	5	26	10	9	25	8	12	8	1	4	8	5	8	7	4	7	2	1	2	1	2	5	4	1	1	0	1	6	1	1	1	4	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1810	1043	509	444	278	264	373	125	132	415	192	139	51	52	110	41	65	153	46	33	63	57	14	70	7	9	23	11	15	15	5	54	30	6	5	6	16	2	10	6	7	17	5	6	3	1	2	5	4	5	2	4	2	1	1	1	1	0	0	4	1	1	0	1	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3599	1843	1011	840	544	523	538	262	265	608	334	241	109	114	185	80	123	202	77	54	92	85	40	110	25	31	52	29	22	33	17	49	48	17	15	10	29	6	31	8	9	24	10	14	9	0	4	5	6	8	4	13	4	3	1	1	1	1	3	3	1	1	2	2	3	1	2	0	4	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1774	1007	506	441	279	270	347	126	145	384	202	137	51	55	113	40	71	99	40	26	47	62	17	74	9	10	25	15	12	15	6	33	30	9	4	6	18	2	11	6	6	16	5	8	4	0	3	3	4	6	1	12	2	2	1	1	1	0	0	3	0	1	2	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3594	1826	1042	875	532	528	533	254	257	624	315	256	109	96	170	71	115	197	70	56	84	72	41	119	28	31	62	21	25	38	14	40	40	18	13	9	23	7	25	7	5	17	14	11	8	2	8	7	5	11	8	14	4	3	0	1	1	1	2	2	1	1	2	2	3	0	2	1	3	0	2	0	0	2	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1790	1002	520	460	271	275	337	126	142	412	189	137	47	42	100	34	70	103	36	22	44	53	20	79	9	8	38	12	9	12	6	23	24	10	3	5	12	2	10	6	3	12	9	7	5	1	3	4	4	10	4	13	1	2	0	1	0	1	0	2	0	1	2	1	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3559	1811	1052	869	500	532	517	254	246	650	323	229	117	98	159	83	97	181	71	53	77	60	45	124	26	29	58	19	22	41	12	45	38	13	11	9	19	7	15	9	7	17	15	8	6	7	9	11	3	21	8	20	2	2	0	1	1	2	4	0	2	1	2	4	2	0	2	2	1	0	3	0	0	1	0	0	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_active	80	1774	976	516	481	254	296	316	128	145	442	184	109	56	49	102	45	53	108	36	23	41	40	22	85	10	10	35	11	6	19	5	25	25	9	2	3	9	2	6	6	4	10	11	7	2	4	4	9	2	19	6	12	0	1	0	1	0	2	1	0	1	0	2	2	2	0	1	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3512	1786	1041	896	491	555	526	246	257	616	312	216	120	93	162	87	83	197	65	40	69	54	46	116	23	26	56	19	25	48	14	48	38	12	10	10	15	6	13	12	8	16	24	7	4	7	8	13	1	19	8	15	2	3	0	2	2	2	4	3	2	2	2	3	0	0	2	2	1	0	3	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	1780	959	527	506	253	311	309	121	140	425	174	110	56	46	96	48	44	126	34	19	39	34	22	83	8	12	39	9	12	23	6	31	27	4	5	3	9	0	6	8	5	9	14	5	1	4	2	8	1	17	6	8	0	3	0	1	0	2	3	2	1	1	2	2	0	0	1	2	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3445	1754	989	841	478	517	504	253	246	522	295	211	121	101	165	84	68	193	61	47	71	57	53	86	22	31	60	19	17	57	18	48	32	14	8	20	15	4	10	12	8	11	20	7	5	6	6	14	3	11	10	11	5	3	0	5	1	2	6	4	2	2	1	3	0	0	2	1	1	0	1	0	1	2	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	1731	936	474	476	250	284	292	124	125	332	170	121	59	53	94	45	36	129	30	24	43	39	23	56	7	16	47	8	9	29	8	32	23	5	4	10	7	1	4	9	4	5	9	4	1	4	1	8	0	9	5	4	2	3	0	4	0	2	5	3	2	1	1	2	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3329	1706	919	823	481	506	503	250	240	488	266	187	121	103	157	82	73	184	62	41	82	58	44	86	26	23	46	18	19	40	17	39	30	15	12	24	17	5	14	12	9	8	26	6	6	4	3	5	3	5	10	5	4	3	1	4	1	1	4	4	3	2	1	4	0	1	2	1	1	0	0	0	1	2	0	1	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1630	879	446	446	249	281	288	125	123	285	152	112	59	56	93	39	40	120	31	24	54	41	15	56	11	14	33	8	11	21	6	24	19	6	7	13	8	2	8	7	3	6	13	3	2	2	1	1	0	3	5	5	2	3	0	3	0	1	4	3	3	1	1	2	0	0	1	1	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3249	1736	897	758	494	460	485	266	235	532	231	191	120	93	123	81	84	159	78	43	84	66	38	88	28	23	42	22	21	42	17	44	30	13	11	21	22	5	10	11	9	6	15	11	7	4	4	4	5	1	11	2	3	1	1	4	0	0	3	3	3	2	1	4	0	2	0	1	0	0	0	0	1	2	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
0.03	south39_active	80	1578	925	427	396	245	245	284	127	116	300	144	110	61	45	76	41	47	97	36	18	57	45	17	54	15	14	32	13	13	27	6	29	15	5	4	12	10	2	6	7	2	6	9	9	4	2	2	2	2	0	5	2	2	1	0	3	0	0	3	2	3	2	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
0.03	south40_all	80	3324	1749	926	781	525	488	511	280	225	555	255	184	106	89	114	89	98	150	77	45	98	80	41	117	30	27	49	26	20	41	11	53	40	11	13	14	23	8	16	11	7	10	13	9	11	4	4	6	5	5	8	4	4	1	1	1	0	1	0	2	5	1	0	3	1	2	0	2	0	0	0	0	2	2	0	0	1	2	0	1	0	0	1	0	0	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
0.03	south40_active	80	1612	940	464	403	263	267	322	122	108	349	156	104	54	39	74	45	51	102	38	22	62	53	23	72	14	12	34	13	12	32	3	34	24	4	5	6	13	5	11	5	0	7	8	6	6	2	2	4	2	2	5	2	4	1	0	0	0	0	0	2	5	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
