label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65
0.03	north15_active	80	2679	7014	632	767	238	2299	835	84	588	458	49	78	37	65	36	36	14	88	48	115	20	26	28	13	2	16	15	4	7	4	12	17	4	3	2	4	1	3	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6963	8105	1786	1426	858	2598	1046	370	630	556	177	170	112	137	99	80	52	110	63	117	34	34	39	16	7	23	26	8	10	8	17	22	4	5	4	5	1	3	3	1	6	2	1	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	2741	7025	611	757	241	2386	868	93	516	464	47	70	36	78	43	37	19	88	40	103	17	19	30	9	1	16	24	5	9	5	13	19	3	4	2	4	1	1	1	1	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	6922	8086	1775	1445	838	2586	1064	364	686	567	183	165	123	129	99	77	52	100	68	114	35	33	29	13	4	20	32	10	7	10	21	24	3	3	3	5	0	2	2	1	6	2	1	0	1	1	2	0	0	1	0	3	1	0	0	0	0	0	1	0	1	0	2	0	0	0
0.03	north17_active	80	2728	7003	608	812	233	2389	881	91	561	484	45	62	48	63	46	34	24	74	46	102	18	18	22	7	1	15	30	7	7	6	19	22	2	2	1	4	0	0	1	1	2	2	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0
0.03	north18_all	80	6933	8212	1782	1438	810	2661	1075	366	729	558	170	180	132	128	96	75	64	101	73	135	40	32	32	13	7	22	43	16	7	9	14	16	4	3	1	3	0	1	8	1	7	2	1	0	2	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	2	0	0	0
0.03	north18_active	80	2739	7096	610	840	208	2479	887	84	612	485	40	66	51	60	43	33	37	72	46	124	24	18	26	5	2	18	39	9	7	3	13	14	2	2	0	1	0	0	7	1	2	2	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0
0.03	north19_all	80	6889	8009	1780	1376	806	2661	1049	341	721	505	164	179	136	115	95	78	60	83	64	141	41	36	39	18	9	34	45	17	13	7	30	13	5	1	0	3	0	0	8	0	5	0	1	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0
0.03	north19_active	80	2704	6929	607	814	202	2472	859	78	607	427	42	73	53	51	36	36	41	59	44	127	25	24	33	9	3	27	40	10	11	2	29	11	2	0	0	1	0	0	8	0	2	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0
0.03	north20_all	80	6900	7991	1820	1354	783	2555	1078	349	725	492	164	165	132	106	94	72	61	92	61	145	36	42	46	15	13	36	33	12	12	5	32	9	8	0	1	3	0	1	8	1	2	0	0	0	3	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2717	6921	637	776	184	2368	874	74	605	407	47	77	49	47	35	38	35	75	39	135	26	29	38	7	4	32	29	6	10	1	31	7	2	0	0	1	0	1	8	0	0	0	0	0	2	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6978	8077	1782	1437	858	2482	994	375	659	477	183	146	121	110	76	62	75	102	67	126	42	22	53	19	8	44	34	22	11	11	6	26	6	3	2	2	4	1	1	1	1	1	1	2	10	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	2761	7032	588	799	225	2312	808	83	557	400	61	67	41	68	27	28	40	73	48	117	22	15	43	13	3	40	27	18	7	10	5	24	1	2	0	2	3	1	0	0	1	0	1	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6926	8158	1749	1527	850	2468	1011	369	627	477	196	132	113	88	86	53	64	95	52	123	41	25	50	16	16	36	33	20	15	10	7	19	7	3	4	0	3	2	4	2	3	1	1	2	8	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south22_active	80	2698	7109	592	872	206	2297	819	92	524	395	63	57	39	56	28	26	33	69	39	112	24	15	46	7	4	34	26	18	10	7	6	18	2	2	0	0	2	1	2	0	1	0	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6886	8233	1736	1499	849	2402	1038	380	676	446	193	126	123	89	82	58	72	92	52	154	32	27	47	20	19	15	28	9	13	8	15	14	8	4	5	2	1	5	3	2	3	1	2	2	8	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south23_active	80	2703	7149	579	856	212	2244	836	101	569	369	57	52	44	53	22	25	33	64	37	144	16	15	42	11	5	15	23	7	9	5	13	13	3	3	1	1	1	3	2	0	1	0	0	2	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6899	8202	1721	1481	856	2417	1058	397	682	453	185	114	129	92	81	68	71	79	50	135	23	37	56	20	19	11	19	12	14	3	18	11	6	7	5	2	1	4	4	1	3	1	3	1	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	2731	7157	578	824	221	2255	863	110	577	381	57	49	46	51	25	24	38	57	37	123	11	23	50	12	4	11	16	10	8	1	15	10	2	6	2	1	1	2	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6821	8174	1733	1429	828	2511	1069	416	702	489	186	143	135	108	78	83	68	69	47	140	29	44	51	20	14	29	30	8	11	5	17	14	3	10	5	2	2	4	5	2	1	1	2	2	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	2702	7150	582	783	201	2342	885	104	601	412	61	71	57	51	21	34	34	53	36	124	16	29	46	14	2	29	26	7	5	5	14	12	1	8	2	1	1	3	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6872	8244	1780	1436	797	2510	1049	407	669	496	176	149	129	103	70	80	74	73	68	111	32	40	61	16	13	40	41	14	7	7	13	21	1	13	5	3	3	1	6	2	2	3	1	2	1	2	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2744	7219	608	781	202	2329	878	102	563	419	55	74	53	48	18	34	38	58	53	94	18	28	52	9	3	40	37	12	3	5	10	18	0	10	1	2	2	1	3	0	0	3	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6964	8304	1753	1422	776	2472	1043	390	654	500	189	164	134	109	76	74	69	85	84	102	33	31	64	17	11	48	42	12	5	10	14	20	2	9	7	2	3	2	5	3	2	6	0	3	1	2	3	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2810	7275	618	799	203	2290	876	101	534	424	60	77	59	51	23	34	33	70	66	89	21	19	52	10	3	48	39	10	2	6	12	16	1	6	1	2	2	1	3	1	0	6	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6988	8420	1748	1428	777	2450	948	367	660	494	194	166	133	126	87	73	72	88	84	80	29	38	57	15	13	51	47	18	7	7	16	26	6	9	4	2	3	3	5	2	1	5	2	3	2	2	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2818	7395	620	817	194	2260	794	88	543	409	64	69	53	71	25	35	37	68	62	71	16	24	42	7	4	50	43	14	4	3	14	21	3	7	1	2	1	2	3	1	0	5	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6982	8312	1764	1438	772	2513	1043	352	633	480	190	168	124	133	82	79	71	86	66	74	31	41	52	18	18	48	30	17	10	8	15	16	8	8	4	2	3	3	1	1	0	3	2	1	3	0	4	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2793	7288	622	825	189	2319	884	85	514	393	59	77	47	71	22	36	39	63	44	66	11	25	35	11	3	44	23	13	7	4	12	14	4	7	2	2	1	2	1	1	0	3	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6890	8181	1756	1420	809	2639	1028	368	658	508	181	165	128	127	87	87	60	81	49	81	34	40	51	17	24	39	33	14	12	3	21	12	8	9	2	0	2	3	0	1	0	0	2	0	3	2	1	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	2759	7204	611	786	212	2449	884	77	552	415	56	76	55	71	28	40	33	52	30	68	13	23	37	9	5	32	22	11	10	2	18	11	4	7	2	0	0	2	0	1	0	0	0	0	3	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_all	80	6854	8382	1676	1432	846	2675	972	317	698	460	188	153	147	120	95	64	67	77	62	133	35	37	49	14	11	13	30	13	5	4	12	18	3	7	3	6	1	1	2	2	1	0	1	3	2	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south31_active	80	2778	7332	581	828	212	2478	816	82	576	374	61	68	45	64	35	18	33	56	45	124	27	24	40	8	3	11	25	11	2	4	9	16	1	4	0	4	0	1	0	1	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	6827	8208	1694	1370	858	2839	971	347	746	526	171	172	140	125	83	72	59	86	67	123	38	33	54	19	5	12	24	10	5	4	12	21	1	8	3	8	1	1	2	1	1	0	2	5	1	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south32_active	80	2766	7176	576	773	226	2623	816	92	616	438	58	78	38	69	33	18	24	64	49	110	26	22	46	7	1	11	20	10	1	2	10	19	1	6	0	6	1	1	0	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	6936	8185	1692	1406	839	2839	935	341	716	556	196	172	136	128	80	68	62	87	62	107	43	35	45	16	8	16	20	8	4	3	13	14	1	5	3	9	1	0	2	1	1	1	3	3	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	2783	7187	573	789	220	2631	781	89	585	468	76	72	43	59	28	16	29	66	46	91	27	28	40	5	3	13	16	8	1	1	10	12	1	3	0	6	1	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	7081	8245	1648	1365	817	2813	915	333	729	552	210	185	132	120	81	76	62	76	64	86	36	34	47	13	12	25	21	6	4	6	10	13	2	3	5	4	1	0	3	0	1	1	2	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2827	7241	567	749	218	2626	763	83	609	455	69	89	43	54	28	20	29	53	46	70	20	29	44	4	5	21	17	6	2	3	8	10	1	2	2	2	1	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	7188	8229	1673	1353	828	2647	956	362	694	543	207	161	132	123	83	70	61	85	63	78	40	46	45	14	12	27	38	9	4	7	12	10	2	2	6	4	0	0	3	1	1	1	2	3	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2884	7192	565	759	227	2469	782	90	563	450	63	81	41	49	25	21	34	65	49	69	25	36	42	8	6	22	33	9	2	6	10	7	1	2	3	1	0	0	2	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6999	8165	1718	1350	857	2403	974	351	685	486	183	144	124	122	86	73	68	74	51	106	40	44	38	13	15	23	44	13	6	10	9	12	5	2	7	2	3	0	1	1	1	0	1	3	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	2790	7125	601	772	223	2248	780	76	562	394	48	77	32	47	28	27	42	57	38	102	26	31	36	10	8	18	36	12	4	7	8	8	3	2	3	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_all	80	6879	8218	1746	1364	887	2458	988	368	626	439	165	122	128	120	86	74	79	76	56	143	38	45	54	21	11	21	50	13	8	9	19	9	5	3	7	6	5	1	1	1	1	0	1	3	0	2	0	2	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
0.03	south37_active	80	2744	7170	628	787	223	2299	787	80	526	344	37	54	37	55	30	34	45	59	40	137	21	29	48	12	4	17	43	12	5	5	17	6	3	3	3	5	3	1	0	1	0	0	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
0.03	south38_all	80	6852	7848	1756	1377	870	2401	964	360	649	416	164	122	120	121	85	72	84	79	61	129	33	38	54	25	10	13	35	13	8	8	20	14	4	4	8	7	6	1	2	1	0	1	1	3	0	2	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
0.03	south38_active	80	2718	6815	628	789	205	2225	775	71	552	324	45	53	44	57	30	33	44	61	46	121	13	25	49	11	3	11	30	10	6	3	19	11	2	4	2	5	3	1	0	1	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
0.03	south39_all	80	6834	7482	1788	1402	851	2334	884	369	571	411	171	145	125	119	84	60	74	64	55	103	32	31	52	27	11	23	31	9	6	7	24	12	2	11	7	7	4	2	2	0	0	2	0	2	0	2	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	1	1	0
0.03	south39_active	80	2603	6412	619	761	209	2146	695	80	480	320	52	73	45	62	30	25	36	45	39	89	16	17	47	10	2	21	27	7	5	1	22	11	0	11	1	6	2	1	0	0	0	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0
0.03	south40_all	80	6819	6712	1773	1324	814	2160	876	403	523	415	178	158	125	123	82	68	66	75	68	85	27	26	36	26	14	25	23	7	6	4	16	17	3	10	7	2	2	2	4	0	0	4	1	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0
0.03	south40_active	80	2411	5593	544	682	222	1957	681	90	431	325	48	76	42	62	26	24	25	50	51	72	13	15	31	11	1	21	19	5	3	0	12	16	0	10	1	1	1	1	1	0	0	3	1	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
