label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	20866	3785	2003	1465	1098	942	787	485	328	314	261	562	517	425	218	91	74	181	108	27	100	34	33	23	65	23	7	7	14	9	16	9	3	3	4	3	4	1	0	2	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
0.03	north1_active	80	18227	1917	611	830	564	606	546	226	129	169	165	509	473	385	185	38	25	163	107	9	88	22	17	12	63	16	2	3	4	3	14	7	1	2	3	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	20870	3783	1994	1479	1079	919	792	465	345	313	272	549	488	401	189	92	73	150	89	38	95	33	29	19	57	24	6	6	9	10	26	11	6	6	4	3	1	1	0	0	1	1	1	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	18285	1925	631	837	552	598	560	197	143	167	163	501	438	361	162	39	25	131	86	13	84	20	11	10	57	19	2	2	1	4	24	9	2	3	3	0	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	20797	3729	1975	1456	1072	902	868	457	325	309	303	523	450	383	185	87	71	152	90	44	97	38	32	17	62	21	5	8	8	7	45	10	5	4	1	1	2	2	0	0	1	1	0	2	4	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	18190	1919	633	768	533	573	615	179	132	158	188	481	401	335	153	36	19	136	85	17	86	29	12	11	60	15	1	1	1	4	44	9	2	1	1	0	1	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	20798	3740	1978	1495	1083	895	880	459	319	275	289	513	423	379	169	76	63	150	80	39	109	42	34	32	65	23	6	11	5	10	52	9	5	5	3	3	2	4	1	0	1	1	0	1	3	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	18211	1881	649	787	537	568	644	197	139	138	175	466	373	334	137	33	19	133	71	15	94	34	9	19	62	14	1	2	1	6	51	8	1	2	3	1	0	4	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	19631	3711	1936	1495	1062	910	820	480	302	281	281	458	388	373	196	81	66	155	98	41	87	47	32	28	62	27	10	12	4	10	46	7	4	5	3	3	2	8	1	0	2	0	3	0	1	0	2	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	16980	1817	595	764	524	564	592	208	120	139	178	415	347	331	148	30	17	142	83	17	75	35	10	16	58	15	1	2	1	6	45	5	1	3	3	1	0	8	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	17883	3599	2024	1512	1062	848	771	465	307	266	223	404	364	317	207	87	74	137	99	42	87	34	32	31	58	28	8	17	4	12	27	7	4	6	7	3	1	7	2	2	2	2	3	0	1	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	15114	1623	567	765	501	514	532	193	112	120	134	358	324	278	164	29	25	127	81	14	76	22	8	18	52	13	0	3	1	6	25	4	1	4	5	1	0	7	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	15792	3525	1995	1428	1029	841	689	442	329	262	211	351	330	298	194	86	83	121	97	47	79	32	40	17	39	26	8	19	6	13	18	10	2	8	6	3	2	9	2	3	2	2	5	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
