label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68
0.03	north1_all	80	10926	6822	2322	1625	685	584	638	346	235	228	284	187	143	180	74	57	61	45	41	70	32	41	19	24	18	15	23	8	7	11	6	7	11	4	7	1	4	5	3	2	1	1	2	0	0	1	1	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	6614	4533	1330	1006	307	299	358	174	101	109	165	104	75	107	34	27	29	18	21	45	16	27	9	17	13	9	13	3	5	9	4	4	6	3	4	1	1	2	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	10500	6507	2193	1601	716	550	610	333	230	230	260	176	135	185	72	58	59	40	44	60	25	48	19	19	18	13	18	7	8	8	6	6	14	5	9	2	1	3	3	2	0	2	2	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	6321	4291	1265	950	334	274	356	153	109	105	156	82	71	109	39	30	31	14	22	38	13	24	8	13	15	4	12	3	5	5	5	3	9	4	5	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	10084	6075	2044	1524	749	542	629	311	236	237	267	166	130	174	68	48	62	42	39	61	25	44	10	20	19	13	16	6	6	5	7	1	13	4	8	3	1	1	3	0	1	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	6050	3944	1155	863	347	262	350	139	112	104	164	69	68	98	35	27	35	19	22	42	11	19	3	13	15	4	14	3	4	2	6	1	9	4	5	2	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	9539	5671	1870	1478	746	542	599	305	248	222	248	139	139	161	67	51	62	46	39	71	24	30	9	19	16	11	19	5	10	3	7	2	10	3	5	3	4	2	7	0	2	2	2	0	0	1	1	1	2	4	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	5638	3641	1044	796	347	258	324	129	119	107	137	54	71	97	32	26	34	23	16	46	11	8	5	10	12	6	15	3	4	0	5	1	4	3	3	2	4	0	6	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	9263	5365	1923	1398	727	542	609	306	236	226	233	125	147	158	64	46	66	45	36	72	25	21	13	16	9	12	20	4	11	2	11	3	16	6	1	2	5	2	6	0	4	1	2	0	0	1	1	1	1	3	3	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	5463	3418	1038	746	346	252	337	131	104	116	121	57	72	96	29	20	35	23	14	42	13	8	8	8	5	7	16	2	3	0	9	1	9	2	0	1	3	0	6	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
