label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	23263	13091	6946	9589	2712	2557	2381	1218	1159	1228	816	519	566	797	490	487	173	182	119	91	139	80	70	117	41	93	29	76	28	26	35	33	38	8	11	11	3	6	5	13	6	4	1	5	3	1	2	3	0	1	1	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	10348	6843	3380	6114	1195	1291	1329	595	600	717	437	250	305	518	255	298	63	95	49	35	74	41	42	80	20	68	18	61	10	17	13	21	17	6	6	3	1	5	3	10	2	4	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	23178	13352	7092	10137	2772	2654	2436	1255	1160	1339	855	504	582	819	474	536	175	216	129	96	163	79	69	84	52	102	30	70	25	30	42	27	27	8	11	10	5	10	18	13	5	6	2	4	0	1	4	3	0	1	2	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	10233	7077	3483	6484	1203	1375	1376	617	600	772	466	241	314	555	247	335	71	115	55	37	105	38	38	41	25	81	17	61	11	16	25	17	17	6	5	2	2	7	16	10	1	5	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	22900	13707	7280	10622	2752	2763	2567	1320	1197	1343	856	532	567	881	460	532	170	218	132	99	172	61	74	82	64	114	36	67	22	34	32	30	35	8	10	17	6	15	19	4	4	7	3	3	0	1	4	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north3_active	80	10020	7301	3614	6803	1219	1415	1485	658	631	761	484	257	290	574	262	347	71	120	55	43	110	29	42	40	29	94	16	51	10	21	22	21	20	5	6	5	4	11	19	4	0	6	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north4_all	80	22854	13683	7328	10756	2751	2728	2576	1301	1199	1322	841	531	590	857	470	502	172	223	132	97	174	67	87	92	66	120	42	63	36	34	25	59	31	10	13	13	7	13	19	2	5	5	3	2	0	1	3	4	0	1	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
0.03	north4_active	80	9994	7326	3603	6828	1226	1428	1520	625	632	768	475	265	322	581	287	319	73	127	52	43	113	27	54	46	31	96	20	45	15	17	20	32	18	4	8	6	4	8	19	1	1	4	1	1	0	0	1	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north5_all	80	22780	13822	7350	10619	2752	2686	2610	1287	1261	1225	815	528	568	849	478	527	175	198	119	95	177	77	114	123	55	151	47	74	51	32	31	66	28	12	7	13	8	6	7	5	3	3	5	2	1	1	2	3	0	1	1	0	0	1	0	4	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
0.03	north5_active	80	9938	7337	3703	6653	1217	1421	1550	623	666	729	466	257	313	540	288	354	78	108	50	41	110	34	61	79	23	118	23	52	30	20	27	40	15	5	4	6	5	4	7	2	1	2	2	1	1	0	1	1	0	1	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north6_all	80	22750	13752	7322	10445	2765	2687	2543	1220	1275	1279	807	528	591	811	533	512	157	193	125	95	155	85	107	133	54	150	34	123	52	34	25	57	19	17	9	7	4	2	5	6	3	1	2	1	1	1	3	2	0	1	1	0	0	1	0	4	3	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	9968	7365	3758	6571	1210	1428	1477	572	673	758	462	264	329	515	312	331	66	106	52	42	89	39	59	81	29	112	16	63	33	21	19	30	12	5	5	4	2	0	5	2	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	4	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	22892	13786	7218	10320	2738	2755	2499	1243	1277	1313	803	507	591	829	536	547	172	195	107	99	145	74	106	125	48	135	37	129	52	31	24	36	12	13	11	5	6	1	4	9	1	2	2	2	1	0	3	3	1	1	1	0	0	1	0	4	5	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	10030	7407	3699	6420	1198	1465	1436	602	660	780	451	246	334	518	324	349	73	107	46	43	83	35	57	84	24	98	17	71	28	21	17	25	9	4	4	2	3	0	3	2	0	2	1	1	1	0	1	1	0	1	0	0	0	0	0	4	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	22845	13820	7331	10148	2707	2749	2542	1242	1255	1388	838	494	605	813	499	530	161	197	126	108	151	73	100	100	57	105	37	124	49	23	23	32	13	12	11	4	3	1	5	9	3	2	2	2	4	0	4	1	1	0	2	0	1	0	0	0	5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
