label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	3731	1843	1091	542	371	295	234	190	239	193	112	92	551	215	81	77	37	33	132	39	26	17	97	19	39	14	14	8	13	2	11	4	5	4	14	0	4	0	5	1	1	0	3	3	0	3	1	0	0	5	0	0	1	2	1	1	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2359	1206	783	211	121	103	95	69	184	136	70	32	530	202	62	59	19	18	126	25	13	5	92	6	34	12	12	4	13	0	8	3	5	3	12	0	1	0	4	0	1	0	1	1	0	2	1	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3727	1799	1135	541	387	282	224	198	205	198	100	79	600	228	89	52	39	26	176	38	22	17	121	11	53	9	13	9	14	3	10	2	9	4	11	1	3	0	4	1	1	0	3	1	0	3	0	0	0	0	0	0	1	2	1	1	0	0	0	1	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2343	1159	805	213	136	90	90	76	151	143	61	23	573	216	71	38	21	17	172	21	12	6	118	2	46	6	12	4	14	0	7	2	9	2	9	0	1	0	3	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3778	1843	1128	500	391	274	210	183	182	190	105	75	603	250	91	59	38	29	139	39	20	18	128	9	71	8	13	5	20	5	16	3	12	3	15	2	2	2	5	1	0	0	2	1	0	4	0	0	0	4	0	0	1	2	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2371	1173	767	206	129	88	79	76	142	136	57	20	577	230	71	41	20	19	135	22	10	8	124	4	65	7	12	2	20	1	13	2	12	1	13	0	0	0	4	0	0	0	1	0	0	2	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3840	1791	1154	509	390	285	208	175	180	199	114	76	648	269	85	64	48	34	111	30	21	15	116	9	82	14	7	5	17	6	15	1	9	5	12	3	2	2	3	1	0	0	0	0	0	13	1	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0
0.03	north4_active	80	2391	1135	789	205	132	85	71	71	138	138	57	25	626	249	65	47	24	22	105	15	11	7	112	5	77	10	5	2	17	2	11	0	9	2	11	0	1	0	3	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0
0.03	north5_all	80	3844	1830	1099	514	392	280	207	166	240	200	125	73	601	250	82	70	50	39	118	28	24	10	65	10	80	17	8	1	19	4	17	2	6	3	22	4	2	3	4	0	1	0	1	0	0	13	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north5_active	80	2380	1167	738	216	135	93	72	56	186	131	59	29	583	223	55	52	25	21	112	16	12	5	61	6	76	13	5	0	16	2	14	1	6	2	21	1	1	1	4	0	0	0	1	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north6_all	80	3832	1784	1055	511	415	292	214	159	252	187	118	69	539	264	86	65	60	37	136	33	28	11	68	8	64	17	10	5	13	3	16	5	5	2	30	3	1	2	4	0	1	1	1	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0
0.03	north6_active	80	2383	1145	716	209	134	100	76	50	183	122	51	32	522	242	65	46	30	20	130	20	16	8	62	5	63	13	3	0	10	2	13	1	5	1	29	1	1	1	4	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north7_all	80	3807	1744	1069	542	383	293	218	163	275	176	104	64	476	246	76	65	57	30	162	25	27	14	62	12	77	11	8	7	12	5	16	5	4	0	75	2	0	2	3	0	2	2	2	0	0	9	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
0.03	north7_active	80	2353	1118	713	206	123	103	88	52	194	123	49	35	462	218	58	49	24	15	156	16	13	9	55	6	76	7	3	1	9	1	13	1	4	0	75	1	0	1	3	0	0	2	1	0	0	7	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north8_all	80	3813	1735	1105	565	366	280	241	162	247	189	100	61	533	214	84	59	60	37	115	29	26	17	62	16	61	9	7	9	13	5	14	8	3	0	72	2	1	4	0	0	2	2	1	0	0	6	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
0.03	north8_active	80	2357	1121	753	219	110	95	104	51	168	128	49	34	522	192	65	47	29	26	110	19	14	9	56	8	60	7	2	3	11	1	11	0	2	0	72	1	0	1	0	0	1	2	0	0	0	4	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
