label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51
0.03	north1_all	80	54838	19124	13483	5099	4047	2246	2962	2345	951	930	479	374	286	317	352	138	137	106	94	45	40	31	20	14	32	18	7	9	9	9	0	3	2	2	3	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	39163	11519	10111	1316	2156	530	2345	1970	429	604	182	167	106	213	288	30	88	74	69	12	10	19	13	7	26	11	5	4	3	1	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	52582	18652	12747	5091	3935	2307	2885	2162	898	889	458	376	278	284	362	136	109	95	79	48	42	23	19	16	28	15	6	9	6	9	1	3	1	2	1	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	36262	10837	9290	1266	2006	542	2246	1763	368	556	172	165	97	179	304	23	59	67	51	10	7	12	10	6	19	10	3	5	3	2	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	52421	18388	12921	5201	3897	2284	2885	2159	855	907	468	373	255	287	363	124	117	89	85	48	39	25	21	21	28	9	5	8	4	8	2	2	1	0	0	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	35813	10686	9409	1317	1981	545	2268	1739	354	570	184	162	91	191	306	26	63	63	57	13	7	16	8	8	18	5	1	4	2	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	51853	18510	12872	5130	3901	2291	2835	2065	831	928	442	360	253	273	342	123	115	97	100	52	34	32	21	21	23	14	5	7	4	8	4	1	3	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	35529	10698	9404	1336	2043	556	2248	1652	347	613	169	158	89	186	283	27	72	71	71	13	6	18	8	8	13	4	2	6	2	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	54617	19039	13720	5125	3903	2288	2830	2206	836	922	429	364	256	279	303	122	121	105	97	52	29	42	26	20	23	16	7	5	6	3	4	1	3	0	0	1	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	38565	11526	10315	1384	2069	575	2264	1802	366	629	148	171	112	202	247	32	89	82	80	19	6	29	8	7	16	3	3	4	1	1	2	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	57489	20203	14513	5068	3958	2279	2984	2282	874	903	444	377	280	314	419	118	117	99	112	44	29	42	28	15	24	16	12	3	5	3	5	1	3	0	0	1	0	2	1	1	0	2	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	42036	12694	11267	1466	2253	579	2406	1907	389	658	167	181	133	232	365	33	87	72	94	14	8	29	11	5	22	2	8	2	1	2	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	60164	20721	15208	5046	4176	2311	3061	2407	884	916	459	422	290	324	391	125	125	115	113	40	25	46	32	10	42	15	19	4	8	2	6	3	3	4	0	2	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0
0.03	north7_active	80	45419	13451	12110	1523	2472	589	2477	2059	406	665	185	206	146	239	341	30	93	87	92	11	7	35	13	3	41	4	12	1	2	2	4	1	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north8_all	80	61251	20814	15575	4992	4248	2248	3229	2397	918	972	495	435	300	320	391	113	122	138	130	33	25	45	25	14	45	11	19	4	5	2	5	5	2	4	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	46921	13709	12548	1561	2578	577	2646	2063	440	736	213	211	146	238	346	33	82	106	110	10	6	35	11	8	44	5	12	0	2	2	3	2	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	61601	20716	15592	5059	4342	2263	3166	2464	922	1002	513	414	282	299	308	110	122	132	130	35	24	53	40	13	45	12	14	5	7	3	2	7	2	4	1	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north9_active	80	47159	13769	12580	1596	2579	571	2602	2128	445	750	215	197	136	216	265	39	78	102	111	16	7	43	23	10	40	6	8	2	4	2	1	2	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_all	80	61701	20635	15803	5094	4279	2197	3126	2560	941	990	519	411	287	313	324	111	116	134	104	40	30	48	37	19	40	13	7	4	7	2	1	6	3	2	6	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
