label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north8_active	80	27374	5704	5112	5734	3153	3113	1625	675	978	250	312	171	116	94	190	95	48	68	78	28	19	12	14	22	10	11	6	4	1	0	2	2	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	47957	12691	9419	9278	5234	4757	2700	1307	1585	541	594	344	241	202	273	173	83	84	136	56	40	25	26	30	30	17	9	6	3	3	2	2	2	2	2	1	1	0	3	1	0	0	2	0	0	0	0	0	0	0
0.03	north9_active	80	27326	5738	5093	5842	3105	3059	1697	721	1004	254	337	187	117	102	174	103	41	55	61	35	24	12	14	19	15	11	6	4	1	0	0	2	1	1	2	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0
0.03	north10_all	80	47812	12587	9343	9030	5262	4724	2629	1360	1595	549	646	320	247	205	310	198	98	82	114	72	32	23	27	23	27	13	8	7	3	5	3	2	3	2	0	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0
0.03	north10_active	80	27056	5698	4981	5728	3091	3034	1640	752	1041	255	359	179	122	105	190	125	54	46	66	44	13	12	17	15	13	8	5	3	1	1	3	2	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	48108	12657	9332	9282	5434	4660	2531	1398	1589	530	586	313	247	199	315	190	103	91	105	70	40	38	21	20	30	23	5	7	10	5	1	2	2	3	3	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	27336	5743	5074	5844	3334	3009	1488	763	1012	219	333	157	112	91	202	104	47	38	57	40	17	23	12	11	12	16	2	3	2	3	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_all	80	48401	12698	9333	9046	5431	4549	2556	1393	1554	548	595	314	251	196	291	196	108	86	121	71	43	29	21	24	24	21	4	11	9	2	2	5	1	7	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	27459	5779	5055	5715	3267	2923	1503	755	1018	228	332	162	112	95	191	109	52	45	62	41	22	22	8	12	12	14	3	6	2	1	1	2	1	4	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	48254	12770	9322	8987	5418	4543	2594	1425	1570	538	575	325	253	188	284	187	110	86	111	63	29	32	14	37	14	13	5	9	12	1	2	4	2	5	5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	27392	5788	5014	5706	3199	2889	1536	785	1025	222	339	160	112	85	188	106	51	44	69	38	11	15	5	23	8	8	3	4	8	0	1	2	1	3	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	48067	12918	9334	8923	5413	4629	2681	1386	1585	540	581	342	249	190	324	178	103	80	121	70	35	29	11	41	18	14	7	8	13	2	3	5	4	4	4	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	27439	5810	5019	5434	3287	3005	1636	760	1042	231	328	160	113	88	216	103	52	46	66	45	19	10	3	23	8	9	4	4	9	1	2	3	3	3	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	47676	12872	9346	9182	5345	4657	2684	1383	1653	524	572	347	235	191	351	188	107	75	133	75	39	31	13	60	15	13	5	2	9	1	2	1	6	2	2	1	1	0	0	2	0	0	1	0	1	0	0	1	0	0
0.03	north15_active	80	27314	5813	5075	5621	3193	3001	1629	771	1091	236	325	156	122	96	240	119	60	38	82	49	22	8	4	44	7	9	2	1	8	1	1	1	4	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
0.03	north16_all	80	47621	12856	9344	9235	5394	4773	2619	1341	1676	532	571	331	212	195	338	192	96	74	121	66	50	27	14	54	19	11	8	3	10	1	3	1	5	1	0	0	1	1	0	2	0	0	1	0	1	0	0	1	0	0
0.03	north16_active	80	27348	5738	5079	5651	3207	3094	1598	726	1047	232	331	159	104	97	213	109	56	43	75	43	29	10	4	40	11	6	4	3	9	1	1	1	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
0.03	north17_all	80	47833	12727	9240	9160	5436	4826	2594	1369	1645	548	545	332	213	218	305	196	89	91	110	71	51	27	17	45	18	8	6	3	10	4	3	0	3	1	0	1	1	1	0	2	0	0	0	1	1	0	0	1	0	0
0.03	north17_active	80	27159	5696	4990	5701	3309	3122	1545	732	1028	248	301	166	101	106	189	110	54	50	83	48	30	10	6	34	12	3	2	3	8	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north18_all	80	48225	12627	9252	9195	5579	4818	2480	1354	1612	552	543	333	204	209	313	192	90	100	118	72	49	32	20	40	16	10	7	4	14	6	3	1	2	1	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0
0.03	north18_active	80	27421	5619	4986	5730	3406	3069	1437	705	998	244	302	177	90	98	179	108	46	56	86	53	29	12	9	30	12	5	3	3	9	4	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	48264	12555	9268	9091	5543	4700	2524	1353	1585	562	575	339	222	206	305	164	90	92	106	62	44	27	18	19	16	14	8	3	12	7	3	1	2	1	0	5	1	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	27442	5580	4959	5653	3455	2951	1447	724	1013	255	302	172	98	88	178	97	39	43	68	41	24	12	8	6	11	8	2	2	7	5	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	48482	12548	9284	9038	5251	4587	2618	1331	1525	552	626	352	258	193	306	160	88	84	111	69	33	23	24	23	19	19	8	4	9	4	4	1	2	1	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	27576	5567	4996	5647	3215	2866	1491	725	1001	260	336	159	123	78	179	91	38	43	68	41	16	9	10	13	11	14	1	3	6	4	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	53881	25373	10573	7389	5322	2525	1767	1349	736	600	436	663	210	227	196	164	84	103	89	47	31	41	26	21	12	9	10	10	4	3	7	1	19	4	1	3	7	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south21_active	80	31911	15403	5998	4360	3254	1328	928	714	310	311	197	396	96	123	101	102	35	66	68	21	13	25	12	14	3	2	7	4	1	1	5	1	1	4	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	53593	25528	10665	7404	5268	2599	1783	1341	768	627	441	586	230	219	168	179	83	115	90	38	28	43	18	16	11	6	10	11	8	2	8	4	13	4	1	3	2	0	0	1	0	0	0	0	2	0	0	0	0	0
0.03	south22_active	80	31923	15588	6140	4318	3204	1388	916	721	342	334	208	357	108	109	89	118	33	79	64	17	11	27	7	9	6	2	8	5	2	0	5	2	3	4	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	53698	25545	10705	7438	5334	2581	1754	1285	749	639	463	586	237	207	175	170	85	123	121	48	26	40	17	12	10	5	7	5	13	3	6	5	13	4	1	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0
0.03	south23_active	80	32043	15636	6208	4368	3257	1368	901	718	344	339	216	373	118	98	92	114	35	93	93	26	9	27	10	7	6	2	5	2	6	1	4	3	3	3	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south24_all	80	53512	25611	10597	7541	5231	2557	1724	1276	740	660	458	636	262	200	167	168	84	155	114	47	25	34	28	13	16	2	8	5	12	4	2	4	6	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	31740	15769	6172	4425	3213	1362	895	747	337	355	220	428	131	98	89	110	36	101	81	28	12	18	16	8	10	1	2	3	7	1	0	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	53372	25565	10478	7511	5170	2489	1758	1294	762	668	487	616	277	193	189	179	80	137	111	44	25	32	42	15	16	3	10	4	12	2	0	1	6	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	31594	15647	6091	4441	3163	1305	902	743	355	360	240	396	130	96	120	105	34	81	76	29	12	16	24	8	8	1	4	2	8	1	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	53415	25541	10588	7604	5151	2420	1739	1254	780	687	480	578	278	203	208	178	78	128	94	42	31	39	50	21	15	4	11	4	9	3	1	1	3	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	31578	15692	6106	4454	3149	1257	899	692	346	363	229	366	129	113	134	96	33	58	57	27	19	24	30	11	6	1	5	1	6	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	53529	25476	10717	7472	5183	2388	1708	1268	785	709	458	608	254	212	195	186	76	102	84	38	39	36	48	24	12	8	10	9	4	2	1	1	1	4	0	1	0	1	0	2	3	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	31630	15851	6074	4412	3201	1253	899	681	354	384	206	355	116	115	116	103	31	55	47	18	24	24	29	12	5	3	9	4	2	0	1	1	1	4	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	51986	24861	10495	7209	5167	2363	1648	1249	802	710	434	593	250	229	184	163	79	131	78	44	42	36	33	23	13	7	10	14	5	2	2	2	3	4	0	1	0	1	0	2	2	1	0	1	0	0	0	0	0	0
0.03	south28_active	80	30428	15367	5840	4277	3112	1207	857	633	356	360	198	336	120	120	98	99	42	69	43	21	24	24	19	11	6	3	8	8	1	0	1	2	3	4	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	50559	24060	10235	7015	5027	2338	1630	1227	783	659	445	583	263	209	177	180	76	130	71	46	43	26	32	15	12	9	8	13	4	2	3	2	4	7	1	2	0	1	0	2	2	1	0	1	0	0	0	0	0	0
0.03	south29_active	80	29296	14617	5564	4218	3019	1189	856	663	343	344	205	326	125	94	85	108	40	73	39	24	23	14	19	6	5	4	6	8	2	0	1	2	4	6	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	49047	22927	9826	6728	4784	2335	1614	1205	746	591	444	534	244	196	162	152	78	146	61	36	48	23	24	14	9	6	8	10	4	2	4	3	4	3	1	4	0	0	1	0	2	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	28161	13698	5416	4026	2850	1176	848	667	318	292	223	299	113	90	73	96	42	89	33	19	20	15	12	6	6	2	5	6	2	0	1	3	3	2	1	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	53841	25357	10618	7632	5323	2434	1785	1290	779	677	442	630	201	225	157	183	75	139	100	35	38	31	34	15	12	5	13	7	5	5	6	0	8	1	6	0	2	0	0	0	0	1	0	0	1	1	0	0	0	1
0.03	south31_active	80	31940	15700	5965	4437	3199	1273	948	674	346	343	217	391	88	128	80	107	35	94	57	13	20	9	26	5	6	4	9	5	2	3	3	0	2	1	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_all	80	54007	25326	10765	7604	5397	2408	1763	1311	765	691	433	616	204	225	164	176	85	156	115	33	36	27	37	18	13	6	6	6	6	4	3	3	10	2	5	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0
0.03	south32_active	80	32129	15624	6193	4471	3282	1295	900	680	347	348	209	378	98	125	78	98	41	90	72	16	20	9	26	9	4	2	4	4	2	2	0	0	4	2	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_all	80	54284	25783	10891	7627	5334	2450	1718	1298	762	707	430	636	201	225	168	168	89	164	94	33	39	30	32	14	16	5	7	5	7	4	1	3	11	3	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south33_active	80	32151	15922	6119	4527	3247	1331	874	659	348	367	196	386	92	119	91	83	41	104	58	16	19	10	16	6	4	1	1	5	2	2	0	0	4	2	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south34_all	80	54240	25587	10822	7423	5236	2450	1696	1307	788	725	433	600	230	223	211	192	81	137	90	33	36	30	31	13	13	9	6	3	4	3	2	4	4	3	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south34_active	80	32052	15736	6119	4393	3167	1338	866	695	342	376	217	362	111	117	120	106	38	85	65	16	15	12	15	5	3	3	0	2	2	0	0	1	3	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_all	80	53919	25843	10865	7398	5256	2576	1673	1299	758	735	447	570	245	223	219	209	74	172	77	40	31	31	31	13	14	8	6	2	2	4	3	4	2	3	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	31768	15933	6030	4381	3133	1376	866	723	332	393	218	341	104	117	129	123	31	114	52	17	10	10	14	5	4	4	0	1	1	2	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_all	80	54016	25965	10687	7407	5125	2628	1685	1306	751	734	468	559	240	221	189	199	72	201	62	40	38	34	44	17	13	9	6	5	3	5	4	2	1	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	31844	15940	5908	4360	3047	1418	890	743	326	378	248	341	113	104	110	123	33	137	35	18	17	15	24	9	6	3	2	2	1	2	1	1	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	53892	25874	10723	7300	5181	2591	1755	1272	717	709	458	584	249	244	172	183	74	232	55	41	38	36	46	16	10	7	10	7	3	6	2	3	3	14	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	31825	15922	5974	4374	3117	1369	954	705	329	334	237	359	116	119	90	116	34	157	26	23	20	12	30	9	6	3	5	1	1	2	1	1	3	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	53662	25935	10535	7301	5286	2546	1868	1266	743	689	470	582	242	222	171	182	75	218	50	43	52	34	33	16	13	8	9	9	9	5	2	3	3	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	31791	15984	5940	4354	3256	1363	1014	651	359	321	266	345	111	106	88	114	32	156	18	25	30	12	25	9	6	3	5	2	0	1	1	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	53672	25505	10515	7314	5259	2466	1850	1272	748	686	451	610	229	229	179	205	68	178	63	55	48	30	22	14	15	8	11	10	10	4	4	4	3	15	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	31731	15692	5931	4296	3194	1342	995	632	361	327	244	369	100	115	99	127	26	105	28	34	29	14	14	7	7	4	4	4	3	1	3	2	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	52913	25244	10514	7127	5168	2389	1822	1252	769	665	459	580	245	214	194	187	60	155	79	48	50	26	15	14	18	8	11	5	10	7	4	5	3	5	0	0	0	0	0	9	1	0	0	1	0	0	0	0	0	0
0.03	south40_active	80	31049	15301	5980	4167	3123	1301	953	636	390	336	234	340	103	106	104	107	23	96	42	30	29	18	9	8	8	4	5	4	3	2	4	3	3	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
