label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	56736	19112	9356	7333	4762	2213	2344	1866	1296	524	602	286	303	371	161	202	112	80	82	57	58	35	33	17	12	6	10	6	10	13	5	3	0	2	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	33950	10624	4959	4226	2790	1019	1410	1122	756	232	334	123	141	231	80	140	71	49	41	34	33	22	23	10	8	1	4	3	10	6	2	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	56817	19110	9362	7555	4692	2188	2372	1850	1236	540	610	293	276	427	157	197	114	77	110	64	63	29	29	11	13	3	9	8	12	14	7	2	2	2	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	34077	10563	4889	4386	2669	1030	1434	1076	704	243	324	132	136	286	72	130	72	48	61	39	36	13	17	4	7	1	2	4	12	6	1	1	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	57060	18985	9250	7566	4649	2217	2369	1831	1227	528	607	309	263	434	166	197	114	80	104	72	51	35	40	17	14	4	9	21	13	7	5	3	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	34163	10563	4912	4403	2637	1061	1435	1061	726	237	331	150	136	283	79	115	65	46	66	45	26	15	27	5	7	1	3	16	12	2	2	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	57021	18829	9183	7557	4601	2226	2330	1820	1238	534	614	321	266	412	186	263	109	91	114	66	48	33	45	17	15	8	8	24	5	7	6	3	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	34183	10463	4865	4450	2652	1064	1452	1060	716	245	341	153	141	272	88	161	57	52	77	38	19	11	33	5	7	3	4	18	3	3	3	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	56790	18814	9244	7396	4626	2255	2323	1899	1267	511	602	326	304	382	181	296	117	87	97	66	36	29	43	20	11	10	6	28	3	9	5	4	1	1	0	2	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	34005	10490	4947	4314	2731	1119	1440	1111	728	233	372	145	175	235	95	168	60	52	63	38	13	13	30	9	7	4	3	22	1	5	4	3	1	1	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
