label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	46202	32234	11940	6079	3349	2651	2024	2126	844	1334	474	415	483	216	362	268	143	83	85	34	32	22	17	19	8	15	31	7	3	6	0	2	3	3	3	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	28031	27224	8425	3411	1047	1358	1202	1692	194	1155	167	234	388	79	310	228	113	40	61	9	8	6	10	13	3	8	27	0	0	2	0	1	0	1	1	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	46179	31548	12207	6078	3375	2713	2070	2248	847	1356	510	428	490	205	392	289	142	95	91	49	40	20	12	25	5	14	31	9	3	4	2	1	2	5	1	0	1	3	3	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	27783	26605	8629	3391	1070	1383	1214	1778	212	1162	193	243	389	84	335	248	108	46	66	15	8	6	9	12	2	7	26	1	0	1	0	1	0	2	0	0	1	3	3	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	46123	32004	11984	6093	3429	2708	2093	2290	858	1273	535	430	508	191	469	244	136	93	92	55	39	19	16	27	6	16	29	8	4	4	4	1	1	4	1	0	1	3	4	0	0	2	0	0	0	0	0	0	0	0
0.03	north3_active	80	27724	27014	8420	3411	1064	1377	1225	1828	202	1080	204	231	410	77	412	206	99	43	67	17	7	6	10	14	3	9	23	2	0	1	0	1	0	1	0	0	1	3	4	0	0	2	0	0	0	0	0	0	0	0
0.03	north4_all	80	46330	31648	11987	6200	3369	2747	2113	2247	881	1371	540	437	458	201	432	247	151	87	84	56	35	20	21	25	7	11	22	4	4	3	7	1	0	2	0	1	2	3	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north4_active	80	27942	26646	8476	3521	1010	1418	1243	1800	213	1165	194	235	365	80	373	216	114	38	59	19	6	8	10	11	2	6	19	2	0	1	3	1	0	1	0	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north5_all	80	46481	31796	11847	6188	3422	2723	2053	2171	900	1391	518	433	486	221	444	230	169	82	81	58	35	20	23	21	8	14	17	3	5	1	9	2	0	0	2	2	2	0	1	0	1	2	0	0	0	0	0	0	0	0
0.03	north5_active	80	28198	26745	8311	3558	1014	1443	1238	1737	220	1183	185	225	394	91	389	193	129	39	61	22	5	7	8	13	4	8	15	1	1	1	4	2	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
0.03	north6_all	80	46321	31787	11847	6102	3408	2740	2048	2149	879	1413	511	427	449	240	331	250	165	85	78	47	38	17	24	19	12	13	15	2	4	3	7	3	0	0	2	2	3	0	0	0	1	3	0	0	0	0	0	0	0	0
0.03	north6_active	80	28051	26791	8334	3483	1007	1423	1268	1719	222	1218	183	229	364	97	280	214	129	43	56	15	9	5	8	17	5	7	12	0	1	2	4	3	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0
0.03	north7_all	80	46095	32021	11901	6036	3440	2694	2001	2127	860	1311	515	412	484	222	371	245	183	99	80	50	36	18	22	25	14	13	9	2	3	2	4	3	0	0	3	1	3	0	0	3	1	1	0	1	0	0	0	0	0	0
0.03	north7_active	80	27955	26942	8266	3430	1041	1395	1228	1691	226	1124	204	217	399	84	328	206	143	58	53	12	11	5	4	20	7	6	6	0	1	1	2	3	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	46165	31777	11813	6055	3441	2617	1971	2192	818	1263	525	407	449	205	393	276	165	90	84	42	31	19	23	25	21	11	6	3	5	3	5	4	0	1	1	0	1	0	0	3	1	1	0	1	0	0	0	0	1	0
0.03	north8_active	80	28010	26666	8246	3276	1042	1327	1174	1738	202	1071	218	204	362	71	348	235	128	48	53	7	13	4	6	17	9	6	4	0	0	2	2	3	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
0.03	north9_all	80	46632	31847	12048	5961	3471	2602	1983	2176	796	1230	539	423	455	201	391	294	145	82	82	49	31	24	17	27	20	11	7	3	5	4	3	3	1	1	4	2	0	0	0	3	0	0	0	1	0	0	0	0	1	0
0.03	north9_active	80	28256	26668	8340	3238	1066	1305	1169	1742	183	1039	226	206	370	65	344	258	105	48	55	7	11	5	5	19	7	5	5	0	1	2	2	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	46508	31628	12001	5931	3385	2599	1983	2069	784	1285	519	425	431	214	371	298	148	70	78	38	25	23	17	24	13	15	14	5	6	7	6	6	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	28190	26456	8332	3193	1027	1295	1172	1661	171	1073	220	202	332	75	329	258	110	41	52	7	10	4	6	15	5	8	11	0	1	3	3	4	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_all	80	46447	31759	12037	6038	3401	2699	2039	2114	883	1383	483	428	390	203	402	270	162	75	96	37	43	25	29	14	11	9	22	10	3	3	3	5	2	4	0	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north11_active	80	27981	26797	8475	3334	1006	1295	1202	1715	240	1167	184	238	304	77	348	237	127	36	51	9	11	4	14	7	5	4	20	3	0	1	1	3	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	46846	31889	12160	6138	3284	2658	1968	2136	870	1444	491	423	416	199	388	265	173	74	100	44	46	29	28	16	11	8	18	8	2	5	3	6	2	4	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	28335	26956	8553	3409	931	1302	1129	1710	240	1238	199	229	327	77	327	233	135	32	53	12	12	4	12	6	6	2	17	2	0	3	1	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
