label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97
0.03	north1_all	80	10279	4911	4598	2585	2115	876	1190	1314	451	417	284	295	216	317	217	115	153	109	125	102	45	75	63	90	53	30	24	21	55	38	48	16	25	23	17	8	22	9	9	11	4	3	6	15	11	4	11	1	0	3	4	4	2	2	4	4	2	0	2	2	2	0	1	0	4	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
0.03	north1_active	80	5954	2874	2907	1600	1361	430	744	909	230	240	135	141	110	191	139	51	74	57	74	63	19	47	31	56	30	13	11	12	40	18	30	9	12	18	11	3	13	5	6	3	2	1	3	7	4	3	8	1	0	2	1	2	0	1	2	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	north2_all	80	10161	4836	4665	2528	2113	860	1167	1321	450	458	290	292	209	345	212	119	145	95	114	97	42	71	69	102	57	29	22	22	60	30	53	19	21	38	11	17	18	11	9	12	7	3	12	16	8	4	8	1	6	5	2	5	2	2	2	4	2	1	2	1	2	0	2	1	4	0	0	0	1	0	1	1	0	0	0	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0
0.03	north2_active	80	5869	2800	2998	1528	1344	425	736	913	231	256	133	150	104	202	128	61	74	45	62	63	16	49	37	67	31	14	11	10	43	12	36	12	16	32	7	6	8	7	6	4	5	1	3	8	4	1	7	1	6	3	0	2	0	2	2	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	north3_all	80	10074	4724	4645	2514	2113	845	1129	1335	451	462	297	284	217	372	215	108	133	89	108	87	50	61	69	93	62	30	30	21	59	27	47	24	21	42	14	14	18	13	9	8	8	4	16	10	9	5	9	1	8	4	0	3	1	5	1	4	2	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	5778	2758	3061	1512	1339	433	712	939	227	259	126	144	99	226	131	61	62	47	63	53	18	40	39	62	35	15	17	6	44	10	33	14	13	35	7	5	13	7	8	3	4	2	6	4	5	3	9	1	6	2	0	1	0	5	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	10066	4785	4798	2486	2130	835	1118	1351	467	456	310	270	204	381	183	107	126	76	109	88	59	62	71	94	56	36	33	22	55	22	43	26	20	39	15	14	20	10	9	12	12	2	19	14	5	6	8	2	9	5	0	7	2	5	1	1	0	2	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	2	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	5725	2845	3103	1515	1342	402	696	930	231	253	138	136	85	236	107	53	66	38	62	47	26	38	47	64	31	19	19	9	40	8	30	15	13	30	8	6	16	5	8	8	5	2	11	5	3	3	7	1	6	4	0	4	0	5	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	10018	4817	4850	2561	2074	848	1111	1298	463	415	308	215	213	386	178	118	130	74	118	77	61	57	64	84	63	38	40	23	49	23	37	23	18	31	16	11	16	9	6	14	16	3	18	10	5	5	6	2	10	2	3	5	1	4	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	5669	2851	3179	1567	1285	434	668	871	230	236	128	108	91	246	103	52	66	37	75	36	31	31	37	50	39	20	21	10	38	11	22	10	10	22	8	8	12	3	5	9	4	3	10	4	4	2	5	1	6	2	0	3	0	4	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	10083	4753	5024	2605	2096	838	1101	1269	464	405	307	234	209	362	161	130	125	83	129	75	70	50	54	83	55	43	38	22	44	31	40	17	20	36	14	10	14	7	8	16	18	6	13	12	3	4	6	3	6	3	3	6	1	7	1	0	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	5631	2816	3254	1660	1288	411	655	809	248	229	145	119	88	222	92	57	60	31	84	38	34	26	29	54	37	24	20	9	29	17	21	5	9	22	7	9	11	3	6	10	6	3	10	6	3	2	5	2	2	3	0	5	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	9998	4730	4973	2614	2028	837	1161	1315	467	410	292	247	208	371	161	129	121	100	145	83	57	47	55	83	56	39	34	25	60	43	40	15	29	32	14	12	16	5	6	17	14	8	11	6	1	2	2	3	5	3	3	4	0	8	2	0	0	1	0	2	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
