label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56
0.03	north6_all	80	87432	21479	8742	5467	3813	2745	2015	1438	1131	682	541	655	528	254	185	152	95	104	63	80	51	43	31	17	22	28	14	11	9	7	4	4	1	4	2	3	2	7	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	75092	13937	2017	1193	1896	1280	1008	686	632	173	216	481	399	68	59	82	30	50	16	55	35	18	13	12	8	20	4	1	1	3	3	0	0	1	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	87395	21537	8701	5472	3871	2788	2056	1477	1142	668	552	641	552	243	188	173	106	112	61	116	58	42	33	20	18	24	12	9	8	7	5	3	1	2	1	4	1	7	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	75057	13909	1996	1197	1961	1341	1020	708	663	178	216	479	426	65	57	103	35	50	23	98	32	15	10	14	6	22	3	0	1	3	5	0	0	1	0	1	1	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	88296	21309	8721	5500	3936	2781	2009	1485	1207	656	577	636	549	235	195	183	129	120	55	115	49	28	30	19	14	20	8	8	9	7	6	3	3	3	2	2	2	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	75890	13721	2020	1206	2014	1351	1029	744	725	180	222	488	426	78	58	107	49	57	21	96	20	11	6	14	3	17	2	2	0	5	6	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	89420	21333	8638	5550	4010	2817	1997	1517	1191	715	578	643	527	245	188	207	128	117	50	119	51	36	24	23	18	26	8	9	7	8	15	3	2	1	3	2	1	3	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	76896	13751	1969	1225	2032	1389	1016	752	712	190	220	494	408	82	58	121	48	55	16	101	21	11	5	15	6	21	1	3	0	5	15	0	0	0	3	2	1	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	88379	21290	8701	5497	3966	2819	1992	1456	1159	722	566	657	524	238	188	210	135	116	59	101	49	36	25	18	20	29	6	8	5	5	21	2	2	2	3	2	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	75912	13738	1989	1235	1993	1345	1035	742	671	197	216	492	410	80	59	121	48	58	18	78	28	9	6	12	8	21	2	3	0	3	21	1	0	0	3	2	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_all	80	88627	21201	8409	5347	4025	2767	1977	1414	1179	712	573	597	520	250	170	177	114	119	69	115	48	27	31	19	15	52	11	14	3	10	8	3	2	0	3	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	76019	13751	1952	1142	2005	1317	988	690	706	186	203	424	402	70	44	97	40	60	12	90	29	8	9	8	4	45	2	4	1	9	7	0	0	0	3	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	88913	21068	8455	5301	4086	2801	1945	1416	1169	678	566	616	552	248	192	176	114	99	66	121	43	28	29	22	16	53	3	15	5	7	6	5	1	0	2	4	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	76247	13624	1958	1169	2045	1311	981	696	688	181	222	430	431	81	56	102	33	52	17	95	22	9	10	10	3	49	0	2	1	6	6	0	0	0	2	4	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	87894	21293	8454	5278	4153	2832	1953	1501	1160	653	567	605	510	259	196	177	120	103	68	108	52	25	29	18	16	30	2	11	7	6	5	3	2	0	3	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	75243	13858	1981	1151	2075	1323	988	754	718	159	230	437	420	81	58	115	38	54	22	87	32	7	12	9	5	28	0	1	3	5	4	0	1	0	3	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	87223	21367	8642	5337	4237	2829	1938	1486	1188	652	548	675	488	276	203	178	116	103	78	107	61	33	25	23	19	22	4	8	9	4	21	3	4	0	3	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north14_active	80	74687	13912	2004	1147	2091	1330	985	728	741	168	230	490	392	91	57	110	35	53	23	88	39	7	13	15	7	19	1	2	5	3	19	0	3	0	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north15_all	80	86138	21452	8627	5384	4181	2879	1940	1491	1163	664	549	623	499	272	210	183	127	92	75	112	56	34	22	29	19	23	8	8	7	5	27	2	6	0	4	2	2	1	0	1	5	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
0.03	north15_active	80	73734	14081	2004	1177	2098	1389	994	711	721	172	228	462	400	92	59	117	37	43	23	89	32	11	10	17	7	16	2	2	5	4	25	0	5	0	3	1	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north16_all	80	86737	21212	8651	5462	4136	2895	1947	1427	1156	666	561	641	521	265	195	197	133	96	73	109	36	40	19	28	19	29	12	9	5	6	27	1	7	2	3	2	3	1	1	1	5	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	1
0.03	north16_active	80	74340	13923	1998	1161	2040	1438	1002	695	710	177	236	481	414	79	61	124	34	47	20	90	16	12	9	15	10	20	5	3	2	5	26	0	4	1	2	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north17_all	80	85739	20922	8603	5384	4079	2762	1971	1393	1167	652	564	682	549	266	195	197	148	95	69	110	38	40	18	28	22	55	11	11	8	5	15	2	6	2	4	2	4	1	1	1	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north17_active	80	73148	13617	1965	1209	2010	1336	984	656	713	165	232	511	434	79	65	120	46	49	20	90	14	11	8	12	10	29	4	2	1	4	14	1	3	1	1	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	81176	20252	8518	5473	4005	2724	1923	1360	1159	670	556	644	512	249	180	198	138	91	79	83	49	34	17	23	21	58	12	14	8	5	4	4	3	3	4	1	3	1	1	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	68153	12636	2024	1298	1885	1242	927	623	661	163	214	482	386	63	60	119	45	49	22	67	14	7	7	7	11	34	5	2	1	4	4	2	0	2	2	0	1	1	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	76361	19662	8540	5502	3904	2581	1929	1294	1169	675	561	636	473	245	166	173	125	85	73	102	55	36	19	17	22	52	9	14	12	5	5	5	2	3	5	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	62921	11604	2101	1388	1733	1058	866	566	636	155	194	447	352	60	52	97	49	44	20	85	18	4	6	4	10	30	3	1	4	2	5	2	0	2	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	72691	19074	8484	5582	3757	2542	1879	1328	1134	671	559	551	435	237	164	158	126	84	75	103	57	34	22	14	18	42	10	12	9	4	9	5	0	5	5	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	58905	10907	2178	1474	1578	1019	831	548	574	139	174	361	317	52	47	88	46	38	17	91	16	7	6	4	7	20	4	1	4	2	9	2	0	3	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	39056	15443	8853	10915	4143	5440	1775	2175	1556	1231	770	1110	298	298	207	158	127	123	87	52	61	55	31	21	16	9	15	8	16	4	4	2	4	6	1	2	2	0	9	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	13909	3664	3121	9004	2064	4664	618	1634	1214	949	543	983	98	155	89	73	69	81	64	12	41	42	16	4	5	1	10	5	12	4	3	1	2	5	0	0	1	0	9	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	39094	15605	8783	10951	4123	5126	1767	2219	1628	1160	765	1083	294	265	210	155	126	123	84	55	54	66	34	25	21	12	18	6	14	6	6	3	4	13	2	1	2	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
0.03	south22_active	80	13950	3771	3108	9057	2046	4335	605	1672	1275	865	535	956	102	137	87	69	67	77	58	9	38	50	19	3	5	3	14	2	13	5	4	2	2	12	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	38946	15622	8821	10975	4123	5116	1760	2228	1569	1176	817	994	299	268	212	156	128	122	86	56	45	59	30	22	23	13	23	9	18	10	4	4	5	11	2	1	1	0	0	0	0	2	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0
0.03	south23_active	80	13934	3809	3038	9060	2109	4330	605	1701	1214	860	587	876	106	135	79	72	61	78	63	10	32	45	17	3	5	4	18	4	15	7	3	1	3	11	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	39018	15749	8793	10985	4097	4915	1744	2120	1665	1168	840	880	329	272	210	164	131	125	79	60	36	63	23	19	21	17	15	8	12	9	4	4	2	9	1	1	0	0	0	0	1	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0
0.03	south24_active	80	13928	3696	3053	9086	2114	4126	614	1618	1320	852	580	756	121	135	81	82	69	75	56	13	25	47	15	2	7	3	11	3	10	5	3	1	2	9	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_all	80	38888	15769	8841	11127	4144	5055	1801	2087	1687	1145	844	895	348	277	193	165	147	108	95	62	38	65	23	22	22	11	22	11	10	7	4	4	7	5	2	1	0	1	0	3	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	13993	3618	3000	9213	2126	4254	610	1583	1343	861	588	761	129	136	71	84	85	71	72	14	22	52	17	4	7	2	18	4	7	4	1	1	7	4	1	0	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	39082	15894	8788	11253	4060	5180	1764	2014	1736	1134	838	869	361	296	172	174	133	98	115	64	49	53	23	24	16	11	32	10	9	5	4	2	11	3	1	1	0	1	1	3	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
0.03	south26_active	80	14038	3649	3076	9356	1999	4367	603	1528	1412	862	585	729	141	152	69	84	79	59	85	12	22	40	17	4	8	2	29	3	6	3	2	1	10	2	0	0	0	1	1	3	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
0.03	south27_all	80	38983	15848	8771	11217	4013	5360	1810	1978	1677	1062	801	882	337	279	164	179	128	101	113	64	54	50	26	28	14	7	26	10	5	4	4	3	14	6	3	0	0	1	1	3	1	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0
0.03	south27_active	80	13996	3617	3083	9380	1964	4524	627	1490	1374	808	565	745	131	148	72	84	77	69	81	11	27	37	18	5	5	3	22	4	4	4	2	1	13	5	0	0	0	1	1	3	1	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0
0.03	south28_all	80	39057	15649	8826	11130	4023	5394	1820	2024	1573	1125	801	986	304	290	175	165	113	114	117	58	58	43	27	25	15	10	22	14	7	8	4	2	15	5	3	0	0	2	1	0	1	1	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0
0.03	south28_active	80	14026	3649	3140	9352	1961	4570	632	1545	1245	854	572	856	118	158	76	67	57	78	84	10	33	33	19	5	5	4	18	7	4	5	2	1	14	4	0	0	0	1	1	0	1	1	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0
0.03	south29_all	80	38960	15529	8827	10905	4017	5337	1800	2018	1590	1145	808	1007	282	275	194	150	122	121	104	60	54	49	24	22	18	9	19	14	7	10	8	4	6	5	3	1	0	1	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	14087	3611	3128	9183	1976	4514	650	1520	1234	898	574	884	97	152	92	59	56	88	73	14	30	35	13	7	8	3	15	8	3	7	4	2	4	4	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	38725	15628	8867	10713	3920	5221	1809	2044	1589	1103	809	1022	268	268	222	146	124	120	117	46	48	53	32	19	18	8	14	11	8	7	10	7	3	5	1	2	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	13445	3723	2979	8875	1887	4365	589	1518	1183	834	564	894	87	149	100	52	56	90	77	13	29	34	21	7	9	3	12	7	4	3	5	3	1	4	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	38728	15706	8714	10899	4026	5573	1801	2108	1575	1149	792	981	313	295	200	149	170	100	71	52	44	58	42	26	21	11	14	8	14	7	7	4	4	3	1	2	4	1	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	13918	3721	3115	9081	2049	4767	609	1598	1219	884	569	845	125	159	82	74	104	58	46	14	21	43	22	7	11	7	10	6	8	3	0	1	2	3	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	38711	15677	8683	10983	4045	5546	1784	2248	1581	1043	810	945	316	312	199	158	162	109	75	51	60	49	40	23	25	14	17	8	14	8	6	4	3	2	1	2	4	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	13905	3672	3088	9112	2002	4726	611	1755	1235	789	563	827	135	168	78	68	90	71	46	14	36	40	22	4	13	6	10	5	10	2	1	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	38852	15564	8791	11108	3981	5406	1759	2203	1633	1014	778	960	323	312	186	162	144	127	77	45	52	55	27	20	20	15	12	8	22	8	5	4	3	4	1	3	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	13974	3704	3155	9211	1980	4549	601	1713	1273	771	520	833	132	176	69	79	77	89	47	13	34	44	19	7	10	5	6	5	16	3	1	2	0	4	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	38751	15661	8836	11192	4004	5279	1736	2206	1676	1083	771	983	311	289	194	175	140	125	90	40	53	60	27	23	19	13	14	5	21	7	2	7	8	10	0	4	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	13906	3694	3150	9258	2005	4433	574	1726	1318	830	518	871	124	169	61	78	76	87	51	5	39	45	15	6	9	5	6	2	16	2	1	3	7	10	0	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	38736	15626	8947	11071	4018	5253	1706	2057	1675	1141	777	1015	324	288	198	176	130	136	86	53	54	57	32	27	9	14	12	6	15	5	1	7	13	10	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	13823	3707	3163	9182	1998	4387	548	1586	1313	887	535	906	123	165	72	75	72	99	49	12	29	43	18	7	5	5	7	2	12	2	0	3	12	10	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	38852	15656	8957	11287	4117	5177	1802	2064	1623	1189	769	965	343	294	194	167	140	134	94	55	53	60	34	24	10	14	14	7	11	4	4	5	12	8	1	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	13808	3704	3099	9448	2034	4358	591	1582	1284	909	533	851	137	167	72	66	81	90	54	13	28	47	17	6	3	4	7	2	5	1	1	2	12	8	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	39273	15622	8844	11052	4051	5179	1760	2071	1590	1076	805	967	346	306	212	157	124	135	94	53	54	57	30	25	13	15	11	8	9	3	4	3	12	2	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	13987	3688	3044	9218	1995	4359	577	1597	1227	805	558	846	149	156	76	68	76	92	53	15	27	42	17	7	5	4	6	3	4	0	1	2	12	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	39436	15683	8856	11064	4017	5140	1848	1986	1619	1122	852	963	359	298	205	144	127	133	98	53	40	71	25	18	13	17	12	8	11	6	4	3	4	1	0	2	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	14068	3704	3106	9205	1990	4384	634	1524	1252	841	600	835	147	148	76	59	67	88	60	14	22	57	15	7	5	6	8	3	5	2	1	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	39445	15607	8709	10920	4020	5143	1791	1963	1671	1161	854	958	327	277	225	162	125	132	100	59	44	70	30	17	13	18	19	10	12	5	8	2	4	2	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	14152	3723	3078	9002	1970	4377	622	1473	1294	863	611	827	134	128	84	78	71	85	62	15	25	57	21	7	7	7	13	3	4	2	5	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	39207	15764	8752	10941	4011	5199	1789	2091	1695	1191	818	875	349	291	216	171	126	134	113	60	44	69	28	12	15	16	23	13	11	4	9	3	2	1	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	13981	3690	3136	9038	1952	4400	612	1557	1328	896	587	748	129	141	82	82	69	94	71	11	28	59	17	4	7	4	16	6	5	2	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
