label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north1_all	80	34388	18642	8482	6604	7238	2724	1726	1081	1405	690	520	362	548	380	441	116	286	94	81	43	55	41	44	33	21	11	13	9	8	6	14	6	3	1	3	2	1	1	1	0	0	2	1	0	0	0	0	6	0	0	0	0	0
0.03	north1_active	80	16235	10012	4233	3618	4605	1473	846	506	846	325	264	175	355	205	265	49	154	50	42	20	35	28	34	20	9	4	6	2	5	5	11	6	0	0	2	2	1	1	0	0	0	1	1	0	0	0	0	6	0	0	0	0	0
0.03	north2_all	80	34377	18626	8466	6711	7143	2728	1727	1077	1456	658	516	379	508	364	442	130	285	100	87	48	71	44	42	26	24	14	8	7	14	5	13	6	2	0	2	2	4	1	6	0	0	2	0	0	1	0	0	6	0	0	0	0	0
0.03	north2_active	80	16134	10054	4220	3676	4459	1444	843	472	899	316	260	181	335	203	268	61	180	55	39	26	48	29	30	12	11	4	4	2	10	4	9	5	0	0	2	2	4	1	5	0	0	1	0	0	1	0	0	6	0	0	0	0	0
0.03	north3_all	80	34313	18519	8417	6757	7088	2699	1728	1064	1474	638	518	389	528	367	407	135	297	105	80	58	72	53	44	23	30	18	10	6	15	10	15	9	1	0	2	2	4	1	7	1	0	2	0	0	1	0	0	6	0	0	0	0	0
0.03	north3_active	80	16078	10070	4180	3699	4440	1406	844	480	903	319	256	179	330	225	254	66	182	53	36	32	53	35	31	14	18	8	5	2	10	1	10	4	0	0	2	2	4	1	5	1	0	1	0	0	1	0	0	6	0	0	0	0	0
0.03	north4_all	80	34195	18411	8396	6703	6696	2718	1728	1080	1389	627	479	383	492	368	334	144	231	100	75	52	67	58	42	22	34	16	8	11	18	13	8	9	0	0	3	0	4	1	7	2	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north4_active	80	16020	10044	4136	3790	4162	1420	844	481	831	318	237	184	293	241	199	73	141	47	33	29	43	33	23	14	21	10	4	5	12	3	4	3	0	0	3	0	4	1	5	1	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north5_all	80	34183	18553	8454	6598	6769	2675	1705	1068	1391	652	483	389	514	387	342	141	226	94	60	54	90	55	52	28	33	25	8	13	12	18	6	6	1	0	1	1	0	1	6	2	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	16112	10109	4137	3716	4115	1405	841	473	821	329	239	185	309	259	204	70	131	49	26	30	59	30	31	23	20	20	4	8	7	8	1	1	1	0	1	1	0	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	34242	18515	8383	6582	6797	2627	1706	1059	1356	690	487	373	499	372	367	130	206	109	80	53	84	81	39	27	36	25	9	14	13	16	5	8	1	0	3	1	0	0	1	2	1	1	0	1	0	0	2	0	0	0	1	0	0
0.03	north6_active	80	16176	9990	4155	3725	4190	1352	828	475	799	344	249	186	306	233	218	71	117	56	42	28	47	56	20	22	21	22	3	9	8	13	1	2	1	0	3	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north7_all	80	34645	18618	8333	6554	6981	2649	1665	1047	1359	689	509	401	513	354	371	118	218	110	89	52	90	76	32	32	30	23	7	11	6	21	4	4	3	0	2	1	0	1	0	0	1	1	0	1	0	0	2	0	0	0	1	0	0
0.03	north7_active	80	16290	10032	4094	3630	4329	1363	799	470	821	338	248	193	332	210	232	64	124	60	48	26	57	54	18	21	15	20	2	8	2	19	0	2	2	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north8_all	80	34413	18754	8341	6553	6940	2687	1650	1027	1361	643	527	403	558	364	381	106	244	110	97	56	92	68	19	27	29	15	7	6	9	13	3	6	4	0	2	2	1	1	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north8_active	80	16230	10161	4128	3600	4303	1383	807	470	826	325	252	187	356	212	244	55	146	61	53	30	58	44	10	15	16	10	3	3	2	13	0	3	2	0	2	1	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0
