label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	41366	17966	8837	8623	3528	2516	1792	2128	1175	1111	883	497	412	259	241	131	129	86	117	75	80	56	28	25	23	21	7	12	19	13	6	3	1	3	0	2	4	2	1	1	0	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	19028	9238	3227	6364	977	852	525	1541	722	816	648	299	233	67	142	28	50	21	97	63	60	46	10	4	6	17	4	3	14	12	2	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	41071	17760	8890	8664	3648	2560	1749	2026	1204	1111	851	501	409	232	230	128	124	78	104	71	70	50	29	25	20	29	7	12	18	14	8	3	0	2	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	18550	9022	3183	6346	972	861	532	1426	734	797	642	289	239	51	141	21	54	19	85	60	46	41	10	5	4	21	4	3	12	12	5	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	41761	18177	9001	9108	3680	2574	1716	2094	1236	1209	864	530	444	240	230	135	123	79	122	70	88	60	26	24	23	39	9	11	16	11	6	2	1	3	4	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_active	80	19991	9725	3411	6867	1059	917	574	1535	780	882	663	326	269	64	146	23	56	20	103	61	68	43	9	5	4	31	5	2	13	8	5	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	42752	18722	9217	9475	3701	2658	1742	2283	1278	1230	900	536	480	226	238	152	127	75	138	94	112	61	22	31	14	34	11	10	20	12	5	3	1	2	4	2	1	0	0	2	0	0	0	0	1	0	0	0	0	1
0.03	north4_active	80	21480	10422	3722	7365	1144	982	619	1771	832	908	714	352	309	54	153	32	67	21	116	80	91	45	7	11	2	28	6	1	18	8	5	2	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	44172	19324	9420	9909	3663	2588	1756	2377	1311	1296	946	545	491	245	236	151	136	70	172	121	116	57	28	29	15	35	12	10	17	11	2	4	4	1	3	3	2	0	1	2	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	23350	11243	4049	7826	1240	1041	650	1902	888	992	779	376	330	70	143	33	81	18	143	108	103	41	12	8	2	32	7	3	14	6	2	2	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	44685	19481	9343	9839	3659	2507	1779	2354	1321	1270	915	530	441	248	227	148	131	82	153	153	109	52	32	26	16	17	15	12	18	8	3	4	4	0	4	3	1	0	2	2	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	23978	11354	4039	7761	1269	994	646	1893	906	1014	754	369	289	68	139	35	82	25	128	134	96	44	16	7	4	14	11	4	14	5	2	2	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	44182	19463	9298	9965	3593	2490	1757	2377	1263	1246	925	523	435	242	215	142	125	70	166	157	83	41	31	25	21	23	16	10	12	4	7	1	4	0	4	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	23328	11239	4020	7951	1225	982	608	1908	852	986	749	343	284	69	131	39	72	24	139	139	74	33	16	6	4	16	12	5	9	2	4	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	43405	19379	9175	10054	3587	2587	1795	2359	1251	1229	926	528	387	245	221	136	113	90	171	120	96	51	32	19	23	36	24	9	5	3	6	2	3	2	4	1	3	1	1	0	4	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	22524	11134	3890	7949	1175	995	612	1905	839	982	745	339	237	70	140	43	59	28	147	99	81	44	15	8	5	28	23	4	2	2	3	0	0	2	2	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	42860	19069	8983	9729	3618	2595	1808	2401	1331	1224	948	540	390	239	236	136	130	90	178	118	88	80	28	23	18	31	31	9	7	8	6	3	4	2	1	1	3	2	0	2	4	0	0	0	0	0	0	0	0	0
