label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77
0.03	north9_active	80	3452	952	535	273	691	172	199	141	167	46	88	56	58	79	37	27	45	38	13	19	9	17	12	11	22	5	21	21	6	1	7	7	2	1	6	0	2	0	0	2	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5899	1901	1022	629	1137	384	355	242	298	125	182	93	113	129	69	66	62	77	32	44	18	31	15	17	38	9	22	23	15	9	12	11	8	4	10	0	5	3	1	3	1	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	3583	1015	537	301	720	199	200	129	180	49	101	45	65	87	40	31	40	43	17	20	10	21	7	11	23	6	22	17	6	2	7	7	5	2	9	0	4	0	0	2	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5584	1952	985	608	1072	364	356	240	318	150	160	103	144	101	62	64	77	58	34	55	27	43	14	12	16	6	42	15	16	7	14	6	14	5	6	4	2	0	2	2	1	0	0	0	1	2	1	1	3	0	1	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north11_active	80	3298	1024	515	273	687	191	191	118	206	72	78	53	90	52	24	36	50	34	17	36	12	29	7	5	7	3	30	8	6	1	9	4	10	3	2	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5713	1944	1031	624	1043	361	344	229	326	145	153	106	119	102	74	65	76	62	32	59	34	39	16	17	24	6	36	17	12	7	15	6	23	4	4	2	2	0	3	1	2	0	0	0	1	1	1	1	3	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0
0.03	north12_active	80	3355	1035	541	277	684	187	187	116	206	69	82	53	72	63	31	38	45	40	17	32	16	32	8	5	12	4	24	11	4	1	8	4	15	1	2	2	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north13_all	80	5494	1852	1015	613	1008	356	318	223	313	133	140	93	110	111	76	58	72	71	29	64	38	35	15	18	19	6	36	21	8	2	11	6	21	3	2	3	1	1	1	1	2	0	4	2	1	1	2	2	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0
0.03	north13_active	80	3257	996	511	285	664	184	167	110	191	65	71	44	71	68	32	31	38	50	14	39	19	27	8	8	10	3	22	13	4	0	7	4	15	1	1	3	0	0	0	0	1	0	4	2	1	0	2	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
0.03	north14_all	80	5310	1744	954	608	1012	381	307	214	283	118	139	94	112	119	70	52	61	54	29	64	35	29	18	20	16	9	40	27	10	4	8	4	20	3	5	5	2	2	1	0	2	0	4	2	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0
0.03	north14_active	80	3089	924	450	283	673	180	153	101	168	61	71	36	61	74	30	22	26	34	14	36	19	21	11	8	10	6	26	17	8	1	4	3	14	1	3	5	0	1	0	0	1	0	4	2	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
0.03	north15_all	80	5053	1728	928	596	991	360	302	216	249	116	140	104	134	123	68	53	53	52	28	53	35	20	19	14	12	9	18	26	10	5	6	6	16	3	5	4	2	2	2	1	2	1	6	3	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0
0.03	north15_active	80	2915	910	419	289	653	176	158	97	140	61	68	38	78	72	32	27	25	33	14	31	23	12	11	7	10	5	12	19	7	3	3	2	11	1	3	4	0	1	0	0	1	0	6	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
0.03	north16_all	80	5015	1765	913	578	937	343	311	224	263	122	152	106	141	121	61	52	52	47	28	58	28	22	20	15	18	10	19	23	11	5	9	8	15	4	5	6	4	1	1	1	2	1	7	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north16_active	80	2874	905	425	275	604	158	168	97	149	66	74	43	79	73	25	27	30	23	11	29	16	16	13	7	16	5	10	18	9	3	5	2	10	1	3	5	2	1	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north17_all	80	5170	1885	931	587	936	338	322	219	320	127	143	100	150	130	65	49	60	58	31	58	23	22	16	12	25	7	23	22	21	11	9	8	18	3	4	3	3	1	2	3	2	3	3	2	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3025	1010	424	284	611	166	171	103	192	73	76	46	85	77	25	25	37	34	14	29	16	14	11	5	18	4	8	19	14	5	5	2	14	0	4	2	2	1	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5359	1881	1004	611	983	375	333	228	360	110	150	88	132	131	55	54	64	84	29	66	24	25	21	18	26	7	23	15	22	9	8	5	13	2	4	5	2	1	1	4	2	5	2	1	1	1	1	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3155	1010	483	291	658	197	173	113	231	65	77	45	74	71	24	26	31	54	17	31	12	17	12	7	16	5	11	12	13	4	4	2	10	1	4	2	2	0	0	2	0	2	1	0	1	1	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5512	1879	1021	623	1125	395	321	240	362	110	165	77	142	100	53	52	60	91	27	80	23	22	19	17	29	9	40	24	24	8	10	5	13	4	5	3	0	2	1	5	2	4	2	0	1	2	1	0	0	0	0	1	0	0	4	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	3315	1034	506	279	748	212	166	125	242	61	91	39	71	52	23	23	26	59	15	43	13	15	11	7	18	6	22	19	16	3	4	2	10	4	4	1	0	0	0	2	0	2	1	0	1	1	0	0	0	0	0	0	0	0	4	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5689	1907	1032	623	1205	400	334	236	357	134	156	95	138	94	51	51	58	101	32	70	37	23	17	18	22	8	47	27	17	4	8	5	6	5	7	4	0	2	0	4	1	5	2	0	2	1	2	0	0	1	0	1	0	0	4	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3431	1059	531	289	795	219	178	120	249	64	88	43	71	42	23	25	25	61	18	35	22	18	8	9	14	6	28	19	8	2	4	2	4	4	5	1	0	0	0	3	0	3	1	0	1	0	1	0	0	0	0	0	0	0	4	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5693	1905	1114	619	1076	379	335	218	351	132	170	104	116	109	78	41	71	84	34	48	18	27	19	13	20	7	36	16	16	5	7	10	4	6	5	1	5	4	2	0	2	0	1	0	4	1	1	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	3368	1014	558	275	717	180	179	123	215	64	102	48	60	64	49	23	45	67	13	26	9	17	5	6	11	1	25	13	13	1	5	9	3	3	3	0	3	0	0	0	1	0	1	0	4	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5408	1855	1106	629	978	363	332	211	308	142	144	91	96	106	67	49	78	76	45	56	18	29	19	17	22	8	24	25	15	6	5	11	6	5	3	1	5	1	2	0	2	0	0	0	1	1	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	3212	971	559	303	621	169	188	120	185	71	90	45	47	56	37	26	48	58	18	33	8	19	5	6	14	2	16	19	11	0	3	10	5	2	3	0	2	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	5180	1899	1044	621	967	375	311	196	293	136	155	91	100	100	70	46	82	85	39	49	21	27	16	15	17	12	24	25	13	6	4	14	8	2	3	1	5	2	1	1	4	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	3083	1005	529	309	607	178	171	117	168	65	83	49	53	53	34	21	52	56	16	28	12	16	4	5	10	3	17	19	5	0	4	13	4	1	3	0	2	0	0	0	3	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	5176	1897	988	610	969	367	324	186	302	144	162	88	115	91	64	44	83	84	36	58	29	31	12	17	16	12	20	25	14	9	6	22	19	2	2	4	5	2	2	1	5	0	0	0	1	1	2	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_active	80	3066	1031	504	306	607	178	178	99	177	71	86	47	63	48	33	19	53	51	18	39	18	24	4	5	9	3	13	18	7	3	5	15	6	1	2	1	2	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_all	80	5047	1864	954	570	1012	362	338	184	295	142	175	90	118	103	73	42	67	78	33	47	30	36	10	13	16	10	25	29	16	6	10	17	21	3	5	5	3	3	3	1	6	0	3	1	1	0	2	3	1	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2977	988	470	269	621	184	189	91	172	72	100	48	71	60	36	18	44	42	17	26	17	27	3	5	8	2	19	21	9	3	6	10	8	2	4	2	0	1	1	0	4	0	2	1	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5040	1833	975	582	994	350	336	209	309	133	170	100	110	105	75	39	70	61	29	49	33	30	13	11	27	10	19	20	17	4	13	14	21	3	6	5	5	1	4	0	3	0	4	1	1	0	1	3	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2937	965	473	267	612	173	196	105	179	68	101	52	66	58	39	17	43	30	15	27	17	23	6	4	11	3	13	13	9	3	8	7	9	2	5	2	1	1	1	0	2	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5145	1819	1015	567	1111	315	338	219	300	126	169	99	121	117	65	47	72	55	32	53	28	31	16	8	26	7	25	23	23	2	18	13	10	3	12	9	6	2	8	0	1	3	5	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	3044	960	496	260	691	158	189	115	180	64	109	46	77	70	31	26	40	28	18	31	12	19	8	4	11	2	16	13	16	0	10	11	8	1	10	4	2	1	4	0	1	2	3	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	5364	1795	1053	575	1202	351	361	217	321	126	167	101	124	124	73	46	87	63	27	50	23	21	19	11	31	9	24	24	32	4	16	12	8	1	8	4	6	2	7	0	0	5	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
0.03	south28_active	80	3221	978	543	280	797	191	213	115	192	65	102	50	79	75	39	22	50	32	14	31	10	13	10	6	16	3	17	15	23	1	9	10	4	0	6	2	3	1	4	0	0	3	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south29_all	80	5608	1881	1051	575	1284	349	333	222	303	124	159	98	124	131	71	53	81	61	26	60	18	24	17	16	24	8	21	23	32	5	11	19	5	2	8	5	4	1	5	1	1	6	10	0	2	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
0.03	south29_active	80	3375	1072	543	269	832	189	187	130	197	70	90	44	83	81	40	27	46	30	14	40	8	10	9	8	15	3	13	15	23	1	5	12	1	1	6	2	3	0	3	1	0	3	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south30_all	80	5611	1919	1059	595	1259	350	328	222	310	117	157	96	124	132	73	44	72	66	32	57	25	19	15	17	24	6	25	25	24	5	13	16	7	3	3	1	3	2	3	3	1	4	8	0	2	2	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	3335	1078	562	263	808	194	184	127	180	63	85	42	79	81	42	21	41	39	20	41	10	10	6	8	15	3	18	17	19	1	9	10	4	2	2	0	3	2	2	3	0	2	7	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south31_all	80	5491	1914	1023	568	1018	403	307	216	362	124	127	96	136	105	66	44	66	76	30	67	27	29	18	13	18	7	17	27	27	2	13	5	11	8	6	3	3	0	0	2	2	1	4	0	1	0	4	0	2	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	3280	1029	511	254	643	194	175	97	236	59	69	51	92	64	34	23	40	43	16	46	16	16	9	5	9	3	14	13	17	1	9	2	10	5	5	0	2	0	0	0	1	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	5276	1857	1012	570	962	385	312	219	293	119	144	95	115	101	56	43	53	67	30	70	24	22	13	9	20	8	10	20	17	2	11	8	13	7	7	0	3	0	0	3	2	1	5	0	2	0	4	0	2	3	0	0	0	9	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	3126	951	491	259	590	193	185	102	177	53	68	50	67	61	28	22	26	36	16	46	12	14	8	4	12	5	8	10	10	0	6	5	10	3	7	0	1	0	0	0	1	0	3	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	5289	1844	1006	551	1046	334	309	226	288	126	154	96	107	101	64	53	48	67	31	76	23	19	13	9	21	7	15	18	13	4	16	10	13	4	3	2	2	1	2	2	3	3	3	1	1	0	3	0	1	3	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	3142	938	476	262	677	174	173	113	176	51	82	50	61	52	32	22	21	35	15	49	10	16	8	3	12	4	9	11	7	0	14	7	10	2	3	0	1	0	0	0	1	1	2	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	5514	1936	1036	569	1125	327	330	237	303	123	163	92	99	104	71	55	65	64	29	68	26	24	13	14	26	8	21	21	13	8	17	16	11	1	4	3	2	1	2	1	3	3	4	1	1	0	1	0	1	3	0	0	0	1	0	0	1	0	0	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	3313	1014	516	286	749	173	198	126	176	60	90	50	61	61	39	22	38	28	16	41	14	16	10	8	16	6	12	14	6	3	13	13	8	0	4	0	1	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	5814	1964	1056	632	1201	339	338	236	358	133	166	93	115	109	83	57	70	68	27	70	26	30	9	15	28	6	31	27	16	11	14	17	13	3	4	5	4	1	2	1	3	3	5	1	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	3509	1058	531	309	807	167	199	126	233	66	103	49	71	58	43	24	44	30	15	38	15	20	6	9	15	4	21	20	6	5	11	12	10	0	4	0	2	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	5846	1961	1042	612	1144	386	322	236	377	123	152	96	121	108	80	58	74	78	26	62	29	28	11	15	32	6	26	20	23	9	14	14	13	3	4	4	5	0	1	3	1	1	6	0	0	1	3	1	0	1	1	0	0	2	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_active	80	3519	1048	535	282	729	187	188	120	255	75	94	51	69	67	45	27	50	42	13	35	17	18	3	10	21	4	17	13	13	6	10	9	12	0	2	0	3	0	1	0	0	0	6	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	5837	1962	1036	587	1141	363	337	226	365	129	145	101	121	112	74	48	69	86	21	71	28	23	14	11	22	6	21	20	24	6	3	6	12	6	8	6	6	0	1	3	2	0	7	0	0	1	3	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south37_active	80	3431	1027	545	254	732	173	186	113	259	73	90	50	65	65	44	25	42	54	8	53	13	16	4	6	16	3	15	11	15	3	2	3	11	2	6	4	4	0	1	0	0	0	7	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	5786	1890	1018	565	1110	341	339	238	343	138	142	99	139	110	60	45	67	88	24	76	30	22	19	16	28	6	10	23	30	9	17	3	6	7	16	5	4	1	1	3	1	0	5	0	0	2	4	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south38_active	80	3361	987	532	240	707	176	179	125	225	77	83	46	78	55	33	24	39	64	8	58	12	14	6	8	21	4	6	10	26	5	12	2	5	4	7	4	3	1	1	0	0	0	5	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	5715	1873	989	556	1130	350	368	247	346	136	139	97	120	107	68	50	69	97	29	76	25	20	21	18	38	5	16	21	23	9	18	2	8	6	16	4	3	2	1	3	1	0	4	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
