label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	33701	26301	15102	4613	4185	2110	1911	916	616	462	632	406	328	112	205	75	79	57	62	28	22	17	19	18	6	18	5	4	3	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	15481	16072	9448	2286	2407	1091	1036	453	282	202	411	223	207	52	134	34	39	28	31	12	6	6	12	10	1	10	4	2	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	33881	26637	15109	4725	4164	2122	1930	927	617	450	582	481	340	119	223	72	63	53	53	33	51	13	15	22	7	15	5	3	3	4	1	2	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	15472	16197	9401	2336	2463	1091	1055	463	281	197	369	272	212	56	141	25	35	24	30	17	22	4	9	12	2	10	3	2	3	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north3_all	80	33917	26492	15307	4788	4190	2154	1955	1018	612	454	656	454	347	140	230	75	75	48	56	34	65	13	14	10	5	10	7	3	2	3	1	1	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	15494	16316	9316	2398	2481	1089	1066	513	281	191	409	255	218	58	140	31	38	21	33	19	32	2	11	6	3	6	4	2	2	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north4_all	80	33590	26647	14951	4724	4261	2123	1962	1033	643	451	659	426	357	142	235	75	73	41	39	34	76	13	19	15	9	9	6	2	1	2	1	0	1	1	1	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	15343	16451	9113	2336	2509	1060	1073	529	308	199	403	250	226	57	144	35	33	21	25	17	37	3	16	9	5	5	2	2	1	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	32894	27494	15485	4841	4407	2148	1973	1023	639	477	708	413	381	133	214	68	85	47	42	27	46	19	15	12	7	7	7	2	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	15014	17028	9553	2406	2562	1090	1050	525	308	218	457	252	249	45	131	35	46	26	26	15	24	5	12	6	3	4	3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	32704	28956	16397	5010	4633	2183	2020	1000	675	480	735	403	410	121	246	73	72	59	43	21	43	16	14	11	7	9	5	3	0	2	0	3	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	14813	18063	10375	2511	2739	1140	1134	512	328	232	491	242	265	39	156	36	44	32	28	7	25	4	11	6	4	4	1	3	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	32471	30308	17489	5130	4829	2232	2078	1048	713	499	764	412	386	110	243	75	72	54	43	25	27	12	15	9	7	7	8	2	1	2	1	3	0	0	1	0	0	1	0	0	0	0	0	1
0.03	north7_active	80	14536	19057	11251	2612	2965	1186	1205	561	349	241	510	249	238	38	148	33	44	32	27	9	14	3	8	6	3	4	5	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	32533	31172	18128	5244	4778	2337	2184	1028	715	499	717	423	396	107	252	73	87	50	40	28	30	14	12	12	9	7	9	3	1	3	1	2	0	0	1	0	0	1	0	0	0	0	0	1
0.03	north8_active	80	14580	19841	11652	2742	2948	1256	1260	557	357	245	474	243	235	36	145	33	55	27	26	9	24	4	7	5	2	4	7	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	32332	30649	17737	5172	4738	2349	2134	1072	708	516	686	440	414	105	253	82	95	41	36	25	24	13	13	15	10	6	8	3	2	1	2	1	0	0	4	0	0	0	0	0	0	0	1	1
0.03	north9_active	80	14456	19540	11375	2727	2906	1272	1221	589	351	253	432	250	261	43	156	38	58	18	20	8	18	7	9	7	3	4	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	31709	29756	17237	5054	4701	2358	2062	1046	711	473	669	464	358	110	242	78	104	41	36	19	45	13	14	15	10	3	7	5	2	1	2	0	0	0	3	0	0	0	0	1	0	0	1	0
0.03	north10_active	80	14249	18888	10980	2609	2803	1266	1154	571	345	217	394	277	230	56	154	35	69	17	22	9	38	8	10	9	3	2	5	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_all	80	34665	28101	16134	4981	4435	2285	1931	1047	702	479	626	453	400	145	245	77	96	52	24	27	55	18	18	17	4	8	5	7	1	2	0	1	1	3	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	15905	17248	10084	2496	2667	1090	1109	511	329	209	383	261	231	64	150	37	50	24	11	10	35	6	14	10	1	6	3	5	1	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	34916	28424	16155	4947	4535	2312	1993	1036	709	509	599	440	357	138	231	72	97	54	34	26	68	20	24	22	3	7	5	4	1	1	0	1	4	1	2	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	15878	17302	10133	2480	2708	1113	1143	491	337	217	349	248	218	66	135	31	52	28	17	10	42	8	16	11	0	3	4	3	1	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0
0.03	north13_all	80	34845	29281	16347	5001	4780	2319	2048	1026	706	510	677	428	375	142	211	73	107	59	31	36	76	18	24	16	8	4	4	4	1	1	0	1	4	1	2	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	15742	17937	10172	2492	2858	1152	1178	484	343	216	432	234	204	62	126	33	61	31	13	16	48	7	18	4	3	0	3	3	1	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0
0.03	north14_all	80	34252	30961	17251	5027	4857	2465	2075	1063	719	520	766	442	441	144	226	82	108	58	47	38	69	16	21	27	9	8	4	4	1	2	0	0	5	0	3	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	15554	19179	10817	2506	2894	1275	1244	505	362	239	496	264	254	61	127	46	57	26	28	18	41	5	15	15	5	3	3	2	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	34140	32359	18206	5219	5005	2478	2205	1068	714	514	840	468	454	144	253	97	114	54	64	36	61	12	29	31	11	7	5	1	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	15332	20260	11332	2636	3034	1299	1334	554	375	243	543	281	265	64	157	53	65	24	36	19	41	3	14	15	5	3	4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	34048	33692	19382	5205	5183	2492	2268	1114	718	502	811	492	451	150	259	106	110	54	63	39	50	14	20	36	6	8	9	2	3	3	0	0	2	2	2	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	15175	21180	12398	2683	3121	1315	1413	599	377	238	535	293	287	64	171	58	55	22	37	21	38	5	8	21	2	3	8	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	34115	33733	19328	5257	5122	2518	2322	1112	716	494	790	458	402	146	291	98	94	48	58	37	49	10	25	37	6	10	7	2	4	3	1	0	1	3	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	15111	21046	12376	2772	3123	1304	1448	581	354	230	494	281	251	70	196	48	40	17	34	23	36	5	13	21	0	5	7	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	33936	33650	19325	5296	5225	2466	2294	1122	741	491	780	522	409	151	302	90	84	49	79	41	42	19	26	24	7	5	4	2	2	3	1	1	1	3	1	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	15080	21127	12419	2753	3161	1293	1453	556	361	231	494	320	277	75	194	51	33	24	45	22	31	9	11	13	1	3	4	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	33551	33371	18769	5243	5168	2497	2196	1123	766	513	770	503	383	145	300	98	80	52	75	40	40	17	18	14	6	5	6	1	3	1	2	1	1	1	1	0	0	1	0	0	1	0	0	0
0.03	north19_active	80	14933	21156	12073	2729	3092	1306	1355	534	370	251	480	301	246	76	166	58	36	24	45	20	25	8	10	10	2	3	5	1	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	32813	32405	18488	5173	5021	2440	2098	1096	745	508	768	515	376	138	295	101	78	47	66	36	37	16	19	20	4	9	5	2	2	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0
0.03	north20_active	80	14723	20697	11687	2700	2979	1298	1244	525	363	253	479	315	243	75	164	57	37	25	41	17	24	7	10	14	2	8	3	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south21_all	80	34171	29620	17032	4997	4709	2253	1950	1055	697	473	716	449	335	123	266	93	109	51	39	36	51	13	19	16	12	4	7	5	7	3	1	1	4	0	0	0	0	0	0	3	0	0	0	0
0.03	south21_active	80	15255	18237	10582	2454	2787	1142	1158	535	361	222	434	266	208	64	187	47	59	26	18	15	34	7	8	12	9	1	3	2	4	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0
0.03	south22_all	80	34234	30825	17904	5247	4970	2342	2066	1154	739	485	790	466	390	131	258	96	121	50	48	30	53	15	25	15	13	5	4	5	6	1	1	1	3	0	0	0	0	0	0	3	1	0	0	0
0.03	south22_active	80	15306	19122	11174	2607	2953	1175	1184	588	383	230	482	305	234	67	170	44	67	27	24	11	38	8	14	10	8	1	3	1	4	0	0	1	1	0	0	0	0	0	0	3	1	0	0	0
0.03	south23_all	80	33870	31983	18747	5387	5196	2438	2182	1152	770	483	802	453	405	137	266	91	128	50	46	27	38	12	25	13	15	4	2	5	6	1	1	2	2	1	1	0	0	0	0	4	1	0	0	0
0.03	south23_active	80	15142	20033	11791	2711	3144	1223	1287	567	401	233	489	294	242	57	179	38	67	27	24	11	27	8	12	8	9	1	1	1	4	0	0	1	1	1	1	0	0	0	0	4	1	0	0	0
0.03	south24_all	80	33643	32839	19349	5480	5155	2547	2309	1189	808	500	899	487	401	151	301	86	111	54	61	28	48	14	37	8	13	4	4	6	4	0	1	2	0	1	2	0	0	0	0	1	1	0	0	0
0.03	south24_active	80	14978	20640	12250	2800	3069	1296	1356	595	416	251	572	307	241	64	216	30	62	27	36	13	33	10	18	5	7	1	2	1	3	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0
0.03	south25_all	80	33565	33190	19720	5331	5175	2480	2366	1141	732	517	858	441	395	137	331	84	87	48	57	25	46	22	27	9	6	16	7	6	4	0	1	3	0	3	3	0	0	0	0	1	1	0	0	0
0.03	south25_active	80	15019	21033	12558	2715	3007	1267	1370	569	382	258	511	261	244	60	250	36	44	19	36	13	33	14	15	5	2	15	3	0	2	0	0	2	0	3	2	0	0	0	0	1	1	0	0	0
0.03	south26_all	80	33534	33130	19374	5314	5147	2440	2289	1121	767	514	920	433	407	133	322	94	84	51	64	23	60	27	35	13	7	18	8	6	6	0	1	3	5	3	3	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	14951	20952	12367	2753	3027	1230	1334	544	393	260	546	238	263	59	241	47	54	21	40	11	41	16	19	8	4	16	4	0	2	0	0	1	5	2	2	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	33505	32885	19242	5330	5024	2403	2278	1075	750	528	950	463	442	111	325	99	102	47	69	28	47	26	20	15	5	20	6	9	6	1	1	3	6	4	1	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	14958	20664	12437	2737	2947	1235	1360	520	384	260	558	260	269	50	230	51	73	19	43	10	29	14	10	10	3	17	3	2	2	1	0	1	5	3	1	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	33371	32465	18747	5410	4947	2419	2330	1027	753	537	929	449	432	137	339	103	109	51	61	28	47	20	18	18	6	9	2	8	4	2	0	4	6	5	0	0	0	2	0	0	0	0	0	0
0.03	south28_active	80	14855	20198	11978	2816	2939	1259	1452	501	364	275	580	272	267	58	226	48	84	26	36	12	30	11	9	12	3	5	1	3	1	2	0	1	5	4	0	0	0	2	0	0	0	0	0	0
0.03	south29_all	80	33283	32544	18601	5387	4972	2409	2293	1089	756	514	937	476	403	134	316	113	104	50	50	23	39	17	14	13	6	9	4	7	1	3	1	3	1	2	0	0	0	2	0	0	0	0	0	0
0.03	south29_active	80	14867	20417	11899	2808	2987	1260	1415	548	369	254	589	286	236	56	198	49	71	30	30	9	18	10	5	9	3	5	4	4	0	3	1	0	0	2	0	0	0	2	0	0	0	0	0	0
0.03	south30_all	80	32971	31969	18268	5281	4815	2386	2185	1031	723	480	844	467	376	139	293	101	86	49	51	21	36	15	13	14	10	8	4	8	2	2	3	2	1	2	0	1	0	1	0	0	0	0	0	0
0.03	south30_active	80	14757	20052	11643	2801	2842	1289	1319	546	352	246	517	290	215	64	184	44	52	35	29	10	16	6	6	9	3	4	4	4	1	2	2	0	0	2	0	1	0	1	0	0	0	0	0	0
0.03	south31_all	80	33133	27270	15051	4909	4418	2180	1936	1013	690	474	674	380	378	140	216	69	98	34	42	25	29	21	17	10	6	9	4	3	1	3	2	1	3	0	2	1	0	0	0	1	1	0	1	0
0.03	south31_active	80	15008	16899	9397	2420	2548	1134	1066	499	309	213	420	215	241	66	146	36	36	16	24	15	19	13	12	3	4	4	3	2	0	1	0	1	0	0	2	1	0	0	0	1	1	0	0	0
0.03	south32_all	80	33084	28422	15427	4974	4604	2242	2035	1040	709	499	700	417	393	137	257	68	87	35	45	25	32	21	10	14	6	3	6	2	1	3	2	2	3	0	0	1	0	0	0	1	1	0	1	0
0.03	south32_active	80	14998	17915	9763	2476	2692	1202	1162	525	342	232	469	249	249	63	184	33	29	14	32	17	21	15	7	6	4	0	3	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0
0.03	south33_all	80	32722	29698	16202	4909	4752	2306	2094	1099	717	511	700	443	401	126	292	74	82	41	54	23	43	19	15	13	7	12	6	4	1	3	2	2	9	0	0	0	0	0	0	1	1	0	1	0
0.03	south33_active	80	14710	18803	10186	2440	2796	1244	1188	574	357	255	451	257	247	61	217	32	30	20	36	14	19	15	12	5	3	4	3	2	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south34_all	80	32366	31040	17136	4883	4751	2358	2051	1088	741	519	787	445	405	126	292	78	95	48	52	25	39	20	18	16	6	14	8	2	2	3	1	1	9	0	0	0	1	0	0	0	1	0	0	0
0.03	south34_active	80	14482	19788	10846	2458	2824	1279	1160	569	378	270	529	256	244	59	191	33	49	23	32	12	19	17	14	7	0	7	5	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_all	80	32435	31641	17881	4984	4840	2325	2104	1114	700	506	765	489	433	123	286	78	84	56	47	27	50	16	22	11	6	15	4	2	2	2	1	2	8	0	0	0	1	0	0	0	1	1	0	0
0.03	south35_active	80	14428	20133	11472	2553	2858	1272	1196	569	367	255	508	274	273	59	188	33	49	27	25	14	28	7	16	5	0	7	4	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0
0.03	south36_all	80	32524	31311	17836	5022	4896	2249	2052	1106	716	483	749	504	402	134	298	75	83	50	47	23	48	14	17	14	9	6	6	4	3	2	0	2	7	0	1	0	1	0	0	0	0	1	0	0
0.03	south36_active	80	14652	19888	11387	2551	2892	1218	1221	566	367	246	496	272	251	63	194	37	49	21	30	12	32	6	11	8	2	4	6	1	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south37_all	80	32635	31116	18131	5191	4939	2256	2106	1095	707	504	697	551	371	144	267	71	86	52	47	23	51	15	11	14	14	9	9	4	3	1	0	3	0	1	8	1	1	0	0	0	0	1	0	0
0.03	south37_active	80	14677	19573	11621	2673	2934	1220	1273	553	348	261	447	303	227	70	177	35	47	23	32	12	40	6	4	8	3	2	6	1	2	1	0	1	0	0	7	0	0	0	0	0	0	1	0	0
0.03	south38_all	80	32644	31253	17971	5177	4950	2263	2033	1065	738	503	704	499	403	141	286	62	103	52	45	32	45	15	14	21	13	10	8	4	3	1	0	2	0	3	8	1	0	0	0	0	0	1	0	0
