label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105
0.03	south29_active	80	2045	485	341	250	131	131	240	71	61	62	136	62	34	73	26	85	58	25	50	17	19	21	27	17	20	10	24	14	6	16	3	2	5	7	6	5	3	5	3	0	4	1	2	5	3	2	1	1	2	0	0	0	4	0	0	2	0	0	9	0	3	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south30_all	80	3283	1008	643	499	272	264	345	149	136	109	208	122	67	115	59	122	100	43	95	27	33	30	50	32	39	20	42	23	16	24	10	5	9	12	10	5	4	4	3	7	13	1	7	3	7	5	1	2	6	4	0	2	1	0	0	1	0	0	7	5	1	0	0	1	7	3	1	0	0	0	1	1	7	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	2016	493	351	271	129	125	216	73	71	58	132	74	29	76	26	85	55	25	64	18	16	19	21	23	19	12	25	16	6	18	4	2	6	6	5	4	3	3	3	4	9	1	3	3	5	3	1	1	3	1	0	0	1	0	0	1	0	0	7	2	1	0	0	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south31_all	80	3131	996	626	520	270	257	346	150	137	128	203	136	56	125	60	104	78	27	110	35	26	36	49	65	31	13	17	29	11	24	13	8	9	11	10	6	8	4	10	14	3	4	23	0	15	6	2	1	0	1	8	1	1	1	1	0	1	0	4	6	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	south31_active	80	1850	507	339	260	123	120	203	78	61	77	110	81	24	79	35	69	48	19	75	16	14	20	27	40	15	5	12	17	8	12	9	5	3	3	9	3	6	1	2	11	2	2	16	0	9	4	0	1	0	0	8	1	0	1	1	0	1	0	4	6	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3232	1007	646	507	247	247	350	161	120	124	184	123	56	113	66	118	76	25	108	43	28	37	42	58	27	11	31	25	11	24	13	12	11	13	10	10	8	5	10	14	2	3	4	0	17	6	1	1	1	2	2	2	0	1	0	0	0	0	4	7	0	0	1	0	0	0	1	0	0	0	1	2	7	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south32_active	80	1923	516	326	269	109	119	221	77	46	66	99	72	23	69	36	73	52	15	73	21	14	19	22	38	13	3	18	15	8	10	9	6	5	5	9	6	6	2	2	11	2	1	1	0	11	4	0	1	0	1	2	2	0	1	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3226	1011	640	471	231	260	323	158	130	115	196	138	58	119	64	110	80	25	94	39	24	27	41	48	21	6	32	21	11	28	16	10	11	12	10	8	8	6	10	11	4	2	3	0	10	4	1	0	8	2	1	1	0	2	3	0	0	1	3	1	2	0	0	1	3	0	1	2	0	0	1	2	7	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	1920	532	328	259	94	133	198	79	47	52	100	83	21	71	34	66	54	14	62	19	11	13	26	32	11	2	16	14	8	13	10	6	5	5	8	5	6	2	2	5	3	0	3	0	9	1	0	0	7	1	1	1	0	2	1	0	0	0	3	0	1	0	0	1	2	0	0	2	0	0	0	1	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3322	962	619	474	244	255	320	156	136	112	186	147	62	144	67	87	91	35	97	39	23	36	38	32	21	6	29	25	15	21	10	7	11	12	9	12	6	12	7	9	2	2	6	0	10	5	2	2	9	4	1	2	0	3	3	0	0	1	0	1	2	0	0	1	3	0	0	2	0	0	1	0	7	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0.03	south34_active	80	1998	497	313	260	96	132	200	73	56	44	105	98	27	90	33	53	53	17	66	19	12	20	21	20	13	3	15	17	13	10	7	3	7	5	8	7	5	9	4	3	1	1	4	0	8	3	0	0	7	3	1	1	0	3	1	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_all	80	3245	945	650	468	243	258	347	150	138	110	194	158	59	158	62	81	96	42	91	31	19	28	41	42	24	5	27	26	19	19	6	4	8	10	9	9	7	12	12	9	2	2	7	1	9	5	2	5	9	3	0	1	1	6	3	0	0	1	0	1	2	0	0	1	3	0	0	2	0	0	1	0	6	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_active	80	1949	484	334	249	102	134	202	70	64	46	117	106	28	103	30	47	51	19	57	15	5	16	25	25	18	2	8	15	13	14	4	0	5	4	7	5	5	10	9	2	1	2	5	1	6	2	0	3	8	2	0	0	0	4	1	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south36_all	80	3266	960	682	450	264	245	367	151	143	105	200	146	67	148	70	79	105	52	105	33	20	29	42	37	29	7	26	26	18	14	7	6	11	8	8	10	9	12	12	14	6	4	12	1	10	3	1	6	4	5	0	2	7	5	6	1	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	south36_active	80	1937	491	356	229	114	130	222	70	75	45	127	93	34	100	33	52	63	26	65	15	10	18	27	19	22	3	10	15	12	10	6	0	7	3	7	5	6	11	8	7	6	2	10	1	6	2	0	4	2	5	0	1	6	3	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	south37_all	80	3199	959	688	433	260	240	383	151	134	107	223	129	65	134	71	109	77	51	98	41	19	18	32	32	31	9	42	28	13	19	10	7	18	9	7	10	13	14	14	18	7	4	14	2	5	3	3	6	4	3	1	1	9	3	5	1	2	1	0	2	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	1930	482	373	225	124	125	233	67	74	42	136	71	30	85	37	70	50	25	54	21	10	10	27	15	23	3	22	13	8	14	8	1	9	5	5	6	8	5	10	7	6	1	11	2	1	2	3	6	2	3	0	1	8	1	3	1	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_all	80	3183	982	691	431	276	225	397	154	136	101	213	128	66	141	58	123	74	48	105	43	15	21	35	27	30	9	44	26	7	17	11	7	25	9	6	13	10	15	7	20	8	6	18	2	5	0	3	4	4	3	3	3	10	1	5	1	2	1	3	2	3	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	1936	506	385	215	128	120	246	74	73	39	140	65	27	97	34	86	54	30	54	23	11	13	30	14	20	5	25	13	4	12	7	2	16	5	5	6	6	5	3	11	7	1	13	2	2	0	3	4	3	3	0	2	10	1	3	1	1	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_all	80	3306	1008	690	454	287	224	419	171	128	94	201	141	62	164	48	134	76	43	114	31	15	23	34	36	23	10	43	21	11	32	12	9	23	9	5	11	13	17	10	13	7	4	21	1	5	0	3	4	2	3	3	3	4	1	2	0	0	1	3	2	3	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	2030	527	379	213	137	116	258	89	61	42	126	75	26	123	26	89	54	23	76	16	10	12	27	21	14	4	30	10	7	24	6	3	13	5	3	4	6	6	6	7	5	0	15	1	1	0	3	3	2	2	0	1	4	0	1	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3348	1019	676	459	267	223	408	190	127	94	171	139	60	161	50	142	80	39	119	29	15	27	39	41	24	11	35	20	14	29	10	10	19	11	9	8	11	18	7	10	8	4	16	6	6	2	1	7	5	3	2	3	4	1	0	0	0	0	3	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	2049	544	365	227	123	114	247	97	61	44	124	80	20	121	24	93	52	23	77	15	10	12	27	25	14	5	26	10	9	23	4	2	11	4	8	2	5	7	5	9	5	1	10	3	4	0	0	5	4	2	0	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
