label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north1_all	80	8522	3347	1821	4657	705	1318	840	182	193	134	68	64	94	27	22	26	12	35	14	5	13	7	2	6	1	6	1	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	3360	1315	730	4290	200	1167	732	66	84	70	22	24	71	6	8	15	5	29	4	3	12	7	0	2	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8475	3416	1849	4514	706	1239	833	198	200	122	72	62	98	23	23	23	11	30	13	7	12	9	2	6	1	6	0	1	1	1	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	3378	1361	733	4151	181	1068	728	69	94	63	26	28	72	6	11	16	5	24	2	2	12	9	0	2	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8437	3410	1819	4442	717	1265	869	208	173	118	76	70	100	25	24	21	11	28	10	7	21	2	1	6	1	1	0	2	1	1	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	3302	1363	725	4096	184	1100	758	84	78	67	31	29	74	7	10	13	3	24	3	2	20	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8546	3432	1817	4413	723	1289	892	225	190	127	65	67	98	29	22	27	13	18	6	8	20	7	2	4	1	1	0	2	2	1	0	0	3	1	0	0	0	0	0
0.03	north4_active	80	3372	1403	724	4067	184	1119	774	91	84	62	29	27	69	7	10	19	3	15	2	3	19	6	0	2	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0
0.03	north5_all	80	8452	3446	1841	4627	736	1399	806	223	169	130	75	72	102	33	27	30	11	21	9	5	15	6	1	2	1	0	1	1	2	0	0	0	4	0	0	0	0	0	0
0.03	north5_active	80	3353	1357	762	4313	203	1243	692	96	74	67	36	31	81	8	15	16	3	18	4	3	14	5	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
0.03	north6_all	80	8474	3421	1807	4600	706	1449	818	241	177	134	80	73	103	32	29	28	13	14	8	6	7	6	1	1	1	3	1	0	1	0	0	0	4	0	0	0	0	0	0
0.03	north6_active	80	3374	1342	743	4288	200	1285	702	94	84	72	38	32	87	7	13	16	4	12	4	3	6	5	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north7_all	80	8356	3322	1871	4563	695	1408	868	249	166	142	82	69	105	31	29	23	13	21	9	6	8	6	0	0	4	3	3	0	1	0	1	0	1	0	0	0	0	0	0
0.03	north7_active	80	3277	1297	745	4264	186	1255	762	94	78	79	38	33	92	8	12	13	5	17	4	3	7	6	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8435	3280	1860	4552	696	1383	937	252	176	140	82	55	99	28	27	14	14	28	10	4	17	5	0	1	3	3	3	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	3304	1258	711	4236	179	1216	839	92	80	82	35	23	88	5	7	8	5	25	5	1	15	5	0	0	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8439	3271	1852	4606	662	1224	912	240	172	133	78	60	112	32	27	12	16	32	11	7	21	6	1	1	3	2	3	0	1	2	2	0	0	0	0	0	0	0	0
0.03	north9_active	80	3279	1286	704	4283	172	1067	820	93	72	77	29	27	100	10	7	8	7	29	6	4	20	6	0	0	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	8421	3294	1831	4879	648	1288	901	222	171	129	88	61	113	34	25	16	13	42	8	8	25	6	2	3	1	2	3	0	2	2	1	0	0	0	0	1	0	0	0
0.03	north10_active	80	3281	1238	709	4532	171	1120	806	83	72	77	30	28	101	11	6	8	5	38	6	5	21	6	0	1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	8398	3494	1839	4700	693	1398	902	234	191	140	89	72	63	32	23	32	19	21	10	7	25	12	3	4	1	0	1	1	5	1	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	3271	1422	703	4381	171	1224	793	95	80	69	31	27	39	14	13	16	11	20	3	5	24	11	0	4	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	8470	3528	1841	4710	691	1462	955	208	179	157	76	75	65	33	24	28	16	27	14	8	26	12	5	3	0	2	0	1	5	1	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	3323	1410	697	4395	170	1300	833	75	81	84	34	28	43	11	11	12	10	26	6	3	25	11	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	8463	3512	1883	4688	691	1412	945	201	176	141	75	72	62	34	25	25	18	29	11	7	25	11	4	4	0	3	0	1	5	1	0	0	0	0	1	0	1	0	0
0.03	north13_active	80	3359	1393	716	4373	178	1262	831	66	88	72	29	22	44	14	10	11	13	27	5	2	23	10	0	4	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	8404	3471	1823	4366	687	1217	880	193	159	140	68	71	78	37	29	26	19	29	7	5	25	12	3	4	3	5	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	3217	1361	690	4065	166	1077	763	63	83	75	34	24	65	14	10	12	13	25	3	0	23	12	0	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8417	3347	1841	3950	654	1235	830	198	165	119	72	68	91	37	27	24	16	19	7	7	7	6	1	3	3	5	1	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	3126	1311	671	3621	157	1082	716	61	78	59	31	22	77	12	10	13	9	16	4	1	5	6	0	1	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8395	3245	1838	3637	669	1139	716	205	168	119	66	67	93	37	26	28	10	14	7	5	13	8	1	2	4	4	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	3015	1220	678	3274	156	974	601	72	77	64	28	26	77	11	8	14	2	12	4	1	11	8	0	0	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	8434	3243	1863	3603	657	1190	744	227	163	132	77	69	85	36	22	33	10	10	7	9	10	7	4	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	2968	1176	680	3235	152	1026	615	79	70	71	27	30	66	9	7	19	3	9	5	4	9	6	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_all	80	8523	3222	1883	3976	677	1231	800	235	168	141	80	65	104	26	26	32	10	24	7	9	10	9	4	4	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	3082	1198	709	3578	176	1090	662	86	84	68	31	34	77	10	7	19	4	23	3	4	9	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	8596	3315	1869	4189	692	1265	864	240	191	145	93	69	118	28	19	30	11	31	12	9	5	11	4	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	3249	1261	729	3800	183	1128	724	87	110	73	38	36	88	10	6	18	9	30	5	5	5	8	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	8668	3333	1845	4365	699	1354	889	204	204	147	104	58	109	25	21	27	16	38	15	10	14	8	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north20_active	80	3343	1291	733	4002	187	1209	766	76	111	73	36	28	83	10	7	16	11	38	6	6	13	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
