label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	south21_all	80	11055	3205	4400	2531	2660	475	880	333	233	491	101	81	91	107	35	25	19	14	8	12	9	7	3	0	2	2	14	4	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	7042	805	3808	2126	2440	172	776	240	163	450	50	58	78	98	10	3	9	7	5	11	6	6	0	0	1	0	14	2	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	10898	3239	4486	2467	2654	462	876	333	241	530	92	64	80	109	28	19	17	11	12	13	9	7	1	0	4	2	6	5	1	1	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	6920	807	3868	2073	2425	166	768	245	168	489	46	39	68	100	9	3	8	4	9	12	5	5	0	0	1	0	6	3	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	10923	3307	4375	2474	2526	434	922	360	240	452	97	74	81	112	28	20	19	13	23	8	10	6	0	2	3	2	4	2	1	1	1	0	0	0	0	0	0	0	1
0.03	south23_active	80	6945	828	3743	2080	2308	147	805	275	160	411	48	44	64	101	10	3	12	6	21	6	5	2	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_all	80	10720	3290	4363	2361	2455	413	986	366	248	413	79	77	84	105	34	22	24	15	26	8	8	6	1	3	2	1	2	2	2	1	0	0	0	0	0	0	0	0	1
0.03	south24_active	80	6855	835	3665	1969	2241	129	856	280	172	380	45	45	67	95	12	4	14	9	23	7	4	3	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	10491	3292	4069	2201	2301	427	896	351	239	394	70	83	75	94	34	21	22	15	20	6	7	4	2	7	0	1	2	1	1	1	1	0	0	2	0	0	0	0	1
0.03	south25_active	80	6451	828	3295	1809	2084	142	767	256	158	358	43	51	58	83	9	6	18	10	18	5	3	2	0	0	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0
0.03	south26_all	80	10056	3303	3700	2159	1989	454	782	323	211	390	71	86	71	96	33	23	20	13	12	8	2	4	4	9	1	1	2	1	1	1	1	0	0	2	0	0	0	0	0
0.03	south26_active	80	5963	805	2916	1703	1757	144	654	219	148	355	41	54	56	83	8	6	13	8	11	6	0	4	2	0	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0
0.03	south27_all	80	9734	3293	3230	1994	1769	483	678	281	194	347	83	76	58	85	22	25	19	10	11	9	1	5	3	7	1	1	2	0	0	1	1	0	0	2	0	0	0	0	0
0.03	south27_active	80	5462	781	2465	1516	1535	149	543	174	120	303	39	43	45	71	4	6	13	6	8	7	0	4	2	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0
0.03	south28_all	80	9658	3236	3047	1891	1749	476	660	254	207	312	106	80	65	75	18	28	20	10	8	7	1	6	4	5	1	1	6	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5311	775	2331	1426	1500	119	534	155	130	257	50	48	49	60	4	7	12	5	3	5	0	3	2	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10209	3151	3493	1995	1984	464	779	296	213	338	107	80	62	80	22	23	20	16	25	8	4	11	3	1	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5872	765	2784	1546	1746	123	670	193	132	289	53	53	45	68	8	6	12	10	19	8	3	8	2	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	10595	3200	3820	2118	2202	434	836	333	232	429	102	83	82	74	23	21	20	15	24	8	5	10	1	1	0	2	6	4	1	1	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	6340	837	3132	1711	1970	128	729	236	142	378	46	61	63	65	6	8	15	11	18	8	5	8	0	0	0	0	6	4	1	0	1	0	0	0	0	0	0	0	0
0.03	south31_all	80	10709	3229	3775	2131	2331	414	852	369	203	335	88	86	87	56	32	20	10	11	12	14	2	4	1	2	1	0	1	2	1	0	0	1	0	0	0	0	0	0	0
0.03	south31_active	80	6486	827	3113	1706	2093	123	747	257	135	295	50	53	66	49	11	5	10	6	10	8	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	10969	3267	4078	2288	2419	419	850	391	225	367	103	91	90	58	18	18	16	13	10	12	1	2	3	2	3	0	0	3	2	0	0	0	1	0	0	0	0	0	0
0.03	south32_active	80	6858	837	3440	1872	2192	123	758	286	145	317	56	59	70	49	7	4	12	10	8	10	1	1	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_all	80	11088	3302	4425	2389	2456	423	917	387	233	402	90	86	76	59	16	17	17	18	8	11	2	2	3	3	3	1	3	2	3	1	1	0	1	0	0	0	0	0	0
0.03	south33_active	80	7022	844	3812	1948	2229	152	827	284	159	351	51	56	59	52	7	3	12	12	7	8	1	1	0	0	3	0	3	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_all	80	10571	3308	4136	2333	2270	454	892	343	244	421	86	60	59	62	12	14	21	19	4	9	2	3	3	2	4	1	4	1	2	2	1	0	1	0	0	0	0	0	0
0.03	south34_active	80	6530	820	3522	1902	2039	158	802	244	169	372	43	38	42	56	7	3	12	12	4	7	1	1	0	1	4	0	4	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_all	80	10165	3278	3692	2128	1992	458	820	309	238	351	73	57	57	43	16	13	18	18	3	11	2	3	2	2	2	1	4	0	1	2	1	0	0	0	1	0	0	0	0
0.03	south35_active	80	6074	797	3027	1706	1760	160	711	197	148	315	42	37	45	39	9	4	13	8	3	10	0	2	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	9777	3342	3314	1913	1781	457	729	293	226	372	81	55	63	44	21	15	19	19	12	7	3	3	1	2	1	0	1	0	0	2	1	0	0	0	1	0	0	0	0
0.03	south36_active	80	5571	779	2625	1486	1519	150	622	182	127	344	38	32	43	37	11	5	13	6	11	7	1	2	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	9652	3348	3337	1874	1698	436	737	295	206	384	96	60	63	52	28	19	22	17	11	9	3	2	1	1	3	1	0	1	0	2	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	5477	739	2629	1447	1450	150	616	185	110	356	44	33	47	45	15	5	15	8	10	8	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	10037	3305	3737	1951	2017	444	803	324	202	404	97	67	77	73	22	20	20	16	13	6	6	2	2	1	4	2	1	1	0	1	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	5936	759	3064	1519	1763	154	687	221	131	376	46	37	54	66	11	4	14	8	12	4	3	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	10533	3274	4092	2182	2268	433	863	323	191	443	100	68	74	97	26	24	20	16	15	10	7	0	2	1	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	6525	790	3424	1771	2049	136	759	224	126	413	47	37	58	84	12	5	15	10	11	5	4	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	11017	3287	4417	2365	2421	454	979	310	204	442	100	69	72	97	21	21	24	10	13	12	9	0	1	1	1	3	2	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south40_active	80	7044	837	3796	1955	2212	145	875	223	141	417	61	40	54	82	9	4	19	6	10	8	5	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
