label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	6918	4244	2388	821	752	459	409	381	195	200	75	44	49	32	24	15	13	12	7	2	4	4	2	1	4	3	0	0	1	3	0	1	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	3353	2506	1405	358	413	235	231	242	99	126	46	20	34	16	16	5	5	8	5	1	1	2	1	0	4	2	0	0	1	3	0	1	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	6930	4327	2345	824	716	461	415	348	215	204	89	57	46	32	17	16	15	14	5	3	6	2	2	1	4	3	0	1	2	2	0	2	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	3385	2605	1356	364	396	236	234	227	118	117	51	29	32	16	9	6	7	11	4	1	1	1	1	0	4	2	0	0	1	2	0	2	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	6735	4142	2268	843	694	466	406	346	200	184	86	60	48	33	27	15	18	17	5	4	8	1	3	1	1	2	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	3184	2437	1299	361	392	237	226	238	115	98	49	34	28	16	14	5	10	12	2	2	3	0	1	0	1	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	6534	4024	2149	859	643	460	410	308	196	178	93	54	53	31	29	18	14	19	3	6	8	2	3	1	1	0	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	3029	2315	1206	360	343	236	230	200	120	91	50	31	23	17	18	6	8	13	1	3	3	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	6324	3851	2050	879	637	442	374	287	193	170	80	59	45	27	27	16	10	16	5	5	5	3	4	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2880	2141	1139	376	341	221	197	169	115	90	44	25	17	15	17	5	7	9	2	2	3	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6391	3857	2032	858	656	434	370	330	180	199	86	61	51	32	27	15	10	17	4	8	3	2	3	0	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2929	2154	1148	370	323	226	188	194	105	112	43	25	20	16	18	5	5	11	2	5	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6560	3955	2045	824	670	433	375	352	199	199	84	55	45	34	29	12	8	15	7	9	0	1	4	2	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3086	2239	1181	348	350	221	197	220	123	117	42	17	23	17	18	4	4	11	3	7	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6751	4181	2099	784	691	418	361	395	187	208	96	55	54	31	28	13	11	12	5	9	1	2	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3208	2410	1237	336	369	213	185	255	109	127	44	23	28	15	16	5	4	9	1	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6777	4353	2128	796	733	436	349	404	197	203	93	59	55	32	26	15	10	12	7	7	1	2	3	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3283	2540	1245	341	396	213	192	257	109	132	42	25	38	17	14	6	4	7	2	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6785	4465	2150	810	696	457	356	416	208	203	97	56	53	32	26	15	9	12	7	4	3	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3291	2630	1231	373	378	236	200	267	118	126	45	28	34	18	14	6	4	6	4	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6680	4458	2251	813	720	460	404	395	193	201	109	60	58	30	27	15	7	9	7	5	4	6	1	3	1	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3199	2637	1314	372	383	242	242	248	108	122	59	31	36	18	11	3	2	6	3	3	3	3	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6717	4361	2238	844	716	434	419	421	186	195	100	51	56	33	28	12	10	8	8	2	2	4	1	3	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	3251	2547	1312	383	372	233	241	284	118	125	56	27	37	21	13	3	3	7	5	0	1	2	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6778	4381	2228	812	731	437	410	403	192	209	100	43	61	25	28	17	14	9	10	8	3	3	1	1	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	3278	2531	1297	372	383	228	234	278	120	128	60	20	39	16	13	5	7	6	8	6	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6769	4224	2166	806	719	429	399	366	204	220	99	38	62	27	23	12	11	18	7	9	5	4	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	3233	2408	1257	358	386	225	223	250	131	140	58	13	41	18	13	4	6	12	6	6	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6619	4202	2053	812	704	436	390	343	213	184	95	43	61	21	22	10	7	20	5	9	5	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north15_active	80	3148	2435	1183	366	376	235	227	226	132	125	56	16	36	10	10	3	5	13	4	6	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	6583	4072	2088	821	694	475	377	328	200	183	105	46	50	22	21	7	5	17	3	6	6	6	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	3092	2335	1198	374	373	255	225	219	123	111	62	19	26	10	10	4	2	12	1	3	4	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	6691	3921	2135	817	733	482	398	350	193	183	89	46	50	26	24	12	8	16	3	7	7	4	2	1	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	3118	2274	1235	365	394	264	220	241	103	105	52	22	20	8	12	5	4	13	1	2	4	3	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	6732	4077	2201	846	743	492	394	399	202	218	88	45	53	24	31	13	9	14	3	9	9	1	2	1	1	4	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	3186	2332	1269	372	395	266	204	275	119	138	49	23	26	8	13	6	5	13	2	4	6	0	1	1	1	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	6844	4311	2221	823	760	483	400	413	176	238	83	37	62	28	31	17	11	15	2	8	9	2	4	0	2	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	3231	2526	1302	370	411	261	193	279	107	165	49	20	35	9	15	5	7	14	2	4	4	0	3	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6795	4441	2179	857	760	477	380	405	189	229	93	39	60	32	32	18	13	11	4	7	7	2	4	0	2	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3230	2623	1281	365	440	256	190	262	121	171	54	18	34	10	15	4	8	9	3	4	2	0	3	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	13714	2902	3687	1217	530	481	484	177	210	157	85	109	124	25	16	41	14	14	7	24	14	6	2	1	1	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	8454	1480	2397	704	263	289	293	75	129	90	42	64	82	20	6	25	5	10	4	21	10	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	13692	2939	3737	1282	527	485	494	176	237	156	87	128	126	31	19	53	14	12	14	20	14	9	3	0	2	4	0	2	5	0	0	0	0	0	0	0	1	0	0	0	0
