label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north11_active	80	11293	2735	2712	769	467	310	208	151	181	60	135	75	27	52	20	19	6	5	3	2	1	3	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	18014	5022	4218	1423	938	594	426	290	295	128	233	121	55	99	30	28	17	9	11	5	4	6	3	6	1	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	11330	2881	2679	794	517	297	216	155	171	60	135	83	28	72	17	14	11	5	7	3	1	2	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	17557	4883	4227	1366	927	607	399	299	288	144	239	116	54	98	31	31	16	7	10	8	4	7	3	3	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	10969	2816	2657	723	516	297	205	158	172	62	144	72	32	66	19	14	10	3	7	4	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	16701	4713	4042	1337	923	619	388	289	290	139	217	107	61	100	31	30	17	13	13	6	9	5	4	3	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
0.03	north14_active	80	10279	2654	2503	714	525	321	195	161	172	57	130	63	38	68	14	12	10	4	9	2	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	15979	4514	3898	1303	936	614	381	296	306	142	217	120	65	83	33	31	22	13	12	4	7	8	6	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
0.03	north15_active	80	9666	2476	2441	648	505	315	195	164	181	55	139	71	44	51	13	10	11	5	7	1	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	15454	4443	3775	1282	941	590	339	283	322	124	183	104	73	82	31	39	17	13	10	4	8	8	5	0	4	2	1	1	0	2	0	0	0	0	0	0	1	0	0	2	0
0.03	north16_active	80	9291	2391	2348	634	489	316	166	158	179	46	120	60	45	54	8	19	7	6	4	1	4	4	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	15361	4475	3766	1280	923	556	361	285	328	124	175	101	67	66	29	30	14	12	10	3	6	7	4	2	3	6	1	1	1	2	0	0	0	0	0	0	1	0	0	2	0
0.03	north17_active	80	9130	2376	2329	637	462	295	189	157	188	56	114	61	37	43	7	15	7	5	5	2	4	5	2	1	1	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	16094	4631	3971	1281	961	566	376	303	303	115	194	96	66	76	29	39	9	18	4	4	6	5	1	3	2	5	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	9729	2484	2487	641	488	298	191	171	173	48	126	55	36	52	11	23	5	4	2	2	4	4	1	2	1	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	16535	4884	4180	1363	975	575	392	293	283	126	205	119	56	84	23	47	8	18	5	8	7	6	5	5	2	5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	10013	2646	2586	689	525	305	199	159	170	57	125	73	31	57	9	28	5	3	3	6	6	4	4	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	17243	4874	4422	1352	998	600	391	302	258	123	236	145	46	94	31	52	13	13	8	11	5	5	6	4	1	4	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	10652	2639	2834	696	547	332	200	150	158	58	147	98	24	64	10	35	7	2	4	7	3	4	5	3	1	4	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	15223	4419	3805	1250	874	613	396	277	331	132	193	109	53	78	29	42	17	11	10	7	1	4	4	4	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	8957	2295	2337	644	432	305	204	131	214	65	101	61	28	46	18	28	11	6	2	3	0	2	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	15834	4608	3976	1327	914	577	358	271	346	136	187	126	54	75	30	40	19	10	8	6	1	3	3	3	7	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	9367	2392	2448	697	467	295	208	127	224	68	98	77	27	45	15	26	10	6	1	3	1	1	1	1	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	16800	4750	4141	1337	935	594	362	311	330	132	202	102	58	94	29	43	18	10	8	3	4	3	3	2	7	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south23_active	80	10159	2488	2600	711	487	309	205	154	197	63	120	62	29	68	13	32	9	5	3	2	2	1	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south24_all	80	17497	4770	4349	1396	946	610	370	341	343	125	248	112	59	95	30	34	15	8	5	9	7	2	4	3	4	2	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0
0.03	south24_active	80	10710	2571	2767	740	518	337	210	190	203	61	164	64	30	55	13	23	6	4	3	6	3	1	1	1	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
0.03	south25_all	80	17813	4911	4472	1434	981	643	384	339	337	134	238	109	65	129	27	36	20	5	9	7	9	5	7	4	6	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0
0.03	south25_active	80	10892	2683	2858	777	538	353	206	189	217	67	153	62	29	72	12	24	9	2	5	5	5	4	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_all	80	17701	4893	4482	1442	982	649	391	329	317	126	238	122	67	115	27	38	18	8	8	9	8	5	7	2	3	1	1	0	2	1	1	0	1	0	0	0	0	1	0	0	0
0.03	south26_active	80	10871	2696	2832	764	539	356	213	179	193	59	157	70	33	56	15	23	10	3	5	6	4	4	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_all	80	17859	4915	4494	1434	980	652	409	278	355	127	234	126	67	117	26	39	16	9	9	5	5	4	7	5	3	1	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	11044	2705	2905	765	531	359	212	142	226	55	164	80	31	69	15	22	10	4	6	3	3	3	3	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	18040	4824	4509	1391	970	658	443	281	354	127	212	122	68	93	26	40	17	10	11	7	4	4	4	5	4	2	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	11242	2640	2853	719	515	338	249	142	223	50	132	68	34	72	16	22	14	4	7	4	1	2	2	4	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	18118	4903	4482	1397	958	643	441	278	342	126	201	119	65	92	26	30	12	10	8	8	4	3	4	7	3	1	2	2	1	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	11392	2685	2849	701	526	346	236	139	222	53	123	75	31	66	12	13	9	5	5	3	1	1	2	7	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	17915	4943	4487	1413	956	619	424	313	320	118	252	116	63	86	28	20	12	6	14	10	6	6	4	5	3	1	1	2	1	1	1	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	11178	2681	2838	714	514	328	226	169	197	44	166	63	33	45	14	7	8	2	6	3	1	1	2	4	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	15751	4630	3801	1400	925	630	382	296	299	125	176	101	46	88	29	32	17	7	16	5	4	2	2	2	4	1	0	1	0	2	1	1	0	1	0	0	0	1	1	0	0
0.03	south31_active	80	9468	2502	2278	672	491	335	188	148	173	54	95	61	22	68	16	22	7	4	7	4	3	0	1	2	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	16493	4678	4074	1425	924	682	389	288	314	126	189	109	42	105	22	41	16	7	12	4	4	0	6	4	6	1	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0
0.03	south32_active	80	10014	2525	2529	708	482	373	195	149	189	57	97	74	16	79	10	28	5	3	5	2	3	0	3	4	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	17314	4775	4197	1401	963	676	388	299	313	122	199	104	46	102	19	40	15	9	12	4	1	2	6	3	5	2	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0
0.03	south33_active	80	10650	2591	2655	730	518	393	200	167	195	57	109	66	19	77	9	29	5	1	9	3	1	1	3	3	3	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	17952	4866	4406	1454	962	696	396	295	346	115	207	108	62	112	24	49	15	11	11	8	3	5	5	5	2	2	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	11127	2679	2841	788	485	382	212	168	221	51	125	71	29	80	11	35	5	2	7	5	2	3	2	4	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	17867	4862	4486	1443	956	667	388	324	363	112	201	118	67	103	32	52	20	12	12	8	5	6	2	5	0	2	1	0	0	2	1	1	0	0	1	0	1	0	0	0	0
0.03	south35_active	80	11090	2654	2919	793	458	352	206	188	226	43	132	77	39	72	18	35	7	2	6	4	4	3	1	3	0	1	1	0	0	2	0	1	0	0	1	0	1	0	0	0	0
0.03	south36_all	80	17943	4863	4560	1397	950	662	403	307	354	118	199	111	63	98	35	55	18	14	10	11	6	5	2	8	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0
0.03	south36_active	80	11188	2731	2945	788	473	344	211	175	216	48	143	67	41	54	22	37	8	5	2	6	5	3	1	5	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0
0.03	south37_all	80	18230	4816	4598	1387	946	657	399	310	344	127	216	116	59	100	27	49	20	13	8	8	5	2	8	6	4	3	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	south37_active	80	11363	2697	3034	757	482	338	217	178	219	53	155	69	41	59	20	31	10	4	2	4	4	1	7	3	4	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	south38_all	80	18401	4887	4556	1396	973	620	422	300	344	128	191	110	51	96	26	47	10	10	8	7	5	4	10	5	6	3	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0
0.03	south38_active	80	11577	2763	2937	732	501	301	231	161	210	65	125	64	35	54	13	28	7	4	2	4	4	1	8	3	4	2	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	18319	4888	4415	1412	942	610	460	300	324	145	195	109	56	99	31	42	14	8	6	6	2	5	10	5	6	5	0	0	1	1	0	2	0	1	1	0	0	0	0	0	0
0.03	south39_active	80	11463	2741	2746	722	484	316	257	160	184	69	128	59	38	66	14	24	9	3	4	3	1	1	8	3	4	4	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	18030	4994	4322	1404	898	581	467	299	358	132	201	124	64	92	32	35	17	8	6	6	2	6	3	7	2	3	0	1	2	1	0	2	0	1	1	0	0	0	0	0	0
0.03	south40_active	80	11279	2785	2687	708	465	305	257	166	204	63	131	71	40	53	15	24	13	4	4	2	1	2	2	7	0	3	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0
