label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134
0.03	south24_active	80	2166	2825	301	162	598	299	678	173	466	299	171	161	146	258	44	456	36	381	229	67	65	215	16	71	13	76	62	18	18	14	76	5	62	74	38	12	107	9	2	12	2	2	4	21	14	27	5	46	2	0	3	3	44	0	20	3	0	8	2	0	1	2	0	3	1	2	1	0	6	0	1	1	1	0	0	3	1	0	2	2	0	0	1	0	0	1	2	0	3	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	3946	3461	1007	694	823	464	845	314	552	413	275	221	214	291	109	468	91	418	249	93	90	235	55	93	44	96	70	38	28	32	101	17	60	88	48	29	118	15	8	11	18	12	16	22	13	22	9	39	5	4	7	8	37	5	27	3	3	9	3	3	1	2	2	5	4	1	3	2	6	2	2	3	0	1	0	1	3	0	2	1	0	2	1	0	0	1	1	0	3	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2112	2842	301	170	588	279	704	138	459	318	186	138	143	235	37	445	39	392	230	66	61	214	21	73	17	82	56	20	17	12	94	4	56	84	40	21	115	9	3	8	2	5	15	17	10	21	7	38	0	2	4	4	33	2	26	3	0	6	2	0	1	2	0	4	1	0	2	1	5	0	1	2	0	0	0	1	1	0	2	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	3796	2935	959	658	731	454	714	288	497	361	233	176	170	263	117	359	89	314	199	75	82	220	52	93	44	72	70	33	24	32	84	12	49	89	40	24	80	16	12	11	16	13	20	24	14	16	11	20	3	4	6	9	23	7	17	3	4	15	3	3	0	3	1	6	5	1	3	3	5	1	2	2	0	0	0	3	3	1	1	1	1	2	1	0	0	2	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1837	2289	272	193	479	243	553	121	393	252	141	102	99	197	38	329	38	285	180	49	55	199	22	73	19	58	55	14	14	10	76	3	46	84	27	16	77	11	3	8	4	5	19	20	11	16	9	20	0	3	3	6	20	3	16	1	0	11	1	0	0	3	0	5	0	0	2	1	3	0	1	2	0	0	0	1	2	1	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3652	2540	1001	645	700	441	623	273	407	303	246	175	176	197	113	273	85	265	154	71	78	186	49	79	38	70	47	28	27	33	75	14	43	78	36	29	42	12	12	7	16	11	23	13	11	11	10	16	5	3	9	8	22	5	15	5	3	11	3	1	0	3	0	5	5	1	3	2	6	1	2	2	1	0	1	3	1	1	0	1	1	0	0	2	0	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1586	1822	279	204	423	213	446	85	291	188	142	97	96	141	38	233	32	238	125	45	45	159	20	59	16	53	31	13	13	12	67	2	36	72	24	21	39	7	3	3	3	3	22	12	5	10	7	15	1	3	4	5	18	4	14	1	0	8	1	0	0	2	0	4	1	0	1	1	4	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3507	2199	1002	682	674	431	557	254	407	257	241	164	175	179	115	234	77	204	133	70	86	127	43	70	43	63	45	32	26	30	41	16	41	60	33	17	39	9	10	10	13	11	11	11	12	13	12	10	4	2	10	7	17	3	10	5	4	11	2	1	0	2	1	3	7	1	3	1	4	0	2	2	2	0	1	4	3	1	0	1	2	0	0	2	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1424	1430	266	206	391	185	393	82	278	151	128	84	93	116	34	190	32	176	103	36	48	101	13	49	17	46	29	15	9	10	27	2	35	52	21	14	35	6	1	7	3	1	11	9	7	11	6	9	1	2	1	5	14	2	9	1	0	8	1	0	0	1	0	1	2	0	1	0	2	0	1	1	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3456	2275	1055	691	675	466	582	258	397	284	237	181	173	190	115	268	77	228	142	84	81	184	36	78	41	70	40	41	32	21	51	17	34	63	24	18	43	10	6	12	13	10	14	6	17	18	12	10	4	1	8	5	15	2	8	4	3	6	4	1	0	3	1	3	8	1	1	0	3	0	1	2	2	1	1	2	2	0	0	2	3	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1478	1492	275	170	400	209	422	80	271	168	128	93	92	117	29	233	31	192	110	48	45	156	8	52	16	54	21	21	10	9	36	2	27	57	15	14	35	7	1	7	2	3	13	4	11	14	3	9	1	1	1	4	13	1	6	1	0	4	2	0	0	2	0	1	2	0	0	0	1	0	1	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3614	2736	1036	709	727	487	714	266	468	373	248	215	176	243	114	436	75	314	148	85	74	228	37	86	44	89	59	43	31	20	59	19	47	91	19	20	54	16	4	12	16	9	19	16	12	22	14	21	3	1	8	5	15	2	10	1	1	3	7	2	0	8	2	2	6	2	4	0	2	0	2	1	1	1	2	1	2	1	0	4	2	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1786	2028	284	165	477	240	563	105	359	262	153	123	103	171	25	402	33	279	122	55	39	209	9	66	15	70	41	24	11	10	40	8	39	88	14	16	47	11	0	8	4	4	18	13	8	19	5	21	1	0	2	3	14	1	8	1	0	1	5	0	0	6	0	1	1	0	4	0	1	0	1	1	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	4038	3348	1014	655	839	494	952	335	551	367	270	231	191	235	107	558	75	395	199	98	91	253	44	86	38	127	63	34	24	25	63	14	41	81	29	26	79	7	16	19	8	3	21	11	17	22	7	30	2	8	2	4	26	4	28	5	1	2	1	5	1	1	2	0	1	1	2	0	7	1	2	0	4	0	1	0	0	1	1	2	1	0	0	1	0	1	2	1	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2175	2712	315	160	622	275	784	147	451	281	180	138	125	183	30	527	42	368	177	68	56	234	16	71	14	119	56	23	8	11	56	3	34	76	28	18	73	3	4	13	2	1	19	8	12	17	2	28	2	3	1	2	26	0	28	2	0	2	0	2	1	1	0	0	1	0	1	0	6	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3948	3355	1035	671	791	502	937	328	519	350	275	215	223	273	122	586	81	417	203	93	91	291	36	84	37	125	57	39	27	30	68	10	45	91	30	31	72	13	12	20	9	2	22	13	16	24	5	75	4	5	4	4	25	4	21	5	4	2	2	3	2	4	2	0	1	0	2	0	3	2	3	0	4	1	0	0	2	3	1	1	1	0	0	0	0	1	2	1	2	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2083	2742	330	158	583	280	781	151	410	273	180	137	141	220	31	547	40	395	180	62	63	275	14	69	10	118	44	30	12	16	59	2	40	85	27	24	66	10	3	15	1	1	20	10	11	17	1	74	4	1	3	3	24	0	21	0	2	2	1	2	1	4	1	0	1	0	1	0	2	1	2	0	3	1	0	0	2	1	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3994	3347	957	676	773	512	913	343	531	354	291	212	250	260	126	530	85	438	204	105	82	273	31	89	38	126	65	45	27	24	83	12	53	85	32	26	67	14	7	21	11	2	23	11	8	20	2	72	6	6	4	6	24	6	9	5	4	2	3	3	2	8	1	1	1	0	3	1	3	3	3	1	1	1	0	0	2	3	1	1	3	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	2126	2730	295	163	573	311	772	161	427	265	205	147	172	206	34	497	44	417	185	70	57	255	9	66	12	118	50	33	10	16	76	1	48	79	28	23	61	9	1	17	1	1	20	8	4	13	0	72	4	3	3	4	23	1	8	1	2	2	1	2	1	7	1	0	1	0	1	0	2	1	3	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_all	80	4004	3377	950	700	800	538	829	344	555	380	279	223	267	259	104	497	99	462	181	99	85	285	46	80	40	131	62	42	35	33	68	19	47	71	48	20	55	22	9	18	14	6	24	13	14	30	0	87	6	7	3	7	10	6	7	8	5	1	2	0	2	8	1	1	1	1	2	1	3	3	2	1	7	1	1	0	2	3	0	0	3	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south34_active	80	2149	2780	297	175	596	338	703	157	450	280	190	154	190	211	30	465	46	446	163	64	59	268	14	52	15	122	46	33	16	20	59	3	39	66	42	18	53	16	2	14	2	5	21	9	12	24	0	86	3	4	3	5	8	2	4	2	2	1	1	0	0	6	1	0	1	0	1	0	3	1	2	1	6	1	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south35_all	80	3971	3365	917	706	849	528	859	323	565	387	290	211	246	233	100	447	104	486	139	101	73	259	53	68	36	110	54	36	31	30	58	20	53	82	57	24	43	23	6	17	12	7	17	13	16	37	2	54	7	6	2	4	9	5	8	7	3	1	1	3	1	7	0	1	2	4	2	1	4	1	2	1	7	1	1	0	0	0	0	0	2	2	3	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south35_active	80	2142	2717	285	178	634	328	726	145	463	281	194	141	180	199	32	417	44	470	121	67	48	242	19	45	14	104	41	27	14	16	53	3	43	75	50	19	39	15	1	14	2	5	14	9	14	30	1	53	4	3	1	3	8	2	5	2	1	1	0	2	0	4	0	0	1	2	1	0	4	0	2	1	6	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south36_all	80	3889	3265	954	707	886	556	806	317	534	366	250	225	201	216	101	404	88	401	125	89	65	240	60	61	34	108	52	35	30	33	38	24	36	77	45	26	21	31	6	19	12	9	18	16	18	36	3	36	6	5	1	5	16	5	12	5	4	1	4	3	4	3	1	1	3	5	2	0	2	1	2	1	6	0	1	0	1	1	2	0	0	2	3	0	0	0	2	0	7	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south36_active	80	2028	2592	286	179	636	326	670	131	443	258	152	145	147	180	29	372	33	380	104	59	42	226	24	45	15	93	37	26	15	18	30	5	26	71	41	20	19	19	1	16	2	5	15	10	15	30	2	33	3	2	0	3	13	2	10	1	1	1	1	2	0	1	0	0	2	2	2	0	2	0	1	1	6	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	3716	2942	964	708	808	563	755	294	443	333	239	205	206	224	122	347	81	367	134	88	68	217	55	53	33	89	47	36	26	27	49	20	38	79	38	23	20	27	5	14	8	12	19	12	9	22	5	30	5	7	2	3	15	6	10	7	4	6	4	5	5	4	2	1	3	4	3	0	1	0	2	2	0	0	1	0	2	1	2	0	0	1	1	0	0	0	1	0	7	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south37_active	80	1841	2239	267	167	534	316	624	123	350	231	144	124	147	172	35	312	27	350	104	56	43	199	24	43	17	73	34	20	12	13	38	4	29	75	34	15	17	17	2	9	2	3	15	9	6	19	3	26	3	3	0	2	13	4	10	0	1	6	1	3	1	1	1	0	2	2	2	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3670	2668	980	714	778	520	655	292	383	312	235	211	192	209	130	332	77	259	134	76	75	175	56	62	36	92	45	50	28	30	57	21	42	84	30	21	34	26	7	17	5	14	13	9	8	15	5	25	5	7	3	6	13	5	11	7	5	12	5	4	6	5	3	1	3	1	2	2	1	0	2	2	0	0	0	0	3	1	3	0	0	0	1	0	0	0	2	0	7	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south38_active	80	1706	1955	258	161	498	262	515	121	289	211	145	128	125	149	33	299	27	239	101	50	46	159	19	46	17	71	32	27	12	13	43	5	35	82	23	15	31	18	1	10	1	3	10	7	5	15	4	21	1	5	1	2	11	3	11	1	1	11	2	3	2	3	1	0	3	0	1	0	1	0	1	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3618	2365	945	711	728	477	573	287	337	289	232	192	184	193	129	294	86	267	119	66	72	117	50	65	39	72	51	47	27	31	60	22	39	60	26	16	40	20	12	14	4	16	13	9	8	12	8	26	6	9	3	6	11	4	5	6	8	13	4	3	4	4	2	1	4	1	3	2	2	1	2	3	0	0	0	0	3	1	1	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	1653	1647	238	137	434	227	425	114	232	194	149	109	107	128	34	265	30	241	86	41	46	104	13	48	14	50	34	23	11	11	46	5	30	56	18	11	35	16	1	8	1	5	9	7	5	10	4	23	2	6	1	3	8	3	5	1	2	11	2	2	2	3	1	0	3	0	1	0	2	1	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3656	2355	977	722	721	461	579	280	355	302	245	201	180	233	120	292	86	243	106	77	73	142	55	69	47	73	65	54	24	29	48	23	49	51	29	19	46	18	13	11	5	15	11	13	10	11	8	25	5	9	3	8	12	4	4	5	8	9	3	4	5	3	2	1	4	1	2	2	3	1	2	1	0	1	0	0	2	2	1	1	1	0	0	0	1	0	1	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1697	1637	258	144	453	208	415	106	253	213	156	113	96	171	38	261	29	215	78	46	46	132	11	50	12	56	39	29	11	9	37	5	40	46	19	16	36	12	2	5	2	6	7	10	6	9	4	23	2	5	1	4	9	3	4	1	1	6	2	2	3	3	0	0	3	0	1	0	3	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
