label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149
0.03	north6_all	80	6693	6670	2037	1825	1191	1685	750	605	1511	477	539	435	584	275	234	285	250	225	200	136	173	125	103	99	83	83	183	76	70	60	113	67	50	46	52	41	29	29	35	25	39	32	30	22	17	21	48	15	22	12	20	20	13	13	14	16	10	21	9	5	5	9	7	11	12	7	11	8	5	7	3	5	7	3	6	3	6	2	1	3	10	1	3	0	1	4	5	10	2	1	0	1	0	1	0	0	2	0	3	1	0	2	0	2	3	0	0	0	2	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	1702	5385	671	1075	345	1279	265	189	1330	117	376	261	454	122	92	183	148	129	107	37	92	44	24	22	17	18	154	40	22	16	90	39	20	12	33	26	13	14	11	4	22	20	20	17	6	7	39	4	13	5	14	18	5	9	6	7	3	15	7	2	4	2	3	10	10	4	6	5	1	4	1	3	0	3	4	2	4	1	0	3	10	0	1	0	0	2	5	10	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	6677	6669	2090	1883	1183	1644	733	618	1586	464	585	449	629	261	242	277	257	229	188	122	159	126	105	98	84	89	169	78	67	67	101	70	47	49	70	40	37	34	32	24	40	30	31	21	15	21	41	13	23	11	22	14	14	8	11	13	11	20	17	7	3	9	2	13	11	7	10	8	4	13	3	3	4	2	7	1	3	2	3	3	11	1	4	0	1	6	5	7	2	0	0	1	0	1	1	1	3	0	2	1	0	2	0	1	1	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	1655	5372	665	1137	348	1242	252	186	1396	115	390	283	494	120	95	174	151	139	102	39	93	42	26	18	18	17	143	42	21	17	79	40	17	12	50	26	20	19	12	5	22	17	20	12	4	7	32	4	11	3	15	12	6	5	5	6	4	10	15	3	2	3	0	12	9	5	6	7	3	7	2	1	0	2	5	1	2	1	2	3	10	0	1	0	0	4	5	7	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	6661	7151	2165	1972	1190	1622	734	617	1676	452	615	466	699	272	254	279	234	222	186	125	149	126	102	94	84	79	159	80	61	63	125	77	48	53	71	44	32	43	31	25	41	32	32	24	17	19	35	11	21	11	23	19	10	6	6	9	14	18	23	7	3	6	1	13	13	7	7	8	6	10	4	2	3	8	4	1	4	1	4	1	7	1	4	0	1	11	0	11	3	0	0	1	0	1	2	1	1	3	1	0	1	2	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	1542	5889	683	1226	377	1235	268	199	1487	115	423	304	577	128	114	193	146	142	109	30	96	40	26	21	20	13	133	43	20	18	103	46	19	13	48	30	18	22	16	9	26	19	19	15	5	6	28	4	10	5	14	16	3	4	4	4	7	8	20	3	2	2	1	12	10	6	6	6	3	6	3	1	0	8	4	1	2	0	3	1	5	0	1	0	0	8	0	11	2	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	6773	7243	2130	1981	1189	1627	713	610	1686	452	594	497	701	273	257	260	226	212	195	136	142	109	110	97	80	88	172	82	54	63	105	66	46	54	64	66	36	46	30	30	34	36	24	26	21	25	31	14	31	13	31	23	8	6	8	12	13	20	24	5	7	6	2	30	14	6	7	6	7	10	4	3	5	6	2	2	4	0	3	0	9	2	3	0	0	9	2	7	3	1	2	1	1	0	3	1	1	3	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	1532	6013	646	1251	378	1220	266	184	1493	107	403	337	583	136	107	194	143	138	109	33	91	31	30	21	21	19	142	45	16	20	82	37	21	10	41	52	21	23	21	8	24	22	10	14	4	9	24	6	15	4	19	21	3	3	5	5	7	12	22	2	3	4	2	27	11	5	7	4	4	6	3	2	0	6	2	2	2	0	3	0	7	1	0	0	0	7	2	7	2	1	1	1	0	0	2	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	6826	7326	2093	1948	1180	1656	699	617	1649	478	555	444	738	283	273	245	212	233	194	137	147	115	100	93	78	86	154	77	50	57	111	59	43	50	57	66	33	37	32	36	33	32	22	28	18	23	29	17	24	14	26	26	9	9	10	11	14	12	26	6	9	5	2	27	15	7	11	7	7	6	4	1	6	10	3	6	1	1	3	1	8	1	1	1	0	10	3	7	3	1	3	1	2	0	2	0	0	4	1	3	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north10_active	80	1523	6102	633	1236	386	1265	278	179	1451	108	380	310	627	131	112	183	133	148	108	25	94	34	26	23	21	20	128	43	15	20	87	33	20	7	34	51	19	16	22	10	22	21	12	18	3	7	24	5	12	6	13	24	4	4	6	4	6	10	25	2	4	4	2	24	13	5	9	4	3	6	3	1	0	10	2	5	0	0	3	0	6	1	0	1	0	9	2	7	2	1	1	1	0	0	1	0	0	1	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north11_all	80	6829	7087	2017	2134	1133	1687	761	649	1631	439	552	439	713	318	259	285	249	219	184	132	159	116	102	114	100	73	156	99	75	70	115	61	58	40	58	61	46	40	29	34	38	28	26	33	19	20	48	18	20	13	20	38	12	22	5	9	8	15	14	5	3	7	5	20	2	4	9	7	6	6	2	4	2	9	1	5	8	12	7	3	11	0	3	2	2	3	0	8	2	0	0	0	2	1	2	1	2	0	2	2	0	2	1	4	1	1	2	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	1665	5853	651	1374	345	1328	303	224	1470	103	362	265	590	155	122	174	137	137	115	36	98	38	41	33	21	26	133	61	20	28	99	38	23	13	35	48	19	18	17	6	22	21	11	26	7	6	46	7	13	6	8	32	1	17	2	3	0	12	11	2	2	3	2	20	2	3	7	6	2	3	0	4	1	6	1	3	8	11	5	3	9	0	2	2	0	2	0	7	1	0	0	0	1	1	0	0	2	0	1	1	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	6806	7144	2051	2087	1142	1710	764	596	1621	470	620	440	687	289	256	304	266	210	192	145	187	108	103	101	97	83	165	100	71	60	122	57	62	37	50	55	48	27	29	32	35	24	35	31	22	19	58	15	21	13	17	33	15	17	5	11	6	13	14	6	7	6	9	34	0	6	9	7	4	3	1	3	1	9	1	4	10	11	4	5	4	1	3	6	1	2	2	3	1	1	0	1	2	0	1	1	2	0	1	2	0	2	2	4	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	1642	5871	639	1298	357	1357	305	200	1457	114	422	263	569	140	113	183	147	133	110	34	107	36	35	30	18	31	134	63	16	22	107	36	21	12	28	43	26	10	16	5	23	15	19	22	8	6	55	4	18	8	11	26	5	15	2	5	0	12	11	2	2	3	6	33	0	4	7	6	0	2	0	2	1	7	1	3	10	10	1	3	3	0	2	6	0	0	2	2	0	1	0	1	1	0	0	0	2	0	1	1	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	6757	7284	2056	2044	1139	1674	795	596	1524	446	602	399	648	262	265	299	250	197	202	140	197	123	111	97	89	83	182	88	69	57	112	53	53	39	58	57	45	26	29	31	35	25	34	27	26	25	57	14	24	18	15	24	15	17	9	12	6	15	11	9	4	9	9	31	2	9	5	7	5	3	1	2	0	4	3	5	5	8	2	5	7	2	1	9	0	4	2	2	1	1	0	1	2	1	3	1	0	0	1	2	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1
0.03	north13_active	80	1658	6023	640	1256	342	1311	302	176	1349	108	401	232	545	126	120	182	143	131	111	35	114	36	35	27	18	24	153	54	15	17	98	32	16	10	36	42	22	11	17	9	23	17	17	18	8	6	55	4	18	7	11	18	6	9	5	7	2	14	8	4	0	4	6	29	1	6	4	6	2	0	0	1	0	3	2	4	5	7	1	2	5	0	0	9	0	2	2	2	0	1	0	1	1	1	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	6769	6846	2008	1918	1147	1557	772	613	1412	477	592	386	577	258	272	271	252	199	194	143	184	111	107	99	78	77	173	75	61	54	107	52	56	41	68	63	43	30	33	34	38	34	21	26	19	22	56	16	19	18	10	27	14	8	10	17	7	16	18	10	4	9	11	26	4	7	3	4	5	6	1	2	2	4	2	4	5	6	2	4	6	2	0	7	0	3	2	1	1	1	1	1	2	1	3	1	0	0	0	0	1	1	1	1	0	2	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	1701	5551	571	1112	317	1164	287	166	1232	125	390	221	469	113	110	156	141	125	103	39	93	31	27	25	18	15	146	43	18	18	91	30	16	10	33	39	23	13	16	10	24	24	14	14	4	8	49	3	11	5	7	21	6	2	5	6	2	15	14	6	0	3	6	23	3	4	2	3	2	1	0	0	0	3	1	3	5	5	1	1	4	0	0	7	0	2	2	1	0	1	0	1	1	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6886	6329	2035	1831	1130	1439	725	658	1274	466	562	379	535	241	252	260	242	177	168	160	180	111	105	96	82	74	179	80	50	59	83	57	50	39	66	65	43	37	28	31	38	35	16	27	17	21	41	17	21	22	12	31	13	16	10	18	7	20	16	10	5	9	6	9	4	4	5	2	3	5	2	6	2	4	2	4	2	7	1	2	3	3	0	3	0	2	0	1	0	2	4	1	1	1	3	1	3	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	north15_active	80	1712	5026	540	1026	269	1061	248	163	1070	127	356	212	414	94	99	148	132	105	85	44	88	24	26	25	21	12	156	50	14	21	65	34	17	9	30	37	15	17	15	9	20	24	9	13	3	8	31	3	12	8	8	26	5	7	3	4	2	18	12	5	1	3	3	6	3	3	2	2	2	1	0	0	0	3	1	4	2	6	1	0	2	1	0	3	0	2	0	0	0	1	1	1	0	1	3	0	3	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	6899	6114	2050	1796	1097	1401	694	636	1253	464	545	423	499	271	251	248	247	197	175	155	153	104	112	88	85	74	171	79	52	63	78	52	51	37	64	61	52	34	27	29	35	32	15	25	19	21	36	14	18	22	18	39	14	14	10	20	8	22	15	10	3	8	7	13	6	5	6	3	3	6	3	6	2	6	3	3	2	11	3	1	2	1	0	3	0	0	0	1	1	3	4	0	1	1	3	1	3	1	0	0	1	1	0	1	0	1	1	2	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	1718	4804	549	999	264	1037	219	161	1062	129	341	240	382	108	93	134	142	113	93	40	79	23	34	26	18	10	149	45	14	21	57	31	17	8	31	34	16	14	14	9	14	21	5	13	2	8	25	3	8	9	10	31	4	8	2	3	1	18	9	4	1	1	3	10	5	3	3	3	2	1	0	1	0	5	2	3	2	8	1	0	2	1	0	3	0	0	0	0	0	0	1	0	0	1	3	0	3	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_all	80	6914	6449	2066	1849	1105	1451	691	616	1352	432	545	432	510	285	254	279	240	212	169	150	163	105	118	97	86	83	160	83	49	68	95	61	53	34	52	64	49	32	23	30	32	28	19	26	22	22	36	11	18	21	20	44	12	17	5	14	9	22	14	10	7	8	4	23	8	8	11	2	1	2	3	8	2	6	1	3	1	7	3	2	0	1	0	0	0	4	1	1	2	4	4	1	0	2	1	1	8	2	0	0	3	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	2	1	0	0	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_active	80	1667	5208	564	1045	293	1094	241	169	1160	107	356	247	403	111	100	169	147	122	92	36	95	26	34	26	17	18	140	46	9	27	76	40	23	9	29	44	14	13	12	7	12	17	6	15	3	8	24	2	8	8	11	37	4	10	1	1	2	17	8	3	2	0	3	19	4	6	5	2	0	0	0	2	0	5	1	2	1	5	1	0	0	1	0	0	0	4	1	0	0	0	1	0	0	1	0	0	8	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_all	80	6767	6826	2106	1967	1119	1568	707	613	1406	427	536	453	562	307	271	309	249	220	199	142	155	100	123	101	89	77	159	74	50	64	101	68	49	31	47	52	43	39	28	33	32	31	21	26	22	23	34	11	27	19	18	47	10	14	7	12	10	12	13	7	10	8	5	22	19	9	11	7	2	3	3	5	5	3	1	3	3	5	2	2	1	1	0	1	0	5	2	0	2	3	2	9	0	2	2	0	5	5	1	0	3	0	1	0	0	0	2	1	1	0	2	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1642	5672	650	1165	320	1195	259	189	1225	95	357	267	467	131	100	197	150	129	111	33	94	31	42	30	11	16	136	37	12	24	79	45	17	8	30	38	14	18	17	8	17	20	6	19	5	9	24	4	18	6	10	41	5	9	1	2	3	8	8	1	3	1	4	18	15	7	7	5	0	1	0	2	2	2	1	1	3	3	0	0	1	1	0	0	0	4	1	0	0	0	1	7	0	1	0	0	5	1	1	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6751	7016	2083	1960	1120	1510	736	585	1540	427	533	417	619	285	251	306	238	219	195	129	151	114	129	104	89	70	142	65	57	60	121	79	56	32	42	56	39	43	30	31	36	41	23	30	24	24	34	15	28	14	19	39	8	14	7	9	8	9	13	5	12	10	5	24	22	9	12	5	3	4	1	6	6	3	2	3	5	6	4	2	4	0	0	6	0	5	2	0	2	1	1	9	0	1	3	1	5	4	1	0	4	0	2	2	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1641	5894	649	1226	333	1150	280	187	1360	102	365	244	522	123	95	212	134	130	103	33	94	44	48	31	16	17	118	29	12	27	103	51	25	8	27	46	14	20	16	8	22	27	12	20	5	11	25	5	20	5	11	30	4	12	2	2	3	4	9	0	3	2	5	21	17	7	7	3	0	1	0	3	3	3	1	1	4	6	3	0	4	0	0	4	0	4	1	0	0	0	1	7	0	0	1	0	5	1	1	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6838	7104	2067	2003	1097	1550	780	635	1512	424	525	428	617	296	260	296	263	196	198	130	169	129	122	90	92	70	128	66	56	60	100	68	50	36	33	52	47	51	40	34	42	48	22	26	21	14	35	20	27	13	20	35	9	14	9	10	4	6	12	5	8	8	6	13	22	2	7	7	5	2	2	4	6	17	2	3	6	3	3	2	4	1	2	6	2	1	3	1	0	5	1	8	0	0	3	2	1	4	2	0	4	1	2	3	0	0	1	2	0	0	2	2	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
