label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120
0.03	south25_all	80	24956	11342	7073	6015	6526	3929	2614	2068	1658	1281	1372	1234	1082	687	787	581	957	556	748	312	277	579	220	656	160	316	229	125	104	279	86	123	138	84	87	61	50	94	43	45	45	54	74	52	42	33	16	20	12	44	23	10	11	19	10	8	21	13	19	6	8	10	29	9	3	2	11	4	3	0	3	6	1	2	0	8	3	0	1	1	0	0	0	1	0	0	2	1	0	0	1	0	2	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	8635	3756	1862	3398	5012	2550	1291	1064	770	220	790	816	696	124	466	270	785	413	611	86	56	500	90	599	39	263	200	44	17	258	33	79	110	41	54	14	21	83	31	28	25	42	60	38	26	29	14	5	2	41	20	7	9	4	2	3	18	8	14	4	5	9	27	9	3	2	11	3	2	0	0	6	1	2	0	8	3	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	25144	11423	6987	5914	6365	3949	2629	2106	1658	1298	1341	1175	1043	675	798	574	933	550	714	293	275	507	233	619	154	342	237	137	97	287	75	145	133	84	86	55	51	94	45	51	37	38	68	56	38	47	15	21	16	23	28	13	7	17	11	6	18	10	17	7	8	12	15	12	3	5	11	6	3	0	1	7	2	0	0	8	5	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	2	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	8768	3751	1825	3353	4885	2514	1277	1075	767	239	777	774	669	118	448	271	758	416	568	72	59	431	93	561	37	284	198	50	19	266	24	97	108	40	55	11	22	83	28	32	24	35	53	40	18	43	11	4	3	19	25	7	5	7	4	2	16	3	11	4	5	9	14	12	3	4	10	4	2	0	0	5	2	0	0	7	5	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	25294	11427	6980	5820	6350	3965	2655	2143	1696	1329	1334	1181	1037	696	784	593	926	518	680	301	257	514	218	642	168	330	261	131	104	244	70	125	153	77	82	65	55	89	53	59	35	45	61	53	42	65	23	23	20	28	29	21	8	16	11	8	9	7	17	2	8	21	25	11	3	4	7	2	3	0	1	9	5	0	0	8	2	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
0.03	south27_active	80	8877	3717	1792	3261	4852	2503	1337	1117	804	264	762	787	676	132	450	296	749	403	561	77	62	432	88	587	46	274	218	49	21	217	24	83	129	33	55	14	22	81	35	44	21	41	40	38	22	62	17	8	3	22	27	13	5	7	4	5	7	2	11	1	6	18	24	11	3	3	6	1	2	0	0	7	5	0	0	7	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0.03	south28_all	80	25278	11552	7065	5898	6215	3955	2690	2096	1684	1292	1335	1207	1011	693	763	624	994	557	716	294	248	530	228	593	171	310	274	120	104	228	79	111	142	81	78	63	54	87	67	70	39	40	47	43	34	80	26	27	23	32	24	20	10	17	8	9	9	6	11	2	10	24	21	7	3	6	8	3	6	2	3	7	8	0	3	9	2	0	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	9
0.03	south28_active	80	8819	3741	1857	3270	4772	2469	1378	1081	801	272	759	813	639	129	459	344	828	439	600	72	59	443	94	541	44	266	225	40	19	194	34	77	115	40	55	11	18	77	48	54	24	34	26	30	19	78	18	12	3	27	22	14	6	7	2	6	7	3	9	0	8	20	19	6	3	3	7	1	4	1	2	5	5	0	2	8	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0.03	south29_all	80	25033	11503	7107	5936	6224	3918	2695	2089	1671	1285	1326	1262	1000	690	748	639	991	567	687	316	232	515	225	594	167	268	258	112	112	229	81	109	137	65	92	67	62	103	62	75	27	43	40	46	32	59	44	22	16	41	22	17	10	18	8	9	10	6	13	7	13	24	21	6	5	6	7	5	7	4	2	5	7	0	3	5	2	0	0	1	1	1	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9
0.03	south29_active	80	8632	3772	1880	3279	4762	2453	1361	1089	786	262	760	858	618	138	461	357	826	449	582	72	49	440	102	547	41	225	209	37	21	193	40	83	109	32	71	11	16	90	47	58	17	35	23	34	22	58	33	11	2	34	17	12	6	7	1	5	10	4	10	5	10	20	20	5	2	3	5	1	5	1	2	5	4	0	2	3	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0.03	south30_all	80	24690	11543	7151	5936	6178	3868	2616	2003	1697	1249	1377	1261	1005	690	774	662	947	615	677	308	230	519	227	553	161	274	258	120	118	226	75	120	140	75	96	63	63	97	66	70	24	42	35	49	23	39	47	17	22	38	17	16	19	16	5	12	18	6	8	9	14	29	19	6	7	9	5	4	7	4	4	5	7	0	4	5	0	0	0	0	1	1	2	1	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	8515	3799	1901	3360	4741	2448	1296	1006	819	263	785	838	610	128	472	384	776	461	566	69	43	446	101	504	35	225	205	34	21	188	38	93	107	43	75	14	18	75	52	53	15	31	22	36	16	37	39	10	4	31	10	13	16	7	1	6	18	6	5	7	12	24	17	5	2	7	4	1	5	1	2	5	4	0	2	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	25174	11513	7165	6014	6489	3826	2580	2062	1738	1309	1345	1201	1050	650	795	615	856	631	685	293	262	495	250	568	208	253	253	113	89	233	86	100	137	65	98	51	42	72	36	60	50	31	42	57	27	38	30	16	16	22	14	16	18	11	9	17	17	28	11	10	5	17	8	8	3	2	4	1	5	1	1	7	6	4	2	0	13	2	4	0	2	0	0	0	0	1	0	1	1	1	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0
0.03	south31_active	80	8630	3720	1821	3334	5012	2499	1303	1057	847	236	819	803	681	134	473	323	710	472	544	85	72	391	120	517	50	191	205	31	17	193	38	66	117	37	73	10	12	59	25	55	35	21	34	45	18	34	24	6	4	16	11	8	10	6	1	9	15	24	9	6	2	12	8	7	2	2	2	0	5	0	0	6	3	2	0	0	10	1	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
0.03	south32_all	80	24927	11525	7165	6059	6331	3870	2602	2005	1717	1327	1341	1207	1098	632	786	604	845	584	690	301	252	477	245	513	215	275	247	111	87	254	85	108	129	62	102	42	41	75	53	64	48	27	41	70	24	30	25	17	17	24	25	10	14	12	11	11	20	28	9	11	4	24	12	7	2	3	15	1	5	2	0	6	4	5	2	2	3	3	2	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
0.03	south32_active	80	8550	3760	1893	3333	4889	2493	1305	1031	860	237	777	820	724	128	455	331	664	432	542	89	72	381	119	465	52	214	201	34	13	219	36	76	108	29	77	8	11	65	34	55	33	22	35	57	16	22	18	7	2	17	21	7	7	7	2	3	19	23	7	8	1	20	12	6	2	3	14	0	5	0	0	6	3	3	0	2	1	1	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	24919	11592	7160	5990	6359	3913	2557	1992	1680	1310	1304	1252	1107	651	781	609	793	617	733	305	261	438	223	486	204	274	213	118	97	245	86	108	146	65	97	42	43	84	59	66	41	34	58	57	27	27	22	17	16	45	24	22	12	14	10	10	19	17	7	9	4	22	6	5	3	3	16	1	4	1	0	3	4	3	0	3	4	3	2	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
0.03	south33_active	80	8620	3788	1876	3240	4849	2550	1297	1018	822	237	741	839	717	108	471	318	616	449	599	89	67	358	105	428	46	229	176	40	21	211	37	79	117	28	66	11	12	74	41	57	23	27	43	49	18	21	14	6	3	39	19	10	9	10	2	4	17	12	7	7	1	19	6	3	3	3	13	0	4	0	0	2	3	3	0	2	1	1	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south34_all	80	24838	11619	7086	5919	6386	3952	2576	2035	1671	1279	1351	1277	1117	662	796	600	811	600	760	302	268	492	225	430	178	250	225	126	98	237	95	134	159	71	87	46	40	99	55	63	40	32	61	56	32	28	13	18	13	58	46	24	14	14	6	13	11	23	7	7	2	23	5	5	3	3	14	4	0	1	0	1	3	3	0	4	2	7	0	1	1	1	0	0	0	1	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south34_active	80	8668	3822	1853	3207	4917	2566	1312	1041	805	247	764	859	705	113	489	314	657	443	631	89	61	409	97	373	37	205	183	40	20	198	43	100	121	31	56	11	9	90	38	54	21	25	45	44	23	20	10	6	2	50	42	13	12	10	2	8	9	18	6	3	1	20	5	4	3	3	12	3	0	0	0	0	2	3	0	3	1	6	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south35_all	80	24788	11567	7021	6043	6331	3996	2564	2010	1708	1276	1302	1314	1134	710	739	606	833	641	815	307	253	479	216	453	177	256	212	119	111	242	97	146	149	68	75	48	38	88	47	78	38	33	55	56	31	23	14	14	14	57	43	25	13	11	5	14	13	15	6	6	2	5	2	5	3	2	19	5	0	0	1	1	2	0	1	4	2	6	0	1	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	8620	3803	1802	3315	4852	2584	1304	1044	820	252	727	895	682	120	471	329	679	485	696	90	50	406	81	401	38	214	168	39	23	201	46	101	112	29	44	8	12	76	32	66	20	23	39	42	21	17	9	4	3	53	40	13	12	9	0	9	11	13	5	4	1	3	2	4	3	2	17	3	0	0	1	0	2	0	0	3	1	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	25053	11659	7020	6028	6210	3949	2617	2033	1692	1269	1282	1250	1122	705	757	599	857	635	753	294	261	505	216	485	160	241	243	108	116	326	90	131	148	65	78	49	39	102	43	79	40	28	41	46	24	28	30	12	14	68	39	22	13	8	9	15	16	16	6	7	2	3	2	5	3	2	8	5	0	0	1	1	2	0	2	4	2	6	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	8708	3834	1762	3359	4764	2543	1318	1052	798	245	722	822	678	131	452	326	704	481	628	77	52	432	82	432	35	201	191	38	25	289	44	91	120	29	55	8	12	87	30	69	22	18	27	33	16	23	24	4	2	62	37	13	12	3	1	7	14	15	5	4	2	3	2	4	2	2	8	3	0	0	1	0	2	0	0	3	1	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	25124	11584	7005	6045	6160	3887	2631	2045	1750	1284	1304	1239	1109	715	770	635	872	628	713	275	276	529	227	563	177	275	224	119	110	340	91	119	113	68	74	58	41	98	40	88	39	28	47	45	22	22	33	12	15	41	39	11	13	9	10	11	18	10	7	6	5	3	5	3	4	0	9	1	0	1	2	3	1	0	4	3	1	6	2	0	1	1	3	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	8753	3761	1803	3371	4686	2528	1337	1076	832	249	737	828	689	135	459	355	708	468	577	77	57	453	86	516	34	235	174	46	19	303	37	79	99	29	54	7	12	81	26	80	26	14	30	36	13	17	23	2	1	33	38	6	10	4	1	5	17	8	6	3	5	2	5	2	2	0	9	0	0	0	1	2	1	0	1	3	1	6	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	25258	11597	6841	5973	6221	3854	2654	2072	1739	1298	1368	1224	1048	693	761	627	961	588	654	273	279	539	249	621	187	261	192	125	111	287	93	118	131	81	74	56	44	129	54	80	39	47	53	58	18	24	29	11	21	21	19	8	14	11	14	11	29	12	11	4	4	2	6	5	5	1	1	0	0	1	2	4	1	2	5	3	1	0	2	0	1	1	3	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	8704	3759	1748	3373	4796	2518	1312	1059	845	234	776	821	646	126	449	327	788	414	533	67	71	455	97	569	29	221	140	50	19	260	41	86	120	43	56	13	11	110	37	74	27	31	34	45	12	20	19	2	2	14	17	5	11	7	3	4	28	9	11	3	4	1	5	4	1	1	1	0	0	0	1	2	0	1	1	3	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	25380	11463	6929	6070	6303	3923	2641	2114	1756	1257	1422	1208	1022	670	763	668	937	571	615	296	275	519	250	577	186	245	219	137	102	234	90	109	121	81	62	61	53	155	62	66	38	49	51	56	22	23	35	13	18	13	46	10	23	14	9	11	27	13	12	4	5	6	7	6	4	1	1	1	1	1	2	9	1	2	5	1	0	5	1	0	1	2	4	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	8777	3680	1787	3477	4870	2547	1270	1086	873	236	810	812	631	123	471	362	755	390	494	76	72	442	95	520	32	206	163	49	15	203	40	79	104	46	42	17	15	135	46	58	28	36	35	45	14	19	17	2	1	6	44	4	21	8	3	5	24	9	12	3	5	4	4	5	0	1	1	0	1	0	1	6	0	1	1	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	25121	11375	6952	6077	6430	3857	2583	2056	1798	1209	1427	1272	998	666	767	631	901	566	625	320	260	502	226	569	198	248	220	125	117	217	81	101	148	94	85	55	65	140	53	46	46	56	48	62	16	31	42	15	21	15	49	15	17	14	10	16	37	17	10	3	3	17	5	5	3	2	1	1	11	1	1	8	1	3	3	3	0	5	0	0	2	1	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	8637	3651	1757	3447	4913	2495	1239	1039	951	233	825	877	624	119	472	352	717	394	509	80	79	419	85	517	40	211	167	37	22	193	36	76	123	53	65	18	19	121	39	37	36	41	35	47	8	28	24	3	4	10	47	7	16	9	4	10	34	13	7	3	2	14	2	4	1	2	0	0	10	0	1	5	0	1	0	3	0	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
