label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114
0.03	north18_all	80	41373	11960	9031	5319	3260	2634	2155	1767	2057	2398	1841	1083	1378	674	462	1214	440	367	338	473	279	360	500	237	253	150	220	117	124	81	201	118	89	136	126	68	41	49	91	81	65	27	31	62	59	21	24	31	28	9	17	9	25	21	15	5	19	11	27	6	5	4	5	2	5	2	4	3	7	2	1	3	0	2	3	6	2	0	1	1	0	1	0	3	2	1	13	0	1	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	25249	6284	5123	2842	1628	1282	1076	850	1153	1550	1113	577	856	327	211	774	207	182	166	288	144	203	327	110	175	81	119	54	77	38	104	60	62	78	93	38	10	29	70	54	28	12	18	44	27	9	13	20	17	1	9	5	13	8	9	3	9	8	25	5	2	3	4	2	2	1	1	0	3	2	0	1	0	0	2	2	2	0	0	0	0	1	0	2	0	1	13	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	41418	11974	9102	5326	3308	2625	2238	1769	1972	2521	1894	1049	1381	696	474	1268	457	366	338	466	287	338	498	254	235	150	218	113	122	78	209	95	90	133	128	67	49	54	91	65	80	29	28	39	53	20	22	29	39	8	33	8	17	6	16	4	20	9	9	5	4	2	5	2	5	1	5	2	8	2	0	4	1	2	0	6	1	0	1	0	0	1	1	3	2	1	13	0	1	0	1	0	2	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	25203	6173	5131	2827	1619	1312	1125	848	1075	1643	1158	565	853	332	220	863	219	182	152	286	149	192	319	119	154	76	141	57	67	35	118	44	65	75	88	34	13	31	69	44	39	13	15	27	29	10	10	19	24	0	25	5	6	4	10	1	10	7	7	4	2	1	4	2	1	1	1	0	4	2	0	2	1	0	0	2	1	0	0	0	0	1	1	2	0	1	13	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	41300	11986	9191	5360	3364	2670	2211	1697	1999	2520	1814	1069	1450	704	475	1318	431	376	350	450	271	334	502	243	272	131	226	111	136	91	206	98	88	125	118	57	50	53	90	80	70	30	32	52	49	14	14	24	42	10	31	12	20	6	20	2	29	7	7	3	2	4	4	3	5	4	4	4	8	3	0	5	1	1	2	3	0	1	2	0	0	1	2	3	2	1	13	0	1	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	25196	6187	5136	2814	1613	1341	1126	799	1092	1619	1112	585	903	334	224	891	219	182	156	264	144	195	320	134	181	66	129	52	74	46	118	51	57	66	72	24	13	30	66	50	45	11	18	36	27	9	6	16	29	1	24	6	7	4	9	0	21	3	4	3	0	2	3	2	2	3	0	0	4	3	0	1	1	0	2	0	0	1	2	0	0	1	1	2	0	1	13	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	41418	12067	9364	5315	3242	2634	2189	1669	2075	2644	1854	1057	1471	654	494	1209	459	345	321	432	289	364	513	221	247	139	232	129	176	96	149	116	100	121	136	74	45	51	109	66	56	38	24	38	56	21	24	26	18	11	19	6	20	38	10	9	14	3	13	7	2	3	11	4	6	3	4	3	2	10	5	0	5	7	0	2	3	1	1	1	1	3	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	25229	6286	5251	2778	1551	1356	1037	798	1201	1646	1088	513	879	314	225	833	245	164	163	238	141	214	342	115	149	62	156	52	114	50	111	60	52	74	105	36	17	27	72	44	24	17	13	30	40	11	11	12	14	8	14	4	18	33	8	3	10	1	11	1	1	3	7	2	1	2	2	1	0	9	2	0	0	2	0	2	3	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	41526	12101	9204	5308	3305	2670	2231	1638	2072	2595	1813	1032	1459	650	471	1224	453	353	318	466	274	379	523	250	256	139	215	139	144	76	130	112	104	129	140	57	43	54	72	37	52	31	20	38	67	24	23	17	25	12	24	7	23	52	9	11	7	3	5	8	4	5	13	3	9	1	2	2	2	8	4	0	4	3	0	2	2	0	8	0	1	0	2	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	25298	6313	5124	2862	1584	1359	1070	792	1201	1630	1068	515	856	319	209	811	242	170	163	272	138	243	349	133	150	72	138	64	82	34	86	62	59	66	107	26	18	31	43	24	22	14	9	27	57	16	12	10	19	6	20	5	21	41	8	6	6	1	2	3	2	4	8	2	1	1	2	1	0	7	1	0	0	2	0	2	2	0	8	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	41479	12058	9250	5332	3449	2664	2270	1608	1990	2626	1813	1015	1378	683	482	1205	463	348	312	486	274	373	514	229	284	134	227	147	141	74	160	92	102	146	124	45	46	54	110	40	53	19	22	52	65	25	26	23	25	9	21	5	27	43	8	10	6	3	4	6	5	9	13	3	10	22	1	4	4	3	3	0	5	5	1	1	1	0	9	0	0	0	2	1	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	25355	6270	5091	2896	1679	1309	1102	805	1137	1658	1023	519	879	341	209	773	230	172	154	291	130	225	333	131	168	75	152	71	84	35	101	61	61	78	90	24	28	25	53	19	24	9	11	35	49	19	19	15	18	2	11	3	24	27	7	8	4	1	2	3	2	6	9	3	2	19	1	1	1	2	1	0	3	3	1	1	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	41678	12203	9113	5426	3444	2699	2308	1638	2057	2623	1718	1048	1376	686	486	1274	476	352	312	465	284	337	467	220	295	140	246	143	153	69	167	97	108	127	137	51	46	55	135	66	63	21	22	42	58	27	18	21	27	9	18	6	15	37	8	8	7	4	5	6	5	7	12	3	6	23	0	5	5	5	0	2	3	4	2	1	1	0	9	0	0	0	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	25404	6350	5072	2963	1692	1294	1172	829	1154	1644	970	562	886	350	211	850	232	170	153	277	140	209	277	120	179	79	169	69	91	36	110	56	63	71	102	18	31	27	75	32	36	10	9	19	40	19	14	13	16	3	8	4	10	22	6	8	4	1	2	2	1	4	8	3	2	20	0	1	2	0	0	2	3	2	1	1	0	0	9	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	39620	11926	8780	5468	3297	2700	2243	1661	1991	2562	1697	1037	1324	668	468	1279	468	350	306	435	298	318	458	209	271	153	239	135	141	75	154	94	92	117	168	52	38	47	141	73	50	26	26	42	63	22	19	22	25	9	16	7	14	28	7	5	8	8	4	7	5	8	5	2	7	25	0	5	6	7	0	5	5	6	2	1	1	0	2	0	0	1	1	4	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_active	80	23949	6116	4851	2933	1578	1276	1107	829	1112	1631	970	552	873	324	193	847	240	167	148	253	145	180	267	112	162	76	153	71	79	40	96	47	48	69	109	22	23	23	80	40	26	13	9	20	46	13	16	14	14	2	7	4	8	20	5	5	5	3	2	2	1	6	4	2	3	20	0	1	4	1	0	3	4	5	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
