label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118
0.03	north8_all	80	31119	9655	14998	5297	4559	2636	2620	2231	1251	2610	903	917	999	557	1103	527	720	472	280	387	588	217	179	387	293	138	132	179	170	134	71	145	59	112	59	53	42	40	28	41	32	35	55	13	27	32	27	13	21	12	13	15	8	12	9	35	20	9	20	5	7	10	3	4	0	8	2	2	2	2	3	2	2	4	0	0	0	1	0	1	2	0	0	0	0	2	2	0	0	0	1	0	0	2	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	17364	4363	9576	2769	2445	1293	1414	1164	541	1669	446	442	594	255	660	287	432	269	133	220	364	93	71	238	172	62	70	109	91	76	27	88	26	66	24	25	17	21	14	20	14	19	26	9	12	17	16	6	14	4	8	5	5	8	6	12	9	4	16	1	2	5	0	3	0	6	0	0	1	2	2	2	2	3	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	31009	9672	15225	5377	4457	2613	2684	2271	1291	2603	893	879	996	570	1102	558	702	474	305	408	570	218	178	373	344	146	132	192	181	124	76	145	69	122	47	56	46	40	31	37	29	31	66	14	27	35	26	13	24	11	14	11	8	12	9	33	19	8	19	6	14	4	3	5	4	8	2	2	2	4	3	1	1	3	2	2	0	0	3	1	2	2	0	0	1	1	2	2	0	0	0	0	0	2	2	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	17408	4370	9667	2805	2432	1289	1418	1198	570	1640	441	422	568	268	666	296	418	271	139	250	351	98	78	210	211	66	67	113	105	76	33	96	26	69	20	30	18	18	16	13	12	18	30	8	14	18	14	5	18	6	8	3	6	8	6	9	7	3	15	1	8	4	2	3	4	6	0	0	1	3	2	1	1	2	2	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	31613	9575	15250	5535	4644	2650	2691	2369	1273	2720	930	893	1015	569	1160	577	747	494	322	396	594	217	190	392	334	148	155	177	161	105	73	141	71	146	36	77	50	43	40	28	23	33	59	12	29	41	25	21	32	10	13	13	7	16	7	27	20	6	18	6	20	4	4	5	5	3	3	2	1	3	2	1	1	3	4	3	0	0	3	1	1	2	1	1	1	0	0	3	0	0	1	0	0	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	17941	4362	9677	2921	2595	1300	1482	1313	581	1746	442	431	585	269	741	320	449	283	152	235	351	95	85	233	205	66	83	111	98	61	34	97	26	87	16	51	19	16	22	11	10	19	23	8	15	30	12	12	23	5	9	5	6	11	5	20	7	3	15	1	11	2	3	3	5	1	1	0	0	2	1	1	1	2	2	0	0	0	0	1	1	1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_all	80	31936	9412	15758	5587	4793	2837	2707	2415	1311	2903	947	880	1141	535	1245	553	769	442	319	464	622	218	183	360	301	146	169	191	171	124	69	129	55	116	66	72	47	41	42	25	26	29	57	18	28	41	24	30	20	12	19	8	7	7	11	18	9	14	6	5	16	3	4	1	9	4	3	2	0	7	2	5	3	3	0	0	1	1	1	1	4	1	1	0	0	3	0	0	1	0	1	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	18221	4245	10054	2979	2741	1399	1440	1355	567	1863	434	439	662	241	803	291	456	244	163	273	405	96	78	263	193	61	101	111	108	69	30	84	26	64	34	40	28	16	22	10	9	16	44	9	16	17	15	23	11	5	13	4	3	0	3	10	7	8	1	4	4	1	3	1	9	2	0	1	0	6	1	4	3	2	0	0	0	0	1	1	3	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	32087	9420	16201	5499	4815	2751	2718	2375	1273	2871	952	821	1125	551	1214	550	765	424	327	463	617	223	201	403	328	144	163	202	158	116	69	125	58	120	63	78	51	40	44	21	27	23	35	20	30	46	24	32	16	8	16	8	6	9	15	23	3	13	7	4	12	2	3	0	8	5	3	3	1	4	3	5	4	4	0	0	1	2	2	1	4	1	0	1	1	2	0	0	1	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	18491	4260	10422	2908	2696	1372	1437	1307	556	1779	446	401	649	255	780	293	482	233	153	252	374	107	82	282	210	61	98	114	88	62	31	85	24	83	31	39	32	16	24	12	10	14	18	9	15	20	17	22	8	4	12	4	3	2	3	14	1	8	2	3	2	1	2	0	8	2	0	2	0	2	2	4	4	2	0	0	0	0	2	1	3	1	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	32607	9465	16432	5494	4777	2707	2740	2305	1221	2854	935	842	1093	552	1193	519	796	448	311	461	618	210	191	418	347	142	167	195	137	126	77	142	52	146	54	88	61	43	53	20	33	31	37	17	28	39	21	22	17	7	13	6	7	11	13	22	4	12	7	3	12	2	9	2	10	12	3	6	3	9	2	6	1	5	0	1	2	1	4	0	10	1	0	1	1	3	0	0	1	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	18737	4311	10506	2922	2695	1353	1469	1244	541	1787	436	412	636	263	716	264	506	241	138	255	387	104	77	279	229	65	103	101	77	65	34	104	18	99	19	50	41	18	28	11	16	20	24	7	12	16	17	13	8	4	10	2	3	5	3	12	3	7	3	2	7	1	7	0	9	8	0	4	0	3	2	6	1	2	0	0	1	0	4	0	8	1	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	32576	9471	16363	5532	4772	2678	2707	2307	1262	2968	944	863	1052	545	1205	536	829	482	317	467	606	219	181	397	345	158	185	186	118	138	87	134	56	151	48	91	60	34	45	29	37	32	32	18	24	35	20	18	20	10	12	4	6	10	11	13	3	8	7	5	8	7	10	4	6	9	2	5	4	8	2	3	1	3	0	1	1	2	4	0	9	0	0	1	1	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	18676	4340	10483	2968	2729	1330	1458	1237	579	1865	448	419	597	252	722	279	533	267	134	269	385	109	74	261	212	80	111	87	68	62	37	84	27	101	22	51	42	14	24	15	19	20	17	7	7	18	13	11	9	5	8	1	4	6	2	9	2	3	3	3	6	1	8	1	4	7	0	3	0	2	2	3	1	0	0	0	1	1	4	0	8	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	32766	9433	16168	5512	4726	2745	2668	2290	1280	3023	940	898	1070	537	1139	543	809	520	306	493	544	210	184	366	348	148	177	193	108	117	86	165	56	154	54	84	54	40	41	26	38	38	40	20	19	18	13	14	20	12	18	1	10	12	17	11	5	8	8	6	12	6	12	5	4	8	1	5	4	7	1	4	1	2	0	1	2	1	7	0	10	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north15_active	80	18876	4262	10345	2953	2683	1381	1452	1274	572	1905	438	452	587	248	672	270	502	296	130	291	352	101	78	232	216	79	93	105	69	48	35	107	34	102	26	52	39	16	24	13	22	20	23	9	4	8	6	9	11	8	11	0	4	9	11	7	3	4	4	2	8	1	10	2	2	7	0	3	0	1	1	4	1	0	0	0	2	1	6	0	9	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	32820	9491	15919	5630	4757	2779	2637	2294	1276	2990	953	909	1104	544	1186	587	742	519	314	480	580	217	188	336	348	145	175	182	113	127	81	180	68	145	59	72	46	38	38	34	31	39	56	25	20	16	9	18	20	13	23	4	11	13	12	6	7	6	6	15	10	9	11	6	3	3	2	2	2	5	3	2	0	2	0	0	3	1	3	1	1	2	0	1	1	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
0.03	north16_active	80	18874	4262	10153	3054	2728	1375	1440	1241	578	1835	456	466	650	252	709	306	461	307	132	294	382	109	89	207	208	75	92	102	66	57	34	120	42	100	33	47	33	19	23	16	13	17	26	11	7	9	5	6	15	8	15	1	5	5	11	2	4	3	3	10	6	4	8	4	2	1	1	1	1	1	2	2	0	0	0	0	2	1	2	0	1	2	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	32591	9547	15949	5554	4763	2821	2713	2286	1295	2980	981	857	1110	567	1191	590	707	514	334	449	561	230	207	375	373	134	158	171	130	116	68	169	59	131	52	67	49	47	46	25	30	37	57	28	16	12	6	20	27	13	26	7	14	13	16	6	11	7	9	12	11	5	5	3	2	2	2	1	2	0	5	1	0	5	0	0	2	1	3	1	3	2	0	1	1	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0
0.03	north17_active	80	18762	4288	10189	2963	2715	1435	1513	1265	602	1805	462	458	656	262	750	319	428	295	143	260	350	116	105	208	228	64	83	97	79	63	30	108	32	89	31	43	30	26	32	13	13	14	27	11	6	8	4	6	22	8	15	4	7	5	13	2	2	4	5	9	7	4	4	3	2	0	1	1	1	0	2	1	0	4	0	0	1	1	2	0	2	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	32574	9540	15785	5634	4863	2801	2854	2381	1305	2852	977	868	1096	582	1229	579	733	522	323	435	601	226	205	382	313	135	160	185	141	128	70	150	64	136	53	61	57	44	38	27	29	31	61	21	21	19	10	20	25	11	24	11	11	15	10	8	9	6	27	12	8	4	6	5	2	3	1	2	2	1	4	3	0	9	1	0	1	1	2	1	2	2	2	0	1	0	2	0	1	0	1	3	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	18706	4268	9945	3040	2799	1392	1599	1317	600	1738	475	447	662	282	769	313	447	298	129	246	373	115	111	223	191	63	77	109	80	71	32	102	35	100	28	29	34	28	25	15	13	10	28	7	10	7	9	7	19	6	12	8	7	5	7	3	1	3	22	10	5	3	5	4	2	1	1	1	2	0	1	1	0	8	1	0	0	0	2	0	1	2	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	32492	9359	15508	5505	4854	2749	2849	2424	1355	2844	991	879	1081	577	1194	566	715	533	316	421	617	249	204	413	303	160	164	165	165	128	64	146	54	150	53	79	60	54	47	23	26	23	52	18	24	30	18	26	26	9	26	11	10	12	12	10	10	5	34	2	17	2	3	5	1	4	1	4	3	2	4	2	0	9	1	1	0	1	0	1	2	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	18618	4183	9750	2915	2831	1360	1590	1373	621	1801	496	434	667	274	751	327	420	310	139	242	360	131	106	256	178	83	75	99	106	70	30	104	33	90	26	43	29	27	35	12	12	8	30	8	12	13	12	6	17	4	13	9	7	4	5	7	1	2	28	2	5	1	2	3	1	2	1	2	2	0	1	0	0	9	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	32214	9415	16051	5568	4855	2776	2866	2392	1367	2856	1016	873	1117	562	1179	555	724	538	311	433	606	246	196	405	312	164	178	159	179	128	70	147	59	160	52	63	62	42	56	29	26	27	41	17	28	37	16	23	27	6	24	9	8	16	11	10	6	4	36	13	14	3	9	7	3	5	3	5	2	4	2	2	0	6	2	1	2	3	1	0	1	1	3	1	0	1	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	18502	4177	10277	2935	2752	1326	1579	1412	617	1859	502	439	684	264	728	317	415	298	148	258	357	125	95	256	184	81	86	93	111	67	28	96	34	101	23	31	32	19	40	12	11	11	23	8	12	19	11	8	18	1	12	7	5	8	2	5	1	2	31	10	2	0	7	4	3	4	2	2	1	1	0	0	0	6	1	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	27483	9916	9965	5419	5811	2386	3871	2134	1489	1693	915	1278	715	714	728	1041	859	454	501	474	594	202	175	323	258	228	203	93	93	145	127	132	99	53	52	66	54	71	67	47	19	71	35	23	31	26	17	28	9	14	10	7	8	13	16	4	5	10	15	11	8	10	7	10	5	2	3	2	3	3	8	4	1	1	1	0	3	2	1	1	3	0	2	1	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south21_active	80	14694	4642	5753	2960	3599	1086	2398	1163	799	991	391	756	310	379	405	647	490	248	285	308	416	85	78	190	162	141	119	41	44	87	86	81	53	19	21	38	26	41	33	25	7	52	19	7	20	21	7	15	2	8	8	5	2	6	8	4	3	5	11	4	7	4	3	8	2	1	2	1	2	1	8	3	0	1	1	0	1	2	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south22_all	80	28447	10226	10298	5731	6104	2377	3978	2167	1586	1748	948	1345	661	743	768	1048	911	490	519	487	514	190	170	322	259	221	196	97	101	141	101	157	104	59	51	73	57	87	66	55	35	64	35	17	27	26	16	18	11	13	9	6	7	8	13	5	2	8	11	6	8	8	4	9	3	4	5	6	5	3	8	4	1	1	1	2	3	3	1	1	2	1	0	0	0	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	15382	4820	6098	3158	3777	1086	2413	1216	851	1021	424	783	303	406	450	648	540	290	311	304	345	75	74	174	157	139	117	44	51	91	67	102	58	20	25	44	32	56	37	27	19	42	23	5	18	21	3	10	3	7	7	5	3	4	5	5	1	2	8	3	6	4	1	8	0	1	4	4	4	1	8	4	0	1	1	1	1	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	29737	10403	10847	5924	6533	2413	4286	2226	1624	1801	965	1424	663	775	795	1052	981	497	503	483	474	182	176	307	306	256	221	96	112	129	110	135	128	62	51	69	59	75	71	61	34	62	32	16	33	27	18	18	14	9	7	7	8	7	10	5	4	5	7	7	8	8	3	8	3	4	6	6	5	2	2	1	2	1	1	3	1	3	1	0	2	1	0	1	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	16416	4984	6525	3314	4053	1133	2594	1280	857	1029	433	857	303	432	471	687	639	292	278	292	299	74	70	154	192	163	138	43	57	80	74	85	68	23	26	41	33	48	39	25	21	41	22	5	21	18	4	10	6	3	6	3	3	4	3	5	1	0	4	2	6	6	1	6	2	1	4	4	5	1	2	1	0	1	1	1	1	3	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	30859	10715	11211	6146	6963	2454	4554	2376	1671	1907	947	1563	662	812	817	1063	1105	463	521	546	495	180	179	321	310	254	229	90	117	143	110	149	119	59	51	110	53	67	72	75	40	57	36	19	36	33	18	17	30	9	8	14	9	9	6	4	6	8	6	10	5	9	2	6	4	6	6	9	6	1	1	4	1	0	1	3	1	1	0	0	1	2	7	1	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	0	0	1	0	0	1	0	1	0
0.03	south24_active	80	17219	5158	6858	3503	4341	1174	2751	1363	885	1127	423	970	312	467	491	713	727	278	295	312	305	86	68	166	193	159	147	39	58	89	70	88	59	22	27	73	26	41	38	44	26	30	22	6	25	23	6	10	21	3	6	9	5	5	4	4	1	2	2	7	3	6	1	2	3	1	4	7	6	0	1	1	0	0	1	1	1	1	0	0	1	1	6	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	0	0	1	0	1	0
0.03	south25_all	80	31077	10673	11586	6133	7313	2524	4799	2461	1675	1905	941	1567	664	829	842	1048	1102	424	511	576	572	189	202	345	298	280	230	93	110	154	110	133	139	50	51	107	52	44	64	85	33	44	36	23	46	29	15	31	29	11	8	18	8	9	6	8	6	16	8	11	1	5	2	5	3	5	2	9	6	3	2	3	4	0	2	4	2	2	0	0	0	1	7	1	0	1	0	0	1	0	2	0	1	1	0	1	0	0	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0
