label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115
0.03	north9_active	80	21600	17390	2744	4600	2914	1267	1599	2602	500	1544	1813	1203	304	376	315	833	178	125	181	274	58	103	69	53	67	102	436	260	42	57	25	51	24	68	17	16	14	27	30	91	34	17	1	13	27	14	14	9	17	11	16	18	17	4	2	1	3	2	3	0	5	1	2	3	3	4	2	0	1	0	1	3	0	1	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north10_all	80	33361	21279	7253	6975	4773	3068	2770	3224	1551	2193	2260	1618	840	795	669	898	484	372	354	425	287	257	217	203	181	175	466	337	109	117	91	95	73	85	58	49	46	53	31	94	50	35	16	25	36	27	19	22	21	21	22	26	11	8	7	9	9	3	7	4	6	4	3	8	2	7	4	1	3	5	2	2	1	1	2	4	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1
0.03	north10_active	80	21387	17088	2698	4588	2873	1314	1591	2464	475	1633	1918	1263	318	400	308	737	187	123	184	279	59	103	71	59	62	98	421	290	43	61	22	50	17	64	18	11	13	24	17	87	30	22	1	10	25	17	14	14	16	13	16	19	10	8	1	2	3	1	4	0	6	0	2	6	0	7	2	0	0	1	1	2	0	1	1	4	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north11_all	80	31390	20049	7149	6503	4610	3041	2542	3084	1588	2084	2166	1704	830	700	634	892	427	436	388	450	247	261	227	210	195	162	268	258	100	95	94	89	84	67	60	67	47	48	52	89	58	33	22	22	34	26	11	15	25	17	16	17	23	18	11	7	11	4	6	7	8	21	5	4	4	7	3	4	2	3	3	4	3	13	2	7	1	4	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	19104	15396	2485	4116	2603	1206	1367	2268	459	1538	1766	1321	259	344	269	703	165	131	171	315	60	105	55	62	76	89	223	216	33	43	19	39	28	38	24	19	13	22	35	81	44	14	3	8	16	14	6	9	22	7	8	14	21	14	4	2	6	2	0	3	5	20	0	2	4	7	1	4	1	1	2	4	0	13	1	7	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	32677	21110	7262	6689	4731	3121	2681	3218	1610	2133	2311	1830	839	732	652	1011	463	438	383	445	253	260	225	210	172	195	301	241	95	96	83	84	85	70	59	62	48	50	53	74	59	31	30	18	27	29	11	18	24	18	16	19	39	18	13	6	10	2	6	5	10	13	6	6	3	7	3	7	2	3	1	5	4	15	3	6	0	4	0	1	2	1	2	0	0	1	1	0	0	0	0	0	0	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	20929	16786	2689	4406	2764	1305	1551	2427	501	1616	1928	1448	297	375	295	829	186	142	174	314	54	112	63	62	63	121	258	206	40	44	16	40	29	40	23	22	12	25	33	68	41	17	7	7	13	15	5	8	21	8	7	16	37	14	5	1	5	2	0	4	9	12	0	3	3	6	0	7	2	1	1	4	0	15	1	6	0	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	33339	21361	7395	6767	4818	3056	2799	3061	1575	2158	2371	1850	845	751	657	1137	474	433	388	490	246	253	229	208	175	199	358	225	102	91	90	68	74	79	66	55	50	48	50	60	60	35	24	24	26	35	17	23	23	17	15	31	46	21	15	7	7	6	8	6	5	16	5	5	3	4	3	7	4	3	2	4	4	8	4	6	1	2	0	3	2	2	3	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	21568	17149	2806	4489	2942	1268	1642	2312	511	1652	1987	1502	315	386	308	947	189	145	170	349	54	111	67	65	67	121	320	187	42	39	22	34	22	50	26	19	15	28	32	53	42	23	5	8	14	18	8	12	19	11	7	29	42	16	6	1	3	6	1	4	5	14	0	3	3	3	0	7	4	2	2	3	0	8	1	6	0	0	0	2	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	33117	21592	7361	6741	4749	3058	2779	3000	1577	2160	2425	1701	800	756	630	1097	472	414	403	477	256	269	227	207	172	199	367	248	108	85	91	76	67	86	61	46	52	43	50	50	45	33	25	21	22	47	24	22	33	14	18	30	35	24	9	5	6	7	4	5	10	8	5	4	1	4	6	3	4	2	2	1	3	8	2	1	1	2	1	4	1	1	3	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	21336	17361	2802	4468	2917	1254	1625	2289	544	1601	2054	1353	281	409	292	892	173	119	171	348	57	117	68	63	61	118	326	212	43	31	20	32	20	58	26	18	13	20	31	44	25	20	6	5	11	27	14	10	25	6	7	27	31	15	3	1	3	6	2	3	9	6	0	2	1	2	0	3	4	1	2	0	1	8	0	1	0	0	1	2	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	33103	21490	7260	6789	4793	2990	2818	2973	1567	2197	2393	1696	771	750	616	1115	472	409	391	458	257	272	224	199	188	190	354	223	106	104	104	77	72	80	67	48	45	40	44	67	50	34	24	31	30	46	26	21	38	14	18	51	43	15	8	5	8	10	6	7	15	9	4	4	1	1	5	4	3	2	2	2	3	3	1	2	1	2	1	4	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	21201	17289	2780	4457	2963	1217	1611	2268	531	1625	2037	1321	276	404	286	920	182	121	179	326	58	113	72	57	70	108	314	184	46	40	22	33	24	59	33	21	12	20	27	57	30	20	5	8	19	31	16	11	31	6	8	49	36	8	2	0	4	8	3	5	14	7	0	2	1	0	0	3	3	1	2	1	1	3	0	2	0	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	33109	21606	7345	6904	4782	3009	2788	3134	1555	2306	2435	1723	799	748	644	1069	462	409	400	422	257	298	206	193	199	189	347	264	108	106	100	94	80	81	59	47	47	36	49	80	42	44	25	35	35	41	25	17	34	18	15	39	25	16	6	5	6	6	6	5	15	5	3	5	1	1	3	2	8	1	2	1	3	3	0	3	1	1	2	2	0	1	2	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north16_active	80	21180	17383	2769	4552	2921	1234	1590	2429	524	1705	2093	1357	276	402	300	892	179	120	195	311	50	127	64	60	78	107	297	216	46	47	19	38	22	54	32	20	12	18	32	71	30	26	5	9	21	27	15	7	27	9	5	36	20	8	2	0	3	4	5	3	14	5	0	2	1	0	0	1	2	0	2	1	1	3	0	3	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	33347	21258	7364	6864	4832	2939	2794	3358	1582	2229	2417	1788	788	726	604	1082	479	386	393	439	266	291	208	206	204	197	354	276	125	126	87	99	80	84	58	54	40	31	44	111	43	55	24	38	36	42	26	17	28	16	8	35	14	8	6	6	8	5	6	4	12	5	2	4	3	5	3	3	18	2	4	1	1	0	0	2	0	0	1	2	0	0	2	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
0.03	north17_active	80	21350	17009	2764	4429	2926	1197	1589	2595	526	1643	2049	1411	276	372	282	918	190	115	202	306	47	125	62	65	73	111	313	239	61	62	15	45	22	49	28	25	12	19	27	102	33	36	4	14	22	30	17	8	19	9	3	31	11	4	2	0	5	4	4	3	10	5	0	1	2	4	0	2	1	0	3	1	0	0	0	2	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	33565	21312	7442	6639	4869	2893	2875	3397	1604	2202	2429	1817	793	783	624	1177	483	390	390	450	276	291	219	211	185	188	433	276	125	127	78	112	72	74	48	48	35	43	42	139	50	61	20	31	36	30	27	22	34	10	10	33	15	10	4	6	6	2	6	4	9	0	2	5	5	5	0	7	18	3	4	1	0	0	0	1	0	0	4	1	1	0	2	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
0.03	north18_active	80	21552	17024	2776	4292	2971	1195	1610	2579	540	1621	2054	1465	252	394	306	1015	189	114	193	316	47	123	63	67	72	108	390	235	56	66	14	56	19	40	20	23	11	22	30	130	36	41	3	14	25	19	18	11	22	6	2	30	14	4	1	1	4	0	3	3	7	0	0	1	3	5	0	6	1	0	3	1	0	0	0	1	0	0	4	1	1	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	33361	21506	7291	6693	4794	2957	2836	3403	1613	2184	2314	1894	818	748	617	1214	480	390	378	477	260	272	197	190	182	186	519	284	130	116	74	104	74	79	48	49	40	51	37	106	56	60	18	26	29	27	29	27	34	8	15	18	22	14	2	8	4	4	3	3	6	9	3	8	5	7	3	6	11	5	5	2	0	0	0	1	0	0	4	1	1	0	0	0	0	0	0	1	0	1	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0
0.03	north19_active	80	21498	17194	2718	4386	2947	1257	1594	2584	547	1601	1943	1523	261	360	289	1055	185	114	174	339	46	109	58	60	75	101	475	242	64	63	12	55	21	41	15	26	16	24	26	98	38	41	4	13	21	17	21	14	24	5	7	13	21	8	1	3	3	0	0	3	4	9	0	4	3	7	1	5	0	0	3	1	0	0	0	1	0	0	4	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	32984	21646	7319	6735	4655	3018	2857	3274	1590	2119	2243	1795	775	769	650	1173	461	402	366	471	253	262	197	181	186	189	510	258	107	112	92	96	79	85	53	61	45	59	35	105	55	51	20	19	26	26	29	26	38	11	18	15	22	15	5	10	4	11	9	5	5	13	4	8	6	6	3	6	0	3	2	3	3	0	2	0	1	0	3	1	1	0	0	0	0	0	2	1	0	1	2	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	21174	17318	2696	4457	2789	1239	1623	2474	525	1600	1883	1468	254	374	305	993	175	136	163	333	55	105	57	59	79	116	467	214	41	62	18	49	20	48	16	29	17	29	23	96	39	36	3	7	15	14	22	14	31	4	11	11	21	12	2	4	2	1	5	4	4	13	1	6	2	6	1	5	0	0	0	2	2	0	1	0	0	0	3	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	33217	21969	7177	6830	4706	3033	2768	3383	1613	2126	2397	1726	810	770	682	1133	449	369	399	399	277	253	208	199	169	168	356	256	121	121	83	77	76	131	64	49	45	71	41	86	51	48	28	40	40	23	18	19	37	14	11	10	23	11	8	13	4	10	11	7	5	9	6	12	2	8	4	10	5	1	2	0	1	3	0	1	3	0	1	0	1	0	0	2	3	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	21272	17786	2660	4514	2922	1292	1513	2622	552	1542	2046	1388	301	392	341	945	170	106	181	279	55	105	68	59	62	100	317	221	50	59	15	34	18	99	30	13	7	46	19	72	29	31	7	22	30	11	9	9	32	10	7	9	21	5	4	3	4	6	8	6	4	9	2	10	2	8	0	8	4	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	33304	21545	7309	6755	4705	3016	2723	3383	1578	2182	2431	1712	794	751	694	1066	458	386	413	406	280	265	196	193	174	173	420	280	119	129	85	80	74	117	63	49	41	75	55	100	52	43	33	42	41	21	26	24	35	16	9	8	24	12	10	10	7	8	9	8	5	33	4	13	3	11	4	9	13	1	3	2	1	0	1	24	3	0	1	0	1	0	0	2	1	1	0	2	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	21299	17400	2751	4494	2954	1298	1548	2678	536	1620	2077	1368	320	373	336	896	170	112	190	269	57	115	59	49	64	96	380	236	53	70	15	35	19	91	28	18	6	51	28	90	28	26	6	21	28	10	15	13	30	11	5	7	23	7	6	4	5	5	8	8	3	30	2	10	3	11	1	8	3	0	2	1	0	0	0	23	1	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	33179	21917	7296	6829	4639	3029	2744	3368	1563	2138	2363	1671	810	785	689	1075	471	394	395	420	257	262	189	191	177	166	430	299	112	109	84	75	73	118	80	56	44	82	56	117	51	36	25	37	31	24	30	28	25	19	14	12	23	12	8	10	13	6	8	4	17	31	4	12	3	12	4	7	13	2	1	4	1	0	1	35	2	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	21209	17719	2752	4511	2822	1324	1551	2647	527	1609	2023	1326	307	385	341	890	181	133	191	289	49	117	51	52	72	91	390	237	52	52	19	33	20	94	32	26	8	58	31	106	29	23	5	18	17	10	19	14	21	13	11	11	21	9	4	4	9	3	7	4	10	28	3	10	2	12	1	6	3	0	1	3	0	0	0	34	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	33145	21707	7322	6770	4600	2993	2834	3360	1539	2139	2312	1675	838	804	659	1105	474	394	400	421	253	261	203	172	182	174	462	291	122	105	76	70	72	105	71	53	41	67	64	92	71	30	24	32	31	18	35	26	31	15	23	10	33	10	8	5	13	4	8	6	19	33	3	4	2	5	5	7	14	2	1	7	1	0	1	34	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	21197	17439	2747	4493	2774	1310	1635	2577	528	1632	1979	1321	331	381	312	908	179	131	185	284	51	119	57	48	73	104	424	226	62	54	17	31	21	83	29	22	11	54	39	83	49	21	6	14	18	11	20	15	28	11	12	10	31	8	5	1	7	1	4	6	12	28	3	3	1	4	1	6	4	0	1	6	0	0	0	34	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	33320	21875	7324	6816	4616	3010	2840	3265	1561	2164	2337	1630	841	791	661	1083	462	394	402	406	256	236	206	183	168	180	408	247	124	100	73	77	66	96	67	58	49	70	52	73	74	28	25	27	28	21	32	21	30	13	23	16	27	11	9	6	16	4	6	7	19	18	3	5	1	3	5	7	15	3	2	6	2	0	1	35	1	4	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	21445	17528	2691	4540	2739	1278	1646	2476	531	1646	1988	1284	311	385	313	890	169	135	194	271	53	107	57	64	67	108	369	191	56	52	26	37	21	69	34	22	15	46	32	64	58	21	8	10	15	12	17	10	28	8	11	15	24	11	5	2	9	1	1	6	12	15	3	4	0	2	2	5	5	1	2	5	0	0	0	35	0	2	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
