label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103
0.03	north1_all	80	3040	3464	2712	828	701	835	269	270	196	257	155	110	144	123	129	100	74	109	126	68	38	50	67	49	14	23	46	21	29	28	20	14	32	22	10	11	11	4	6	2	8	0	6	4	5	3	6	3	1	4	3	7	3	0	2	2	2	2	0	7	3	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0
0.03	north1_active	80	1440	2102	1743	476	417	528	121	131	95	146	86	53	80	62	73	59	35	69	68	38	18	23	35	30	10	7	27	13	14	16	16	6	23	10	6	4	2	1	3	0	2	0	5	1	3	2	2	2	1	2	2	4	3	0	0	0	1	2	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0
0.03	north2_all	80	3057	3193	2496	766	677	760	300	268	187	250	142	124	143	115	116	116	66	114	109	63	41	42	64	42	17	23	40	22	25	45	17	18	30	22	17	9	13	2	5	3	11	1	4	3	8	5	4	3	1	10	4	5	3	0	0	2	1	0	0	9	3	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	4	0	0	0
0.03	north2_active	80	1457	1908	1606	424	407	469	138	139	93	138	71	51	83	54	69	64	31	72	55	36	18	18	29	25	9	10	20	15	10	27	12	8	23	11	8	3	3	1	3	1	3	0	3	0	5	3	1	2	1	1	3	3	3	0	0	0	1	0	0	5	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	4	0	0	0
0.03	north3_all	80	2959	3044	2267	747	649	664	298	245	178	241	129	117	137	99	98	120	52	107	105	53	44	36	60	45	26	29	29	23	22	50	22	21	26	27	19	7	8	4	6	4	12	6	3	3	9	6	6	2	1	7	5	5	4	2	0	1	0	3	0	4	1	4	0	1	1	0	0	1	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	1367	1834	1495	398	370	426	142	128	83	140	64	48	80	47	52	68	29	65	46	30	24	15	24	26	8	15	16	15	7	32	16	11	21	15	11	2	4	3	4	1	4	2	2	1	6	4	2	2	1	0	4	2	4	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
0.03	north4_all	80	2974	3028	2155	756	652	653	289	238	186	242	121	115	136	90	91	119	48	92	94	51	49	31	56	30	27	28	37	25	22	46	28	17	25	23	23	5	5	5	7	6	10	8	2	7	8	6	3	1	0	7	5	3	2	2	0	1	0	4	1	7	0	4	0	1	1	0	8	1	3	1	1	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	1400	1830	1440	418	372	423	144	125	90	136	58	45	79	39	55	68	29	55	48	29	26	11	26	16	7	17	22	13	7	34	21	11	18	15	13	2	3	4	4	2	4	2	1	2	4	5	1	1	0	0	3	1	2	1	0	1	0	1	1	5	0	0	0	1	1	0	6	1	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
0.03	north5_all	80	2894	2961	2018	770	597	671	289	232	190	241	121	117	148	88	100	125	56	87	81	57	48	35	54	39	24	25	33	24	25	50	27	13	20	19	20	7	6	5	7	6	10	9	5	9	10	6	4	2	1	4	5	4	3	2	0	1	3	4	1	10	1	5	1	1	0	1	8	1	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1379	1798	1363	439	334	444	148	122	87	128	59	48	77	46	57	74	30	54	43	30	29	12	24	22	5	16	20	7	10	32	19	8	15	9	14	2	4	4	2	1	4	2	2	4	5	5	2	1	0	1	3	2	2	1	0	1	2	1	1	10	0	0	1	1	0	1	6	1	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2865	2741	1840	785	579	624	284	242	192	223	114	125	135	101	97	117	69	78	77	55	46	33	43	39	16	22	28	23	25	41	25	10	16	24	15	8	8	7	8	7	7	4	9	8	13	6	3	3	2	5	5	2	1	4	0	3	4	3	1	11	1	3	2	2	0	1	8	1	1	0	0	0	0	0	0	2	1	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
