label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92
0.03	north1_all	80	28762	13475	7137	5972	3602	6968	5175	3061	1373	1113	1084	1436	639	521	541	382	433	416	362	217	457	325	165	119	101	95	208	116	79	164	77	74	38	45	52	28	54	65	20	12	14	13	78	10	5	9	7	6	8	7	16	12	5	3	5	4	0	7	2	7	4	0	0	2	2	0	2	0	4	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	14094	6766	3242	3119	1665	4480	3275	1901	636	512	526	828	324	237	279	171	224	245	206	93	282	234	86	56	48	49	141	69	46	103	47	40	15	16	36	16	37	41	10	8	9	9	50	6	1	6	4	2	5	2	14	3	4	2	2	4	0	5	0	6	3	0	0	2	1	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28920	13332	7245	5982	3591	6745	5146	3018	1393	1114	1083	1395	630	498	531	371	444	422	337	210	478	289	152	120	107	93	193	129	75	177	80	70	44	41	42	27	46	69	26	18	17	11	83	7	7	7	8	5	12	9	15	13	2	4	4	4	1	2	5	8	2	0	0	2	3	1	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	14095	6765	3300	3099	1643	4377	3307	1848	627	519	553	829	321	231	268	166	231	239	189	102	315	180	71	60	49	50	127	68	49	104	50	37	16	18	27	17	29	41	16	12	9	8	53	4	2	5	5	2	9	5	14	3	1	2	1	4	0	0	3	6	2	0	0	2	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	28519	13050	7127	5911	3596	6778	5139	2926	1348	1074	1079	1364	632	491	499	351	444	404	317	220	467	289	137	113	121	90	192	120	89	185	65	66	44	38	34	29	45	36	25	21	18	7	73	10	8	10	7	3	6	9	8	5	1	5	4	4	1	1	5	8	0	1	1	1	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	13681	6594	3256	3028	1649	4354	3334	1749	602	482	566	820	309	236	238	169	236	221	166	108	304	170	70	59	51	41	119	51	54	106	35	31	20	18	21	18	23	28	16	13	11	6	45	3	3	7	5	2	5	6	6	4	1	3	1	3	0	0	3	6	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	28096	12673	7047	5755	3491	6433	4825	2741	1319	1097	1073	1302	648	528	477	355	413	380	294	222	449	329	151	118	131	98	205	104	95	125	57	50	46	39	25	26	39	29	31	27	17	6	26	7	10	13	7	3	6	14	4	2	1	3	3	2	1	0	5	2	1	1	1	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13286	6272	3232	2907	1600	4103	3064	1591	574	488	560	804	308	239	213	160	222	198	152	103	282	182	80	66	57	39	125	45	58	60	30	21	23	22	16	15	19	21	21	13	9	6	15	2	3	10	3	2	5	11	3	1	0	2	1	1	0	0	3	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	27417	12506	7046	5530	3421	6117	4588	2637	1304	1073	1032	1231	653	509	472	379	401	355	276	210	369	343	162	116	124	100	197	84	82	120	46	52	45	39	27	30	36	31	31	19	20	8	28	7	9	13	4	4	4	17	4	7	5	1	3	2	2	0	7	1	1	1	2	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	12751	5993	3175	2755	1547	3815	2833	1503	553	474	529	739	300	233	206	172	221	193	134	92	206	205	80	59	58	44	115	40	48	80	24	22	23	22	21	13	21	22	21	6	11	6	20	1	3	10	1	2	2	15	2	7	3	1	1	0	0	0	2	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
