label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93
0.03	north6_all	80	52728	21728	12012	5208	7809	3280	2331	3021	2442	1213	1458	1681	896	599	726	659	741	343	281	349	294	184	198	252	130	121	95	97	88	45	48	84	92	30	26	29	36	36	19	9	14	10	12	15	7	12	17	10	3	7	6	3	4	2	5	3	0	1	6	2	3	2	0	2	0	0	2	1	2	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	32716	13148	7046	2379	4863	1665	1126	1847	1440	607	871	1055	503	287	438	379	486	178	132	216	159	86	122	158	61	62	60	41	49	25	22	51	62	15	16	16	20	26	7	5	6	9	4	6	4	6	13	8	3	5	5	1	4	1	3	2	0	1	4	2	0	0	0	2	0	0	2	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	52724	21918	12007	5190	7689	3266	2308	3077	2415	1252	1448	1657	944	615	719	632	745	341	261	368	255	170	196	255	145	131	87	87	86	54	64	75	105	34	33	31	43	39	26	9	17	7	9	12	5	16	11	7	5	6	13	3	3	5	5	2	3	0	4	2	2	2	1	2	0	0	1	0	2	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	32556	13270	6958	2335	4807	1659	1116	1878	1442	637	878	1035	550	293	431	369	464	181	123	220	136	82	114	154	75	72	47	33	56	27	31	47	69	14	18	19	24	33	11	6	11	5	3	6	4	9	9	4	5	5	10	1	3	0	2	1	2	0	2	2	0	0	1	2	0	0	1	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	52655	21875	12093	5242	7625	3294	2276	3045	2520	1243	1471	1669	962	606	739	636	760	344	262	398	243	152	166	226	146	116	91	74	102	57	70	71	94	33	37	23	41	33	34	14	19	10	11	15	7	18	14	11	8	5	12	6	5	4	3	5	4	2	1	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	32598	13316	7150	2410	4781	1700	1070	1828	1529	638	906	1035	556	287	409	362	490	187	146	231	142	71	92	141	78	64	46	32	69	24	34	40	52	15	18	13	19	25	19	6	11	6	5	9	4	10	9	6	8	4	9	2	4	0	1	1	2	2	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	52225	21688	12148	5241	7772	3341	2195	2924	2521	1292	1477	1744	912	599	695	670	734	372	265	415	246	157	166	235	168	112	87	71	118	55	69	77	75	31	37	23	32	41	40	14	17	11	15	11	7	14	9	13	10	6	14	7	3	5	6	4	5	4	1	2	0	2	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	32239	13174	7069	2495	4876	1700	1048	1701	1547	634	900	1097	522	281	376	376	483	196	132	249	130	85	88	154	96	60	45	34	83	28	36	48	38	14	19	13	14	27	23	3	11	4	7	5	4	8	5	8	7	4	8	2	1	0	3	0	2	4	1	0	0	2	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	52297	21398	12231	5251	7882	3298	2169	2940	2564	1274	1537	1696	877	574	683	693	669	389	263	398	236	180	160	242	142	101	91	75	114	44	60	64	72	30	36	24	27	37	32	13	16	15	14	13	11	12	11	11	14	4	9	8	4	2	5	6	2	4	1	2	0	4	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	32248	12899	7107	2526	4861	1693	1050	1695	1568	622	938	1059	464	284	367	400	440	201	137	245	124	98	81	168	75	52	47	38	83	23	32	35	38	14	19	13	15	23	22	3	11	7	9	4	7	7	6	8	7	2	5	3	1	0	3	2	0	4	1	0	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	52499	21833	12189	5132	7622	3307	2173	2882	2483	1212	1425	1572	961	571	663	733	807	370	241	454	277	160	210	178	136	100	88	95	104	60	57	65	79	38	30	23	40	63	26	19	25	11	9	16	12	15	18	8	14	6	1	1	5	4	2	1	2	1	0	2	1	2	0	0	2	3	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	32226	13027	7210	2351	4734	1699	993	1754	1481	585	789	947	567	262	383	467	511	216	114	292	162	74	110	89	68	61	39	46	67	30	27	33	48	15	15	11	26	34	12	10	18	6	5	4	6	11	9	4	9	2	1	0	3	2	1	0	1	1	0	2	1	1	0	0	2	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	52349	21958	12203	5084	7567	3319	2219	2968	2399	1214	1501	1539	932	549	644	709	828	385	254	467	284	166	181	182	142	92	79	101	103	53	58	55	81	40	34	22	31	66	29	15	24	17	9	16	10	18	10	13	11	4	10	1	4	3	1	1	2	6	2	1	0	0	0	0	2	2	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	32029	13032	7163	2319	4587	1727	1014	1766	1426	589	839	916	535	263	358	448	530	222	116	299	171	70	97	94	60	51	31	51	66	24	34	26	51	16	13	8	15	36	13	9	17	8	6	4	5	11	3	8	8	3	9	0	2	2	1	0	2	2	0	1	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	52159	21671	12267	5130	7783	3340	2265	2982	2360	1191	1600	1570	901	572	623	724	776	378	277	466	272	159	164	198	147	97	75	97	100	48	55	61	77	42	44	20	31	46	27	13	30	21	9	13	12	15	6	17	10	6	9	3	2	3	2	0	2	9	2	1	0	0	1	0	1	4	0	0	0	1	0	0	2	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	32246	13058	7206	2368	4734	1734	1066	1762	1412	586	907	969	528	264	334	424	484	211	135	292	161	67	89	101	65	51	29	50	58	24	32	31	45	18	19	9	12	23	11	10	20	8	5	5	5	9	1	13	7	4	8	0	0	2	1	0	2	4	0	1	0	0	0	0	0	4	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	52628	21503	12170	5081	7876	3327	2304	3110	2394	1233	1614	1667	883	577	640	670	725	352	303	458	289	168	176	212	152	107	73	101	108	46	61	65	73	37	42	19	36	46	29	13	30	24	9	15	9	20	8	18	5	9	9	6	4	2	7	1	1	9	3	1	0	2	1	1	1	5	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	32664	12872	7109	2293	4776	1721	1084	1800	1436	596	941	1036	491	276	341	374	466	181	153	281	169	79	95	112	72	51	28	60	61	22	32	33	40	16	22	8	16	28	11	9	16	10	4	7	3	13	2	13	2	5	8	1	1	2	5	0	1	4	1	1	0	2	0	0	0	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	52354	21309	12255	5227	7925	3328	2295	3109	2400	1215	1620	1749	881	649	694	648	757	380	306	427	280	182	173	206	146	98	73	100	107	46	66	77	79	42	39	22	39	42	25	15	29	20	6	12	19	18	11	17	5	12	2	8	3	4	8	3	2	4	1	1	0	2	1	2	3	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	32333	12767	7194	2358	4895	1704	1082	1848	1447	596	942	1098	487	321	388	346	499	195	146	258	157	103	94	119	72	50	29	60	57	21	27	44	49	20	22	7	15	26	12	10	15	6	2	7	4	12	7	12	2	7	1	1	1	3	5	0	1	3	1	1	0	2	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	52373	21427	12368	5116	7910	3365	2288	3107	2487	1196	1573	1814	904	622	712	616	736	375	287	394	288	195	171	234	132	91	87	91	109	47	75	88	107	39	35	26	43	38	27	15	27	16	6	14	25	13	15	10	5	13	5	8	3	6	8	4	2	3	2	1	1	3	1	2	4	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	32227	12883	7303	2320	4956	1725	1074	1860	1486	586	929	1147	497	334	397	328	500	190	130	232	158	102	99	153	68	37	43	47	63	20	26	53	74	20	21	9	19	19	13	10	13	3	3	10	6	9	10	6	2	8	4	1	2	5	5	1	0	3	1	1	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	52298	21587	12194	5207	7823	3388	2277	3042	2418	1193	1581	1782	907	598	689	659	749	382	284	395	268	190	176	231	129	89	88	80	109	44	71	86	106	40	35	27	28	37	23	12	23	19	8	17	22	8	19	11	6	11	7	6	3	4	4	4	3	4	2	2	1	2	0	2	7	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	31928	13013	7172	2392	4938	1704	1089	1827	1438	580	915	1115	491	306	397	381	493	193	136	250	153	92	102	155	68	39	49	41	71	19	25	52	77	23	19	6	11	16	9	6	11	6	4	11	5	5	12	7	1	8	6	2	2	3	2	1	0	3	1	2	0	1	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	52619	21798	12152	5165	7784	3517	2241	3031	2478	1215	1529	1729	932	558	708	691	723	392	275	408	266	169	164	227	126	96	114	74	108	57	57	88	91	41	43	23	23	34	25	11	27	16	10	17	18	8	15	13	8	6	9	4	6	4	4	4	3	4	1	3	1	2	0	0	6	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	32185	13198	7158	2365	4884	1761	1086	1819	1456	585	858	1096	509	284	403	397	455	200	132	236	153	76	96	148	57	45	66	35	71	26	22	52	61	20	28	5	11	15	11	4	14	6	4	10	6	4	8	9	2	5	7	2	2	3	2	2	0	3	0	2	0	1	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	52774	22049	12000	5197	7892	3531	2213	3024	2492	1199	1516	1666	898	549	686	738	740	393	265	444	274	178	170	226	141	113	111	76	113	62	44	78	85	39	53	23	22	39	24	13	28	20	11	18	13	8	12	13	12	9	9	3	7	4	9	3	4	3	0	3	1	5	0	3	6	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	32122	13372	7034	2402	4880	1808	1070	1804	1497	607	864	1031	488	258	392	426	476	206	126	245	163	80	95	139	61	52	66	33	73	29	21	48	58	15	33	5	13	20	12	2	15	10	4	11	7	3	5	8	3	6	7	2	2	3	3	2	1	1	0	2	0	2	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	53020	22054	11919	5175	7883	3527	2162	3049	2585	1218	1479	1665	885	573	700	729	720	402	252	439	297	173	165	231	137	108	106	95	110	51	39	76	69	39	45	25	41	34	26	14	33	15	9	12	9	9	10	14	12	7	8	4	5	5	9	2	3	7	0	2	1	4	0	3	4	2	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
0.03	north20_active	80	32477	13295	6954	2379	4839	1830	1031	1803	1562	597	847	1052	475	276	396	412	472	203	122	236	168	80	86	139	59	50	64	45	68	26	19	40	45	15	28	8	31	18	12	3	22	10	3	7	5	5	8	10	5	4	4	3	1	3	3	2	2	3	0	1	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south21_all	80	53125	21804	12167	5208	7921	3401	2224	2969	2556	1199	1452	1701	961	617	707	782	771	328	297	391	285	173	201	245	131	106	106	101	134	52	62	75	84	37	34	25	42	47	22	14	21	8	13	11	13	9	6	17	5	6	5	2	4	4	8	4	4	3	5	1	1	1	0	3	1	6	1	1	1	1	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	32549	13133	7179	2457	4820	1765	1019	1787	1547	583	838	1086	542	293	409	463	475	170	163	240	153	72	119	154	70	53	40	56	93	17	40	47	56	19	20	13	30	23	10	4	19	4	4	9	11	3	2	13	5	3	3	0	3	2	4	4	1	1	4	1	1	0	0	3	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	52880	21829	12100	5177	7728	3383	2198	2954	2481	1186	1495	1668	972	600	750	791	727	342	272	405	294	170	189	235	133	117	84	86	120	52	62	69	84	40	28	34	44	56	23	16	14	6	15	13	10	9	6	15	6	5	6	2	3	3	8	5	2	3	5	1	2	1	0	2	1	6	1	4	0	0	0	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	32489	13149	7136	2394	4731	1730	1020	1767	1456	581	854	1077	538	295	434	463	463	184	145	242	152	76	113	145	75	59	32	47	81	13	34	37	58	20	17	18	26	31	12	4	12	3	6	10	8	4	2	12	6	3	3	1	2	1	4	5	0	1	5	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	52389	21798	11951	5211	7622	3308	2269	2971	2442	1196	1522	1677	959	590	728	714	722	363	265	409	286	186	169	233	133	113	83	80	89	49	57	77	70	45	32	34	43	39	26	13	18	13	11	16	11	9	5	19	7	9	14	5	4	1	7	5	2	2	2	2	2	3	0	2	2	2	1	3	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	32367	13065	6914	2394	4715	1648	1059	1783	1446	585	900	1078	526	301	405	423	464	191	137	241	153	82	97	139	69	54	30	43	58	14	29	43	47	21	21	16	25	29	14	4	13	4	5	9	7	5	4	12	6	6	10	3	4	0	3	5	1	1	2	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_all	80	53140	21878	12027	5100	7628	3223	2230	3047	2472	1199	1542	1710	965	629	737	691	673	373	261	440	271	184	172	269	134	110	82	77	89	58	52	71	74	40	34	32	42	50	24	12	24	24	8	18	11	6	6	19	6	6	14	5	6	3	6	7	1	2	2	3	1	3	0	2	1	1	2	3	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	32865	13204	6924	2291	4793	1607	1024	1793	1475	554	921	1071	523	306	409	423	432	202	139	260	149	86	97	175	68	54	33	40	67	21	26	45	53	19	19	15	18	39	13	3	16	12	4	11	6	4	3	8	5	4	10	4	5	0	6	7	1	1	2	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	53191	21814	12136	5236	7688	3310	2281	3128	2623	1219	1557	1718	899	613	713	712	642	377	263	483	261	186	163	264	142	105	94	73	94	61	45	60	66	36	38	30	32	49	31	15	31	27	9	15	8	7	7	24	9	7	14	5	6	4	6	2	2	2	1	3	0	3	0	3	1	1	2	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	32813	13224	7067	2345	4865	1712	1039	1855	1620	557	980	1059	510	282	397	405	391	214	138	296	139	93	91	172	70	51	33	34	67	25	22	40	42	17	21	16	18	39	12	5	18	16	4	9	0	4	3	8	7	5	11	4	5	0	5	2	1	2	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	53334	21637	12086	5069	7856	3390	2264	3083	2608	1257	1549	1848	894	597	709	649	653	380	267	492	276	188	171	245	151	104	94	72	105	66	40	64	64	27	44	40	27	34	32	15	34	26	11	10	8	6	8	20	10	4	12	4	5	5	11	2	2	5	2	3	0	1	0	1	0	1	2	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	32827	13182	7017	2284	5031	1736	1056	1814	1666	562	934	1184	494	275	402	347	383	202	139	314	164	93	94	158	80	49	37	38	71	24	18	39	38	10	21	23	17	26	12	4	20	20	4	7	2	4	1	8	8	3	8	3	3	2	10	2	1	5	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	52997	21680	11998	5104	7777	3447	2276	2999	2575	1219	1566	1827	998	555	716	675	675	380	286	506	272	182	186	214	155	89	91	70	105	58	40	69	72	29	41	39	38	29	27	12	38	24	12	8	8	4	8	12	9	5	8	2	5	4	12	3	1	7	1	2	0	0	0	1	0	1	1	0	0	0	2	1	8	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	32544	13148	7054	2308	4949	1772	1078	1762	1655	554	918	1165	570	274	413	382	397	223	149	337	148	85	94	128	83	39	35	35	67	25	19	44	46	13	22	22	23	21	11	4	26	18	6	6	2	1	1	6	7	4	4	1	3	2	10	2	0	6	0	1	0	0	0	1	0	1	1	0	0	0	1	1	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	52607	21740	12056	5090	7792	3406	2196	2914	2448	1224	1585	1787	962	556	706	640	657	362	275	468	276	177	166	202	151	95	100	77	94	54	35	92	87	29	49	38	43	43	25	13	26	17	12	4	9	7	9	8	7	4	8	2	5	4	10	4	1	7	1	4	0	0	0	2	1	2	0	0	0	0	2	1	8	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south28_active	80	32252	13144	7064	2344	4871	1717	1023	1733	1525	554	905	1094	522	270	388	356	407	209	134	302	156	76	79	115	86	38	47	44	56	25	18	52	63	16	30	23	28	37	8	1	14	11	7	4	3	4	4	5	4	3	4	0	2	3	9	3	0	5	0	3	0	0	0	1	1	1	0	0	0	0	1	1	8	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south29_all	80	52655	21759	12230	5219	7858	3325	2171	2897	2376	1245	1542	1647	964	540	708	644	602	381	289	447	288	182	178	242	137	93	95	84	100	54	52	116	110	29	37	29	47	64	21	9	22	11	14	4	9	6	10	9	7	2	5	4	7	7	8	4	1	7	0	4	0	0	0	2	1	3	0	0	0	6	1	1	8	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south29_active	80	32261	13133	7184	2439	4861	1661	981	1735	1434	587	892	1014	545	271	398	381	347	234	133	298	158	83	88	135	70	34	45	44	59	28	25	81	83	17	24	15	26	45	10	1	13	6	10	3	4	3	4	6	5	2	3	0	3	4	7	3	0	4	0	3	0	0	0	1	1	1	0	0	0	6	0	1	8	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_all	80	52440	21819	12269	5231	7894	3215	2156	2951	2369	1243	1526	1523	936	555	714	652	610	361	286	449	270	179	173	276	133	105	84	89	109	54	51	114	101	32	39	24	32	64	30	11	29	11	8	9	9	8	11	10	10	0	5	3	7	6	4	4	2	2	0	2	0	0	0	3	1	6	1	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	32185	13076	7188	2464	4893	1598	969	1783	1404	589	859	946	545	271	397	372	370	201	136	297	134	81	92	161	62	46	40	44	73	30	20	75	68	17	23	12	20	41	14	2	16	6	7	6	6	5	4	6	6	0	3	0	4	3	4	4	1	0	0	2	0	0	0	1	1	2	0	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south31_all	80	53134	21579	12443	5152	8135	3385	2275	3099	2669	1238	1521	1725	941	616	692	684	712	380	258	381	279	177	210	266	150	100	122	89	101	52	48	97	64	22	37	22	32	35	24	24	16	12	13	7	9	17	14	14	9	4	8	1	0	3	4	3	3	1	4	3	5	0	3	3	0	2	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	32724	13005	7364	2433	5135	1773	1077	1908	1672	580	900	1094	555	282	394	400	454	207	117	234	169	73	126	174	74	48	62	43	65	24	24	51	35	13	21	5	18	15	14	10	9	8	8	1	3	10	4	10	1	3	3	0	0	1	1	1	1	1	3	2	3	0	3	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
