label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north1_all	80	7716	2873	1283	2228	733	504	593	649	249	106	67	83	99	50	36	16	44	31	7	3	10	11	1	6	0	4	0	2	1	0	0	0	0	0	0	0	0	0	5	0	0	0
0.03	north1_active	80	4207	1488	633	1449	419	279	396	444	149	50	39	49	57	33	9	10	28	24	5	3	5	8	1	2	0	3	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0
0.03	north2_all	80	7698	2893	1248	2127	738	514	565	636	267	115	73	84	95	63	32	18	35	31	10	2	9	16	1	8	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	4254	1503	586	1376	404	280	360	434	159	56	45	50	54	41	9	12	18	16	6	2	3	11	1	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	7740	2877	1238	2116	749	521	546	608	276	115	82	100	95	59	35	21	40	37	11	2	6	11	1	6	2	3	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	4284	1475	578	1355	422	296	347	417	160	61	45	58	53	35	11	14	24	20	6	2	3	5	1	3	1	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	7784	2888	1233	2166	756	468	571	555	293	112	83	115	94	62	30	25	33	39	9	4	4	8	4	4	2	1	0	0	4	2	6	0	1	0	7	0	0	0	0	0	0	0
0.03	north4_active	80	4355	1512	554	1389	448	261	376	372	181	60	42	71	53	41	12	13	20	19	4	3	2	3	4	1	1	1	0	0	2	2	5	0	0	0	7	0	0	0	0	0	0	0
0.03	north5_all	80	7832	2892	1242	2216	745	458	591	562	311	130	82	114	101	63	27	22	38	31	8	8	2	8	6	3	3	4	0	0	2	2	8	0	1	0	7	0	0	0	0	0	0	0
0.03	north5_active	80	4336	1489	536	1438	445	259	372	370	193	70	35	65	62	41	11	8	30	21	5	4	1	3	5	0	1	1	0	0	1	2	6	0	0	0	7	0	0	0	0	0	0	0
