label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	23005	8774	2197	2499	1233	597	762	366	537	428	158	94	72	71	53	41	57	24	30	19	12	16	4	4	7	2	3	3	3	4	1	0	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	14918	5597	1077	1569	690	281	472	183	347	287	87	52	30	33	22	24	42	16	21	10	6	9	3	2	2	1	3	3	1	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	23350	8934	2252	2541	1249	589	765	369	568	403	167	94	68	73	48	31	51	23	21	14	13	15	5	3	8	2	3	3	5	1	1	0	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	15132	5711	1118	1541	701	275	458	172	382	266	86	48	31	37	18	18	31	16	15	6	8	10	3	0	3	2	3	3	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	23265	8941	2308	2619	1220	597	733	357	519	402	176	99	68	66	56	29	71	37	18	20	12	15	7	4	6	4	3	3	3	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	15143	5734	1100	1613	685	285	450	171	341	264	92	46	29	36	26	16	46	22	10	13	8	11	3	0	2	3	3	2	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	23284	9146	2311	2638	1223	596	752	347	523	386	172	107	70	64	64	28	68	34	15	17	8	22	6	5	4	3	3	2	2	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	15185	5888	1078	1639	714	284	460	165	343	256	90	51	32	35	31	17	43	17	7	14	6	16	2	0	2	2	3	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	23165	9046	2280	2611	1178	593	709	335	501	393	157	122	71	59	68	36	71	40	12	18	6	21	10	6	4	4	3	1	2	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	15002	5892	1042	1666	682	274	414	166	318	243	89	60	36	30	37	19	45	19	4	15	2	14	7	1	3	2	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	23056	9257	2203	2584	1226	605	686	338	513	409	130	123	80	52	70	30	65	37	14	18	8	18	7	7	5	3	3	2	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0.03	north6_active	80	14900	6065	1029	1651	696	281	402	166	333	257	69	63	39	25	36	12	43	22	6	15	1	10	7	1	3	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0.03	north7_all	80	22950	9186	2174	2511	1154	583	675	336	489	433	128	140	85	56	69	39	69	38	19	14	7	10	9	7	6	6	5	1	3	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north7_active	80	14827	5964	1022	1599	633	271	388	167	310	284	64	77	42	28	39	18	52	23	9	11	1	4	9	1	2	3	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north8_all	80	22871	8980	2133	2445	1165	594	692	349	476	452	138	130	78	55	64	40	69	33	18	15	7	11	9	6	10	5	5	1	2	1	3	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	14734	5747	1024	1508	629	280	416	168	313	274	68	69	38	28	26	21	51	19	8	11	2	5	7	0	5	2	3	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	23047	8852	2190	2405	1129	586	706	342	478	435	151	126	83	59	56	43	59	31	21	17	10	11	8	6	7	6	4	1	2	1	3	4	1	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	14832	5723	1071	1449	611	258	410	163	307	274	70	67	42	31	22	25	45	19	10	13	4	6	5	0	3	2	3	0	1	0	0	3	1	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	21610	8311	2184	2283	1114	611	685	328	412	416	138	109	80	56	55	52	48	23	19	16	9	10	7	5	5	4	3	2	1	1	2	4	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	13774	5300	1068	1366	612	273	392	154	273	239	63	57	42	28	20	26	37	13	6	12	4	6	4	1	3	1	3	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	22909	9170	2110	2526	1186	623	797	340	489	446	159	111	77	64	47	41	75	35	20	13	9	20	15	5	6	8	3	2	1	2	0	2	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north11_active	80	14739	5816	1021	1572	654	309	482	159	306	281	95	52	29	35	23	19	59	21	12	9	4	14	8	3	2	3	2	1	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north12_all	80	23219	9208	2104	2514	1225	590	815	361	468	433	147	116	80	54	54	39	71	20	18	18	8	24	11	4	5	7	1	1	1	2	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	14983	5911	1003	1549	648	292	481	161	283	268	88	55	32	29	24	16	58	14	10	10	4	19	4	2	1	5	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	23124	9127	2118	2517	1257	605	773	357	463	421	133	112	79	63	58	38	78	17	15	18	8	21	6	2	4	6	2	1	3	1	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	15049	5893	997	1556	688	285	470	166	275	253	67	56	32	31	31	18	66	12	9	7	5	15	2	2	0	5	1	1	3	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_all	80	22862	8914	2184	2552	1249	563	751	366	460	402	167	113	91	57	65	31	73	17	15	17	7	20	10	3	7	4	1	1	3	1	3	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	14943	5730	1029	1591	688	271	456	190	277	255	81	58	39	28	36	14	57	10	9	7	3	13	2	2	4	3	1	1	3	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	21919	8273	2146	2429	1201	554	728	358	478	403	165	112	86	72	71	36	56	19	19	18	8	14	9	5	7	1	2	1	3	1	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	14104	5248	1009	1474	671	271	446	190	300	242	83	63	36	34	40	15	39	9	11	8	4	8	2	3	4	1	1	1	3	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	21743	8187	2135	2400	1186	568	693	350	494	433	168	124	73	62	73	45	59	23	19	14	7	17	9	7	7	1	1	1	8	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	13946	5141	996	1452	650	267	418	182	311	278	89	67	28	27	41	23	43	10	12	5	4	10	3	5	5	0	0	1	6	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	21995	8369	2121	2496	1180	572	682	349	467	429	171	125	74	73	65	50	40	21	14	11	5	14	6	5	3	4	2	1	8	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
0.03	north17_active	80	14023	5246	970	1558	645	270	399	167	296	290	97	70	33	29	37	28	28	10	6	4	2	11	3	3	1	1	1	1	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	22907	8839	2191	2581	1228	592	669	321	475	447	156	114	68	73	62	49	50	27	12	11	7	10	6	4	4	8	2	3	10	3	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2
