label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64
0.03	north1_all	80	17084	8005	3182	1428	2222	670	1026	424	537	254	304	328	250	98	205	57	91	50	47	41	64	68	21	18	19	11	16	5	7	10	20	11	2	1	4	1	2	0	1	1	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
0.03	north1_active	80	10711	5044	1831	637	1398	325	610	192	313	110	172	224	154	47	118	27	55	25	18	26	47	47	11	8	14	2	11	2	4	5	9	5	0	0	4	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north2_all	80	17110	8040	3118	1412	2127	680	1029	437	539	240	284	352	246	100	179	64	84	46	53	44	55	64	21	26	17	15	16	8	7	9	16	13	3	2	1	2	2	0	1	2	0	3	0	0	2	0	1	1	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0
0.03	north2_active	80	10793	5132	1786	647	1328	325	622	206	322	103	152	218	156	48	115	32	49	26	20	24	39	43	12	15	14	5	9	4	3	3	9	6	0	1	1	2	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north3_all	80	17340	7902	3130	1458	2163	718	987	412	496	234	307	340	255	107	192	72	75	41	49	45	52	47	25	27	18	19	9	9	8	12	21	17	3	1	2	4	0	1	1	2	0	4	0	0	2	0	1	1	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0
0.03	north3_active	80	10851	5017	1752	663	1368	340	622	185	293	105	173	200	148	55	127	37	42	22	19	24	38	25	15	16	11	8	3	4	4	6	10	11	0	1	2	3	0	1	1	1	0	2	0	0	1	0	1	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north4_all	80	17376	7839	3136	1403	2222	733	1009	406	500	236	272	318	241	123	151	71	74	28	52	35	47	48	28	27	21	17	9	12	6	9	18	12	2	2	2	4	0	2	1	2	1	3	2	0	2	0	2	1	1	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	10756	4893	1806	652	1465	353	647	186	283	108	146	175	133	62	96	37	34	13	22	15	34	23	17	20	8	8	2	4	3	5	4	8	0	1	1	3	0	2	1	1	1	2	2	0	1	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	17324	7661	3086	1425	2227	756	970	396	514	236	288	333	238	115	150	64	84	33	48	41	71	52	25	23	25	14	11	10	7	10	20	11	1	3	2	2	0	2	1	1	1	2	2	0	1	0	2	0	1	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	10738	4772	1768	648	1458	371	626	185	305	107	166	197	134	60	94	33	38	13	19	16	45	23	19	15	9	5	4	3	4	6	5	9	0	2	1	1	0	2	1	0	1	1	2	0	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	17190	7829	3139	1367	2234	752	1031	400	506	273	284	329	222	112	161	51	81	34	60	41	83	51	29	25	22	15	15	8	10	8	14	5	0	4	1	2	2	1	1	1	1	1	2	0	1	0	2	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	10712	4864	1831	629	1495	365	651	200	291	130	157	204	120	49	100	23	36	14	28	18	55	28	21	18	8	5	9	2	6	6	6	4	0	3	0	1	1	1	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	16938	7943	3158	1417	2191	742	1014	425	550	261	280	361	225	107	167	59	84	41	50	42	74	49	28	22	13	8	16	5	8	8	16	11	1	4	2	3	5	0	1	0	0	1	5	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north7_active	80	10671	4955	1853	653	1446	361	651	216	309	117	153	235	134	45	111	26	42	14	23	19	49	26	21	12	7	2	11	3	5	6	10	5	0	3	1	2	3	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	16785	7981	3184	1428	2139	721	1018	409	525	268	283	335	216	102	191	56	76	44	55	49	71	50	25	22	10	8	23	6	6	7	12	11	4	6	3	4	6	0	1	1	0	1	4	0	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north8_active	80	10572	5003	1864	651	1403	346	629	200	300	111	157	215	134	46	122	25	39	15	32	21	46	33	18	13	3	3	15	4	4	4	9	2	1	4	2	3	3	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	16862	8002	3239	1431	2184	706	1003	412	565	245	271	325	222	110	189	54	69	47	46	47	64	50	20	15	10	9	21	5	7	8	10	13	4	9	4	4	5	1	0	2	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north9_active	80	10520	4988	1913	662	1415	347	606	205	344	98	155	204	137	54	108	25	35	16	27	20	42	34	13	6	4	4	13	4	2	4	7	4	1	5	3	2	2	0	0	1	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	16621	7808	3197	1373	2162	718	972	416	612	223	249	321	229	117	185	49	66	57	34	53	55	61	15	15	12	10	25	6	8	8	4	9	5	8	4	3	2	2	0	2	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	10300	4896	1865	635	1408	345	569	204	379	95	146	201	142	59	107	28	40	22	19	19	33	34	9	7	5	4	14	4	4	4	2	4	2	5	3	1	0	0	0	1	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	17251	7912	3229	1361	2211	665	951	435	551	236	231	281	245	117	205	59	55	59	49	37	80	48	20	16	23	10	8	8	8	11	16	5	0	8	4	3	5	1	2	0	1	0	2	0	1	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	10900	4932	1891	613	1365	318	590	219	382	98	126	184	156	48	136	29	31	24	29	12	66	31	11	12	14	5	7	4	3	6	9	3	0	6	2	3	3	0	0	0	1	0	1	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	17242	7877	3230	1390	2186	674	934	417	564	246	217	285	239	99	223	52	68	56	42	33	83	49	15	20	25	14	9	11	2	7	5	5	3	8	6	2	5	1	1	0	1	0	2	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	10888	4933	1859	648	1367	311	560	203	384	104	108	191	155	39	160	27	39	17	20	17	68	34	5	13	16	7	6	5	1	3	0	3	2	3	2	2	3	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	17222	8070	3137	1396	2125	687	906	413	564	228	243	251	224	96	217	59	86	57	44	34	73	37	19	30	28	16	11	6	5	8	10	3	3	9	5	2	2	1	3	1	0	0	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	10829	5163	1761	651	1341	329	551	209	353	88	126	170	140	43	150	33	50	17	22	20	56	24	7	22	14	9	6	4	1	6	0	1	2	4	2	2	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	17189	7768	3143	1427	2122	688	955	390	572	232	275	286	227	97	211	61	85	50	41	42	66	41	17	29	21	17	17	6	5	8	12	5	3	7	4	4	1	1	3	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	10704	4959	1789	671	1368	323	579	185	352	92	147	180	139	47	146	39	48	21	20	24	45	34	6	21	9	8	11	4	1	6	2	3	2	3	1	2	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	17031	7823	3142	1398	2205	690	975	388	569	228	299	338	238	100	196	69	87	47	45	51	74	41	21	28	18	13	19	6	8	6	14	5	3	5	2	4	1	0	3	2	0	0	2	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	10537	4996	1782	636	1429	331	583	190	339	94	173	200	142	54	122	36	49	23	21	29	51	28	12	21	10	7	14	3	4	6	4	4	1	3	1	2	1	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
