label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	1573	674	424	260	163	100	95	54	56	173	28	94	144	19	6	5	14	20	8	2	0	0	5	0	2	2	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north1_active	80	402	159	212	134	47	25	25	10	33	169	13	91	141	15	0	3	7	20	7	0	0	0	5	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_all	80	1586	692	432	263	157	102	87	52	45	178	33	87	163	16	7	7	14	6	14	2	1	2	6	3	2	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	423	189	209	133	45	26	24	12	24	174	14	85	157	11	0	5	7	6	12	0	0	1	5	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1632	672	431	255	151	104	59	47	47	182	34	58	201	13	8	7	15	7	7	2	2	3	5	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	431	196	208	121	31	25	19	11	28	175	12	54	193	8	0	5	10	7	6	1	0	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1609	682	436	252	151	111	56	43	47	172	27	65	168	10	7	7	18	6	9	2	4	5	2	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	408	194	218	124	29	25	11	12	27	163	7	60	160	5	1	5	14	5	8	1	0	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1580	687	443	254	149	116	52	45	56	202	25	75	205	17	5	2	20	9	3	3	3	3	2	2	3	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	419	189	227	119	39	26	5	11	36	191	7	69	198	12	2	1	15	7	3	1	0	1	2	2	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	1568	704	422	231	165	115	62	46	58	183	18	88	204	17	7	4	18	8	6	3	3	2	2	2	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	429	180	215	121	44	26	7	10	36	170	6	85	196	13	2	1	14	6	6	1	0	0	2	2	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	1516	692	398	245	155	119	70	51	54	165	18	102	176	15	8	4	20	17	4	4	0	0	1	1	3	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	9
0.03	north7_active	80	425	165	196	132	49	29	13	8	39	148	7	97	171	12	2	0	18	15	4	1	0	0	1	1	1	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	9
0.03	north8_all	80	1527	668	397	251	162	132	80	58	49	161	14	92	127	17	10	4	13	18	4	4	0	0	0	2	4	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	9
