label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	25443	4787	2242	1896	2719	1190	476	346	364	204	173	122	81	67	56	37	35	30	48	16	6	7	3	7	7	4	1	2	2	2	4	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	1
0.03	north1_active	80	22032	2455	678	1305	2393	937	187	145	250	102	100	53	19	33	35	13	14	15	38	1	2	2	1	1	0	4	1	2	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	25310	4745	2256	1906	2712	1251	481	362	357	198	159	123	87	62	57	41	29	23	39	15	10	8	4	6	7	7	1	2	2	1	2	0	5	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1
0.03	north2_active	80	21772	2407	672	1291	2377	995	189	145	247	88	94	50	21	31	34	11	11	11	29	4	6	1	2	1	0	4	1	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	25228	4659	2234	1964	2716	1263	481	371	359	187	164	120	84	64	59	36	31	20	45	19	21	8	3	5	5	7	1	2	2	1	2	1	5	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1
0.03	north3_active	80	21609	2367	647	1299	2379	1001	192	138	254	75	98	46	22	31	32	9	12	12	37	8	18	3	2	0	0	4	0	0	1	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	25150	4678	2248	1985	2633	1267	486	374	359	185	175	113	86	63	62	41	28	17	36	20	22	11	5	5	5	7	2	2	1	2	2	2	5	0	0	2	0	1	3	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	21560	2357	643	1301	2287	1017	197	140	262	73	100	50	15	31	37	12	11	8	30	11	21	5	4	0	0	2	1	0	0	0	1	0	5	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	25184	4687	2254	1960	2708	1238	485	356	359	192	183	109	81	69	47	40	27	26	48	26	22	11	8	5	3	3	2	0	2	1	2	2	3	0	0	8	0	1	3	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	21684	2376	660	1291	2369	1003	207	135	255	88	100	54	21	36	28	11	10	12	43	11	20	7	2	0	0	1	1	0	0	0	1	0	3	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	25188	4815	2259	1918	2728	1220	508	362	360	211	172	109	92	72	51	44	29	24	44	23	13	9	10	9	2	5	4	1	2	1	2	1	0	0	0	8	0	1	3	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	21772	2469	625	1296	2388	986	202	134	247	108	91	54	24	39	30	14	9	11	38	9	11	6	2	1	0	2	2	0	0	0	1	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	25011	4813	2254	1906	2711	1223	486	364	358	201	193	115	91	80	65	41	28	25	37	21	12	10	9	7	3	4	2	1	1	2	1	1	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	21614	2489	636	1294	2380	979	200	138	247	109	109	53	30	44	40	14	11	12	27	4	10	8	0	1	1	1	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
