label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	8872	6087	3444	1058	935	618	357	301	225	233	188	120	85	52	38	83	34	18	11	8	12	13	4	5	8	1	1	2	1	3	2	3	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	4587	3754	2148	487	510	335	164	169	117	140	124	65	38	24	14	57	19	7	3	6	5	6	3	1	6	1	1	1	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8802	6132	3425	1049	953	631	349	293	222	231	204	136	77	59	42	74	37	20	12	11	10	8	11	4	7	3	1	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	4592	3810	2155	492	538	332	174	161	116	133	122	76	33	36	17	48	22	10	7	7	6	4	9	0	6	2	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8763	5959	3402	1062	956	601	374	298	252	230	233	139	75	63	40	75	33	18	21	17	8	6	12	3	7	3	1	0	1	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	4612	3665	2169	514	530	301	195	159	131	137	138	86	39	43	22	51	21	9	11	12	3	3	10	0	6	2	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8583	5725	3297	1046	931	579	362	298	265	225	232	148	68	67	40	63	32	22	22	17	6	6	13	3	4	2	0	1	2	0	2	0	2	2	2	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	4448	3510	2057	507	491	288	197	157	133	128	137	92	37	46	23	40	18	10	10	10	1	3	10	0	4	1	0	1	1	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8492	5755	3320	1059	933	577	353	315	267	219	221	146	66	72	33	56	28	22	23	21	5	6	15	7	6	1	1	1	2	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	4392	3513	2059	501	488	291	183	164	133	128	137	99	32	48	19	37	15	8	10	13	0	3	11	3	3	1	1	1	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	8557	5985	3493	1072	935	616	346	297	249	249	220	137	58	73	30	57	22	20	25	19	7	5	10	7	8	4	1	1	1	2	2	0	1	0	0	0	1	1	1	0	0	1	0	0
0.03	north6_active	80	4464	3712	2165	492	498	324	181	148	135	144	121	92	23	42	17	29	10	8	9	10	1	2	5	3	4	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0
0.03	north7_all	80	9045	6517	3754	1092	988	667	349	316	251	291	223	148	57	74	25	80	25	16	28	20	10	3	14	9	9	4	2	1	1	2	1	0	0	0	0	0	1	1	1	0	0	1	0	0
0.03	north7_active	80	4819	4076	2398	520	544	369	180	159	135	167	130	87	24	40	11	55	10	8	14	10	2	1	9	6	3	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
0.03	north8_all	80	9368	6928	4069	1092	980	680	370	318	256	307	232	158	61	75	28	81	23	17	29	16	15	1	14	6	6	4	2	1	1	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0
0.03	north8_active	80	5090	4402	2631	521	533	372	190	163	138	181	137	93	33	40	17	53	12	6	16	6	4	1	10	4	3	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
0.03	north9_all	80	9535	7165	4107	1088	983	674	376	348	272	272	247	159	67	78	32	72	22	17	28	20	16	4	14	7	7	2	3	4	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	5156	4528	2708	513	528	361	195	186	153	161	160	87	30	47	16	48	12	4	17	9	7	2	13	5	3	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_all	80	9417	7110	4223	1070	970	634	387	351	259	265	249	158	79	83	42	49	28	19	28	24	11	6	7	5	6	3	4	4	2	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	5090	4523	2758	503	517	337	194	194	135	168	166	90	33	57	23	26	16	4	16	15	6	4	5	3	3	1	0	3	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	8665	6169	3380	1119	931	606	372	350	242	235	184	142	66	48	30	53	21	28	15	8	14	8	8	6	7	1	3	1	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	4495	3814	2079	528	502	317	169	188	125	129	116	81	31	18	14	40	15	11	8	4	5	2	3	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	8711	6114	3377	1085	898	650	343	359	236	220	199	154	60	52	35	61	22	30	17	11	17	10	7	6	1	1	3	3	3	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0
0.03	north12_active	80	4534	3797	2085	520	477	342	155	179	120	126	115	85	29	23	17	42	16	15	9	5	8	4	4	2	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north13_all	80	9019	6443	3668	1099	900	667	328	350	227	247	210	160	59	56	36	57	25	23	22	11	14	11	6	5	3	2	3	3	2	1	2	1	2	0	0	0	3	0	0	0	0	0	1	0
0.03	north13_active	80	4695	4077	2261	508	481	368	155	182	121	157	114	89	29	23	19	36	18	12	15	6	7	5	3	1	1	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north14_all	80	9157	6733	3991	1119	879	725	368	334	235	254	225	151	56	65	44	75	26	21	22	10	13	6	6	4	4	3	2	2	2	1	2	1	0	0	1	0	3	0	0	0	0	0	1	0
0.03	north14_active	80	4806	4255	2503	509	464	402	178	182	137	164	116	79	29	26	25	39	17	10	14	6	5	3	3	2	1	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north15_all	80	9324	7120	4289	1108	925	736	359	327	242	274	249	145	61	59	43	72	31	17	22	6	9	7	10	7	5	4	2	0	2	3	2	1	0	1	1	0	2	0	0	0	0	0	0	0
0.03	north15_active	80	4906	4546	2734	531	505	428	181	186	151	178	131	77	28	25	24	36	17	11	15	3	4	2	8	1	2	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	9258	7222	4355	1109	934	698	368	314	237	276	252	159	63	65	48	72	34	21	24	6	9	7	12	9	4	2	1	0	1	3	1	1	1	2	1	1	1	0	1	0	0	0	0	0
0.03	north16_active	80	4930	4605	2800	560	532	412	185	182	144	175	136	93	31	31	21	36	21	13	17	2	4	2	8	3	2	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
0.03	north17_all	80	9181	7182	4300	1124	970	673	371	330	234	301	276	140	73	58	42	73	30	22	24	6	10	8	14	12	4	2	2	0	1	4	1	1	1	2	2	1	0	0	1	0	0	0	0	0
0.03	north17_active	80	4880	4665	2812	576	549	390	175	184	131	193	163	86	38	31	21	35	17	13	18	2	5	2	8	7	2	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0
0.03	north18_all	80	9255	7198	4242	1140	990	644	368	348	229	293	261	159	76	61	37	94	32	23	21	6	8	7	11	8	4	2	2	1	2	3	3	0	1	1	1	1	0	0	1	0	0	0	0	0
0.03	north18_active	80	4964	4743	2736	577	557	363	186	197	124	179	155	101	42	31	19	52	22	11	16	3	4	1	4	6	1	0	0	0	1	1	3	0	0	0	1	1	0	0	1	0	0	0	0	0
0.03	north19_all	80	9361	7198	4262	1127	996	626	406	353	241	293	248	143	68	58	45	92	31	16	14	9	8	6	9	5	8	2	2	1	2	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	5031	4795	2732	542	554	340	205	201	129	178	159	87	36	32	22	48	22	5	10	5	6	1	3	4	4	0	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	9155	6897	4077	1081	987	625	401	363	265	293	223	155	61	53	43	83	28	14	6	14	8	4	10	4	6	4	1	2	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	4867	4448	2599	496	537	322	197	207	145	184	138	103	28	32	18	43	20	4	4	8	6	0	3	2	3	2	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	9266	7020	4148	1073	946	690	407	366	263	269	262	190	82	77	47	60	34	18	11	16	6	10	16	5	6	3	4	2	7	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south21_active	80	4835	4411	2604	512	519	381	204	217	149	144	182	126	35	42	28	40	15	8	6	8	3	6	15	0	1	2	0	2	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south22_all	80	9279	7071	4162	1048	978	684	396	362	258	244	242	155	79	75	44	63	34	17	17	17	12	8	17	6	7	4	4	2	5	1	1	2	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south22_active	80	4991	4460	2608	509	557	391	184	203	141	134	158	89	33	41	25	44	12	8	7	8	7	3	17	1	2	3	0	2	3	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south23_all	80	9402	7140	4084	1021	960	688	386	332	256	236	229	154	65	72	40	77	34	20	20	8	11	7	11	6	5	3	3	2	4	1	1	2	0	0	0	0	0	2	0	1	0	0	0	0
0.03	south23_active	80	5073	4515	2586	497	539	398	196	194	145	131	140	88	31	41	21	48	13	11	7	2	6	2	11	2	2	3	0	2	2	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south24_all	80	9243	6999	3964	1065	968	676	369	327	263	244	232	131	61	67	35	80	29	16	22	5	12	8	11	7	3	7	3	1	2	1	0	3	1	1	0	0	0	2	0	1	0	0	0	0
0.03	south24_active	80	4969	4456	2548	512	558	393	185	194	150	142	135	78	29	32	16	48	10	9	11	1	5	2	9	2	2	5	1	1	2	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0
0.03	south25_all	80	9054	6638	3786	1056	894	659	376	337	260	239	254	135	52	74	43	67	21	15	21	6	13	8	4	8	1	7	1	0	3	2	2	2	1	2	0	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	4749	4201	2434	494	515	366	197	200	151	141	155	79	22	32	20	36	8	8	12	3	3	1	2	3	1	3	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	8806	6393	3528	1023	868	623	385	326	239	225	247	140	64	74	45	66	24	13	17	8	9	8	9	6	4	9	3	1	3	2	2	1	1	2	1	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	4527	4056	2236	461	487	343	202	189	123	145	142	92	29	37	22	39	10	5	11	6	2	3	5	2	3	5	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	8821	6273	3453	1019	836	605	387	311	206	239	247	147	65	71	45	65	33	13	8	11	8	8	9	7	3	8	3	2	1	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	4510	3978	2179	453	460	330	203	182	103	151	142	88	32	38	22	35	18	4	4	8	2	3	5	2	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9011	6668	3632	1041	926	612	410	314	214	259	252	156	74	79	37	79	32	13	8	12	6	7	13	8	3	4	4	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	4666	4296	2329	479	524	323	215	189	106	170	136	96	49	49	21	51	18	3	3	7	2	4	6	4	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	9130	7045	3911	1059	982	639	390	317	227	296	234	143	68	61	34	91	35	12	9	13	9	5	12	7	1	2	2	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	4805	4557	2524	495	546	339	201	199	117	206	137	88	46	37	19	64	21	4	7	8	7	2	6	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	9159	7163	3942	1076	994	678	371	323	255	308	232	170	73	60	42	82	26	12	14	12	8	5	10	7	1	1	2	3	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	4839	4676	2567	511	561	366	186	203	135	218	136	94	56	38	22	56	17	4	9	8	7	1	6	4	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	9259	7133	4122	1183	1024	681	392	313	241	258	233	193	63	62	40	77	32	17	18	12	11	4	10	2	5	5	0	3	2	4	1	0	0	0	0	0	1	1	0	0	0	0	0	1
0.03	south31_active	80	4955	4658	2643	581	534	381	212	162	124	157	132	117	26	33	18	51	19	8	13	5	7	0	7	1	3	4	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	9354	7293	4190	1184	1013	715	394	328	236	262	232	192	71	50	40	77	26	18	18	12	11	2	9	5	5	4	0	3	1	3	1	1	1	0	1	0	1	0	0	0	0	0	0	1
0.03	south32_active	80	5039	4706	2681	604	563	396	216	170	131	163	144	114	33	30	21	40	13	8	13	5	5	0	7	3	3	4	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	9312	7208	4075	1139	984	742	385	320	217	254	248	192	69	62	44	71	26	19	16	10	12	3	5	5	2	3	2	6	1	3	1	1	2	0	1	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	5035	4601	2625	568	547	404	209	173	120	162	169	113	37	35	22	36	12	12	10	4	6	1	4	2	1	2	1	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	9149	6888	3812	1083	936	706	379	301	240	241	240	170	73	58	42	69	27	18	21	8	14	5	4	6	1	5	3	3	3	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	4859	4319	2364	527	512	372	205	163	133	150	159	106	40	34	21	34	17	11	10	1	6	1	3	3	1	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	9007	6408	3654	1080	914	695	353	322	246	232	220	145	76	66	41	64	42	15	22	12	14	6	4	5	0	4	3	3	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
