label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192
0.03	south31_all	80	515	2555	173	1208	943	72	476	490	407	350	437	147	64	149	173	182	182	66	120	73	116	57	121	9	45	112	10	16	95	16	64	13	38	61	20	20	11	72	11	64	9	14	6	3	8	5	44	20	9	3	6	16	1	1	24	3	4	0	6	6	0	0	2	0	0	16	30	2	2	10	5	6	2	18	1	0	2	0	2	0	0	6	0	0	0	4	0	0	0	0	0	11	0	6	3	17	2	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	3	14	2	0	2	10	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	268	2485	79	1158	913	37	457	472	399	336	427	136	42	133	165	168	179	62	101	65	105	55	117	3	34	109	6	13	93	15	63	10	37	60	17	14	10	70	8	63	6	13	4	2	8	0	40	19	8	3	5	15	0	0	24	2	3	0	5	5	0	0	0	0	0	16	30	1	2	10	5	5	2	17	1	0	2	0	2	0	0	5	0	0	0	3	0	0	0	0	0	10	0	6	3	17	2	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	2	14	2	0	2	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	544	2528	154	1213	936	103	436	447	420	345	335	160	40	118	221	112	168	106	101	50	81	86	102	7	103	96	22	19	90	45	49	27	58	36	20	18	29	49	19	56	5	10	14	2	27	3	23	12	5	4	8	7	2	1	22	3	1	0	4	7	0	10	2	1	1	15	17	2	5	11	12	19	1	0	1	8	1	4	0	2	0	6	18	0	1	2	4	7	4	0	0	1	0	0	2	2	2	9	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	283	2467	74	1162	912	55	419	429	387	338	331	148	21	94	212	108	163	103	95	30	69	82	99	3	100	95	16	15	88	45	48	22	54	34	11	16	26	47	16	55	4	9	11	1	27	1	23	12	1	2	8	5	1	1	22	3	1	0	4	5	0	10	2	0	1	14	17	2	4	11	12	19	1	0	1	7	0	4	0	2	0	5	18	0	1	2	4	7	4	0	0	1	0	0	2	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	496	2266	178	1298	952	77	461	529	432	378	349	217	55	144	181	101	181	132	142	47	94	62	121	9	77	80	19	31	69	78	28	39	40	55	25	16	29	45	43	70	2	7	14	6	28	2	29	22	5	3	10	3	4	1	6	9	1	4	2	11	9	3	1	3	2	1	27	0	0	9	8	7	3	2	1	9	0	0	0	0	0	3	0	1	0	3	0	5	0	0	1	9	0	0	0	8	0	2	1	7	0	0	3	0	11	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	256	2216	94	1257	933	49	421	512	426	368	332	197	48	129	174	90	176	127	136	41	82	54	118	3	75	76	11	24	68	76	27	37	39	55	19	6	29	45	43	69	1	5	6	5	27	2	28	20	2	3	10	2	1	0	6	9	0	0	2	11	8	3	1	2	2	1	27	0	0	9	8	7	3	1	0	8	0	0	0	0	0	3	0	1	0	3	0	5	0	0	1	9	0	0	0	8	0	1	0	7	0	0	3	0	11	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	502	2226	174	989	902	89	468	552	452	314	305	231	61	115	229	121	152	131	86	57	110	64	128	13	92	145	20	20	68	37	92	14	56	65	24	21	47	16	53	60	2	11	3	3	13	1	30	13	4	8	18	5	1	1	12	1	3	0	7	1	7	4	0	1	0	14	2	0	0	4	6	5	5	0	4	0	0	2	0	0	1	0	3	2	1	11	0	0	0	0	1	0	0	3	0	1	29	0	0	0	0	0	1	1	8	0	2	0	8	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	263	2151	86	958	882	49	423	543	440	301	297	204	42	100	218	111	149	118	84	45	105	57	125	10	90	142	12	14	65	36	91	14	55	64	23	12	45	15	51	59	1	8	2	1	13	0	29	12	0	8	16	5	1	1	12	1	2	0	3	1	7	3	0	1	0	14	2	0	0	4	6	5	2	0	4	0	0	2	0	0	0	0	2	2	1	11	0	0	0	0	1	0	0	3	0	1	29	0	0	0	0	0	1	1	7	0	2	0	8	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	474	2030	151	905	819	68	429	537	431	334	326	167	47	123	181	169	151	119	109	35	70	75	112	14	90	78	13	19	71	86	47	14	78	26	15	10	27	38	18	31	8	4	7	1	36	3	17	30	2	3	5	6	4	2	7	3	1	2	2	15	1	2	0	1	0	0	14	0	6	4	3	0	5	1	0	2	1	12	0	0	0	4	2	1	0	0	7	0	0	0	1	0	4	13	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	253	1956	78	870	794	33	413	523	408	322	312	146	33	108	176	162	145	110	93	29	66	62	105	8	86	75	8	18	69	73	45	13	77	25	14	9	18	36	18	30	7	3	5	1	35	2	16	28	2	2	3	6	2	1	7	3	0	2	2	13	1	0	0	0	0	0	13	0	0	3	3	0	4	0	0	2	0	11	0	0	0	4	2	1	0	0	2	0	0	0	0	0	2	13	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	515	2022	148	923	1011	55	480	409	385	341	345	152	39	158	223	206	174	115	83	38	50	57	101	12	51	116	9	19	66	95	52	23	156	29	27	8	4	61	25	40	4	7	3	3	18	0	9	38	4	5	3	43	1	0	43	6	1	4	1	2	3	5	0	1	2	3	1	1	3	0	3	4	17	9	1	10	1	1	0	1	1	0	0	0	1	6	0	10	0	2	0	0	1	0	0	3	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	8	0	2	6	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	249	1941	72	886	989	26	429	389	355	329	336	146	28	136	217	195	172	102	69	36	44	52	95	4	46	114	6	17	64	91	52	19	153	29	21	6	2	61	23	37	2	5	2	0	15	0	9	38	3	2	3	38	1	0	42	2	0	4	1	2	2	5	0	1	1	2	1	1	3	0	3	4	4	9	1	10	0	1	0	1	0	0	0	0	1	6	0	10	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	2	6	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	413	2195	122	908	745	62	300	537	437	450	328	110	45	86	264	190	187	121	69	40	113	55	61	9	57	119	15	15	56	67	45	22	36	61	14	11	8	50	36	62	3	2	12	0	16	2	27	56	0	4	4	3	0	1	16	5	0	1	3	0	0	5	1	0	0	16	19	0	2	9	3	17	11	1	3	0	0	1	0	1	1	3	12	0	0	2	3	1	0	2	0	4	0	3	0	3	2	0	2	4	0	0	1	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	190	2115	47	871	710	35	272	507	419	440	318	98	35	66	259	184	184	113	62	36	91	49	60	6	49	114	12	12	56	64	43	19	31	60	11	7	6	48	33	59	2	2	6	0	14	0	27	55	0	1	4	2	0	0	16	3	0	0	2	0	0	5	0	0	0	16	19	0	1	6	1	17	11	1	3	0	0	1	0	0	0	2	11	0	0	2	1	1	0	2	0	4	0	3	0	3	2	0	2	4	0	0	1	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	426	2290	119	1061	890	57	346	426	420	397	264	167	49	110	217	246	220	114	72	22	63	63	100	7	55	107	11	10	63	79	96	16	60	21	9	18	20	14	15	45	3	6	3	2	18	3	22	9	2	2	9	6	3	2	19	4	1	1	2	1	0	10	1	2	1	12	17	1	3	3	2	13	0	3	1	1	1	2	0	0	1	9	0	1	0	9	0	0	0	2	1	3	0	8	0	0	0	1	0	18	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	6	1	0	3	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south38_active	80	178	2205	51	1020	867	25	312	414	404	384	249	156	31	96	203	242	211	98	58	19	58	52	94	3	54	102	6	7	60	74	95	10	55	21	7	16	18	13	14	43	1	4	2	2	16	2	22	9	1	2	3	6	0	2	18	3	0	1	1	1	0	9	0	0	1	12	16	1	3	0	2	13	0	3	0	1	1	2	0	0	0	9	0	1	0	9	0	0	0	1	0	3	0	8	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_all	80	405	2372	135	979	875	59	361	388	375	309	227	97	26	88	173	197	167	98	61	55	65	52	108	11	79	48	7	8	63	76	66	13	39	36	8	16	19	59	31	31	3	6	6	3	22	2	33	22	2	4	6	9	0	2	8	0	1	0	1	2	1	11	1	0	1	22	1	2	2	8	6	2	2	5	0	6	0	4	0	0	1	0	3	1	0	0	1	4	3	0	1	1	1	0	0	5	0	0	0	2	0	0	1	0	0	0	0	10	5	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south39_active	80	171	2305	59	940	849	32	320	377	365	300	215	68	12	83	167	186	158	94	55	44	53	47	107	5	74	46	6	4	60	73	66	10	38	34	4	10	9	58	27	30	1	3	1	2	18	0	31	20	1	3	4	8	0	1	8	0	0	0	0	1	0	4	0	0	1	21	1	0	2	6	6	1	2	5	0	6	0	4	0	0	0	0	3	1	0	0	0	4	2	0	1	1	0	0	0	5	0	0	0	2	0	0	1	0	0	0	0	10	5	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south40_all	80	339	1715	108	895	666	53	240	293	299	212	145	101	47	57	153	115	98	104	54	51	71	55	52	10	56	27	2	27	39	63	23	18	18	43	16	15	17	37	14	38	11	2	6	2	6	3	16	16	2	3	5	3	1	0	16	2	0	0	0	9	1	22	0	2	1	1	7	0	0	2	2	6	6	1	0	3	0	2	0	0	1	1	0	5	0	0	1	19	1	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	155	1661	54	869	648	23	217	284	289	207	125	90	31	49	147	111	92	85	49	45	68	51	50	6	36	24	2	17	35	61	23	17	17	43	12	9	15	36	14	38	9	2	3	1	6	3	15	16	2	0	5	2	0	0	14	2	0	0	0	9	0	21	0	1	0	0	6	0	0	2	2	6	0	1	0	3	0	2	0	0	1	1	0	5	0	0	1	19	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
