label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191
0.03	north6_all	80	3195	1226	185	159	904	566	639	211	406	426	109	51	40	138	224	215	142	159	114	43	9	147	11	80	68	12	12	15	28	8	37	7	29	23	16	28	4	11	8	11	23	9	7	12	18	10	25	13	3	15	20	21	7	32	30	12	12	8	1	14	26	9	12	3	1	8	0	6	10	2	5	4	2	1	1	1	2	0	1	11	13	0	2	5	11	0	6	5	2	1	2	2	3	3	0	5	3	2	0	0	21	9	1	4	1	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2828	1086	85	89	859	543	612	181	394	418	83	26	16	120	222	210	138	156	109	40	4	139	7	74	65	4	6	12	23	5	33	4	24	23	11	26	3	11	4	9	20	7	6	11	17	8	23	13	2	12	18	21	6	32	30	12	10	8	0	12	25	9	12	1	1	7	0	4	10	1	0	4	2	0	1	1	0	0	1	11	10	0	2	0	11	0	5	5	2	1	2	2	3	3	0	5	3	1	0	0	21	9	0	4	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3082	1398	173	181	755	591	619	153	488	425	143	66	34	203	267	208	136	138	150	82	19	117	13	71	67	15	17	19	24	7	36	7	43	17	16	45	5	14	8	3	45	14	4	11	35	16	16	35	5	8	9	19	7	4	25	13	5	11	2	7	10	6	2	2	0	13	2	7	19	1	0	4	0	11	1	7	0	2	0	1	2	0	0	0	0	1	0	1	1	4	11	0	0	2	1	4	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	9	0	0	0	0	0	2	0	8	2	1	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2792	1267	90	98	725	551	602	114	474	413	122	39	16	198	257	202	129	135	140	72	5	115	5	68	65	6	5	16	20	2	28	2	39	12	14	42	3	11	4	3	45	11	2	7	33	13	15	34	3	6	9	19	2	3	24	13	5	11	1	6	10	6	2	1	0	13	1	7	18	1	0	4	0	11	0	7	0	2	0	1	2	0	0	0	0	0	0	1	0	4	11	0	0	2	1	4	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	9	0	0	0	0	0	1	0	8	2	1	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2975	1277	184	181	910	506	619	188	440	392	185	52	26	130	228	200	148	152	189	95	15	140	14	61	60	17	8	23	18	7	55	4	36	44	14	40	16	21	13	13	24	5	8	9	17	16	19	10	3	8	16	8	4	4	6	10	3	5	15	6	16	14	17	2	1	1	1	5	9	0	7	12	1	3	3	1	2	0	3	8	0	0	0	1	7	2	0	0	1	4	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	3	0	0	1	3	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2686	1116	94	100	879	469	596	159	422	379	163	18	16	121	220	195	138	146	185	82	6	135	5	55	57	11	3	15	16	2	47	0	28	43	10	39	1	18	10	13	24	4	7	6	17	15	19	9	2	8	15	7	3	3	6	9	3	5	14	6	16	14	17	2	0	1	0	3	9	0	2	12	0	3	2	0	2	0	3	8	0	0	0	1	6	2	0	0	1	2	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	3	0	0	1	3	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3746	1747	207	227	917	549	525	205	396	374	190	48	33	190	218	211	198	118	101	94	21	87	15	90	116	10	16	52	38	11	29	9	48	50	36	55	3	8	9	4	42	10	6	3	43	8	34	54	8	17	31	45	9	7	17	19	7	2	8	15	10	12	17	2	1	1	0	3	6	3	0	5	2	9	4	2	2	0	1	4	6	1	1	1	7	1	15	0	0	4	0	5	0	10	0	3	9	3	0	0	3	0	0	7	0	4	0	0	0	7	2	3	0	0	0	5	0	2	0	0	0	0	5	0	6	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3498	1610	107	128	885	515	511	166	384	362	174	32	19	178	212	204	193	114	99	90	12	81	7	86	112	3	7	45	30	5	28	5	46	48	27	55	3	7	4	2	42	1	5	3	43	5	34	42	7	16	20	42	8	6	16	18	6	1	8	15	10	10	17	1	0	1	0	2	6	3	0	5	1	9	3	2	1	0	1	3	4	0	0	1	7	0	15	0	0	4	0	5	0	10	0	3	8	3	0	0	3	0	0	6	0	4	0	0	0	7	1	0	0	0	0	5	0	0	0	0	0	0	5	0	6	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4473	2067	218	212	738	586	562	262	523	302	204	65	30	266	158	202	134	127	182	152	20	58	12	98	88	15	23	38	37	7	62	5	60	60	30	43	15	18	6	26	43	15	24	20	28	15	20	27	4	20	18	26	5	12	13	12	1	15	19	4	8	1	14	4	0	12	0	6	1	1	4	7	1	2	1	2	0	2	2	9	0	9	0	6	1	0	1	1	1	4	12	3	0	0	1	1	9	1	1	1	2	0	2	3	0	0	0	3	1	0	0	0	0	4	3	0	0	0	13	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	4197	1928	143	146	717	559	543	229	509	291	193	40	19	248	149	198	131	123	178	140	12	52	4	89	83	8	17	27	36	4	61	3	50	59	28	41	12	16	6	25	42	9	15	19	28	13	18	27	4	16	12	24	4	12	12	12	1	14	16	4	8	1	14	2	0	10	0	5	0	1	0	7	1	2	1	2	0	1	1	9	0	8	0	6	1	0	0	0	0	4	12	3	0	0	0	1	9	1	1	1	2	0	2	3	0	0	0	3	0	0	0	0	0	4	3	0	0	0	13	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	3449	1423	214	193	867	645	662	181	415	384	187	59	42	251	187	214	154	166	224	124	13	99	14	153	65	12	15	29	17	6	43	9	50	31	21	45	8	18	4	22	50	9	4	8	16	10	26	13	2	8	4	30	11	9	17	11	0	23	5	1	22	13	17	4	2	19	1	4	5	0	1	2	0	0	2	16	1	2	0	8	4	2	0	0	1	3	6	5	1	1	0	9	7	0	1	0	2	2	1	0	1	17	1	11	0	0	0	0	0	3	0	4	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	3079	1253	106	105	835	597	639	161	399	375	137	43	21	242	184	207	146	164	218	99	9	95	8	152	62	9	6	23	14	2	40	5	42	30	20	43	6	16	2	20	49	8	1	7	14	7	25	12	2	5	4	29	11	9	17	11	0	23	5	1	22	13	17	1	0	18	0	4	5	0	1	2	0	0	2	16	1	2	0	7	3	0	0	0	1	1	6	5	1	1	0	9	7	0	0	0	2	1	0	0	1	17	0	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	3409	1455	196	162	918	602	520	191	512	381	132	70	27	169	247	144	155	137	151	109	11	110	18	69	52	20	18	25	48	7	101	9	63	46	22	40	12	9	9	9	24	17	16	11	56	9	53	10	5	17	19	25	5	18	30	29	11	15	5	15	4	17	13	6	2	17	5	1	17	1	3	10	0	0	1	1	10	1	7	29	4	2	1	4	0	0	4	0	1	0	3	0	0	2	0	2	3	3	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3074	1270	96	76	893	551	502	163	496	362	116	52	9	153	241	136	144	133	145	102	6	107	4	67	50	12	8	17	38	6	94	5	62	44	21	39	12	7	6	3	22	13	13	11	56	4	51	9	5	16	19	24	2	15	30	28	7	13	5	14	4	17	10	5	2	17	5	1	17	0	3	10	0	0	0	1	10	1	7	29	3	2	0	4	0	0	4	0	1	0	3	0	0	2	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3338	1481	177	189	848	620	785	152	527	309	147	52	31	195	139	215	148	159	177	84	22	127	28	146	122	20	13	43	24	7	30	10	61	58	17	27	13	23	5	25	20	17	7	7	25	15	17	7	3	15	26	13	7	3	27	22	7	16	5	12	13	9	14	3	1	18	0	4	7	0	5	4	3	13	5	17	6	0	1	1	2	1	0	7	7	1	0	2	6	3	0	2	0	0	4	1	1	19	0	0	8	3	0	5	0	1	2	0	0	0	1	0	0	7	0	0	0	0	1	1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	3050	1287	81	96	828	598	762	138	519	295	131	33	12	178	133	210	144	158	169	81	14	122	13	141	116	10	8	34	21	4	30	6	60	54	12	22	12	22	4	25	17	13	6	4	25	11	16	6	1	14	23	13	2	3	27	22	7	15	5	12	12	9	12	0	1	18	0	3	7	0	2	4	2	13	3	17	3	0	1	0	1	1	0	7	5	1	0	0	0	3	0	2	0	0	4	0	1	19	0	0	8	3	0	5	0	1	2	0	0	0	0	0	0	7	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3419	1494	180	212	917	691	593	230	502	439	128	71	29	284	127	201	167	245	104	131	18	120	16	65	131	14	13	41	16	2	45	11	25	19	20	47	17	22	12	22	17	9	8	17	27	11	22	29	10	19	14	24	4	16	34	20	8	4	5	7	5	6	5	3	2	19	0	2	4	1	0	1	0	6	0	1	1	0	2	0	0	3	1	0	8	1	11	4	0	2	5	2	0	0	8	0	16	0	1	3	0	3	1	2	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3101	1301	84	107	885	657	572	182	490	427	98	46	14	265	121	188	157	238	97	117	6	116	7	62	129	7	8	32	8	2	44	3	12	13	15	45	12	19	5	17	16	7	6	15	26	11	22	19	6	12	13	21	4	16	34	19	8	4	5	6	5	5	5	3	1	19	0	2	3	0	0	1	0	5	0	1	1	0	2	0	0	0	0	0	8	1	10	4	0	2	5	2	0	0	8	0	16	0	0	2	0	3	0	2	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3719	1616	193	210	960	683	630	182	524	340	144	68	38	195	207	213	213	155	107	126	20	75	25	79	110	18	21	54	14	12	95	7	28	28	26	40	9	30	5	20	50	8	8	13	34	6	14	28	4	16	7	8	6	1	9	9	10	29	9	17	13	7	14	4	1	7	2	0	15	0	2	4	1	0	5	1	6	3	2	1	2	5	1	9	0	2	7	0	1	0	1	0	1	0	3	0	1	0	0	2	5	0	0	0	0	2	2	1	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3415	1435	112	108	928	642	610	135	511	331	115	48	26	188	203	207	203	151	102	120	8	70	12	71	99	12	16	50	10	6	93	2	25	28	24	38	2	27	2	14	48	5	6	11	31	5	14	28	2	16	6	7	6	1	9	9	9	29	9	17	13	7	14	4	1	6	1	0	15	0	2	4	1	0	4	1	6	0	2	1	2	5	1	9	0	2	7	0	1	0	1	0	1	0	3	0	1	0	0	2	5	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
