label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	5095	2168	2701	1114	612	468	1146	712	463	251	117	88	228	141	51	45	106	47	24	39	19	10	11	5	16	11	6	9	2	4	2	4	4	0	2	2	8	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	1343	481	2149	694	175	228	1035	626	396	195	38	18	199	116	11	6	95	21	7	10	3	3	2	3	1	3	4	8	0	1	0	1	1	0	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	4988	2178	2657	1129	616	445	1100	696	464	236	127	89	264	156	45	39	93	38	22	32	16	12	15	8	13	9	7	13	5	2	3	2	5	0	2	4	7	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	1316	494	2125	722	187	210	986	613	396	180	41	17	237	130	13	9	79	14	7	7	2	4	1	3	0	3	4	11	0	1	0	1	1	0	2	4	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	4868	2144	2696	1168	597	449	1103	656	470	218	124	81	233	139	55	38	80	42	25	23	22	12	13	9	8	10	8	8	6	1	3	2	5	2	2	2	6	1	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	1300	485	2153	726	187	227	984	582	398	160	42	18	211	112	16	9	70	18	6	6	2	4	0	3	1	2	7	6	1	1	0	1	1	0	2	2	6	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	4890	2151	2766	1161	563	458	1099	692	436	203	104	91	228	136	54	40	90	33	20	15	28	12	13	7	7	6	5	9	6	0	1	1	5	2	4	4	2	2	0	1	0	0	1	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	1354	485	2238	728	186	231	988	610	357	140	41	20	206	102	14	13	77	16	2	4	4	2	0	1	1	0	4	8	1	0	0	0	1	0	4	4	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	4902	2178	2723	1184	560	495	1075	681	410	216	100	78	216	128	65	48	94	30	18	13	31	10	8	7	5	7	7	11	6	1	1	2	3	2	2	3	0	1	0	1	0	1	1	0	0	0	1	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	1369	484	2182	761	182	248	974	605	343	157	47	15	192	95	20	19	81	15	1	1	4	1	1	2	2	1	4	9	1	0	1	1	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	4942	2222	2665	1128	573	513	1103	714	393	238	114	89	239	117	53	46	108	30	19	19	25	9	10	10	6	8	7	13	6	3	3	4	6	1	2	3	0	1	0	1	0	4	1	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1367	518	2111	716	180	255	1001	623	329	176	53	18	214	81	17	21	96	12	1	3	5	3	1	2	2	1	5	11	1	1	1	1	5	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
