label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63
0.03	north1_all	80	7183	3218	5154	4753	861	671	496	361	315	474	212	133	114	140	86	59	50	72	96	37	22	27	18	6	10	7	36	16	5	6	9	8	11	2	1	4	6	2	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	1755	706	4465	4375	311	325	126	76	169	388	130	42	33	94	52	21	11	50	86	26	9	12	7	0	3	2	31	13	2	2	7	7	2	2	1	4	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	7297	3223	5101	4737	869	666	465	346	326	453	200	158	117	136	88	56	43	72	105	27	23	27	14	10	10	8	29	14	6	8	6	5	8	3	3	4	5	5	1	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	1798	695	4390	4332	316	317	124	83	169	372	119	53	36	91	57	20	9	52	90	20	8	13	6	2	4	2	25	12	1	3	5	3	2	2	2	4	5	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	7289	3227	4857	4414	888	682	448	341	316	429	201	163	118	116	89	59	40	63	98	37	20	26	15	15	12	12	25	18	7	8	6	5	5	4	5	3	3	7	1	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	1772	726	4134	3985	303	322	110	79	161	346	115	59	36	79	53	26	8	43	81	25	5	9	8	5	3	5	22	15	1	2	5	3	1	3	4	3	3	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	7381	3232	4494	3842	886	706	417	361	308	402	198	143	112	134	93	69	45	55	104	36	20	25	10	21	13	11	20	19	8	7	6	5	3	3	5	3	8	6	1	4	2	1	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	1765	772	3751	3395	258	319	97	86	150	304	109	46	32	90	54	23	10	39	82	24	3	10	6	6	1	4	18	15	2	1	5	1	1	2	4	3	8	3	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	7316	3134	4054	3321	877	717	464	393	313	384	201	148	115	134	94	69	51	52	87	41	25	26	11	16	15	12	12	25	6	6	3	6	2	3	4	0	7	4	1	2	2	0	0	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	1717	781	3308	2865	219	297	100	102	145	276	105	53	34	85	55	20	14	36	64	24	6	9	7	6	2	3	11	19	2	0	2	0	0	2	3	0	7	2	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	7416	3110	3799	2892	869	719	478	395	328	367	207	144	115	127	90	65	55	59	72	41	25	22	16	14	12	8	13	15	7	4	4	9	2	0	2	0	13	1	3	2	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1749	779	3028	2448	189	275	99	107	151	257	110	46	32	77	45	14	17	45	52	22	7	10	7	4	1	1	10	9	2	0	4	1	0	0	2	0	13	1	2	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	7328	3115	3814	3000	857	711	485	403	310	346	214	151	107	116	100	59	53	60	79	50	28	23	19	14	10	5	16	25	3	5	5	9	4	1	1	1	6	1	3	0	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1735	806	3047	2589	199	278	111	108	143	244	127	48	29	70	55	10	16	47	63	32	7	11	8	6	3	0	14	20	1	1	5	1	1	1	0	0	6	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7352	3200	4326	3415	834	655	476	370	337	412	217	141	104	109	95	62	48	74	84	34	21	26	20	11	7	3	20	24	7	4	5	7	4	1	2	3	7	2	2	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1777	819	3582	2996	230	268	127	93	160	306	131	47	27	72	58	13	11	57	61	24	7	13	8	6	2	0	15	20	4	1	5	3	1	1	0	2	6	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	7310	3189	4777	3873	830	673	442	380	327	455	221	134	102	123	102	69	40	75	109	33	35	23	19	14	12	4	22	24	6	7	1	5	4	2	3	6	2	2	0	1	1	0	1	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1748	824	4054	3468	247	295	120	91	164	354	125	48	28	93	64	20	10	56	86	21	10	12	8	7	4	1	18	20	3	2	1	2	1	1	0	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	7426	3254	5263	4385	830	682	437	384	356	483	247	128	114	131	100	77	43	79	104	32	34	26	19	14	11	8	38	15	5	4	25	2	3	2	2	6	9	3	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	1774	824	4595	3976	267	303	119	87	176	376	140	53	37	97	66	25	11	59	78	16	9	15	9	7	3	2	35	11	3	1	24	2	0	1	0	3	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	7270	3233	5281	4432	882	700	452	361	316	480	220	144	77	163	95	67	46	73	135	43	13	21	12	3	14	8	28	30	2	5	9	12	4	6	0	0	4	2	0	1	1	0	1	1	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1833	732	4591	4024	283	318	110	83	161	395	144	65	32	108	55	27	11	60	118	28	4	10	4	0	2	0	24	28	0	3	7	9	2	5	0	0	3	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7251	3225	5195	4399	871	712	447	361	308	453	219	156	97	175	88	60	42	70	82	46	14	32	15	5	12	5	24	44	1	4	6	15	5	7	1	2	5	2	0	2	1	0	2	1	0	1	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1783	742	4519	3975	275	314	100	82	147	376	134	72	37	122	54	22	10	55	69	32	5	16	7	1	1	1	20	42	0	2	5	11	2	6	0	2	4	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7279	3176	5225	4501	837	700	455	366	314	469	222	144	99	166	87	56	45	73	76	49	20	35	17	9	13	11	33	52	1	2	17	6	4	7	4	4	3	0	0	3	0	0	2	1	0	1	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1837	751	4576	4075	251	318	112	83	145	398	144	63	40	118	58	20	8	57	68	30	5	20	8	1	2	4	30	48	0	1	15	4	2	6	1	3	3	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
