label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58
0.03	north1_all	80	6099	5476	1443	1860	708	473	454	792	666	404	249	145	159	83	74	166	67	26	29	24	16	21	15	24	17	7	23	6	8	7	3	3	1	1	14	3	4	3	0	0	1	3	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north1_active	80	3075	3408	676	1187	342	219	221	539	461	261	150	81	98	49	37	110	39	12	15	11	5	9	9	16	9	3	15	2	4	5	3	2	0	0	12	0	2	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north2_all	80	6033	5479	1473	1849	711	472	424	744	614	399	244	140	151	74	82	162	67	36	32	17	15	25	21	23	9	4	23	6	7	20	0	2	2	3	13	2	4	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3058	3490	701	1141	351	224	209	495	450	281	151	74	93	42	42	96	42	20	18	8	6	10	11	14	2	3	19	1	4	16	0	1	0	2	11	0	2	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6037	5430	1481	1709	696	486	406	769	588	369	269	145	180	76	81	166	66	34	30	16	17	26	21	17	14	5	24	5	6	20	0	1	2	3	8	2	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3037	3487	702	1008	332	226	209	517	402	247	167	70	109	37	42	84	43	21	13	7	5	12	13	11	6	1	22	1	4	16	0	1	0	2	7	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6075	5559	1520	1715	707	459	406	705	588	368	283	147	198	88	84	169	61	40	33	19	13	26	19	18	13	9	23	6	2	25	1	1	3	3	2	1	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3063	3559	688	989	336	207	214	471	391	251	176	75	111	40	47	109	38	19	17	7	5	11	13	11	8	3	16	1	1	16	1	1	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6145	5602	1465	1697	696	460	413	743	619	342	259	177	210	81	83	178	72	38	34	21	15	22	19	13	17	13	13	3	3	14	2	1	2	2	4	3	2	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3096	3547	648	989	338	214	206	495	416	238	171	101	121	37	44	104	41	16	15	8	7	11	15	7	11	5	6	0	2	6	1	1	0	2	2	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6188	5589	1444	1745	700	468	421	747	619	368	288	159	187	85	71	146	76	38	34	25	16	23	17	18	14	12	20	2	4	20	2	1	3	0	3	2	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	3115	3509	640	1009	339	209	202	491	415	238	182	97	101	41	32	102	40	14	18	11	8	13	12	8	9	5	12	0	3	12	1	1	1	0	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6130	5689	1383	1798	671	454	414	751	646	346	315	155	191	90	73	135	77	30	31	23	13	20	16	15	10	12	21	3	4	17	1	0	3	0	8	2	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3135	3561	626	1088	338	209	182	482	438	193	200	91	105	48	28	75	41	12	17	9	5	12	10	7	7	4	14	2	3	10	0	0	1	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6166	5601	1431	1817	676	436	411	797	663	365	314	142	185	92	63	144	69	28	33	26	19	21	12	15	7	9	29	4	2	8	1	0	3	0	19	2	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north8_active	80	3157	3504	652	1087	337	199	181	510	436	198	189	78	114	53	24	86	38	14	19	12	9	14	5	8	4	3	17	3	2	6	0	0	1	0	17	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north9_all	80	6176	5643	1414	1765	688	444	407	773	661	353	292	158	220	87	54	133	64	26	26	22	21	17	15	16	15	8	27	3	0	9	2	0	4	0	18	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north9_active	80	3136	3479	628	1070	334	193	188	495	449	209	177	82	143	49	22	80	32	15	14	12	10	11	7	12	9	2	15	3	0	6	1	0	1	0	16	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north10_all	80	6230	5627	1393	1740	667	422	407	773	671	378	292	165	206	88	62	140	59	26	28	26	19	19	14	16	20	8	24	2	1	8	2	1	2	0	12	2	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north10_active	80	3133	3505	618	1074	316	184	194	478	447	246	174	90	142	58	25	94	35	15	15	15	10	12	6	10	13	4	16	2	0	5	1	1	1	0	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north11_all	80	6397	5468	1406	1782	697	486	383	720	579	357	319	128	175	100	106	142	60	37	32	26	14	40	22	19	30	6	23	8	5	7	7	3	2	3	4	4	0	3	1	0	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	3265	3481	645	1049	346	220	188	457	365	252	211	78	99	49	59	89	40	15	10	11	3	20	14	11	14	2	16	4	2	4	3	1	2	3	1	3	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	6303	5526	1386	1767	695	464	390	671	609	363	265	134	193	121	106	141	61	43	36	25	14	29	22	18	24	7	20	7	8	3	5	5	1	1	3	3	1	3	1	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	3167	3493	610	1034	320	215	191	428	417	239	163	74	108	64	58	102	39	20	13	12	3	16	13	9	13	3	17	2	4	0	2	2	1	1	2	2	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	6225	5575	1409	1806	674	472	403	672	661	389	262	142	202	126	85	156	70	38	32	23	11	26	19	18	18	7	26	7	7	9	4	3	1	1	2	3	2	2	2	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3114	3540	633	1070	316	212	189	418	445	243	149	76	117	71	40	119	39	18	13	11	3	15	10	10	10	1	23	4	4	6	1	2	0	0	1	2	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6238	5607	1400	1800	698	492	444	643	732	378	251	160	196	129	77	164	67	46	32	19	13	16	14	11	14	9	24	8	4	10	2	3	5	1	1	2	2	1	1	2	4	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	3094	3553	636	1105	320	228	201	403	504	216	146	83	117	71	34	117	33	26	15	11	5	13	6	8	8	5	22	5	2	7	0	2	3	0	1	2	1	0	1	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6285	5545	1421	1746	670	504	439	686	677	412	252	176	206	120	83	129	65	41	24	18	13	18	15	13	14	13	28	5	7	11	3	2	9	4	4	1	2	1	1	2	4	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	3146	3525	653	1081	319	223	197	447	441	260	149	88	139	70	37	88	29	22	9	10	7	9	8	7	6	8	27	3	3	8	1	1	7	0	3	1	0	0	1	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6271	5469	1449	1789	685	485	417	729	668	395	278	176	196	108	85	126	60	44	33	22	13	25	15	16	15	14	11	6	6	8	3	1	9	3	4	0	1	1	1	1	4	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	3175	3466	673	1105	325	235	202	460	423	226	166	88	130	60	40	80	34	26	15	13	7	13	9	9	7	10	9	3	3	4	1	0	7	0	3	0	0	0	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6230	5413	1451	1794	697	466	403	768	613	396	296	176	192	101	81	129	56	37	29	23	17	26	17	17	16	17	18	7	5	10	2	1	8	6	4	0	2	0	2	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3172	3398	697	1094	328	227	215	511	394	253	188	88	122	66	32	84	36	23	15	11	9	11	12	10	9	9	11	2	3	7	1	0	7	3	3	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6287	5516	1421	1836	683	463	415	714	630	399	291	175	189	89	85	155	57	41	30	25	18	28	17	16	16	15	11	10	3	10	2	0	5	4	1	0	2	0	2	0	0	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3193	3461	706	1132	320	222	230	463	398	253	188	95	116	57	35	119	32	26	15	10	8	12	11	10	10	7	3	3	2	6	0	0	4	3	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6222	5530	1367	1722	668	474	424	711	666	418	266	178	193	99	74	159	52	40	32	26	19	23	17	14	10	10	20	10	3	11	3	0	5	5	2	0	3	0	1	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	3172	3530	664	1052	308	211	247	482	409	267	168	104	116	67	29	121	25	23	14	10	10	14	10	8	7	2	9	3	2	5	0	0	3	5	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6260	5441	1350	1643	640	469	395	651	635	386	276	168	185	87	71	167	55	35	34	23	18	20	17	19	12	5	15	9	2	9	5	0	5	4	2	1	2	0	0	0	3	1	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	3	0
0.03	north20_active	80	3125	3462	655	1002	288	213	210	425	393	252	184	94	122	54	37	118	27	20	16	8	9	14	8	13	9	0	9	3	0	3	1	0	4	3	0	0	0	0	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6215	5439	1426	1812	690	477	379	742	654	420	264	147	203	97	94	177	56	30	35	18	13	20	14	16	19	9	14	6	10	15	1	4	2	1	4	0	4	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	3107	3520	651	1187	335	240	180	506	421	258	170	97	127	42	57	136	30	14	15	7	5	18	9	8	7	6	8	1	4	8	1	4	2	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6211	5278	1377	1762	665	469	378	714	587	388	301	150	174	87	100	166	51	38	27	25	14	24	17	16	20	13	11	8	9	11	0	3	2	0	4	0	4	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south22_active	80	3076	3360	642	1153	322	230	185	484	370	230	195	91	103	36	59	123	23	17	13	12	7	20	10	8	9	6	8	3	4	6	0	3	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	6109	5038	1368	1607	681	468	371	664	576	377	283	146	152	82	80	160	42	34	34	27	13	23	14	15	17	9	13	8	4	10	0	2	1	1	5	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south23_active	80	2966	3149	614	1020	318	233	177	453	373	233	192	80	95	34	46	107	22	14	20	13	4	17	9	9	9	3	9	7	2	8	0	2	1	1	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
