label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north1_all	80	4901	1938	968	857	501	311	514	373	315	128	222	120	67	160	63	43	50	30	31	34	39	38	27	12	11	14	5	9	6	6	10	13	9	11	5	3	4	6	2	0	6	1	4	2	3	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2873	1112	507	500	278	144	293	230	177	52	139	70	27	77	29	25	25	14	17	14	18	26	11	7	9	6	3	6	2	2	6	6	7	9	2	0	3	5	1	0	5	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5157	2017	1019	913	510	308	524	404	285	126	212	125	67	160	52	43	44	33	31	37	30	40	26	14	9	28	8	10	7	8	11	15	10	12	3	3	5	7	6	1	7	0	5	1	5	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3091	1156	572	550	272	136	311	262	175	63	142	75	30	83	23	24	26	17	21	15	17	24	15	7	7	14	6	7	2	4	8	9	7	10	1	1	3	5	6	1	7	0	4	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5486	2037	1042	970	526	328	581	429	309	129	215	129	65	155	57	43	50	41	28	36	37	39	26	18	6	33	6	7	10	7	19	14	7	14	12	2	5	7	5	1	3	0	4	1	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3398	1149	593	589	287	144	387	263	185	67	137	74	33	91	27	23	26	20	15	19	22	28	14	13	4	17	5	5	2	4	8	11	5	10	6	2	2	5	5	1	3	0	4	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5764	2200	1102	1059	535	337	668	492	362	141	232	140	63	165	56	37	53	47	30	52	47	52	26	17	6	36	10	7	12	5	16	11	4	17	11	4	5	5	5	3	4	1	5	0	5	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0
0.03	north4_active	80	3623	1260	629	685	290	151	440	301	232	73	140	84	29	113	30	19	30	20	11	28	29	36	17	11	4	21	9	4	3	3	5	9	3	14	6	4	2	1	5	3	3	0	4	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0
0.03	north5_all	80	5789	2312	1111	1145	532	338	705	525	375	156	238	139	78	166	68	38	41	53	36	57	77	53	23	18	8	32	11	13	11	6	15	15	6	10	12	3	3	7	2	2	2	2	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0
0.03	north5_active	80	3629	1340	611	716	289	165	447	330	244	73	134	78	38	115	40	17	22	25	11	32	51	35	16	13	6	19	8	9	4	2	4	13	5	7	7	3	0	2	1	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0
