label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	3839	1603	1680	717	514	343	509	395	165	91	53	183	54	83	17	34	17	13	8	2	13	7	4	2	1	2	2	2	0	1	0	1	0	0	1	0	2	0	0	0	7	0	1	0	0	1	0	1
0.03	north1_active	80	1772	731	1027	371	288	165	327	238	92	42	22	134	34	50	8	17	8	7	5	1	10	3	1	1	0	0	2	2	0	1	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	1
0.03	north2_all	80	3824	1597	1510	690	502	364	474	378	148	93	59	154	55	79	24	33	19	15	8	6	9	13	5	2	4	3	3	0	1	1	1	1	0	0	0	0	2	0	0	0	7	0	0	0	0	1	0	1
0.03	north2_active	80	1728	720	897	335	270	181	291	235	81	38	26	109	36	48	10	18	12	9	6	2	6	10	2	1	1	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1
0.03	north3_all	80	3777	1617	1456	657	482	336	487	351	124	90	58	141	65	95	29	30	22	14	9	10	8	13	5	2	4	3	5	1	1	0	1	1	1	0	3	0	1	0	0	0	5	0	0	0	0	1	0	1
0.03	north3_active	80	1669	734	879	324	244	175	279	221	59	43	27	84	41	58	12	16	12	6	7	4	5	8	2	1	1	1	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	3837	1641	1478	662	472	336	505	350	126	85	60	128	53	82	32	30	23	18	4	14	10	16	7	2	5	2	3	1	2	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1663	724	904	320	233	174	314	224	63	40	32	66	34	53	15	15	12	9	4	8	7	11	5	2	1	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3774	1639	1482	663	483	292	472	338	137	76	68	147	60	82	29	25	19	18	5	13	11	12	5	2	2	1	2	1	1	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1663	723	888	335	240	152	299	223	77	30	41	82	40	59	14	13	9	9	4	9	8	8	4	2	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3773	1600	1553	692	467	305	485	343	147	86	73	147	49	84	27	24	22	20	7	12	11	10	7	2	2	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north6_active	80	1726	720	931	360	236	143	296	214	84	40	41	82	34	55	14	11	11	12	3	8	8	4	4	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north7_all	80	3767	1643	1682	707	524	301	546	408	157	97	78	154	64	90	20	19	21	15	7	12	11	6	7	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	2	0	0	0	0	0	0
0.03	north7_active	80	1730	750	1015	376	278	138	320	245	89	47	39	94	35	52	7	9	11	11	3	6	5	2	4	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	2	0	0	0	0	0	0
0.03	north8_all	80	3752	1705	1740	719	549	332	610	469	165	100	68	184	65	91	18	21	20	17	8	15	9	7	8	2	1	2	2	1	1	1	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0
0.03	north8_active	80	1707	792	1075	375	305	166	366	284	89	56	28	99	35	54	5	11	11	15	3	8	4	1	3	1	0	2	2	1	1	1	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0
0.03	north9_all	80	3756	1745	1828	727	606	328	653	499	164	120	59	172	75	100	18	28	14	21	9	15	8	13	10	3	1	2	2	2	1	1	1	1	0	0	0	2	0	0	2	0	1	2	0	0	0	0	0	0
0.03	north9_active	80	1674	803	1137	377	342	165	414	333	91	61	24	99	41	60	5	13	6	15	4	8	4	7	6	1	0	2	2	1	1	1	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0
