label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north6_all	80	4987	1699	1588	653	762	750	239	184	385	157	82	102	49	38	54	39	25	12	14	12	9	12	7	3	4	5	4	2	1	2	1	2	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2564	748	910	298	484	469	119	68	239	95	45	61	21	20	37	19	11	5	9	7	4	8	3	1	3	2	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5169	1770	1587	677	837	787	234	210	379	162	75	101	43	46	52	49	29	14	13	11	10	9	5	1	7	5	4	2	1	3	2	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2695	805	920	309	522	497	118	92	235	95	39	63	15	26	32	29	17	7	8	7	5	4	2	0	6	3	2	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5300	1781	1643	678	854	812	229	206	391	162	75	109	52	45	57	64	35	10	13	11	12	10	4	2	6	5	4	2	1	3	2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2802	827	994	318	527	526	111	97	275	90	39	64	25	24	37	43	25	5	6	6	9	5	1	0	5	3	2	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5414	1812	1690	645	905	844	217	211	449	153	76	112	44	45	55	75	37	9	16	16	11	7	5	4	8	4	4	1	1	2	2	1	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	2910	857	1026	299	566	529	110	111	327	85	38	68	24	22	38	58	27	4	10	9	8	3	1	2	7	2	1	1	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	5318	1795	1686	614	959	931	209	203	451	157	78	126	48	37	61	86	46	8	17	16	8	13	3	7	6	1	3	2	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
0.03	north10_active	80	2864	851	1009	281	590	613	96	99	331	95	43	75	24	17	43	62	35	0	10	9	5	9	0	4	6	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north11_all	80	4974	1734	1602	607	853	799	234	179	323	124	74	110	52	37	61	44	48	14	12	13	11	11	6	3	5	1	5	2	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north11_active	80	2559	825	931	274	539	525	113	96	183	61	29	71	28	20	43	33	27	6	4	3	6	8	4	2	2	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north12_all	80	5041	1760	1599	624	909	865	233	186	384	142	72	104	37	36	62	54	48	17	9	13	9	13	3	4	6	1	8	2	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2664	868	940	285	574	571	108	104	228	73	29	72	21	16	38	43	27	7	4	4	5	11	3	3	3	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5078	1771	1628	630	913	859	214	189	409	145	73	118	40	41	65	88	39	16	8	13	14	11	6	3	6	2	4	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2624	858	943	286	569	577	93	102	263	81	37	82	20	18	34	64	23	7	3	2	8	10	4	2	3	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5055	1811	1532	607	875	837	201	206	390	143	69	108	43	38	68	70	27	17	7	5	12	7	7	3	4	1	4	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2639	829	876	269	533	547	85	105	247	87	38	75	20	18	35	44	18	9	4	2	6	7	4	2	2	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4942	1778	1527	581	750	770	181	200	352	167	74	108	48	34	50	63	28	16	7	6	11	4	7	3	3	2	3	1	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2561	783	853	246	443	493	76	104	227	106	48	71	22	17	23	37	19	8	4	2	6	4	4	2	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4880	1819	1501	599	719	773	207	194	327	140	76	106	41	36	51	39	22	15	10	12	8	9	4	4	3	7	1	1	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_active	80	2486	817	873	261	424	491	94	99	204	86	38	64	20	14	24	19	15	6	5	9	4	6	2	3	3	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_all	80	4849	1773	1515	598	697	737	196	194	314	148	77	93	40	31	57	32	25	18	15	15	8	10	2	2	2	7	3	1	1	0	2	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_active	80	2471	824	905	268	407	463	100	96	193	95	35	54	20	13	25	19	17	8	7	10	5	7	1	2	2	6	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north18_all	80	4872	1725	1490	614	745	756	213	183	324	149	89	86	46	32	59	42	32	15	19	18	11	8	1	3	2	8	4	1	3	0	2	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2
0.03	north18_active	80	2490	796	892	292	440	462	110	91	202	93	38	50	23	15	30	26	23	8	9	10	7	4	0	2	1	7	2	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2
0.03	north19_all	80	5024	1721	1600	606	804	828	213	176	384	165	95	106	50	30	68	60	33	17	18	16	11	8	2	2	6	8	7	1	2	0	3	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2
0.03	north19_active	80	2633	787	970	290	471	494	99	93	241	101	39	69	26	17	32	34	21	10	9	5	7	3	0	1	4	6	5	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2
0.03	north20_all	80	5229	1783	1693	638	843	920	233	179	410	178	95	113	48	34	79	70	36	24	18	10	8	11	1	3	6	3	8	1	3	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
0.03	north20_active	80	2776	837	1007	292	511	560	104	100	265	111	46	72	26	18	42	42	26	11	6	1	6	4	0	2	4	2	5	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south21_all	80	5252	1810	1711	655	917	931	222	186	410	191	80	129	46	32	87	60	28	15	12	11	5	9	5	6	2	2	1	4	0	1	2	2	2	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2828	882	1049	308	579	638	107	95	278	120	43	84	22	19	51	35	13	7	3	6	3	5	3	5	1	1	0	2	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5289	1820	1776	640	906	928	225	182	456	192	78	149	50	33	80	60	32	13	13	14	9	6	6	5	1	4	2	2	0	2	1	0	4	0	1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2827	860	1078	299	607	630	112	87	313	117	43	88	23	22	54	35	16	6	5	7	5	3	3	4	1	2	0	0	0	1	1	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	5350	1805	1848	609	942	975	216	191	433	198	84	138	45	36	89	67	40	8	8	16	9	7	6	2	1	3	5	2	0	2	1	0	4	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	2806	883	1128	276	630	669	106	94	287	121	52	86	24	25	54	37	24	3	5	10	5	3	4	1	1	2	2	0	0	2	1	0	3	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	5455	1832	1801	607	957	974	210	214	455	204	89	141	49	43	73	82	46	10	7	19	9	5	5	3	0	4	6	0	2	2	0	1	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	2905	905	1089	271	632	651	98	113	305	124	49	86	22	29	46	55	33	4	3	11	6	2	3	1	0	3	4	0	0	2	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_all	80	5563	1808	1770	586	986	934	196	213	448	163	90	136	42	45	67	71	52	11	8	20	13	7	1	4	1	3	8	0	2	3	0	1	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	2978	891	1054	266	643	623	93	116	309	106	47	87	18	29	37	49	39	3	5	13	10	3	1	2	0	2	6	0	0	2	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_all	80	5489	1874	1733	607	995	917	212	225	453	160	67	159	44	41	83	84	44	15	7	21	9	7	0	3	1	5	9	1	2	3	0	1	0	1	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2946	914	1039	287	633	592	92	124	293	102	24	103	17	25	58	58	33	6	4	13	8	3	0	2	0	3	8	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5421	1874	1714	635	997	948	220	191	450	146	69	148	37	38	94	83	37	14	12	18	7	6	1	3	2	4	7	1	2	2	1	1	0	0	0	0	0	0	0	7	1	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	2933	863	1024	302	623	627	101	104	263	86	28	95	13	22	71	56	28	5	9	11	6	5	0	2	0	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5278	1785	1727	665	995	1001	224	196	465	137	78	135	35	36	100	68	21	12	9	11	2	6	3	3	1	4	5	1	2	2	1	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	2858	811	1035	312	630	623	98	102	281	76	34	85	16	20	78	45	14	6	7	6	2	6	0	2	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	5282	1810	1712	666	968	1072	206	192	476	150	94	116	42	31	93	65	19	9	9	12	4	8	4	3	3	5	8	1	2	0	1	0	0	1	0	0	0	1	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	2876	815	1023	301	625	686	92	93	311	93	45	61	23	16	65	35	13	4	7	4	4	7	1	2	2	5	6	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5394	1788	1771	637	959	1051	202	192	496	170	98	119	39	37	99	64	22	9	13	8	5	12	6	1	4	8	6	1	2	0	2	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	2942	814	1099	278	595	674	97	87	347	105	49	66	23	21	76	34	16	4	6	3	4	11	2	1	4	7	3	0	0	0	2	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	4873	1762	1537	639	793	732	196	194	311	152	71	99	46	35	85	45	32	14	9	6	7	12	4	6	6	2	5	3	0	0	2	1	1	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	2471	770	869	279	495	456	90	98	194	97	38	50	22	16	59	29	17	7	4	3	4	9	2	2	4	2	3	1	0	0	1	1	0	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_all	80	5033	1788	1583	611	830	744	204	189	336	171	78	91	44	43	75	40	40	20	10	6	6	19	5	6	4	2	4	3	1	1	2	1	2	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_active	80	2577	785	917	280	535	462	95	94	208	101	42	52	18	26	46	21	25	8	4	3	3	13	4	3	2	2	4	1	1	1	0	1	0	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_all	80	5135	1840	1663	617	830	869	205	189	382	180	83	114	52	37	69	42	38	19	12	11	5	24	5	7	5	4	1	2	2	1	2	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_active	80	2701	835	974	274	537	537	89	88	256	117	44	68	27	20	42	25	25	8	5	7	1	12	4	4	3	2	1	1	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_all	80	5290	1850	1732	627	929	909	205	190	431	201	92	122	51	36	77	39	28	14	13	11	10	23	7	4	2	5	5	1	4	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2792	848	1035	288	610	564	87	94	289	130	49	79	30	18	51	21	21	5	6	7	5	13	6	4	1	3	5	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	5375	1836	1705	631	949	921	217	195	446	182	80	136	57	39	75	42	37	8	12	13	12	17	3	5	2	9	5	0	3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2875	836	978	290	627	549	95	93	317	115	42	85	33	18	42	30	23	5	6	8	7	9	3	3	1	7	4	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	5384	1810	1672	663	973	923	228	195	407	173	91	149	55	36	101	52	34	9	14	16	15	12	5	5	4	14	10	0	2	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	2858	833	963	308	641	538	95	92	276	103	49	97	27	17	54	38	19	4	7	12	9	7	5	3	4	12	8	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	5328	1807	1663	631	974	920	234	205	431	186	81	142	51	46	90	69	37	12	12	15	15	11	5	7	6	16	11	1	2	4	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	2809	847	960	283	614	531	106	95	291	106	47	89	20	27	45	55	22	7	6	8	9	5	4	3	5	12	8	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	5302	1785	1593	633	944	953	229	210	487	178	81	141	48	42	83	60	34	13	14	14	11	16	6	6	7	17	8	1	2	2	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	2770	866	921	290	595	599	100	101	337	102	45	90	18	26	50	47	21	8	6	8	5	10	5	3	6	11	5	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_all	80	5330	1790	1652	620	946	1029	215	218	526	190	78	122	43	43	66	55	32	10	12	7	8	15	3	5	9	8	2	1	2	2	0	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	2789	887	957	300	588	654	100	108	358	117	44	71	19	26	52	37	20	7	6	1	3	11	2	2	6	4	1	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	5384	1794	1667	648	967	1020	223	208	593	174	66	140	45	42	58	48	40	11	15	6	7	13	3	6	5	8	4	0	0	2	1	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south40_active	80	2864	876	962	315	636	674	99	107	428	114	36	87	20	21	48	31	16	5	7	2	3	8	2	4	3	3	3	0	0	2	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
