label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	11971	4661	2327	1545	1720	1115	518	523	281	240	163	224	87	65	137	54	63	52	25	15	27	14	8	5	7	17	4	4	2	3	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	6989	2292	708	667	1276	816	172	324	112	124	53	169	33	23	116	14	43	40	11	3	22	10	2	3	5	15	3	0	1	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	12492	4871	2306	1598	1908	1212	550	559	283	246	157	270	88	76	149	53	63	78	25	17	41	8	8	5	6	18	7	6	4	3	1	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	7750	2630	658	750	1487	923	191	384	120	130	49	219	24	35	129	14	44	66	12	4	36	5	3	2	3	17	7	0	1	3	0	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	12761	4920	2319	1604	2050	1268	552	572	312	252	140	299	93	80	161	55	51	85	25	19	41	12	6	6	7	12	12	7	4	3	1	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	8191	2699	616	774	1645	986	205	406	127	138	37	253	21	36	142	18	35	77	12	4	38	8	3	2	2	11	10	2	0	3	0	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	12549	4896	2316	1591	2046	1167	555	548	298	256	161	293	97	78	131	55	57	93	24	18	47	22	10	6	5	20	12	5	3	5	2	3	2	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	7938	2713	621	745	1640	910	208	383	130	136	40	247	18	35	115	16	40	82	14	5	45	15	5	2	2	19	10	3	0	4	0	3	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	12068	4702	2323	1596	1927	1087	538	507	297	236	154	284	98	73	121	49	58	72	22	17	31	21	13	8	8	15	9	4	3	3	1	2	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	7275	2500	640	699	1493	817	196	352	118	125	37	227	18	29	102	15	43	64	10	4	28	13	8	3	5	14	7	3	2	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	12043	4689	2298	1572	1806	1120	531	541	296	235	166	268	99	80	112	49	62	68	21	18	31	21	15	8	9	16	12	3	3	4	1	4	2	0	0	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	7275	2488	619	687	1394	863	188	391	135	125	42	214	22	29	93	11	45	57	10	6	26	13	9	4	8	14	9	3	2	2	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_all	80	12610	4728	2244	1566	1870	1235	521	577	285	234	156	305	100	86	112	42	51	73	19	25	34	18	11	7	10	6	10	2	4	4	0	2	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
