label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138
0.03	south22_all	80	8029	7884	2171	1598	1937	1447	1316	682	592	738	467	533	268	271	382	205	177	158	154	139	123	229	97	103	113	73	84	81	74	52	49	44	49	38	29	37	44	49	25	22	28	10	15	46	18	24	10	11	12	9	8	12	4	9	7	21	9	5	2	7	4	22	4	6	4	4	1	3	5	1	1	0	1	3	2	2	3	2	5	1	3	3	3	0	1	1	0	1	1	0	1	0	3	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	3806	6606	636	699	1417	1069	999	281	315	518	195	382	64	77	276	55	57	63	41	44	43	182	35	52	61	22	37	51	31	25	13	7	20	20	12	10	21	31	6	11	7	4	4	41	11	19	4	6	8	3	2	6	1	3	5	19	5	2	2	1	3	20	1	0	1	2	0	1	4	1	0	0	1	1	2	0	3	1	1	1	1	2	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	8230	8735	2169	1669	2067	1596	1450	679	612	801	485	592	268	278	409	206	188	175	160	163	120	277	94	100	99	64	76	88	70	61	41	43	57	43	33	32	48	43	27	24	23	12	16	58	22	26	13	13	9	11	7	16	7	9	10	24	12	5	4	7	6	13	6	9	4	5	2	2	4	4	1	1	3	4	1	3	3	12	5	0	2	3	2	1	1	1	0	0	3	0	3	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south23_active	80	4128	7511	610	771	1546	1242	1161	292	348	590	238	433	70	76	298	59	60	69	43	60	41	229	38	53	46	16	30	62	33	31	10	12	24	27	10	15	26	27	8	13	6	4	5	49	12	19	6	9	6	2	4	11	3	2	8	22	7	1	3	4	3	10	3	4	2	2	0	1	3	3	0	0	2	2	1	0	3	10	1	0	0	2	1	0	0	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_all	80	8305	9129	2183	1655	2083	1731	1517	649	622	808	460	615	274	276	411	225	194	176	136	170	116	356	89	103	103	73	77	94	62	63	31	39	58	49	28	30	44	43	22	34	28	12	15	57	27	26	20	15	13	9	7	14	10	7	18	29	15	5	6	6	4	12	12	8	3	1	3	3	3	6	2	2	2	4	2	2	2	12	3	1	2	3	0	1	1	1	0	1	2	0	3	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0
0.03	south24_active	80	4303	7946	577	808	1575	1359	1227	280	353	593	240	454	63	90	311	61	68	67	39	73	36	314	40	57	55	23	28	64	34	31	9	9	25	32	9	9	26	27	6	15	11	5	6	46	18	21	8	10	7	1	5	11	4	2	15	27	12	1	3	4	2	9	7	5	1	0	0	2	1	5	0	0	1	1	1	0	2	11	1	1	0	2	0	0	0	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	8289	8574	2132	1665	2028	1702	1455	647	628	764	443	591	279	276	390	209	181	192	142	168	121	360	87	98	88	77	73	101	60	64	44	41	58	47	26	32	39	41	26	39	24	18	18	52	25	28	22	14	19	11	12	13	12	6	16	26	13	5	8	5	2	10	11	9	4	1	4	3	3	8	2	4	2	2	1	1	2	13	2	1	1	3	0	1	0	2	0	1	3	1	3	0	1	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
0.03	south25_active	80	4223	7375	567	777	1498	1334	1147	274	354	563	231	433	67	82	278	56	62	78	38	73	28	316	35	49	49	25	27	67	33	28	10	11	25	29	5	14	26	25	9	20	8	6	7	43	15	22	11	10	12	3	9	11	5	2	15	26	11	2	5	3	0	8	7	5	2	0	1	1	2	5	0	0	1	1	0	0	2	12	0	1	0	1	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	7860	7256	2126	1626	1783	1474	1255	638	593	682	421	504	302	281	337	234	177	195	137	142	119	328	92	91	92	86	70	94	58	56	43	37	60	43	20	29	31	42	24	32	22	17	26	29	23	20	24	15	24	11	18	9	11	8	12	12	9	5	9	5	1	7	14	7	3	0	5	3	4	7	2	3	1	2	2	1	1	13	2	2	1	2	0	2	0	1	0	1	2	1	2	0	1	0	1	1	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_active	80	3631	5912	638	694	1220	1054	920	243	297	468	200	330	67	76	230	65	52	74	35	57	28	281	30	35	51	25	25	54	28	24	12	7	24	22	4	11	19	25	8	16	7	5	11	23	14	17	8	8	16	4	9	7	5	4	11	12	7	2	5	1	0	4	10	3	1	0	1	1	2	4	0	0	0	1	1	1	1	12	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	7661	6339	2135	1649	1683	1338	1161	660	574	628	402	437	327	268	312	231	166	172	127	132	128	220	104	91	73	87	71	90	55	58	46	39	54	36	32	29	36	35	27	30	17	22	23	22	20	16	20	13	21	12	26	13	8	9	11	4	3	4	9	4	3	6	7	6	2	0	4	2	5	4	3	2	1	0	1	1	0	4	2	2	2	2	0	2	0	1	0	0	1	1	2	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	3260	4932	685	666	1097	901	787	250	259	408	170	272	75	58	191	62	42	60	32	58	38	171	29	33	35	22	22	47	24	23	13	9	24	13	6	12	22	19	8	15	3	6	11	18	9	13	7	7	17	4	13	8	3	4	10	4	1	2	6	1	1	5	4	1	1	0	1	0	1	1	0	0	0	0	1	1	0	2	0	0	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7530	6395	2192	1635	1675	1324	1192	686	585	607	423	427	323	274	297	204	169	170	115	140	124	198	98	99	73	90	74	79	63	57	51	41	48	34	38	29	38	41	27	29	20	29	22	30	15	17	18	12	21	16	21	14	8	9	11	14	4	3	8	5	4	10	5	4	2	1	3	2	4	1	2	3	2	0	2	2	5	3	0	3	2	1	0	2	0	1	0	0	1	1	3	0	2	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	3196	4979	704	654	1089	873	799	252	259	391	173	270	78	58	179	52	44	53	32	60	39	152	27	38	30	21	26	50	30	22	17	8	18	16	9	11	20	26	7	15	4	7	10	27	7	13	7	7	15	5	7	9	2	3	10	10	1	1	6	1	2	8	3	0	0	0	1	0	0	0	0	1	0	0	1	2	4	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	7958	7836	2216	1687	1892	1534	1308	667	607	709	448	473	321	285	326	198	193	179	121	160	128	235	100	108	82	87	75	76	60	56	43	40	51	45	39	25	34	43	28	35	16	29	14	26	13	16	16	12	13	17	20	22	11	8	25	17	4	2	5	4	5	12	7	2	2	3	4	1	4	2	1	3	2	0	5	3	5	3	0	3	1	2	1	2	1	0	1	0	0	1	3	0	2	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	3714	6522	647	727	1352	1131	939	278	300	485	193	327	87	78	214	49	73	65	44	63	47	198	30	49	38	21	26	50	33	25	12	10	25	26	10	8	18	29	7	23	3	6	5	23	5	10	7	7	10	3	10	16	3	1	23	13	1	0	3	1	4	11	6	0	1	0	1	0	0	1	0	1	0	0	2	3	4	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8258	9510	2234	1724	2170	1803	1524	678	684	744	442	534	304	282	374	179	196	184	122	155	122	290	93	95	89	82	81	79	57	58	47	38	54	52	44	28	41	52	32	38	19	28	13	50	19	18	21	18	13	16	16	23	12	5	27	20	6	3	8	8	5	14	6	2	2	4	5	4	5	1	0	3	2	1	6	3	6	0	2	1	3	1	1	1	2	0	1	0	0	1	1	0	2	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	4315	8267	593	801	1705	1424	1193	285	370	549	207	381	84	88	275	51	83	63	52	65	45	257	27	48	38	27	33	59	33	26	15	8	26	35	16	9	24	38	9	29	3	6	2	45	15	12	10	7	9	3	6	16	5	1	24	16	3	1	5	2	4	12	5	0	1	0	1	1	1	1	0	1	1	1	3	3	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7950	7303	2221	1680	1800	1351	1263	650	601	708	404	500	309	256	363	211	191	154	144	123	117	200	103	102	108	72	58	101	70	72	64	46	48	48	37	24	32	48	26	27	23	19	27	28	29	21	16	9	25	8	15	18	8	7	12	12	6	6	1	5	3	12	7	2	0	2	3	4	7	5	7	3	3	4	9	1	4	3	1	1	0	3	3	1	2	1	0	2	0	2	1	1	1	0	0	3	0	1	0	0	3	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	3618	5988	658	709	1269	948	935	272	299	507	163	344	70	77	238	45	49	49	36	46	33	166	26	49	48	27	23	68	25	36	15	11	22	25	9	8	22	34	6	12	7	6	5	18	22	15	11	4	14	2	9	13	2	1	8	8	5	1	1	3	3	9	7	0	0	0	0	2	2	4	4	3	0	4	9	0	2	2	0	0	0	1	0	0	0	0	0	1	0	2	1	0	1	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	7705	6650	2220	1633	1743	1334	1185	650	586	654	394	480	329	244	339	216	179	149	153	136	108	198	109	102	101	78	58	95	66	62	56	52	55	50	42	22	40	46	27	26	22	15	25	31	20	18	15	10	22	10	13	16	9	8	8	16	7	8	1	1	3	10	9	4	0	2	3	5	9	2	6	2	5	4	5	2	4	3	3	0	0	1	3	0	1	3	1	3	0	2	1	1	0	0	0	1	1	1	0	1	2	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	3290	5262	698	645	1195	892	857	236	279	446	155	308	69	69	213	44	41	46	36	49	27	155	23	40	38	24	16	57	23	26	12	14	23	26	12	8	26	31	8	12	7	4	5	24	16	11	6	4	14	2	8	10	2	2	5	12	4	1	1	1	3	7	9	1	0	0	0	4	6	1	4	2	0	3	5	0	2	2	2	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	7722	6577	2226	1671	1708	1302	1134	645	591	669	373	494	317	234	341	218	178	150	141	158	115	202	117	98	99	79	65	95	60	56	58	44	52	46	40	20	36	27	26	27	18	12	24	31	17	17	14	17	26	11	4	13	11	13	11	13	15	5	5	6	2	15	8	4	2	4	3	5	7	3	4	3	5	2	2	2	3	4	4	0	1	0	3	2	1	3	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	2	0	0	0	0	0	2	2	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	3271	5180	697	674	1166	882	811	227	301	449	154	300	68	64	216	52	57	45	31	55	23	164	27	37	37	21	18	54	23	21	12	10	22	25	11	4	22	14	9	15	8	4	7	28	13	11	6	7	19	3	2	7	4	4	8	9	11	0	5	2	2	12	8	1	0	1	0	3	6	1	1	3	1	1	1	0	2	2	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	7851	7106	2202	1598	1839	1437	1142	657	611	687	370	564	309	233	354	202	168	153	143	167	120	235	122	92	95	82	69	93	51	67	56	46	52	52	34	20	36	28	22	36	20	20	24	35	26	18	14	17	21	8	7	9	14	14	11	17	19	6	13	6	3	19	4	4	4	4	2	4	7	2	3	6	4	2	1	2	2	3	5	0	2	0	1	3	0	3	1	2	0	0	0	0	0	0	1	0	1	0	2	1	0	0	1	0	0	0	0	0	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	3500	5748	675	677	1310	1031	820	246	331	462	168	360	75	68	228	53	67	51	29	59	24	200	40	34	41	25	22	51	18	27	15	8	21	29	10	3	17	15	7	23	6	9	9	33	22	9	7	7	17	1	3	4	4	4	10	13	12	1	12	2	2	15	3	1	1	1	0	3	6	0	0	4	1	1	0	0	2	2	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	7924	7602	2206	1666	1964	1519	1221	649	607	716	369	561	302	229	356	187	166	164	128	161	118	284	114	87	100	77	68	102	55	65	54	43	51	49	45	24	31	27	25	38	19	23	28	55	19	19	10	25	18	12	8	10	12	13	15	25	19	3	13	8	4	22	3	3	5	3	1	4	3	4	4	7	4	1	2	1	1	3	2	0	2	0	1	4	0	0	1	3	0	0	2	0	0	0	3	0	1	0	2	0	1	0	1	0	1	0	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	3785	6305	648	730	1469	1134	914	258	334	495	183	374	70	65	244	45	76	59	22	62	30	249	47	33	60	22	27	58	22	28	16	8	19	29	14	5	16	14	8	24	5	12	10	51	16	13	5	8	13	4	4	6	3	3	14	21	14	1	12	3	3	17	2	1	1	1	0	3	2	1	0	5	1	0	1	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	8071	8057	2249	1670	2039	1582	1283	635	585	745	384	567	307	248	342	179	177	146	118	141	124	268	93	87	103	83	78	104	62	64	54	46	52	49	40	22	36	34	24	35	17	23	29	57	27	20	14	19	19	9	10	12	15	8	10	31	12	5	14	8	3	22	3	1	5	3	6	1	1	4	4	7	4	0	1	1	1	3	2	0	2	0	2	3	1	0	1	3	0	2	2	2	0	0	3	0	0	0	2	0	1	0	0	0	1	0	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	4011	6791	649	730	1551	1185	986	272	320	542	200	393	80	75	236	48	78	48	25	53	34	237	36	42	62	27	30	59	23	27	17	9	22	27	13	6	17	23	9	20	2	15	8	53	20	13	6	7	14	3	5	9	6	2	9	29	9	1	11	4	2	20	2	1	1	1	2	1	0	2	0	5	3	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	8062	7673	2199	1676	1951	1561	1252	623	578	701	389	530	314	252	307	185	183	149	114	134	115	260	95	90	102	83	84	100	63	50	58	51	52	52	40	22	44	38	24	23	23	20	30	64	19	23	13	23	17	13	12	11	12	5	17	31	15	4	8	5	2	16	2	2	5	4	7	1	2	4	3	5	4	0	2	1	1	2	1	0	1	1	2	2	1	0	2	2	0	2	2	2	0	0	3	0	0	0	2	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	3893	6358	652	700	1445	1141	935	260	280	504	184	371	71	80	205	46	72	54	25	48	32	224	29	40	57	20	34	64	31	19	16	14	26	31	15	3	19	24	8	14	3	12	9	56	11	15	4	10	12	3	4	7	4	0	13	28	11	0	5	4	2	13	2	1	1	1	3	1	1	2	0	5	3	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	8434	8523	2165	1735	2105	1630	1375	642	616	721	413	555	315	271	352	187	198	157	126	135	148	252	90	108	101	87	101	101	66	45	62	51	52	53	31	22	43	42	15	18	23	31	27	38	17	28	14	19	21	14	10	9	15	6	14	24	10	7	5	5	4	15	1	4	4	5	8	0	2	2	3	6	4	2	2	1	2	1	2	0	3	2	1	1	1	0	1	0	0	2	0	2	1	1	2	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	4214	7241	631	778	1618	1210	1075	277	322	519	201	404	86	87	235	52	77	57	38	52	43	216	24	52	55	22	43	73	32	19	19	17	30	32	17	3	19	32	4	10	6	17	7	32	9	20	6	9	15	3	3	7	5	0	9	19	7	2	2	5	3	12	1	1	0	1	3	0	2	2	0	6	3	2	1	1	1	1	0	0	3	0	0	0	0	0	0	0	0	2	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	8582	9264	2186	1753	2214	1805	1477	639	601	797	427	564	296	264	372	180	207	166	131	141	142	256	99	105	100	77	94	98	63	54	66	41	55	56	27	28	36	47	13	20	24	31	26	47	22	35	10	19	16	12	17	13	15	6	13	23	7	10	4	5	4	25	1	4	7	4	5	0	5	2	3	4	3	2	2	0	1	3	2	0	4	3	1	2	0	0	1	0	0	2	0	0	1	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4517	8056	584	843	1736	1395	1184	306	318	618	216	430	83	95	269	61	79	68	46	62	38	213	29	46	61	22	44	76	33	31	19	14	35	33	10	5	18	37	1	11	10	16	8	39	15	26	5	8	12	2	7	11	7	0	9	18	3	5	2	5	3	22	1	0	2	0	2	0	5	2	1	4	1	2	1	0	0	3	0	0	3	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	8881	10554	2203	1764	2423	1895	1622	632	626	893	431	630	285	272	420	178	196	184	160	141	157	293	98	107	100	76	98	102	67	56	56	39	56	51	29	37	49	44	20	26	23	30	24	42	38	37	7	15	12	14	19	16	12	7	12	16	7	9	4	2	6	36	0	5	9	3	5	2	5	2	5	3	6	2	3	3	4	3	2	1	4	3	1	3	1	0	1	0	0	1	0	0	1	1	3	2	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south40_active	80	4956	9422	523	895	1982	1538	1348	318	375	710	234	502	95	101	324	69	82	80	66	65	46	251	29	50	65	27	48	84	34	34	17	14	35	32	10	9	26	38	6	15	10	13	6	37	31	31	5	6	8	3	12	10	6	2	9	13	3	6	1	2	3	35	0	0	2	0	2	2	5	2	1	3	2	2	2	3	3	3	0	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
