label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north1_all	80	5882	4663	1944	1301	614	791	278	414	207	150	107	69	80	56	68	107	30	41	21	49	9	26	22	17	4	5	3	5	1	5	10	2	6	1	1	0	0	2	0	1	0	0	2	0	1	0	0	1	0	1	0	0	0
0.03	north1_active	80	2954	2875	1137	748	277	497	133	254	108	72	53	30	35	30	36	70	17	25	12	34	3	20	15	5	1	2	2	2	1	4	10	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	5949	4725	1988	1307	628	814	267	386	204	144	105	76	74	66	77	110	24	40	24	43	11	20	29	15	5	9	1	3	1	4	9	1	4	3	2	4	0	2	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	3000	2990	1114	736	298	514	129	223	111	73	59	34	32	34	47	69	14	22	12	34	4	15	19	6	1	3	1	2	1	3	9	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5811	4713	1982	1360	675	862	268	380	226	132	105	80	74	72	77	100	25	35	24	46	8	20	21	5	6	8	2	2	1	5	1	3	4	3	2	4	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2891	2998	1101	779	338	555	128	213	129	71	57	36	36	35	44	67	14	18	11	30	2	12	10	1	1	1	2	1	1	1	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5821	4655	1935	1353	660	847	275	409	210	137	107	92	68	82	94	78	23	39	23	57	10	20	19	11	6	7	2	1	2	5	3	3	5	3	1	4	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2926	2956	1096	799	331	529	131	243	121	77	56	38	31	42	49	51	16	22	11	35	4	8	10	9	1	3	2	0	1	1	3	2	0	0	0	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5677	4387	1832	1310	622	796	285	376	217	142	102	88	72	75	113	69	27	45	23	52	13	20	18	12	6	6	3	1	1	4	2	4	1	2	0	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2838	2705	1040	775	298	511	131	217	120	76	49	39	39	39	53	47	17	23	14	30	5	9	10	10	1	4	3	0	0	1	2	2	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5593	3931	1690	1136	571	715	317	345	192	146	106	80	72	68	98	75	23	43	21	36	13	17	14	13	9	6	3	0	3	3	5	3	1	2	0	3	0	3	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2778	2341	961	659	279	459	153	203	104	70	51	37	40	38	49	53	14	25	13	23	7	8	8	11	2	3	2	0	1	0	5	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5420	3543	1582	1042	505	660	325	301	208	135	100	87	77	64	82	61	23	37	16	23	11	15	13	10	10	5	3	2	3	1	5	4	0	3	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2596	2064	884	569	241	429	154	176	116	60	46	47	45	37	40	41	11	21	11	12	6	9	7	6	3	1	1	0	1	0	4	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
