label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	2603	1007	638	459	286	239	203	101	316	74	313	188	261	20	23	15	27	55	12	20	22	11	17	5	1	3	4	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1243	234	227	267	132	122	143	15	293	19	293	174	246	5	5	6	24	53	5	16	20	10	15	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2651	992	644	479	290	259	235	99	433	65	352	243	351	19	22	15	25	54	14	26	21	17	14	5	1	4	3	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	1303	262	239	295	144	142	172	14	395	19	331	227	334	3	6	5	23	52	6	20	19	16	12	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2632	987	655	513	290	255	270	84	498	56	378	252	388	16	21	14	26	55	12	27	20	18	17	5	1	6	3	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	1326	271	257	337	155	145	201	17	463	20	362	239	377	3	7	5	21	52	3	22	17	15	16	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2540	975	613	544	285	256	270	86	465	47	271	202	338	23	17	14	17	58	13	27	9	15	20	3	2	8	3	0	2	2	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	1239	274	254	356	160	161	207	19	432	16	254	193	331	7	5	5	12	55	4	21	6	13	19	0	0	4	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2518	964	593	566	276	243	276	95	454	45	268	181	307	26	13	19	20	80	9	29	13	18	37	1	1	8	3	0	2	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	1231	276	263	358	168	149	216	25	430	12	253	174	303	9	4	9	13	77	2	24	10	16	35	0	0	7	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
