label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136
0.03	north6_all	80	1796	1783	956	396	465	443	208	140	140	106	190	186	99	96	141	57	47	51	114	129	45	28	32	57	25	20	21	17	33	21	11	20	23	33	13	10	14	6	9	8	10	18	2	7	24	1	4	7	5	5	5	3	6	1	4	11	23	3	1	3	0	0	2	1	8	1	0	1	1	1	0	0	1	0	0	2	1	2	2	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	798	1056	527	186	272	256	99	60	68	50	122	112	42	49	96	26	31	24	46	94	23	14	19	32	9	12	9	7	21	12	5	7	17	25	3	8	8	4	5	5	6	12	0	2	15	0	1	6	0	4	2	1	4	0	3	8	22	1	1	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1763	1784	941	418	483	428	206	145	135	101	194	167	114	90	133	68	55	49	115	137	47	20	36	61	24	15	30	20	30	18	11	18	33	46	12	11	19	5	8	13	12	23	4	7	18	1	3	8	6	5	5	5	6	2	7	6	21	3	1	3	1	1	2	1	6	2	0	3	2	1	2	0	1	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	788	1078	524	187	296	234	103	63	60	48	114	102	49	49	83	32	34	20	48	104	26	9	22	34	9	9	15	10	20	8	7	7	24	35	3	9	10	3	5	5	7	17	0	4	14	0	0	6	0	2	2	2	4	1	5	3	20	2	1	1	0	0	0	0	5	0	0	3	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1790	1755	982	425	500	433	197	162	114	105	181	163	115	86	149	61	54	46	126	140	43	18	43	56	25	9	30	19	24	16	12	14	32	55	17	8	13	9	9	13	11	23	4	6	14	3	4	6	3	2	4	5	10	2	5	5	21	2	3	1	2	1	3	2	6	2	1	3	2	3	2	0	1	0	0	2	0	0	3	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	814	1087	563	195	300	245	92	77	54	52	105	92	56	46	86	30	27	18	60	101	25	6	23	29	10	5	15	12	15	4	8	6	25	40	6	7	5	3	5	6	5	17	0	4	10	2	0	4	0	0	3	2	7	1	3	3	20	2	1	0	0	0	0	0	5	0	0	3	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	1803	1731	953	428	491	410	199	159	128	109	184	189	109	96	152	53	50	44	141	124	44	21	39	66	18	13	29	20	20	15	14	14	24	54	11	11	10	9	4	15	10	23	5	6	17	4	4	7	5	9	3	3	10	2	6	5	5	1	2	1	3	1	2	2	2	2	1	2	2	3	2	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	827	1086	552	189	284	246	88	74	66	50	108	109	59	54	87	22	22	22	85	87	30	6	21	42	7	3	12	11	12	5	9	8	18	37	6	8	4	3	0	5	6	16	2	5	11	4	0	4	3	3	2	2	8	1	3	0	4	1	0	1	1	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	1812	1667	943	397	498	438	188	170	141	97	185	183	111	89	159	55	54	47	150	128	50	22	34	58	20	21	26	20	17	14	17	9	27	46	14	7	7	12	4	15	11	19	5	6	16	5	3	2	5	9	4	4	8	1	6	4	4	0	2	2	2	0	1	3	3	3	1	0	1	3	0	0	0	0	0	1	1	0	0	0	0	1	1	4	0	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	833	1025	546	176	270	271	84	75	72	49	117	106	57	50	100	23	28	24	95	92	34	7	20	40	6	6	12	11	6	7	11	6	22	32	9	4	3	3	0	6	7	12	2	5	9	4	1	0	5	3	3	3	5	0	1	0	2	0	0	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	1737	1686	917	394	481	413	199	179	133	104	183	176	103	86	131	61	66	52	118	136	29	31	37	56	26	35	25	16	29	16	12	20	29	50	9	5	12	5	9	10	10	9	6	8	22	6	6	13	11	3	1	0	11	1	9	12	4	5	5	0	0	3	1	5	4	3	4	4	4	0	1	3	0	0	0	0	1	1	1	3	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	778	1043	525	192	276	260	88	81	65	41	94	116	56	48	91	27	31	21	75	93	10	13	19	36	10	19	16	9	16	10	8	8	25	30	2	1	7	2	7	5	6	5	2	2	17	4	4	9	5	2	1	0	7	0	6	8	2	2	3	0	0	3	0	2	3	0	4	2	3	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1748	1690	981	421	484	452	207	173	127	105	185	194	93	93	144	67	62	46	121	133	36	32	39	49	24	40	23	16	35	18	17	24	34	39	10	7	14	9	9	7	8	15	4	9	18	5	6	22	9	4	4	0	11	1	5	21	5	7	4	1	1	2	1	6	4	3	4	4	3	0	0	2	0	1	0	0	1	0	1	3	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	771	1032	588	205	264	277	92	79	62	45	89	131	54	49	97	33	30	17	87	103	17	13	23	26	10	24	14	11	19	11	10	12	18	22	2	1	7	6	8	5	5	5	1	3	17	4	3	19	3	3	2	0	7	1	4	16	2	4	2	0	0	2	0	2	3	0	4	3	2	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1740	1634	963	412	522	471	224	173	118	99	188	188	100	96	158	71	68	47	113	124	39	31	36	59	23	29	22	17	34	17	12	24	33	32	8	10	15	6	6	9	9	28	3	4	18	5	5	16	4	5	8	3	8	3	2	16	4	3	6	1	4	2	0	5	5	2	3	4	0	1	0	3	0	1	1	1	1	0	1	3	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	776	979	577	204	288	284	101	74	60	38	100	119	57	46	107	34	29	23	78	85	19	16	18	30	11	18	15	10	20	9	5	12	16	18	2	3	10	4	5	6	6	14	0	2	16	3	2	12	2	3	4	3	4	3	1	12	1	3	4	0	2	2	0	2	4	0	3	3	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1727	1674	956	425	552	466	224	161	127	115	203	183	111	102	146	69	58	46	146	122	44	24	32	59	22	28	28	17	36	11	19	27	44	33	8	9	16	10	10	7	12	30	3	4	12	6	5	19	5	4	9	4	6	5	3	19	2	4	4	3	4	1	0	2	1	1	0	3	5	1	0	2	0	1	1	1	1	0	0	3	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north14_active	80	785	1017	589	208	302	275	107	64	63	54	117	116	65	52	93	32	26	21	104	84	19	12	16	29	11	16	16	9	25	7	9	16	25	25	3	2	8	8	7	4	9	19	1	2	11	2	3	13	2	3	5	4	4	3	1	15	1	3	2	0	2	1	0	0	1	0	0	3	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1734	1767	968	420	555	453	213	164	130	113	185	173	132	103	140	56	60	48	144	143	39	25	33	66	29	32	22	15	27	15	20	19	32	42	8	9	10	10	15	5	11	25	4	4	10	4	4	18	4	8	7	4	11	8	5	8	5	5	3	2	3	0	3	1	1	2	0	0	5	1	0	1	1	0	1	1	1	0	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	806	1084	586	192	320	261	99	66	64	54	104	100	80	52	83	22	23	29	92	104	20	14	17	34	15	19	12	4	15	5	10	12	21	32	3	2	6	7	9	3	8	18	1	2	9	0	3	10	2	6	5	4	10	4	3	7	3	3	2	0	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1730	1858	975	416	504	462	203	159	128	120	191	185	141	91	149	57	60	42	145	155	35	28	33	68	30	25	20	16	29	20	18	21	33	47	6	11	8	11	16	3	11	16	6	6	8	6	6	15	3	7	5	3	7	6	4	7	10	4	2	2	2	2	3	1	2	2	0	0	8	1	0	0	1	0	0	0	1	1	0	3	0	0	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	785	1173	577	194	293	285	98	69	61	55	107	104	85	50	92	21	26	23	87	107	19	16	14	35	15	9	9	4	18	11	8	11	20	36	2	3	2	6	8	2	6	15	2	3	7	3	4	8	1	5	4	2	7	2	3	6	9	2	2	0	1	0	2	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1730	1893	981	395	495	479	199	150	134	110	151	179	138	85	168	69	62	47	145	144	32	25	36	68	29	23	18	20	25	28	21	18	42	40	11	12	6	12	14	5	11	21	7	4	8	4	9	13	3	8	3	5	7	7	2	7	13	4	4	1	1	2	3	1	6	5	0	0	3	1	0	0	1	0	0	0	1	2	0	3	1	1	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	780	1184	580	180	296	309	97	67	69	49	83	104	85	40	110	26	31	27	92	93	19	14	13	34	16	9	8	7	15	14	11	7	29	27	1	5	2	5	6	3	6	18	2	3	7	3	6	7	1	6	2	3	7	2	2	6	12	1	3	1	0	0	2	0	5	2	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1719	1819	981	376	501	466	205	126	143	100	163	191	134	100	200	69	66	43	125	121	42	31	36	69	22	19	18	21	31	27	25	19	51	46	11	12	5	9	9	8	8	26	7	9	7	5	8	9	1	4	3	5	8	3	6	5	10	6	4	1	1	2	2	3	7	4	0	0	3	1	1	0	1	0	0	0	0	4	0	3	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	779	1113	580	167	298	289	100	58	71	48	100	117	79	45	140	25	32	20	83	70	23	18	13	39	11	7	9	8	20	15	12	6	32	31	1	5	2	1	2	4	5	11	4	6	6	4	5	5	0	3	1	2	7	2	3	5	10	4	3	1	0	0	2	1	5	2	0	0	3	0	0	0	0	0	0	0	0	4	0	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	1712	1757	968	389	486	445	198	127	138	105	165	199	126	95	195	71	76	47	126	122	41	29	37	68	18	23	19	24	36	23	22	27	45	51	16	8	6	8	10	11	10	30	7	9	14	4	7	6	2	2	4	7	6	1	9	3	17	4	5	1	1	3	3	3	8	3	0	0	0	1	1	0	0	0	0	0	0	4	1	2	1	1	2	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	763	1076	594	177	288	285	97	65	64	50	109	126	73	41	133	29	41	24	92	68	18	16	14	37	10	10	12	12	25	12	12	12	31	40	4	2	4	1	4	4	5	13	5	6	12	3	4	2	1	2	2	5	5	0	6	2	17	3	4	1	0	0	2	1	5	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1742	1767	991	381	506	442	188	136	129	109	202	189	117	101	183	79	74	46	138	137	45	35	34	62	25	22	22	27	41	20	19	31	50	56	16	5	11	3	12	12	10	31	7	8	18	4	7	9	4	2	5	6	7	1	9	6	15	5	1	1	2	1	3	4	7	2	0	0	0	0	4	0	0	0	0	0	1	3	1	1	0	1	2	1	0	0	1	1	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	775	1090	601	177	297	278	85	69	54	51	130	120	66	52	117	33	39	19	94	77	25	20	15	41	13	8	13	12	28	11	9	16	29	44	7	1	7	0	6	4	4	14	5	5	12	2	2	2	2	0	2	4	5	0	6	5	15	3	1	1	2	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1823	1760	849	373	438	437	199	160	134	99	215	194	111	92	157	70	36	40	148	112	38	38	23	51	29	22	28	21	47	18	21	20	21	68	7	21	9	9	10	3	11	10	6	11	34	0	5	5	5	9	4	1	11	2	5	8	8	3	11	1	3	4	2	2	4	4	2	2	0	1	0	2	1	2	2	4	1	0	6	2	1	1	5	1	0	2	3	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	813	1059	509	168	248	246	83	72	60	45	139	116	55	50	115	35	24	12	105	87	19	10	12	37	18	12	12	7	33	13	11	5	8	45	5	10	6	4	7	2	4	7	2	7	29	0	0	4	2	3	2	0	10	0	4	7	7	2	11	1	1	3	2	1	0	1	1	2	0	1	0	1	0	2	0	3	0	0	6	1	0	0	2	1	0	1	2	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1830	1749	886	402	441	454	199	162	122	111	224	221	105	101	153	63	61	44	164	107	32	30	33	59	33	27	32	21	38	18	24	19	32	62	6	20	13	11	9	5	6	10	4	7	13	1	2	5	4	7	5	3	4	3	7	12	12	4	12	1	3	4	1	3	3	1	2	3	0	1	0	2	1	2	2	4	0	0	6	2	1	1	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	802	1057	541	188	246	255	86	70	42	53	140	140	47	51	113	32	37	16	114	79	13	9	19	49	20	14	15	8	25	12	13	8	16	39	5	8	6	5	7	3	1	9	3	3	7	0	0	3	1	3	3	0	3	0	6	8	7	1	11	0	1	3	1	1	0	0	2	2	0	1	0	1	0	2	1	4	0	0	4	1	0	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
