label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	37850	15580	18767	5943	3416	2733	4175	1662	1854	1936	1446	677	328	377	192	167	103	84	69	66	79	33	30	41	33	21	7	12	5	1	5	11	5	3	2	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north1_active	80	11762	4493	15793	2735	769	1402	3605	991	1501	1715	1297	519	134	279	44	55	20	33	22	52	58	10	12	35	27	15	2	6	5	0	2	10	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north2_all	80	37656	15667	18539	5864	3452	2758	4032	1666	1791	1997	1347	639	321	360	197	147	108	80	79	62	61	42	21	40	33	24	6	15	5	1	6	17	3	3	1	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	11524	4447	15519	2637	805	1378	3430	985	1446	1791	1189	486	111	256	49	45	20	34	26	49	46	13	7	32	27	20	0	6	5	0	2	16	2	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_all	80	37375	15620	17278	5767	3500	2704	3724	1551	1608	1699	1275	595	304	349	192	141	119	81	81	69	68	39	21	24	27	29	5	19	5	4	4	21	3	3	1	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north3_active	80	10634	4165	14009	2374	793	1289	3094	853	1248	1493	1106	439	93	247	43	41	26	30	26	48	54	10	11	14	22	26	0	6	4	0	0	18	3	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_all	80	37367	15607	16378	5644	3479	2735	3521	1503	1505	1588	1098	597	300	310	185	150	117	82	78	81	73	39	34	14	29	50	7	13	5	4	3	15	1	4	0	2	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north4_active	80	9899	3739	12915	2177	758	1209	2881	763	1112	1369	922	425	95	209	42	37	26	21	27	53	58	9	16	6	23	47	0	3	2	0	0	12	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	37134	15503	15024	5654	3479	2674	3304	1419	1426	1473	995	574	298	320	199	150	106	87	72	53	74	45	38	21	26	43	8	9	12	5	3	16	2	2	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north5_active	80	9038	3362	11545	2071	722	1085	2619	652	1022	1234	823	383	84	223	44	37	21	24	27	26	62	6	17	9	20	41	1	2	9	0	1	13	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_all	80	37217	15700	14922	5562	3458	2658	3248	1422	1479	1540	1077	599	305	348	194	158	108	80	67	50	70	54	40	19	25	58	11	5	24	3	2	15	2	2	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
